vtt_chf_per_hour_rail,vtt_chf_per_hour_road,mean_net_benefit_developments_rail,mean_net_benefit_developments_road,share_positive_developments_rail,share_positive_developments_road,combined_mean_net_benefit_developments,combined_share_positive_developments
15.19,26.85,-5796765.465078469,-1141850742.8244197,0.20512820512820512,0.014492753623188406,-1147647508.289498,0.10981047937569677
15.44125,26.96375,-5728067.785010089,-1142228712.5335739,0.20512820512820512,0.014492753623188406,-1147956780.318584,0.10981047937569677
15.692499999999999,27.0775,-5659370.104941706,-1142606682.2427273,0.20512820512820512,0.014492753623188406,-1148266052.347669,0.10981047937569677
15.94375,27.19125,-5590672.424873321,-1142984651.9518814,0.23076923076923078,0.014492753623188406,-1148575324.3767548,0.1226309921962096
16.195,27.305,-5521974.74480494,-1143362621.661035,0.23076923076923078,0.014492753623188406,-1148884596.40584,0.1226309921962096
16.44625,27.418750000000003,-5453277.064736557,-1143740591.370189,0.23076923076923078,0.014492753623188406,-1149193868.4349256,0.1226309921962096
16.697499999999998,27.532500000000002,-5384579.384668175,-1144118561.0793428,0.23076923076923078,0.014492753623188406,-1149503140.464011,0.1226309921962096
16.94875,27.646250000000002,-5315881.704599793,-1144496530.7884965,0.23076923076923078,0.014492753623188406,-1149812412.4930964,0.1226309921962096
17.2,27.76,-5247184.02453141,-1144874500.4976506,0.23076923076923078,0.014492753623188406,-1150121684.522182,0.1226309921962096
17.451249999999998,27.87375,-5178486.344463028,-1145252470.206804,0.23076923076923078,0.014492753623188406,-1150430956.5512671,0.1226309921962096
17.7025,27.9875,-5109788.664394643,-1145630439.9159582,0.23076923076923078,0.014492753623188406,-1150740228.5803528,0.1226309921962096
17.95375,28.10125,-5041090.984326263,-1146008409.6251118,0.23076923076923078,0.014492753623188406,-1151049500.6094382,0.1226309921962096
18.205,28.215,-4972393.30425788,-1146386379.3342657,0.23076923076923078,0.014492753623188406,-1151358772.6385236,0.1226309921962096
18.456249999999997,28.32875,-4903695.624189498,-1146764349.0434194,0.23076923076923078,0.014492753623188406,-1151668044.667609,0.1226309921962096
18.7075,28.4425,-4834997.944121115,-1147142318.7525735,0.23076923076923078,0.014492753623188406,-1151977316.6966946,0.1226309921962096
18.95875,28.55625,-4766300.264052733,-1147520288.4617271,0.23076923076923078,0.014492753623188406,-1152286588.7257798,0.1226309921962096
19.21,28.67,-4697602.583984348,-1147898258.1708813,0.2564102564102564,0.014492753623188406,-1152595860.7548656,0.1354515050167224
19.46125,28.78375,-4628904.903915967,-1148276227.8800347,0.28205128205128205,0.014492753623188406,-1152905132.7839506,0.14827201783723523
19.7125,28.8975,-4560207.223847585,-1148654197.5891886,0.28205128205128205,0.021739130434782608,-1153214404.8130362,0.15189520624303232
19.963749999999997,29.01125,-4491509.543779202,-1149032167.2983425,0.28205128205128205,0.021739130434782608,-1153523676.8421216,0.15189520624303232
20.215,29.125,-4422811.863710819,-1149410137.0074964,0.3076923076923077,0.021739130434782608,-1153832948.8712072,0.16471571906354515
20.46625,29.23875,-4354114.183642437,-1149788106.71665,0.3076923076923077,0.021739130434782608,-1154142220.9002924,0.16471571906354515
20.7175,29.3525,-4285416.503574053,-1150166076.425804,0.3076923076923077,0.021739130434782608,-1154451492.929378,0.16471571906354515
20.96875,29.46625,-4216718.823505672,-1150544046.1349578,0.3076923076923077,0.021739130434782608,-1154760764.9584634,0.16471571906354515
21.22,29.58,-4148021.1434372887,-1150922015.8441114,0.3333333333333333,0.021739130434782608,-1155070036.9875488,0.17753623188405795
21.471249999999998,29.69375,-4079323.4633689057,-1151299985.5532656,0.3333333333333333,0.021739130434782608,-1155379309.0166345,0.17753623188405795
21.722499999999997,29.8075,-4010625.783300524,-1151677955.2624192,0.3333333333333333,0.021739130434782608,-1155688581.0457199,0.17753623188405795
21.97375,29.92125,-3941928.1032321407,-1152055924.9715729,0.3333333333333333,0.021739130434782608,-1155997853.074805,0.17753623188405795
22.224999999999998,30.035,-3873230.4231637577,-1152433894.6807268,0.3333333333333333,0.021739130434782608,-1156307125.1038904,0.17753623188405795
22.47625,30.14875,-3804532.743095375,-1152811864.3898807,0.3333333333333333,0.021739130434782608,-1156616397.132976,0.17753623188405795
22.7275,30.2625,-3735835.0630269945,-1153189834.0990343,0.3333333333333333,0.021739130434782608,-1156925669.1620612,0.17753623188405795
22.978749999999998,30.37625,-3667137.3829586115,-1153567803.8081882,0.3333333333333333,0.021739130434782608,-1157234941.1911469,0.17753623188405795
23.229999999999997,30.49,-3598439.7028902294,-1153945773.5173423,0.3333333333333333,0.021739130434782608,-1157544213.2202325,0.17753623188405795
23.48125,30.603749999999998,-3529742.022821847,-1154323743.2264957,0.3333333333333333,0.021739130434782608,-1157853485.2493176,0.17753623188405795
23.732499999999998,30.7175,-3461044.342753464,-1154701712.9356494,0.358974358974359,0.021739130434782608,-1158162757.2784028,0.19035674470457078
