development,mean_net_benefit,median_net_benefit,share_positive_scenarios,positive_scenarios,total_scenarios,mode,vtt_chf_per_hour,base_vtt_chf_per_hour
227,-290977579.08287543,-292809637.2687198,0.0,0,3,Road,30.603749999999998,31.4
233,-994471799.5573416,-989110681.1428834,0.0,0,3,Road,30.603749999999998,31.4
240,-439861930.886054,-441521678.46961015,0.0,0,3,Road,30.603749999999998,31.4
243,-1265645492.3162858,-1228518051.7391472,0.0,0,3,Road,30.603749999999998,31.4
245,-1554105734.1156342,-1510662198.6738183,0.0,0,3,Road,30.603749999999998,31.4
249,-1640592513.8657115,-1502775133.4616158,0.0,0,3,Road,30.603749999999998,31.4
250,-1577677453.5535214,-1577127610.0172524,0.0,0,3,Road,30.603749999999998,31.4
254,1237001670.3201873,688388105.4530482,0.6666666666666666,2,3,Road,30.603749999999998,31.4
255,-437221182.59230095,-426968848.61582536,0.0,0,3,Road,30.603749999999998,31.4
261,-533248504.402179,-480285213.36331856,0.0,0,3,Road,30.603749999999998,31.4
267,-565936301.4132959,-564268922.1824306,0.0,0,3,Road,30.603749999999998,31.4
270,-658880296.0290791,-652151757.9152201,0.0,0,3,Road,30.603749999999998,31.4
273,-535515555.80910426,-537865714.0333959,0.0,0,3,Road,30.603749999999998,31.4
277,-1432702626.9478524,-1360250279.03706,0.0,0,3,Road,30.603749999999998,31.4
284,-1213516246.0316575,-1214922673.217129,0.0,0,3,Road,30.603749999999998,31.4
285,-2047416072.437763,-1913680016.1146317,0.0,0,3,Road,30.603749999999998,31.4
289,-2299507613.4090304,-2199859339.250851,0.0,0,3,Road,30.603749999999998,31.4
308,-1972355752.4144218,-1979399647.2382731,0.0,0,3,Road,30.603749999999998,31.4
331,-2716845588.8245997,-2563077912.5525007,0.0,0,3,Road,30.603749999999998,31.4
334,-55306430.24975977,-158797050.58605713,0.3333333333333333,1,3,Road,30.603749999999998,31.4
348,-1539652465.1490853,-1434279369.1943562,0.0,0,3,Road,30.603749999999998,31.4
351,-1947204385.0570061,-1817408937.7236714,0.0,0,3,Road,30.603749999999998,31.4
356,-1169954462.3611968,-1091684709.1354175,0.0,0,3,Road,30.603749999999998,31.4
358,-2067480531.1201432,-1969055194.9584785,0.0,0,3,Road,30.603749999999998,31.4
390,-939525382.3428782,-846434040.9494696,0.0,0,3,Road,30.603749999999998,31.4
392,-272662882.13870597,-279701544.1142485,0.0,0,3,Road,30.603749999999998,31.4
394,-577904898.0963157,-549282866.9102778,0.0,0,3,Road,30.603749999999998,31.4
423,-482706885.10143113,-557669598.6066673,0.0,0,3,Road,30.603749999999998,31.4
459,-2103669829.654108,-2102136835.2338307,0.0,0,3,Road,30.603749999999998,31.4
464,-271075969.28295815,-270538704.58975106,0.0,0,3,Road,30.603749999999998,31.4
469,-867966149.2730904,-796871740.8702201,0.0,0,3,Road,30.603749999999998,31.4
486,-2663941521.668598,-2526488816.6179767,0.0,0,3,Road,30.603749999999998,31.4
493,-193683063.2840813,-194640811.59370905,0.0,0,3,Road,30.603749999999998,31.4
499,-1297340017.3010685,-1259702434.1153405,0.0,0,3,Road,30.603749999999998,31.4
517,-692654388.9274948,-620914722.6363734,0.0,0,3,Road,30.603749999999998,31.4
521,-2568073808.5592856,-2339033995.791094,0.0,0,3,Road,30.603749999999998,31.4
531,-1256864465.7326744,-1118088129.7796845,0.0,0,3,Road,30.603749999999998,31.4
533,-1501539977.495763,-1499860232.6746678,0.0,0,3,Road,30.603749999999998,31.4
538,-920732617.0892239,-934005790.4953896,0.0,0,3,Road,30.603749999999998,31.4
540,-2051583698.4112082,-2083549588.0392644,0.0,0,3,Road,30.603749999999998,31.4
546,-579215400.1748815,-548199809.2920934,0.0,0,3,Road,30.603749999999998,31.4
550,-1189118296.0756629,-1202887760.5403445,0.0,0,3,Road,30.603749999999998,31.4
552,-525710873.00546503,-473712031.97686356,0.0,0,3,Road,30.603749999999998,31.4
556,-850670941.2125021,-828865449.9315801,0.0,0,3,Road,30.603749999999998,31.4
557,580981706.3260628,27357540.13862419,0.6666666666666666,2,3,Road,30.603749999999998,31.4
558,-3069008762.465122,-3016782927.502964,0.0,0,3,Road,30.603749999999998,31.4
564,-2446107111.744859,-2347938616.70843,0.0,0,3,Road,30.603749999999998,31.4
565,-1413897950.42601,-1429800323.8826447,0.0,0,3,Road,30.603749999999998,31.4
569,-1804829912.501014,-1825609848.0933223,0.0,0,3,Road,30.603749999999998,31.4
594,-1934478661.9128716,-1942183437.6447768,0.0,0,3,Road,30.603749999999998,31.4
602,-1429446550.0926282,-1444895166.9113727,0.0,0,3,Road,30.603749999999998,31.4
612,-3012181951.657369,-2750299340.3730564,0.0,0,3,Road,30.603749999999998,31.4
614,-589705727.4296831,-568542866.0675747,0.0,0,3,Road,30.603749999999998,31.4
625,-970135296.4194325,-951021771.6022909,0.0,0,3,Road,30.603749999999998,31.4
627,-516054440.3304135,-519075664.8903242,0.0,0,3,Road,30.603749999999998,31.4
628,-1155347971.4683836,-1115032852.4818165,0.0,0,3,Road,30.603749999999998,31.4
629,-1196102347.4110403,-1151212994.5788214,0.0,0,3,Road,30.603749999999998,31.4
648,-1768228795.3119094,-1770202785.8869112,0.0,0,3,Road,30.603749999999998,31.4
662,-1895904665.9737961,-1679884393.451087,0.0,0,3,Road,30.603749999999998,31.4
669,-15048893.05836002,-86631425.03581923,0.3333333333333333,1,3,Road,30.603749999999998,31.4
670,-491598918.47753006,-474620178.795297,0.0,0,3,Road,30.603749999999998,31.4
673,-56065133.18751797,-90464804.53580171,0.3333333333333333,1,3,Road,30.603749999999998,31.4
678,-1297864121.976182,-1265218412.275511,0.0,0,3,Road,30.603749999999998,31.4
680,-1185000310.125417,-1198896235.2050805,0.0,0,3,Road,30.603749999999998,31.4
682,-3018425833.163113,-2966132493.824228,0.0,0,3,Road,30.603749999999998,31.4
689,-1310124524.1554863,-1198257548.9553566,0.0,0,3,Road,30.603749999999998,31.4
694,-779710426.1005869,-811189083.0508922,0.0,0,3,Road,30.603749999999998,31.4
726,-914096655.8196198,-875421022.1248124,0.0,0,3,Road,30.603749999999998,31.4
736,-870673612.962423,-873369609.4241033,0.0,0,3,Road,30.603749999999998,31.4
750,-1717732747.5964925,-1576950700.8478658,0.0,0,3,Road,30.603749999999998,31.4
755,-1629837650.9045265,-1627197829.2231524,0.0,0,3,Road,30.603749999999998,31.4
759,-3384599209.0430493,-3127623280.1372814,0.0,0,3,Road,30.603749999999998,31.4
761,-231393525.64072117,-275417334.9230348,0.0,0,3,Road,30.603749999999998,31.4
764,-1950211699.5813868,-1955463572.538077,0.0,0,3,Road,30.603749999999998,31.4
767,-167178649.9353254,-201907837.41758573,0.0,0,3,Road,30.603749999999998,31.4
770,-264035652.7671485,-284084697.4380528,0.0,0,3,Road,30.603749999999998,31.4
775,-1662225803.0891619,-1504737924.5835567,0.0,0,3,Road,30.603749999999998,31.4
776,-1171536982.0574782,-1112484944.534409,0.0,0,3,Road,30.603749999999998,31.4
780,-695537089.912834,-709187004.3653623,0.0,0,3,Road,30.603749999999998,31.4
789,-1483040788.8389547,-1403844115.8061905,0.0,0,3,Road,30.603749999999998,31.4
791,-843813784.6705456,-822766554.5061629,0.0,0,3,Road,30.603749999999998,31.4
809,-936766118.9770746,-914368854.4356546,0.0,0,3,Road,30.603749999999998,31.4
810,-1149314836.734303,-1155221229.0614827,0.0,0,3,Road,30.603749999999998,31.4
811,-343904645.1308224,-344159259.8863369,0.0,0,3,Road,30.603749999999998,31.4
813,-955788578.9781681,-1038709750.8364642,0.0,0,3,Road,30.603749999999998,31.4
822,-496161258.29498845,-480956724.9754856,0.0,0,3,Road,30.603749999999998,31.4
831,-1187711686.1886394,-1145575754.1695817,0.0,0,3,Road,30.603749999999998,31.4
837,-1255486704.9426277,-1256663582.6383731,0.0,0,3,Road,30.603749999999998,31.4
858,-1601465127.2420394,-1613557140.8531625,0.0,0,3,Road,30.603749999999998,31.4
863,-895161366.5828847,-912941748.4591926,0.0,0,3,Road,30.603749999999998,31.4
866,-845980178.9260916,-833781660.5202271,0.0,0,3,Road,30.603749999999998,31.4
873,-2001298539.6386127,-1866425845.7856631,0.0,0,3,Road,30.603749999999998,31.4
878,-1450708982.2593153,-1424271075.5961566,0.0,0,3,Road,30.603749999999998,31.4
887,-640722448.9300877,-564260746.494044,0.0,0,3,Road,30.603749999999998,31.4
895,-2237741517.032244,-2131922128.021303,0.0,0,3,Road,30.603749999999998,31.4
935,-1162344185.0890274,-1138655804.4376092,0.0,0,3,Road,30.603749999999998,31.4
938,-879408504.8834747,-943714806.1476432,0.0,0,3,Road,30.603749999999998,31.4
940,-629957083.7932411,-609822470.6842419,0.0,0,3,Road,30.603749999999998,31.4
945,-1481750488.5311258,-1296306283.9229212,0.0,0,3,Road,30.603749999999998,31.4
952,-2793141413.035052,-2726657096.478774,0.0,0,3,Road,30.603749999999998,31.4
958,-695502961.555108,-709015960.0344269,0.0,0,3,Road,30.603749999999998,31.4
964,-782225888.7374029,-782310555.3136275,0.0,0,3,Road,30.603749999999998,31.4
970,-545986301.7087861,-503679954.8703673,0.0,0,3,Road,30.603749999999998,31.4
971,-977046544.8304482,-910048656.0373315,0.0,0,3,Road,30.603749999999998,31.4
987,-405150529.63748664,-406623565.17639405,0.0,0,3,Road,30.603749999999998,31.4
0,-141583442.01419115,-215045077.15391192,0.3333333333333333,1,3,Road,30.7175,31.4
2,-1062688907.037447,-963582315.8822517,0.0,0,3,Road,30.7175,31.4
9,138862158.34994507,-333890985.8852601,0.3333333333333333,1,3,Road,30.7175,31.4
12,-1154159053.6568515,-1166906189.9068413,0.0,0,3,Road,30.7175,31.4
15,-163122574.70848867,-215591853.68111005,0.3333333333333333,1,3,Road,30.7175,31.4
17,-2885624004.3624473,-2922328226.8988423,0.0,0,3,Road,30.7175,31.4
25,-1467577437.6319568,-1415896581.4647646,0.0,0,3,Road,30.7175,31.4
27,-1366386777.8504953,-1319023156.5245771,0.0,0,3,Road,30.7175,31.4
28,-2850132374.385961,-2920524328.971767,0.0,0,3,Road,30.7175,31.4
57,-280919010.6586719,-307076358.3907093,0.0,0,3,Road,30.7175,31.4
62,-153624540.42117324,-169880060.9475753,0.0,0,3,Road,30.7175,31.4
63,-2193892070.0192056,-2053641470.2233996,0.0,0,3,Road,30.7175,31.4
73,-803032034.9531317,-737804827.2483099,0.0,0,3,Road,30.7175,31.4
90,-1121639564.4772635,-1121307264.9294288,0.0,0,3,Road,30.7175,31.4
94,-161869188.8997654,-166899667.034266,0.0,0,3,Road,30.7175,31.4
103,-1165631329.509154,-1065042591.8932595,0.0,0,3,Road,30.7175,31.4
104,-998143669.9116288,-996379389.2108667,0.0,0,3,Road,30.7175,31.4
109,-3153751489.9946556,-2890791609.323304,0.0,0,3,Road,30.7175,31.4
114,-643292212.1097058,-602202220.2304146,0.0,0,3,Road,30.7175,31.4
126,-1723873500.797431,-1575698101.944518,0.0,0,3,Road,30.7175,31.4
140,-665015060.7900236,-664306061.9893172,0.0,0,3,Road,30.7175,31.4
143,-469497855.94051045,-468802191.8091733,0.0,0,3,Road,30.7175,31.4
144,-1607766074.0029736,-1569475564.427465,0.0,0,3,Road,30.7175,31.4
150,-1088063129.514694,-977762330.514241,0.0,0,3,Road,30.7175,31.4
152,-347018699.05429715,-833383853.1873474,0.3333333333333333,1,3,Road,30.7175,31.4
176,-1695288100.796004,-1753501754.2015452,0.0,0,3,Road,30.7175,31.4
177,-409706107.3435808,-415545034.9664794,0.0,0,3,Road,30.7175,31.4
195,-1006292069.7783355,-895845031.0578024,0.0,0,3,Road,30.7175,31.4
197,-529823094.2811007,-518458125.93069834,0.0,0,3,Road,30.7175,31.4
201,-1815377366.3694046,-1671425135.3483438,0.0,0,3,Road,30.7175,31.4
202,-635706620.7040612,-591375836.9169973,0.0,0,3,Road,30.7175,31.4
206,-1194461039.09534,-1196277209.3901565,0.0,0,3,Road,30.7175,31.4
209,-845508184.2376008,-869771412.653781,0.0,0,3,Road,30.7175,31.4
227,-290955789.34138376,-292794657.0397434,0.0,0,3,Road,30.7175,31.4
233,-994445172.288505,-989064127.32192,0.0,0,3,Road,30.7175,31.4
240,-439855490.5997487,-441521407.24061424,0.0,0,3,Road,30.7175,31.4
243,-1266431084.5168507,-1229165646.2640793,0.0,0,3,Road,30.7175,31.4
245,-1554954406.4378617,-1511349397.2499688,0.0,0,3,Road,30.7175,31.4
249,-1643149020.7341871,-1504819391.7650964,0.0,0,3,Road,30.7175,31.4
250,-1577703072.900072,-1577151185.669738,0.0,0,3,Road,30.7175,31.4
254,1246927292.0751555,696274604.7800903,0.6666666666666666,2,3,Road,30.7175,31.4
255,-437304624.4475627,-427014183.93218833,0.0,0,3,Road,30.7175,31.4
261,-534077720.8377211,-480917572.4086497,0.0,0,3,Road,30.7175,31.4
267,-565882087.6698827,-564208511.015907,0.0,0,3,Road,30.7175,31.4
270,-658907292.2128626,-652153745.0327796,0.0,0,3,Road,30.7175,31.4
273,-535503455.1798117,-537862348.6243954,0.0,0,3,Road,30.7175,31.4
277,-1433776694.545953,-1361055051.0561926,0.0,0,3,Road,30.7175,31.4
284,-1213585001.1640987,-1214996655.8492181,0.0,0,3,Road,30.7175,31.4
285,-2049915692.6172035,-1915682557.4587412,0.0,0,3,Road,30.7175,31.4
289,-2301124336.174662,-2201105682.85754,0.0,0,3,Road,30.7175,31.4
308,-1972324207.9230604,-1979394283.9513793,0.0,0,3,Road,30.7175,31.4
331,-2719686164.7181206,-2565346954.7883506,0.0,0,3,Road,30.7175,31.4
334,-53535770.04100704,-157411051.01736498,0.3333333333333333,1,3,Road,30.7175,31.4
348,-1541512620.3263266,-1435747866.824243,0.0,0,3,Road,30.7175,31.4
351,-1949290478.595597,-1819012599.1376314,0.0,0,3,Road,30.7175,31.4
356,-1171287682.406564,-1092727011.0929875,0.0,0,3,Road,30.7175,31.4
358,-2069014996.6487267,-1970223826.8232665,0.0,0,3,Road,30.7175,31.4
390,-941142015.382802,-847704666.0627995,0.0,0,3,Road,30.7175,31.4
392,-272578727.3418572,-279643551.07207745,0.0,0,3,Road,30.7175,31.4
394,-578417895.8484758,-549689480.4432683,0.0,0,3,Road,30.7175,31.4
423,-481470151.4486068,-556711491.2222323,0.0,0,3,Road,30.7175,31.4
459,-2103784176.4701893,-2102245484.1169689,0.0,0,3,Road,30.7175,31.4
464,-271082510.9278636,-270543249.29444975,0.0,0,3,Road,30.7175,31.4
469,-869020575.1535602,-797661918.4492292,0.0,0,3,Road,30.7175,31.4
486,-2666499944.8061085,-2528536346.6394634,0.0,0,3,Road,30.7175,31.4
493,-193676615.48432913,-194637923.61490107,0.0,0,3,Road,30.7175,31.4
499,-1298062761.4505336,-1260285284.4580865,0.0,0,3,Road,30.7175,31.4
517,-693888400.2574825,-621882087.3285924,0.0,0,3,Road,30.7175,31.4
521,-2572315079.9765763,-2342423957.198912,0.0,0,3,Road,30.7175,31.4
531,-1259352745.279042,-1120060596.4529681,0.0,0,3,Road,30.7175,31.4
533,-1501596138.3633385,-1499910150.157906,0.0,0,3,Road,30.7175,31.4
538,-920584281.2718811,-933906789.2685775,0.0,0,3,Road,30.7175,31.4
540,-2051028088.6472425,-2083112791.1640851,0.0,0,3,Road,30.7175,31.4
546,-579721068.1535375,-548590196.5138842,0.0,0,3,Road,30.7175,31.4
550,-1188966261.319192,-1202786905.021152,0.0,0,3,Road,30.7175,31.4
552,-526593190.08584785,-474401076.3972944,0.0,0,3,Road,30.7175,31.4
556,-850948964.0647875,-829062424.721677,0.0,0,3,Road,30.7175,31.4
557,590879242.4645561,35197330.12170124,0.6666666666666666,2,3,Road,30.7175,31.4
558,-3069976590.3303456,-3017556639.0024824,0.0,0,3,Road,30.7175,31.4
564,-2447679637.3075166,-2349146263.25102,0.0,0,3,Road,30.7175,31.4
565,-1413827373.1676135,-1429788853.5958023,0.0,0,3,Road,30.7175,31.4
569,-1804465433.5501823,-1825322605.3528774,0.0,0,3,Road,30.7175,31.4
594,-1934513694.7626736,-1942247108.1040058,0.0,0,3,Road,30.7175,31.4
602,-1429340467.8306198,-1444846505.0688598,0.0,0,3,Road,30.7175,31.4
612,-3016954833.108134,-2754098839.5738163,0.0,0,3,Road,30.7175,31.4
614,-590050678.0089561,-568809157.1531602,0.0,0,3,Road,30.7175,31.4
625,-970405194.184125,-951220626.9800879,0.0,0,3,Road,30.7175,31.4
627,-516019881.8333922,-519052335.8764117,0.0,0,3,Road,30.7175,31.4
628,-1155931360.0347383,-1115466395.2029815,0.0,0,3,Road,30.7175,31.4
629,-1196924030.1805978,-1151867829.6945891,0.0,0,3,Road,30.7175,31.4
648,-1768295818.7759132,-1770277146.4069262,0.0,0,3,Road,30.7175,31.4
662,-1899896758.6864624,-1683073568.0246542,0.0,0,3,Road,30.7175,31.4
669,-13878864.200277736,-85727458.7685121,0.3333333333333333,1,3,Road,30.7175,31.4
670,-491908737.1589095,-474866889.7974262,0.0,0,3,Road,30.7175,31.4
673,-55497889.24872878,-90025419.52331623,0.3333333333333333,1,3,Road,30.7175,31.4
678,-1298550968.2291281,-1265783918.8403976,0.0,0,3,Road,30.7175,31.4
680,-1184873492.3260987,-1198821066.6800442,0.0,0,3,Road,30.7175,31.4
682,-3019394561.8935637,-2966906855.2843337,0.0,0,3,Road,30.7175,31.4
689,-1312062329.8157847,-1199779560.1973562,0.0,0,3,Road,30.7175,31.4
694,-779218927.772869,-810814586.6339891,0.0,0,3,Road,30.7175,31.4
726,-914645682.7327161,-875826296.93783,0.0,0,3,Road,30.7175,31.4
736,-870717554.8699359,-873423571.9858664,0.0,0,3,Road,30.7175,31.4
750,-1720367250.7136977,-1579061936.1362052,0.0,0,3,Road,30.7175,31.4
755,-1629894849.1820095,-1627245215.6404467,0.0,0,3,Road,30.7175,31.4
759,-3389297550.0055566,-3131366476.324621,0.0,0,3,Road,30.7175,31.4
761,-230691079.44289866,-274878519.2706802,0.0,0,3,Road,30.7175,31.4
764,-1950214025.266776,-1955485418.7250004,0.0,0,3,Road,30.7175,31.4
767,-166632594.53684637,-201490865.7123177,0.0,0,3,Road,30.7175,31.4
770,-263732093.85269997,-283855658.1112794,0.0,0,3,Road,30.7175,31.4
775,-1665130154.4267018,-1507056914.7748315,0.0,0,3,Road,30.7175,31.4
776,-1172427258.8193963,-1113155732.8588562,0.0,0,3,Road,30.7175,31.4
780,-695365620.7339505,-709066270.0725294,0.0,0,3,Road,30.7175,31.4
789,-1484399879.0346882,-1404908842.6785579,0.0,0,3,Road,30.7175,31.4
791,-844225987.9275131,-823100528.0549673,0.0,0,3,Road,30.7175,31.4
809,-937203902.7432207,-914723390.5984323,0.0,0,3,Road,30.7175,31.4
810,-1149379965.9627247,-1155308311.5514235,0.0,0,3,Road,30.7175,31.4
811,-343918688.14412886,-344174249.2682563,0.0,0,3,Road,30.7175,31.4
813,-954425985.5343475,-1037655364.1744556,0.0,0,3,Road,30.7175,31.4
822,-496422217.27115124,-481161170.7575106,0.0,0,3,Road,30.7175,31.4
831,-1188324582.3659122,-1146032036.7858639,0.0,0,3,Road,30.7175,31.4
837,-1255340248.0136435,-1256521500.004627,0.0,0,3,Road,30.7175,31.4
858,-1601451021.0904865,-1613587979.0809183,0.0,0,3,Road,30.7175,31.4
863,-894973308.2988979,-912819777.4500802,0.0,0,3,Road,30.7175,31.4
866,-846170621.7762159,-833926763.127124,0.0,0,3,Road,30.7175,31.4
873,-2003817592.894451,-1868443595.478187,0.0,0,3,Road,30.7175,31.4
878,-1451170054.2948189,-1424633881.5079682,0.0,0,3,Road,30.7175,31.4
887,-642107318.6943762,-565361418.4508057,0.0,0,3,Road,30.7175,31.4
895,-2239542570.6398377,-2133329865.270607,0.0,0,3,Road,30.7175,31.4
935,-1162738239.3394454,-1138961812.180684,0.0,0,3,Road,30.7175,31.4
938,-878332597.4555508,-942877916.5449467,0.0,0,3,Road,30.7175,31.4
940,-630281723.6449342,-610072272.9019473,0.0,0,3,Road,30.7175,31.4
945,-1485052616.7141435,-1298919141.0762715,0.0,0,3,Road,30.7175,31.4
952,-2794350667.527122,-2727619237.757324,0.0,0,3,Road,30.7175,31.4
958,-695338071.2411867,-708901295.7084002,0.0,0,3,Road,30.7175,31.4
964,-782178611.4828857,-782263592.7533242,0.0,0,3,Road,30.7175,31.4
970,-546784615.5365595,-504321021.7283126,0.0,0,3,Road,30.7175,31.4
971,-978175667.4322964,-910928756.5471089,0.0,0,3,Road,30.7175,31.4
987,-405196046.5903928,-406674557.20318997,0.0,0,3,Road,30.7175,31.4
0,-140348305.46085188,-214081976.44324026,0.3333333333333333,1,3,Road,30.831249999999997,31.4
2,-1064222616.7632107,-964749023.9072292,0.0,0,3,Road,30.831249999999997,31.4
9,147426747.83794704,-327077048.961977,0.3333333333333333,1,3,Road,30.831249999999997,31.4
12,-1154036212.9618223,-1166830553.142745,0.0,0,3,Road,30.831249999999997,31.4
15,-162246090.65247932,-214909668.6560484,0.3333333333333333,1,3,Road,30.831249999999997,31.4
17,-2885150928.32709,-2921991070.300729,0.0,0,3,Road,30.831249999999997,31.4
25,-1468495176.5292594,-1416622940.9402711,0.0,0,3,Road,30.831249999999997,31.4
27,-1367242531.773651,-1319703518.1818964,0.0,0,3,Road,30.831249999999997,31.4
28,-2849249529.5442166,-2919902152.636058,0.0,0,3,Road,30.831249999999997,31.4
57,-280379510.8186019,-306633721.84695303,0.0,0,3,Road,30.831249999999997,31.4
62,-153391148.3406782,-169706864.6987683,0.0,0,3,Road,30.831249999999997,31.4
63,-2196486043.4224267,-2055716081.512947,0.0,0,3,Road,30.831249999999997,31.4
73,-804161766.1758547,-738693015.543502,0.0,0,3,Road,30.831249999999997,31.4
90,-1121516738.9434566,-1121183208.8568878,0.0,0,3,Road,30.831249999999997,31.4
94,-161827581.18857357,-166876687.690871,0.0,0,3,Road,30.831249999999997,31.4
103,-1167227136.9661355,-1066265909.1116538,0.0,0,3,Road,30.831249999999997,31.4
104,-998037742.4685396,-996266928.4584354,0.0,0,3,Road,30.831249999999997,31.4
109,-3158524894.5938125,-2894591246.9679117,0.0,0,3,Road,30.831249999999997,31.4
114,-644028645.5768237,-602786493.3141593,0.0,0,3,Road,30.831249999999997,31.4
126,-1726628212.1006587,-1577904104.8040407,0.0,0,3,Road,30.831249999999997,31.4
140,-665046965.8433546,-664335341.548595,0.0,0,3,Road,30.831249999999997,31.4
143,-469505293.8646253,-468807053.61886024,0.0,0,3,Road,30.831249999999997,31.4
144,-1608529568.0324032,-1570097264.8387873,0.0,0,3,Road,30.831249999999997,31.4
150,-1089927360.6911619,-979218106.7094666,0.0,0,3,Road,30.831249999999997,31.4
152,-338249926.0815475,-826416139.4245801,0.3333333333333333,1,3,Road,30.831249999999997,31.4
176,-1694381249.7770412,-1752810474.211308,0.0,0,3,Road,30.831249999999997,31.4
177,-409635958.1230472,-415496507.8837208,0.0,0,3,Road,30.831249999999997,31.4
195,-1008191718.0317326,-897335682.7895277,0.0,0,3,Road,30.831249999999997,31.4
197,-529995970.2360155,-518588916.2617877,0.0,0,3,Road,30.831249999999997,31.4
201,-1818006630.2300446,-1673521329.5816174,0.0,0,3,Road,30.831249999999997,31.4
202,-636420225.6320944,-591925280.4824268,0.0,0,3,Road,30.831249999999997,31.4
206,-1194305864.7858162,-1196128760.542374,0.0,0,3,Road,30.831249999999997,31.4
209,-845203748.234186,-869556825.8318537,0.0,0,3,Road,30.831249999999997,31.4
227,-290933999.5998921,-292779676.81076705,0.0,0,3,Road,30.831249999999997,31.4
233,-994418545.019668,-989017573.5009567,0.0,0,3,Road,30.831249999999997,31.4
240,-439849050.3134434,-441521136.01161826,0.0,0,3,Road,30.831249999999997,31.4
243,-1267216676.7174156,-1229813240.7890112,0.0,0,3,Road,30.831249999999997,31.4
245,-1555803078.7600892,-1512036595.8261192,0.0,0,3,Road,30.831249999999997,31.4
249,-1645705527.6026623,-1506863650.0685768,0.0,0,3,Road,30.831249999999997,31.4
250,-1577728692.246623,-1577174761.3222237,0.0,0,3,Road,30.831249999999997,31.4
254,1256852913.830123,704161104.107132,0.6666666666666666,2,3,Road,30.831249999999997,31.4
255,-437388066.3028245,-427059519.24855125,0.0,0,3,Road,30.831249999999997,31.4
261,-534906937.2732632,-481549931.4539808,0.0,0,3,Road,30.831249999999997,31.4
267,-565827873.9264693,-564148099.8493835,0.0,0,3,Road,30.831249999999997,31.4
270,-658934288.3966459,-652155732.1503389,0.0,0,3,Road,30.831249999999997,31.4
273,-535491354.55051917,-537858983.2153949,0.0,0,3,Road,30.831249999999997,31.4
277,-1434850762.1440542,-1361859823.075325,0.0,0,3,Road,30.831249999999997,31.4
284,-1213653756.29654,-1215070638.4813073,0.0,0,3,Road,30.831249999999997,31.4
285,-2052415312.796644,-1917685098.8028507,0.0,0,3,Road,30.831249999999997,31.4
289,-2302741058.940294,-2202352026.4642286,0.0,0,3,Road,30.831249999999997,31.4
308,-1972292663.431699,-1979388920.6644852,0.0,0,3,Road,30.831249999999997,31.4
331,-2722526740.611641,-2567615997.0242004,0.0,0,3,Road,30.831249999999997,31.4
334,-51765109.83225443,-156025051.44867295,0.3333333333333333,1,3,Road,30.831249999999997,31.4
348,-1543372775.503568,-1437216364.45413,0.0,0,3,Road,30.831249999999997,31.4
351,-1951376572.1341877,-1820616260.5515914,0.0,0,3,Road,30.831249999999997,31.4
356,-1172620902.4519312,-1093769313.0505571,0.0,0,3,Road,30.831249999999997,31.4
358,-2070549462.1773107,-1971392458.6880546,0.0,0,3,Road,30.831249999999997,31.4
390,-942758648.422726,-848975291.1761293,0.0,0,3,Road,30.831249999999997,31.4
392,-272494572.5450084,-279585558.0299064,0.0,0,3,Road,30.831249999999997,31.4
394,-578930893.6006359,-550096093.9762588,0.0,0,3,Road,30.831249999999997,31.4
423,-480233417.79578257,-555753383.8377974,0.0,0,3,Road,30.831249999999997,31.4
459,-2103898523.2862709,-2102354133.0001073,0.0,0,3,Road,30.831249999999997,31.4
464,-271089052.57276905,-270547793.9991485,0.0,0,3,Road,30.831249999999997,31.4
469,-870075001.03403,-798452096.0282383,0.0,0,3,Road,30.831249999999997,31.4
486,-2669058367.943619,-2530583876.6609497,0.0,0,3,Road,30.831249999999997,31.4
493,-193670167.684577,-194635035.63609308,0.0,0,3,Road,30.831249999999997,31.4
499,-1298785505.5999985,-1260868134.8008325,0.0,0,3,Road,30.831249999999997,31.4
517,-695122411.5874702,-622849452.0208113,0.0,0,3,Road,30.831249999999997,31.4
521,-2576556351.3938665,-2345813918.6067305,0.0,0,3,Road,30.831249999999997,31.4
531,-1261841024.8254097,-1122033063.1262512,0.0,0,3,Road,30.831249999999997,31.4
533,-1501652299.2309132,-1499960067.641144,0.0,0,3,Road,30.831249999999997,31.4
538,-920435945.4545385,-933807788.0417653,0.0,0,3,Road,30.831249999999997,31.4
540,-2050472478.883277,-2082675994.2889059,0.0,0,3,Road,30.831249999999997,31.4
546,-580226736.1321936,-548980583.7356749,0.0,0,3,Road,30.831249999999997,31.4
550,-1188814226.5627213,-1202686049.5019598,0.0,0,3,Road,30.831249999999997,31.4
552,-527475507.1662305,-475090120.8177253,0.0,0,3,Road,30.831249999999997,31.4
556,-851226986.9170729,-829259399.5117737,0.0,0,3,Road,30.831249999999997,31.4
557,600776778.6030488,43037120.10477781,0.6666666666666666,2,3,Road,30.831249999999997,31.4
558,-3070944418.1955695,-3018330350.502001,0.0,0,3,Road,30.831249999999997,31.4
564,-2449252162.8701744,-2350353909.7936096,0.0,0,3,Road,30.831249999999997,31.4
565,-1413756795.9092171,-1429777383.30896,0.0,0,3,Road,30.831249999999997,31.4
569,-1804100954.5993502,-1825035362.6124322,0.0,0,3,Road,30.831249999999997,31.4
594,-1934548727.6124756,-1942310778.5632348,0.0,0,3,Road,30.831249999999997,31.4
