mode,development,scenario,score_id,standalone_value,integrated_value
Rail,101010,scenario_71,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_71,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_71,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_71,rail_tts_cost,5907268.688987475,8688975.349550515
Rail,101010,scenario_72,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_72,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_72,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_72,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_72,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_72,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_72,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_72,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_72,rail_tts_cost,3967825.4166076155,4743541.75169217
Rail,101010,scenario_73,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_73,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_73,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_73,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_73,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_73,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_73,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_73,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_73,rail_tts_cost,3637226.94607365,4723059.293154884
Rail,101010,scenario_74,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_74,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_74,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_74,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_74,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_74,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_74,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_74,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_74,rail_tts_cost,7160155.541260566,9407016.179694608
Rail,101010,scenario_75,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_75,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_75,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_75,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_75,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_75,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_75,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_75,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_75,rail_tts_cost,10169793.20213846,8439273.397403246
Rail,101010,scenario_76,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_76,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_76,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_76,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_76,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_76,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_76,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_76,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_76,rail_tts_cost,6575424.077989807,7600572.01959008
Rail,101010,scenario_77,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_77,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_77,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_77,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_77,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_77,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_77,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_77,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_77,rail_tts_cost,4903422.816079307,9602991.324582156
Rail,101010,scenario_78,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_78,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_78,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_78,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_78,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_78,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_78,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_78,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_78,rail_tts_cost,9379448.283815654,13124137.783596918
Rail,101010,scenario_79,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_79,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_79,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_79,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_79,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_79,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_79,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_79,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_79,rail_tts_cost,7968534.424390972,9835110.783537762
Rail,101010,scenario_80,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_80,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_80,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_80,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_80,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_80,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_80,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_80,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_80,rail_tts_cost,15346234.434049454,16280973.830202209
Rail,101010,scenario_81,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_81,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_81,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_81,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_81,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_81,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_81,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_81,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_81,rail_tts_cost,5535479.1246409435,8819627.31574551
Rail,101010,scenario_82,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_82,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_82,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_82,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_82,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_82,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_82,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_82,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_82,rail_tts_cost,7860061.603315497,10662353.168044366
Rail,101010,scenario_83,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_83,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_83,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_83,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_83,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_83,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_83,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_83,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_83,rail_tts_cost,5582147.556854241,7722887.064878609
Rail,101010,scenario_84,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_84,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_84,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_84,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_84,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_84,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_84,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_84,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_84,rail_tts_cost,5139246.890348467,7866065.904099934
Rail,101010,scenario_85,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_85,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_85,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_85,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_85,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_85,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_85,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_85,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_85,rail_tts_cost,5178081.246890867,7486603.489361813
Rail,101010,scenario_86,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_86,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_86,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_86,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_86,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_86,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_86,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_86,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_86,rail_tts_cost,7232997.610957624,10764179.052957365
Rail,101010,scenario_87,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_87,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_87,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_87,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_87,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_87,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_87,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_87,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_87,rail_tts_cost,8750287.684717454,9761660.100790048
Rail,101010,scenario_88,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_88,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_88,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_88,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_88,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_88,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_88,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_88,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_88,rail_tts_cost,7032742.530203903,7500667.202324431
Rail,101010,scenario_89,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_89,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_89,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_89,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_89,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_89,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_89,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_89,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_89,rail_tts_cost,7070341.069558563,8044195.310678387
Rail,101010,scenario_90,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_90,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_90,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_90,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_90,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_90,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_90,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_90,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_90,rail_tts_cost,5590407.713016868,8158351.786978617
Rail,101010,scenario_91,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_91,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_91,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_91,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_91,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_91,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_91,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_91,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_91,rail_tts_cost,10354504.907031344,10967183.769877477
Rail,101010,scenario_92,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_92,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_92,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_92,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_92,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_92,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_92,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_92,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_92,rail_tts_cost,5566864.612951039,7916606.760917751
Rail,101010,scenario_93,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_93,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_93,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_93,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_93,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_93,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_93,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_93,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_93,rail_tts_cost,8317548.539560507,8549419.078648169
Rail,101010,scenario_94,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_94,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_94,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_94,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_94,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_94,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_94,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_94,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_94,rail_tts_cost,12368696.983932639,15541736.141553804
Rail,101010,scenario_95,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_95,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_95,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_95,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_95,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_95,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_95,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_95,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_95,rail_tts_cost,9711469.279328715,12240246.468817279
Rail,101010,scenario_96,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_96,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_96,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_96,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_96,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_96,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_96,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_96,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_96,rail_tts_cost,11611486.100543935,11944404.646375252
Rail,101010,scenario_97,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_97,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_97,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_97,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_97,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_97,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_97,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_97,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_97,rail_tts_cost,9769167.459640494,13616133.425356079
Rail,101010,scenario_98,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_98,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_98,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_98,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_98,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_98,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_98,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_98,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_98,rail_tts_cost,6344165.876556591,11677810.981177567
Rail,101010,scenario_99,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_99,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_99,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_99,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_99,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_99,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_99,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_99,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_99,rail_tts_cost,11007989.413531506,13977896.171181262
Rail,101010,scenario_100,rail_accident_cost,,58893.50729847904
Rail,101010,scenario_100,rail_airpollution_cost,,267765.25740659225
Rail,101010,scenario_100,rail_co2_cost,,7875.4487472527135
Rail,101010,scenario_100,rail_construction_cost,18300000.0,732040.4281907269
Rail,101010,scenario_100,rail_land_consumption_cost,,2701.245112781955
Rail,101010,scenario_100,rail_maint_cost,549000.0,579195.0
Rail,101010,scenario_100,rail_noise_cost,,49476.43930373732
Rail,101010,scenario_100,rail_operation_cost,3678039.6755888616,3880331.8577462486
Rail,101010,scenario_100,rail_tts_cost,5243646.400025486,6289007.2124334145
Rail,101011,scenario_1,rail_accident_cost,,102191.71743120899
Rail,101011,scenario_1,rail_airpollution_cost,,464624.9268889456
Rail,101011,scenario_1,rail_co2_cost,,13665.439026145461
Rail,101011,scenario_1,rail_construction_cost,18300000.0,732040.4281907269
Rail,101011,scenario_1,rail_land_consumption_cost,,2701.245112781955
Rail,101011,scenario_1,rail_maint_cost,549000.0,579195.0
Rail,101011,scenario_1,rail_noise_cost,,105311.4104716837
Rail,101011,scenario_1,rail_operation_cost,6382115.932128592,6733132.308395664
Rail,101011,scenario_1,rail_tts_cost,15011575.198355604,14696561.78735734
Rail,101011,scenario_2,rail_accident_cost,,102191.71743120899
Rail,101011,scenario_2,rail_airpollution_cost,,464624.9268889456
Rail,101011,scenario_2,rail_co2_cost,,13665.439026145461
Rail,101011,scenario_2,rail_construction_cost,18300000.0,732040.4281907269
Rail,101011,scenario_2,rail_land_consumption_cost,,2701.245112781955
Rail,101011,scenario_2,rail_maint_cost,549000.0,579195.0
Rail,101011,scenario_2,rail_noise_cost,,105311.4104716837
Rail,101011,scenario_2,rail_operation_cost,6382115.932128592,6733132.308395664
Rail,101011,scenario_2,rail_tts_cost,5872455.22432532,7806545.559932143
Rail,101011,scenario_3,rail_accident_cost,,102191.71743120899
Rail,101011,scenario_3,rail_airpollution_cost,,464624.9268889456
Rail,101011,scenario_3,rail_co2_cost,,13665.439026145461
Rail,101011,scenario_3,rail_construction_cost,18300000.0,732040.4281907269
Rail,101011,scenario_3,rail_land_consumption_cost,,2701.245112781955
Rail,101011,scenario_3,rail_maint_cost,549000.0,579195.0
Rail,101011,scenario_3,rail_noise_cost,,105311.4104716837
Rail,101011,scenario_3,rail_operation_cost,6382115.932128592,6733132.308395664
Rail,101011,scenario_3,rail_tts_cost,8491561.513246162,12633837.048103468
Rail,101011,scenario_4,rail_accident_cost,,102191.71743120899
Rail,101011,scenario_4,rail_airpollution_cost,,464624.9268889456
Rail,101011,scenario_4,rail_co2_cost,,13665.439026145461
Rail,101011,scenario_4,rail_construction_cost,18300000.0,732040.4281907269
Rail,101011,scenario_4,rail_land_consumption_cost,,2701.245112781955
Rail,101011,scenario_4,rail_maint_cost,549000.0,579195.0
Rail,101011,scenario_4,rail_noise_cost,,105311.4104716837
Rail,101011,scenario_4,rail_operation_cost,6382115.932128592,6733132.308395664
Rail,101011,scenario_4,rail_tts_cost,8419902.405386237,9311773.006314067
Rail,101011,scenario_5,rail_accident_cost,,102191.71743120899
Rail,101011,scenario_5,rail_airpollution_cost,,464624.9268889456
Rail,101011,scenario_5,rail_co2_cost,,13665.439026145461
Rail,101011,scenario_5,rail_construction_cost,18300000.0,732040.4281907269
Rail,101011,scenario_5,rail_land_consumption_cost,,2701.245112781955
Rail,101011,scenario_5,rail_maint_cost,549000.0,579195.0
Rail,101011,scenario_5,rail_noise_cost,,105311.4104716837
Rail,101011,scenario_5,rail_operation_cost,6382115.932128592,6733132.308395664
Rail,101011,scenario_5,rail_tts_cost,10096793.708793724,13568815.237126974
Rail,101011,scenario_6,rail_accident_cost,,102191.71743120899
Rail,101011,scenario_6,rail_airpollution_cost,,464624.9268889456
Rail,101011,scenario_6,rail_co2_cost,,13665.439026145461
Rail,101011,scenario_6,rail_construction_cost,18300000.0,732040.4281907269
Rail,101011,scenario_6,rail_land_consumption_cost,,2701.245112781955
Rail,101011,scenario_6,rail_maint_cost,549000.0,579195.0
Rail,101011,scenario_6,rail_noise_cost,,105311.4104716837
Rail,101011,scenario_6,rail_operation_cost,6382115.932128592,6733132.308395664
Rail,101011,scenario_6,rail_tts_cost,9357410.761838268,11695669.636023555
Rail,101011,scenario_7,rail_accident_cost,,102191.71743120899
Rail,101011,scenario_7,rail_airpollution_cost,,464624.9268889456
Rail,101011,scenario_7,rail_co2_cost,,13665.439026145461
Rail,101011,scenario_7,rail_construction_cost,18300000.0,732040.4281907269
Rail,101011,scenario_7,rail_land_consumption_cost,,2701.245112781955
Rail,101011,scenario_7,rail_maint_cost,549000.0,579195.0
Rail,101011,scenario_7,rail_noise_cost,,105311.4104716837
Rail,101011,scenario_7,rail_operation_cost,6382115.932128592,6733132.308395664
Rail,101011,scenario_7,rail_tts_cost,9105216.274977751,15662547.965691425
Rail,101011,scenario_8,rail_accident_cost,,102191.71743120899
Rail,101011,scenario_8,rail_airpollution_cost,,464624.9268889456
Rail,101011,scenario_8,rail_co2_cost,,13665.439026145461
Rail,101011,scenario_8,rail_construction_cost,18300000.0,732040.4281907269
Rail,101011,scenario_8,rail_land_consumption_cost,,2701.245112781955
Rail,101011,scenario_8,rail_maint_cost,549000.0,579195.0
Rail,101011,scenario_8,rail_noise_cost,,105311.4104716837
Rail,101011,scenario_8,rail_operation_cost,6382115.932128592,6733132.308395664
Rail,101011,scenario_8,rail_tts_cost,6895300.537529464,10746469.629643822
Rail,101011,scenario_9,rail_accident_cost,,102191.71743120899
Rail,101011,scenario_9,rail_airpollution_cost,,464624.9268889456
Rail,101011,scenario_9,rail_co2_cost,,13665.439026145461
Rail,101011,scenario_9,rail_construction_cost,18300000.0,732040.4281907269
Rail,101011,scenario_9,rail_land_consumption_cost,,2701.245112781955
Rail,101011,scenario_9,rail_maint_cost,549000.0,579195.0
Rail,101011,scenario_9,rail_noise_cost,,105311.4104716837
Rail,101011,scenario_9,rail_operation_cost,6382115.932128592,6733132.308395664
Rail,101011,scenario_9,rail_tts_cost,9326004.36304825,16554630.464256437
Rail,101011,scenario_10,rail_accident_cost,,102191.71743120899
Rail,101011,scenario_10,rail_airpollution_cost,,464624.9268889456
Rail,101011,scenario_10,rail_co2_cost,,13665.439026145461
Rail,101011,scenario_10,rail_construction_cost,18300000.0,732040.4281907269
Rail,101011,scenario_10,rail_land_consumption_cost,,2701.245112781955
Rail,101011,scenario_10,rail_maint_cost,549000.0,579195.0
Rail,101011,scenario_10,rail_noise_cost,,105311.4104716837
Rail,101011,scenario_10,rail_operation_cost,6382115.932128592,6733132.308395664
Rail,101011,scenario_10,rail_tts_cost,11106926.116456062,14056059.798997955
Rail,101011,scenario_11,rail_accident_cost,,102191.71743120899
Rail,101011,scenario_11,rail_airpollution_cost,,464624.9268889456
Rail,101011,scenario_11,rail_co2_cost,,13665.439026145461
Rail,101011,scenario_11,rail_construction_cost,18300000.0,732040.4281907269
Rail,101011,scenario_11,rail_land_consumption_cost,,2701.245112781955
Rail,101011,scenario_11,rail_maint_cost,549000.0,579195.0
Rail,101011,scenario_11,rail_noise_cost,,105311.4104716837
Rail,101011,scenario_11,rail_operation_cost,6382115.932128592,6733132.308395664
Rail,101011,scenario_11,rail_tts_cost,8108339.488528532,11315535.983808458
Rail,101011,scenario_12,rail_accident_cost,,102191.71743120899
Rail,101011,scenario_12,rail_airpollution_cost,,464624.9268889456
Rail,101011,scenario_12,rail_co2_cost,,13665.439026145461
Rail,101011,scenario_12,rail_construction_cost,18300000.0,732040.4281907269
Rail,101011,scenario_12,rail_land_consumption_cost,,2701.245112781955
Rail,101011,scenario_12,rail_maint_cost,549000.0,579195.0
Rail,101011,scenario_12,rail_noise_cost,,105311.4104716837
Rail,101011,scenario_12,rail_operation_cost,6382115.932128592,6733132.308395664
Rail,101011,scenario_12,rail_tts_cost,15255971.613006119,17232050.167725723
Rail,101011,scenario_13,rail_accident_cost,,102191.71743120899
Rail,101011,scenario_13,rail_airpollution_cost,,464624.9268889456
Rail,101011,scenario_13,rail_co2_cost,,13665.439026145461
Rail,101011,scenario_13,rail_construction_cost,18300000.0,732040.4281907269
Rail,101011,scenario_13,rail_land_consumption_cost,,2701.245112781955
Rail,101011,scenario_13,rail_maint_cost,549000.0,579195.0
Rail,101011,scenario_13,rail_noise_cost,,105311.4104716837
Rail,101011,scenario_13,rail_operation_cost,6382115.932128592,6733132.308395664
Rail,101011,scenario_13,rail_tts_cost,10401604.651938297,12136957.899841718
Rail,101011,scenario_14,rail_accident_cost,,102191.71743120899
Rail,101011,scenario_14,rail_airpollution_cost,,464624.9268889456
Rail,101011,scenario_14,rail_co2_cost,,13665.439026145461
Rail,101011,scenario_14,rail_construction_cost,18300000.0,732040.4281907269
Rail,101011,scenario_14,rail_land_consumption_cost,,2701.245112781955
Rail,101011,scenario_14,rail_maint_cost,549000.0,579195.0
Rail,101011,scenario_14,rail_noise_cost,,105311.4104716837
Rail,101011,scenario_14,rail_operation_cost,6382115.932128592,6733132.308395664
Rail,101011,scenario_14,rail_tts_cost,7492292.858618538,12859411.348442834
Rail,101011,scenario_15,rail_accident_cost,,102191.71743120899
Rail,101011,scenario_15,rail_airpollution_cost,,464624.9268889456
Rail,101011,scenario_15,rail_co2_cost,,13665.439026145461
Rail,101011,scenario_15,rail_construction_cost,18300000.0,732040.4281907269
Rail,101011,scenario_15,rail_land_consumption_cost,,2701.245112781955
Rail,101011,scenario_15,rail_maint_cost,549000.0,579195.0
Rail,101011,scenario_15,rail_noise_cost,,105311.4104716837
Rail,101011,scenario_15,rail_operation_cost,6382115.932128592,6733132.308395664
Rail,101011,scenario_15,rail_tts_cost,6120991.309898888,9488639.09678189
Rail,101011,scenario_16,rail_accident_cost,,102191.71743120899
Rail,101011,scenario_16,rail_airpollution_cost,,464624.9268889456
Rail,101011,scenario_16,rail_co2_cost,,13665.439026145461
Rail,101011,scenario_16,rail_construction_cost,18300000.0,732040.4281907269
Rail,101011,scenario_16,rail_land_consumption_cost,,2701.245112781955
Rail,101011,scenario_16,rail_maint_cost,549000.0,579195.0
Rail,101011,scenario_16,rail_noise_cost,,105311.4104716837
Rail,101011,scenario_16,rail_operation_cost,6382115.932128592,6733132.308395664
Rail,101011,scenario_16,rail_tts_cost,10395825.416165382,13937882.728492128
Rail,101011,scenario_17,rail_accident_cost,,102191.71743120899
Rail,101011,scenario_17,rail_airpollution_cost,,464624.9268889456
