mode_rail,vtt_chf_per_hour_rail,base_vtt_chf_per_hour_rail,mean_net_benefit_rows_rail,median_net_benefit_rows_rail,share_positive_rows_rail,mean_net_benefit_developments_rail,median_net_benefit_developments_rail,share_positive_developments_rail,positive_developments_rail,total_developments_rail,total_rows_rail,mode_road,vtt_chf_per_hour_road,base_vtt_chf_per_hour_road,mean_net_benefit_rows_road,median_net_benefit_rows_road,share_positive_rows_road,mean_net_benefit_developments_road,median_net_benefit_developments_road,share_positive_developments_road,positive_developments_road,total_developments_road,total_rows_road,combined_mean_net_benefit_developments,delta_mean_net_benefit_developments,delta_share_positive_developments
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,30.37625,31.4,-4547890121.315047,-1137684027.005255,0.10047619047619048,-4547890121.315047,-4205872234.4443183,0.01904761904761905,2,105,2100,-4552931212.299374,4542849030.330721,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,30.49,31.4,-4560856201.178155,-1138628306.1565766,0.10047619047619048,-4560856201.178156,-4218616184.665306,0.01904761904761905,2,105,2100,-4565897292.162482,4555815110.19383,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,30.603749999999998,31.4,-4573822281.041263,-1139454162.9291048,0.10047619047619048,-4573822281.041264,-4231360134.886294,0.01904761904761905,2,105,2100,-4578863372.02559,4568781190.056937,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,30.7175,31.4,-4586788360.904371,-1139439918.655672,0.10047619047619048,-4586788360.904372,-4244104085.1072817,0.01904761904761905,2,105,2100,-4591829451.888699,4581747269.920046,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,30.831249999999997,31.4,-4599754440.76748,-1138061295.3365622,0.10047619047619048,-4599754440.767479,-4256848035.3282685,0.01904761904761905,2,105,2100,-4604795531.751805,4594713349.783153,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,30.945,31.4,-4612720520.630588,-1137330797.4304318,0.10047619047619048,-4612720520.630588,-4269591985.5492563,0.01904761904761905,2,105,2100,-4617761611.614914,4607679429.646261,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,31.05875,31.4,-4625686600.493696,-1137579405.5205877,0.10047619047619048,-4625686600.493695,-4282335935.7702436,0.01904761904761905,2,105,2100,-4630727691.478022,4620645509.509369,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,31.1725,31.4,-4638652680.356804,-1137828013.6107433,0.10047619047619048,-4638652680.356805,-4295079885.991232,0.01904761904761905,2,105,2100,-4643693771.341131,4633611589.3724785,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,31.28625,31.4,-4651618760.219912,-1138076621.7008991,0.10047619047619048,-4651618760.219912,-4307823836.212219,0.01904761904761905,2,105,2100,-4656659851.204238,4646577669.235585,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,31.4,31.4,-4664584840.083019,-1138335947.347439,0.10047619047619048,-4664584840.083019,-4320567786.433207,0.01904761904761905,2,105,2100,-4669625931.067346,4659543749.098693,0.21172161172161175
