development,n_scenarios,mean_tts,median_tts,std_tts,min_tts,max_tts,pos,neg,mean_network,mean_access,pos_share,range_tts,cv_abs,mean_mmin,median_mmin,min_mmin,max_mmin,range_mmin
255,10,-516.0733434313094,-311.84882187098265,647.1966425684682,-1599.7317391076358,317.1095309684752,1,9,-1875.8284759958042,1359.7551325644934,0.1,1916.841270076111,1.2540788064450992,-0.0005160733434313094,-0.00031184882187098266,-0.0015997317391076358,0.00031710953096847523,0.0019168412700761109
261,10,-6370.475647348847,-5295.983312755474,3418.6013178421417,-12089.905370266992,-1960.0937912177176,0,10,-7468.798371707899,1098.3227243590463,0.0,10129.811579049274,0.5366320361439315,-0.006370475647348847,-0.005295983312755474,-0.012089905370266992,-0.0019600937912177176,0.010129811579049275
267,10,-418.8429418031825,-389.14802753244294,90.39154721697669,-577.1795945232734,-309.0967018411029,0,10,-593.9802403418696,175.13729853869663,0.0,268.0828926821705,0.21581251155344136,-0.0004188429418031825,-0.00038914802753244293,-0.0005771795945232734,-0.0003090967018411029,0.0002680828926821705
270,10,-111.40900337565108,15.884384830656934,402.0651256238797,-785.0820135625545,405.3469143697876,5,5,-1505.1643397450796,1393.7553363694558,0.5,1190.428927932342,3.6089105318372567,-0.00011140900337565108,1.5884384830656933e-05,-0.0007850820135625545,0.00040534691436978763,0.001190428927932342
273,10,67.97731258349958,45.299515074759256,83.42870844360424,-49.75780220748857,203.2891891434556,9,1,-536.1115409168357,604.0888535003298,0.9,253.04699135094415,1.227302246482972,6.797731258349959e-05,4.529951507475925e-05,-4.9757802207488566e-05,0.0002032891891434556,0.00025304699135094414
277,10,-7406.747080897267,-5919.0851952150115,4738.66888412281,-15333.21970150678,-1288.994271889038,0,10,-10584.079311304866,3177.332230407602,0.0,14044.225429617742,0.6397773317174965,-0.007406747080897266,-0.005919085195215012,-0.01533321970150678,-0.0012889942718890379,0.014044225429617741
284,10,-1362.7360128718428,-1223.1645672392333,439.92906750063054,-2101.590749915107,-798.917722165701,0,10,-1754.901863305003,392.16585043319685,0.0,1302.6730277494062,0.3228277988878564,-0.0013627360128718427,-0.0012231645672392333,-0.002101590749915107,-0.0007989177221657009,0.0013026730277494061
285,10,-21320.80558411525,-18590.82344669773,8700.055721756386,-35873.175577241345,-10086.938112239295,0,10,-22970.895256875916,1650.08967276067,0.0,25786.23746500205,0.40805473730496533,-0.021320805584115247,-0.01859082344669773,-0.035873175577241345,-0.010086938112239294,0.02578623746500205
289,10,-12227.056526239787,-10192.686476792558,6482.256616626735,-23070.972177442745,-3858.706372821471,0,10,-15278.290858671035,3051.234332431211,0.0,19212.265804621275,0.5301567554476856,-0.012227056526239786,-0.010192686476792558,-0.023070972177442747,-0.003858706372821471,0.019212265804621275
308,10,-977.9045512733107,-1143.9049302684725,534.6701370154617,-1670.232695372135,-82.51555429270957,0,10,-1614.877084364841,636.9725330915724,0.0,1587.7171410794253,0.5467508422159176,-0.0009779045512733108,-0.0011439049302684726,-0.0016702326953721349,-8.251555429270957e-05,0.0015877171410794253
331,10,-23769.41866976562,-20644.176482902258,9964.639058704757,-40435.88614707336,-10898.449817512534,0,10,-25351.583832815515,1582.1651630498786,0.0,29537.436329560827,0.4192209829422393,-0.02376941866976562,-0.020644176482902257,-0.04043588614707336,-0.010898449817512534,0.029537436329560827
334,10,13545.166723598499,11432.74336639687,6753.325542612105,4810.540839076333,24837.984077537665,10,0,12791.486974117346,753.6797494811286,1.0,20027.443238461332,0.49857825159482216,0.013545166723598498,0.01143274336639687,0.004810540839076333,0.024837984077537664,0.020027443238461333
