development,scenario,total_mmin,top_edge,top_delta_delay,top_vcr,top_sq_vcr,n_more_delay,n_less_delay,max_delta_delay,min_delta_delay
356,scenario_26,-0.0043046047923478185,178,0.14831295735398697,1.9695990867049136,1.9504805737382331,9,0,0.14831295735398697,0.0
358,scenario_26,-0.002702763537942723,178,0.1906503282774885,1.9750092104728998,1.9504805737382331,12,1,0.1906503282774885,-0.02476490291505984
390,scenario_26,-0.005068195942202874,178,0.15622520418650687,1.9706117414661224,1.9504805737382331,10,1,0.15622520418650687,-0.010140488142551973
392,scenario_26,0.00026668205130577557,91,0.000629035000333733,0.4311953559980177,0.4297768779745102,0,0,0.000629035000333733,-0.0058703983554888595
394,scenario_26,-0.00011357974589959483,87,0.021560256601569572,1.0054810313258464,0.9263273021609554,2,0,0.021560256601569572,-0.0020913328489728933
423,scenario_26,0.0028462457625013774,86,3.129285564007489e-08,0.7664605284153952,0.7664604722727979,0,7,3.129285564007489e-08,-0.15282805305450053
459,scenario_26,-0.002051859748993535,178,0.022908954323435538,1.953450810202351,1.9504805737382331,2,1,0.022908954323435538,-0.12036300673912437
464,scenario_26,-5.5343284931092055e-05,129,0.0014294882046650415,2.6673456553344836,2.6670555528595763,0,0,0.0014294882046650415,-0.001434173160324681
469,scenario_26,-0.0013747943424837431,178,0.13787988398048867,1.9682626868148527,1.9504805737382331,8,1,0.13787988398048867,-0.024600113946030566
486,scenario_26,-0.010172832680376189,178,0.20984414813142394,1.9774550901537995,1.9504805737382331,14,1,0.20984414813142394,-0.03784240460574417
493,scenario_26,-4.617149016197072e-05,178,0.0006980669292317998,1.9505711744264596,1.9504805737382331,0,0,0.0006980669292317998,-0.0020753308039684892
499,scenario_26,-0.0027815321148378425,178,0.15672472514037672,1.9706756485784298,1.9504805737382331,13,1,0.15672472514037672,-0.051877977533511976
517,scenario_26,-0.0003698382382153068,86,0.08027564066131077,0.8950516179174981,0.7664604722727979,1,1,0.08027564066131077,-0.014331934435904414
521,scenario_26,-0.01571370859332697,178,0.3609969656368026,1.9965703951011133,1.9504805737382331,25,1,0.3609969656368026,-0.04153668037289959
531,scenario_26,-0.008747728307443555,178,0.2020614137985408,1.9764638425122092,1.9504805737382331,13,0,0.2020614137985408,-0.0032663813623972082
533,scenario_26,-0.0013124840345589328,178,9.807605438716394e-05,1.9504933031857745,1.9504805737382331,0,0,9.807605438716394e-05,-0.0008646688125049096
538,scenario_26,-0.00029229423924774164,86,0.05947673297013578,0.8642824697221926,0.7664604722727979,3,3,0.05947673297013578,-0.030890201142498852
540,scenario_26,0.0009350639459958183,99,3.19837822893021e-10,0.0018420232844604967,0.0018279129781560324,0,2,3.19837822893021e-10,-0.05060982967536454
546,scenario_26,-0.002028358592939039,178,0.03529774263292751,1.95505443467487,1.9504805737382331,2,0,0.03529774263292751,-0.00267517571571263
550,scenario_26,-0.0004585495030534221,86,0.05452346616908277,0.8567251110992027,0.7664604722727979,3,3,0.05452346616908277,-0.033738927322741974
552,scenario_26,-0.0027435233626207337,178,0.08699428349184402,1.9617263300424088,1.9504805737382331,3,0,0.08699428349184402,-0.005768987008380133
556,scenario_26,-0.001074993177221273,178,0.04497184398168308,1.9563053864828601,1.9504805737382331,2,4,0.04497184398168308,-0.042790815539273996
557,scenario_26,0.030380241595484084,0,0.0,0.0,0.0,0,37,0.0,-0.9834175289438889
558,scenario_26,-0.003940123702185636,178,0.12946166270442916,1.96718344788822,1.9504805737382331,8,1,0.12946166270442916,-0.04738680842748555
564,scenario_26,-0.0033525184788494957,178,0.19174186353420986,1.9751484191799509,1.9504805737382331,12,1,0.19174186353420986,-0.038906422132718665
565,scenario_26,-0.0026928663942315614,103,8.972922995287291e-06,0.16122133937347133,0.16116547581658577,0,3,8.972922995287291e-06,-0.1259997230182488
569,scenario_26,0.0004951843236268615,99,2.4061730385938063e-10,0.0018385424250326283,0.0018279129781560324,0,2,2.4061730385938063e-10,-0.03154143864271752
594,scenario_26,-0.002903198411623831,92,0.00011067563937139369,0.8994583213451162,0.8993226711118457,0,1,0.00011067563937139369,-0.22283101313216047
602,scenario_26,-0.002008812112749147,103,6.158003337919382e-06,0.16120381718521437,0.16116547581658577,0,3,6.158003337919382e-06,-0.13273831942134517
612,scenario_26,-0.01680882179355627,178,0.41437479922296916,2.0032598614429924,1.9504805737382331,29,1,0.41437479922296916,-0.03764598622673754
614,scenario_26,-0.0012768687829564443,178,0.03289768990400077,1.9547439118633811,1.9504805737382331,2,0,0.03289768990400077,-0.0006581495733266607
625,scenario_26,-0.0019072467474260484,178,0.03340919046196511,1.954810096446341,1.9504805737382331,2,4,0.03340919046196511,-0.041437043026147036
627,scenario_26,0.00016643540850345745,178,0.0015618710098284083,1.9506832776476364,1.9504805737382331,0,2,0.0015618710098284083,-0.014328726348064813
628,scenario_26,-0.0019468833600161013,178,0.08210489017586298,1.9610966707689814,1.9504805737382331,3,5,0.08210489017586298,-0.05993267199025043
629,scenario_26,-0.0011546790291253129,86,0.023941945587731883,0.8078398362974779,0.7664604722727979,1,1,0.023941945587731883,-0.044443099764718275
648,scenario_26,-0.0018321417065080604,178,0.002381779051196631,1.9507896757626104,1.9504805737382331,0,1,0.002381779051196631,-0.05631353539864392
662,scenario_26,-0.014762939989778389,178,0.33917014712549864,1.993825935758212,1.9504805737382331,25,1,0.33917014712549864,-0.03970462915241724
669,scenario_26,0.002790938861263043,89,0.012105982812498528,0.42206066890409166,0.3640105943427222,2,6,0.012105982812498528,-0.1130620794152275
670,scenario_26,0.00010793267734133406,88,0.032881182031704315,0.5766727128232274,0.5033763717693724,1,1,0.032881182031704315,-0.02673468345742258
673,scenario_26,0.0014824132948354236,86,3.1589498350470535e-08,0.766460528947603,0.7664604722727979,0,3,3.1589498350470535e-08,-0.04871281059388366
678,scenario_26,-0.003111846451205958,178,0.14690667709906258,1.9694190265835092,1.9504805737382331,13,1,0.14690667709906258,-0.03735237206500175
680,scenario_26,-0.0017302265080148353,103,4.450859827898057e-05,0.16144231141013807,0.16116547581658577,0,3,4.450859827898057e-05,-0.12297123219562622
682,scenario_26,-0.0039511541331343466,178,0.12946121911264896,1.9671833909967011,1.9504805737382331,8,1,0.12946121911264896,-0.04738680842748555
689,scenario_26,-0.006002323246483342,178,0.19890735693684114,1.976061927940097,1.9504805737382331,13,1,0.19890735693684114,-0.01651306555989085
694,scenario_26,-5.5452693192230075e-05,0,0.0,0.0,0.0,0,3,0.0,-0.14443393220305234
726,scenario_26,-0.002034497633798572,178,0.07977261496859178,1.960796219111539,1.9504805737382331,2,5,0.07977261496859178,-0.06738361419222305
736,scenario_26,-0.00013651913398026954,178,0.0050959578825704455,1.9511418323274545,1.9504805737382331,0,0,0.0050959578825704455,0.0
750,scenario_26,-0.010456821429164789,178,0.20759211524696752,1.9771683316085675,1.9504805737382331,14,1,0.20759211524696752,-0.019474463677635834
755,scenario_26,0.0004549144992328365,178,0.001411958751107889,1.9506638229023514,1.9504805737382331,0,2,0.001411958751107889,-0.02656144887868961
759,scenario_26,-0.01664027302964416,178,0.40264679463004427,2.001792755642559,1.9504805737382331,29,1,0.40264679463004427,-0.03852338898135277
761,scenario_26,0.0014535938106950488,86,3.163719752841132e-08,0.7664605290331801,0.7664604722727979,0,3,3.163719752841132e-08,-0.06642085538176978
764,scenario_26,-0.001807854190398299,178,0.009168934626270442,1.9516701219517012,1.9504805737382331,0,1,0.009168934626270442,-0.12373109194802345
767,scenario_26,0.001289513440526731,91,0.006565362084299586,0.4442722728983222,0.4297768779745102,0,2,0.006565362084299586,-0.0526815164823784
770,scenario_26,0.0006039435429871664,91,0.011814240488746464,0.45540172507640186,0.4297768779745102,1,2,0.011814240488746464,-0.03002380289501083
775,scenario_26,-0.011075997414866057,178,0.23464894793514723,1.9806097204332624,1.9504805737382331,16,0,0.23464894793514723,-0.000979827404073319
776,scenario_26,-0.003036385073153768,178,0.11759713458735988,1.9656609741178253,1.9504805737382331,6,5,0.11759713458735988,-0.07998407847320865
780,scenario_26,-0.00016028263220610098,86,0.05390622144174739,0.8557768042821733,0.7664604722727979,3,3,0.05390622144174739,-0.03542064693429636
789,scenario_26,-0.00413468556814926,178,0.1624048122837376,1.9714021367717023,1.9504805737382331,11,1,0.1624048122837376,-0.05463058900987239
791,scenario_26,-0.0023221822367896676,178,0.0318740303865539,1.9546114480821664,1.9504805737382331,2,0,0.0318740303865539,-0.00016893768653458707
809,scenario_26,-0.0024261028950056645,178,0.03387755012912308,1.9548706961494435,1.9504805737382331,2,0,0.03387755012912308,-0.00016893746145107968
810,scenario_26,-0.002997705526036036,178,0.001609298787114355,1.95068943249351,1.9504805737382331,0,1,0.001609298787114355,-0.21040257711363064
811,scenario_26,-0.0003515807178262621,178,0.001351766140821553,1.9506560113773355,1.9504805737382331,0,0,0.001351766140821553,-0.002568763747287983
813,scenario_26,0.002110210842911038,103,7.824947035217633e-05,0.16165173161516752,0.16116547581658577,0,7,7.824947035217633e-05,-0.2214312444996065
822,scenario_26,-0.0012144514533589245,178,0.024380268062822452,1.9536413558356591,1.9504805737382331,2,0,0.024380268062822452,-0.0012776006541299623
831,scenario_26,-0.0020477005540706452,178,0.08555253882996183,1.9615406906381103,1.9504805737382331,3,5,0.08555253882996183,-0.0618279477290391
837,scenario_26,7.029255798901431e-05,124,1.4339891505343871e-06,0.8853365764541831,0.8853345887188692,0,0,1.4339891505343871e-06,-0.007882525278299468
858,scenario_26,-0.00269417309679318,103,4.605392771583894e-06,0.16119415142210172,0.16116547581658577,0,1,4.605392771583894e-06,-0.1557255571655345
863,scenario_26,-0.0017063395823751924,0,0.0,0.0,0.0,0,3,0.0,-0.18291571936772355
866,scenario_26,-0.0008236288903712993,178,0.01912494644069085,1.952960634608782,1.9504805737382331,2,0,0.01912494644069085,-1.708056323401763e-05
873,scenario_26,-0.010109439795776679,178,0.20015864169682906,1.9762213901163357,1.9504805737382331,13,1,0.20015864169682906,-0.037299180811869004
878,scenario_26,-0.002683759811064054,178,0.04342119506183906,1.956104948440168,1.9504805737382331,2,1,0.04342119506183906,-0.022295803363804545
887,scenario_26,-0.005203763027827663,178,0.11171107736372399,1.964905053532039,1.9504805737382331,6,0,0.11171107736372399,-0.0013574515520304864
895,scenario_26,-0.0051735201930647595,178,0.17996204188429843,1.973645355767736,1.9504805737382331,12,1,0.17996204188429843,-0.01587663195859723
935,scenario_26,-0.0014781740236593178,178,0.03648200068805352,1.955207630512461,1.9504805737382331,2,0,0.03648200068805352,-0.0005232383051114731
938,scenario_26,0.0017853376486930647,103,1.2861600882985158e-05,0.1612455410600893,0.16116547581658577,0,6,1.2861600882985158e-05,-0.20036136366023882
940,scenario_26,-0.0012238455081997673,178,0.030385850681954096,1.9544188519529004,1.9504805737382331,2,0,0.030385850681954096,-2.6348031867406974e-07
945,scenario_26,-0.010749877608017473,178,0.3089291566725656,1.9900147329689948,1.9504805737382331,23,1,0.3089291566725656,-0.14669344591561417
952,scenario_26,-0.004571940011267492,178,0.1559339295436022,1.970574475381158,1.9504805737382331,10,1,0.1559339295436022,-0.08523381766160587
958,scenario_26,-0.0001805304928162368,86,0.0484206134896108,0.8472834994862357,0.7664604722727979,3,3,0.0484206134896108,-0.030601521010683363
964,scenario_26,-1.6262667023343966e-05,0,0.0,0.0,0.0,0,0,0.0,-0.002552753028425947
970,scenario_26,-0.003792668753528968,178,0.05752078388435322,1.957926415181624,1.9504805737382331,2,0,0.05752078388435322,-0.0013564284647467062
971,scenario_26,-0.00018019334531045752,86,0.0361432378192692,0.827829299024642,0.7664604722727979,1,1,0.0361432378192692,-0.028586795673880228
987,scenario_26,-9.478341256862041e-05,178,0.004790162914229512,1.9511021607952026,1.9504805737382331,0,0,0.004790162914229512,0.0
0,scenario_44,0.008853794571168487,86,3.902328837845914e-08,1.294393879061398,1.2943938454440203,0,29,3.902328837845914e-08,-0.39055248868815085
2,scenario_44,-0.01023419664814393,178,0.668382647156065,3.331463888920955,3.2901051644946704,35,1,0.668382647156065,-0.08164126049833298
9,scenario_44,0.06415339274129132,0,0.0,0.0,0.0,0,40,0.0,-2.8396012682004788
12,scenario_44,-0.0003898439009222202,103,0.00016778350496426953,0.2725576977465847,0.2720563400462387,0,3,0.00016778350496426953,-0.31177450396701767
15,scenario_44,0.006294778803026537,86,3.9107944438399045e-08,1.2943938791343266,1.2943938454440203,0,24,3.9107944438399045e-08,-0.2726674792150021
17,scenario_44,0.001596600861091516,103,0.0028954989710854306,0.28053392553592277,0.2720563400462387,0,3,0.0028954989710854306,-0.26870360624905754
25,scenario_44,-0.00874348195760243,178,0.7140352872638189,3.334262665482645,3.2901051644946704,42,1,0.7140352872638189,-0.15156988444349628
27,scenario_44,-0.00819882054534112,178,0.6642368189615517,3.331209562084125,3.2901051644946704,41,1,0.6642368189615517,-0.19264971533144593
28,scenario_44,0.003113730322273681,103,0.0009719701438521966,0.2749429833123291,0.2720563400462387,0,26,0.0009719701438521966,-0.7657787528745559
57,scenario_44,0.005075963293652749,86,4.004828202397448e-08,1.2943938799443988,1.2943938454440203,0,12,4.004828202397448e-08,-0.14045228647941244
62,scenario_44,0.0016170673229556995,91,0.02534567599963511,0.7519227286306956,0.725076021631888,1,4,0.02534567599963511,-0.0799888845227521
63,scenario_44,-0.020954572187200423,178,0.7592262887737036,3.337029905350056,3.2901051644946704,36,1,0.7592262887737036,-0.13294527123268063
73,scenario_44,-0.008809766858714051,178,0.37569564166765446,3.313441696118675,3.2901051644946704,25,0,0.37569564166765446,-0.009678566397667954
90,scenario_44,0.0003360417777239345,124,6.385284014864823e-06,1.4958493791536558,1.495845131962131,0,2,6.385284014864823e-06,-0.018279711741584492
94,scenario_44,0.00025554735203785824,91,0.002280291802934098,0.727548362578015,0.725076021631888,0,2,0.002280291802934098,-0.013579066385901228
103,scenario_44,-0.011035460040378616,178,0.6864706853359301,3.3325731861476244,3.2901051644946704,35,1,0.6864706853359301,-0.1375740587809111
104,scenario_44,0.0002116163065971341,0,0.0,0.0,0.0,0,2,0.0,-0.012273076400596494
109,scenario_44,-0.036919576176605885,178,1.455277622895501,3.379252793978973,3.2901051644946704,38,1,1.455277622895501,-0.13079084875416092
114,scenario_44,-0.0011856942199345213,86,0.3758242589482885,1.574528598656222,1.2943938454440203,3,1,0.3758242589482885,-0.011923181867225852
126,scenario_44,-0.02223897604772029,178,0.7805502154489936,3.3383345463821517,3.2901051644946704,36,1,0.7805502154489936,-0.08172370457697742
140,scenario_44,-0.00043846430678863536,178,0.018783337221996987,3.29127740734196,3.2901051644946704,2,0,0.018783337221996987,-1.7187219051306712e-06
143,scenario_44,-7.64218940322753e-05,89,0.003989538751264732,0.6246137619114738,0.6144924098922497,0,0,0.003989538751264732,-0.002447559030760438
144,scenario_44,-0.00774580594966875,178,0.5481732764007425,3.3240785528542403,3.2901051644946704,37,1,0.5481732764007425,-0.12582685569107677
150,scenario_44,-0.01382491072228644,178,0.6392594040597039,3.3296767409287122,3.2901051644946704,35,0,0.6392594040597039,-0.005861070728740536
152,scenario_44,0.06535112548445189,0,0.0,0.0,0.0,0,40,0.0,-2.935602554568675
176,scenario_44,0.0055805559890965235,91,0.00018849804222575983,0.7252808427504034,0.725076021631888,0,24,0.00018849804222575983,-0.30324276758014435
177,scenario_44,0.0005406235648927977,87,0.00954500814728676,1.5821226813929765,1.564419833802526,0,3,0.00954500814728676,-0.2101726092820786
195,scenario_44,-0.014415747653209023,178,0.6146079003062894,3.328162951125073,3.2901051644946704,35,0,0.6146079003062894,-0.008264691162588989
197,scenario_44,-0.0015727551951187197,178,0.06244631881565965,3.2940000992284593,3.2901051644946704,2,0,0.06244631881565965,-1.7236261062869573e-06
201,scenario_44,-0.020909241209779862,178,0.7646736923063706,3.337363256438016,3.2901051644946704,36,1,0.7646736923063706,-0.10413862455680656
202,scenario_44,-0.005416540834232932,178,0.2741578597157286,3.3071573475938627,3.2901051644946704,22,0,0.2741578597157286,-0.005549279286904074
206,scenario_44,0.0005831269031413831,124,5.618703959875404e-07,1.4958455056926503,1.495845131962131,0,3,5.618703959875404e-07,-0.02783760998846674
209,scenario_44,0.0005866793601185782,0,0.0,0.0,0.0,0,6,0.0,-0.6267429749860787
227,scenario_44,0.00022877938489220106,178,0.0031499984707252793,3.2903017924746774,3.2901051644946704,0,1,0.0031499984707252793,-0.02120454702240071
233,scenario_44,-0.0005594522506697104,178,0.018799339124338843,3.2912784057500106,3.2901051644946704,2,0,0.018799339124338843,-0.0024190779708297416
240,scenario_44,3.7870615967549373e-06,178,0.0032671429435744415,3.290309104504161,3.2901051644946704,0,1,0.0032671429435744415,-0.01542788698624098
243,scenario_44,-0.0076552217906746085,178,0.29268889750177607,3.30830551242287,3.2901051644946704,23,1,0.29268889750177607,-0.7415095741514646
245,scenario_44,-0.008463734780597035,178,0.6142833785183157,3.328143016590454,3.2901051644946704,41,1,0.6142833785183157,-0.1098014693749122
249,scenario_44,-0.020609262002352854,178,0.7207143160112395,3.3346718536879285,3.2901051644946704,36,1,0.7207143160112395,-0.11809269381639753
250,scenario_44,0.0006692608612789773,178,0.0028334294316074704,3.2902820324687356,3.2901051644946704,0,2,0.0028334294316074704,-0.0935859719877532
254,scenario_44,0.07415229315200088,0,0.0,0.0,0.0,0,43,0.0,-3.381638575295561
255,scenario_44,-0.00044236899840505796,178,0.0826732307211735,3.295260321264472,3.2901051644946704,2,1,0.0826732307211735,-0.0773403517890725
261,scenario_44,-0.00598898038390954,178,0.32603516596563153,3.3103702103506762,3.2901051644946704,24,0,0.32603516596563153,-0.002888498735388989
267,scenario_44,-0.000404003267005668,178,0.017401058008367443,3.2911911610773847,3.2901051644946704,2,5,0.017401058008367443,-0.07797244141493787
270,scenario_44,-6.506098016991746e-05,178,0.06607752132480726,3.29422638819001,3.2901051644946704,2,1,0.06607752132480726,-0.07955717765454295
273,scenario_44,6.305621765903197e-05,178,0.003297807671131636,3.2903110185590583,3.2901051644946704,0,2,0.003297807671131636,-0.03163466771830159
277,scenario_44,-0.006879949385353829,178,0.4880290057242398,3.320374816042924,3.2901051644946704,31,1,0.4880290057242398,-0.06547547296528977
284,scenario_44,-0.001310960432887543,178,0.054667829319715366,3.293515286739967,3.2901051644946704,2,5,0.054667829319715366,-0.08308803966370681
285,scenario_44,-0.020354816499247683,178,0.7022515913245329,3.333540570262502,3.2901051644946704,35,1,0.7022515913245329,-0.1316459529093641
289,scenario_44,-0.011506417754475726,178,0.6851478627199619,3.3324920780395604,3.2901051644946704,35,1,0.6851478627199619,-0.13554210200625239
308,scenario_44,-0.0010360247319482732,178,0.013043657085976434,3.290919263636428,3.2901051644946704,1,1,0.013043657085976434,-0.38355273516601596
331,scenario_44,-0.022664642296966166,178,0.8041675738945813,3.3397786716242703,3.2901051644946704,36,1,0.8041675738945813,-0.02118772239568445
334,scenario_44,0.012801695976268035,86,3.8800419321916024e-08,1.294393878869403,1.2943938454440203,0,34,3.8800419321916024e-08,-0.5504044451854817
348,scenario_44,-0.014414030967974221,178,0.7533365718366696,3.336669434658729,3.2901051644946704,36,1,0.7533365718366696,-0.5493679495919956
351,scenario_44,-0.02039081692033261,178,1.353047701707247,3.3730977686155597,3.2901051644946704,38,4,1.353047701707247,-0.0905917749733971
356,scenario_44,-0.01020333190266031,178,0.5200227276274383,3.3223457370326956,3.2901051644946704,33,0,0.5200227276274383,0.0
358,scenario_44,-0.010286220165360604,178,0.6684204497743096,3.331466207806693,3.2901051644946704,35,1,0.6684204497743096,-0.08715975688826649
390,scenario_44,-0.01241197703769582,178,0.5482815999643407,3.3240852183026983,3.2901051644946704,32,2,0.5482815999643407,-0.03546863929376354
392,scenario_44,0.0006502251544841565,91,0.0021940673610658656,0.727455090108968,0.725076021631888,0,2,0.0021940673610658656,-0.02298560419743012
394,scenario_44,-0.00029246607176889667,87,0.07597360524170116,1.6983296437342428,1.564419833802526,2,0,0.07597360524170116,-0.007368628697554946
423,scenario_44,0.00860644537228928,86,3.8784863987118e-08,1.2943938788560028,1.2943938454440203,0,29,3.8784863987118e-08,-0.5377974602398448
459,scenario_44,-0.0020671672138009452,178,0.0787714534370636,3.295017276588102,3.2901051644946704,2,1,0.0787714534370636,-0.4237407501746886
464,scenario_44,-1.0681403902824968e-05,178,0.002251422631545097,3.2902457036000223,3.2901051644946704,0,0,0.002251422631545097,-0.005010568529891124
469,scenario_44,-0.0068146464044168825,178,0.4832240009611368,3.3200786700800733,3.2901051644946704,31,1,0.4832240009611368,-0.08658060856457572
486,scenario_44,-0.02073582919605507,178,0.7377791255696025,3.3357170037734707,3.2901051644946704,36,1,0.7377791255696025,-0.1332072051087363
493,scenario_44,4.634887893009e-05,178,0.0005750400223369923,3.2901410606469104,3.2901051644946704,0,0,0.0005750400223369923,-0.007255802649694276
499,scenario_44,-0.007173381627474562,178,0.5470585038915807,3.324009956731457,3.2901051644946704,38,1,0.5470585038915807,-0.18227279676053865
517,scenario_44,-0.0006846621021407191,86,0.28289139433165,1.5119421047412032,1.2943938454440203,1,1,0.28289139433165,-0.05049136525213249
521,scenario_44,-0.03336950712024164,178,1.2686753481090882,3.368006036472993,3.2901051644946704,38,1,1.2686753481090882,-0.1462156511353334
531,scenario_44,-0.019442853075921303,178,0.7113759677805831,3.3340997236962204,3.2901051644946704,37,1,0.7113759677805831,-0.011475159534447776
533,scenario_44,-0.0013371169138059486,178,0.0017565998799717875,3.2902148163185605,3.2901051644946704,0,0,0.0017565998799717875,-0.0007195608423131716
538,scenario_44,0.000897534714170266,86,0.20786777372003828,1.458635289813638,1.2943938454440203,6,7,0.20786777372003828,-0.10830922983217306
540,scenario_44,0.00337605829802691,99,5.551387682878328e-10,0.0029323184812850497,0.0029195741927774254,0,12,5.551387682878328e-10,-0.1773023696075029
546,scenario_44,-0.004354234278665856,178,0.12590860772331425,3.2979518077518972,3.2901051644946704,7,0,0.12590860772331425,-0.009397521427989108
550,scenario_44,0.0008194185210644501,86,0.19057241215873932,1.4459533592493752,1.2943938454440203,6,7,0.19057241215873932,-0.11821919375232603
552,scenario_44,-0.006796258898386266,178,0.3049959448758379,3.3090677367691113,3.2901051644946704,23,1,0.3049959448758379,-0.020181228685462127
556,scenario_44,-0.0028371491242409684,178,0.1602548975634015,3.300087741485625,3.2901051644946704,10,6,0.1602548975634015,-0.14968561722849216
557,scenario_44,0.07283019667871635,0,0.0,0.0,0.0,0,41,0.0,-3.4548046766359484
558,scenario_44,-0.007885371904812869,178,0.45139475267999885,3.318116009371368,3.2901051644946704,29,1,0.45139475267999885,-0.16682402359688586
564,scenario_44,-0.010931280665394616,178,0.6724002730213527,3.331710325223557,3.2901051644946704,35,1,0.6724002730213527,-0.13695125559274857
565,scenario_44,-0.0014650267650190508,103,3.1087493354231555e-05,0.2721493309013623,0.2720563400462387,0,3,3.1087493354231555e-05,-0.4436467249178053
569,scenario_44,0.002046215145670227,99,2.998126746867058e-10,0.0029264666241877735,0.0029195741927774254,0,6,2.998126746867058e-10,-0.11064689804352312
594,scenario_44,-0.002239961358562112,92,0.00019237686171624802,1.5177129829409994,1.5175996369540665,0,1,0.00019237686171624802,-0.7845102560242239
602,scenario_44,-0.0008289146779625443,103,2.1110745167085554e-05,0.2721194926756548,0.2720563400462387,0,3,2.1110745167085554e-05,-0.4673756504224891
612,scenario_44,-0.0369086202773056,178,1.4562007856139303,3.379308303968345,3.2901051644946704,38,1,1.4562007856139303,-0.13251612885214437
614,scenario_44,-0.0027899097763558383,178,0.11463176739372827,3.297250098947674,3.2901051644946704,6,0,0.11463176739372827,-0.0023098982930815914
625,scenario_44,-0.003398014163987478,178,0.12028480185239587,3.297601888864512,3.2901051644946704,6,6,0.12028480185239587,-0.1449733715789172
627,scenario_44,0.0003256223247681046,178,0.003216156370566381,3.290305921981004,3.2901051644946704,0,2,0.003216156370566381,-0.050478751659338905
628,scenario_44,-0.005422631513077999,178,0.29054039452633873,3.308172421887426,3.2901051644946704,23,7,0.29054039452633873,-0.20974963160226312
629,scenario_44,-0.0012676213712611935,86,0.08437576424312154,1.3644108592472277,1.2943938454440203,3,1,0.08437576424312154,-0.15651187196979888
648,scenario_44,-0.0016654029729942558,178,0.008218045515459238,3.2906181136160106,3.2901051644946704,0,1,0.008218045515459238,-0.1982244059424989
662,scenario_44,-0.03141377728046686,178,1.1913678883541117,3.3633311795300003,3.2901051644946704,37,1,1.1913678883541117,-0.13976284157443963
669,scenario_44,0.008048798304713913,89,0.042344975133387086,0.7120871370147783,0.6144924098922497,3,29,0.042344975133387086,-0.3975867469425616
670,scenario_44,6.833497987990268e-05,88,0.11581005447307557,0.973860393288754,0.8498799529046034,1,1,0.11581005447307557,-0.09419628649819756
673,scenario_44,0.004065367977189133,86,3.915305701873706e-08,1.2943938791731897,1.2943938454440203,0,13,3.915305701873706e-08,-0.1732311115561629
678,scenario_44,-0.0071794168906259585,178,0.512656624662327,3.321892105354063,3.2901051644946704,37,1,0.512656624662327,-0.13100177095222287
680,scenario_44,-0.0005778975043960381,103,0.00015650306329773045,0.2725240308833328,0.2720563400462387,0,3,0.00015650306329773045,-0.4329775565293317
682,scenario_44,-0.007896546083203983,178,0.45139460119215613,3.31811600002643,3.2901051644946704,29,1,0.45139460119215613,-0.16682402359688542
689,scenario_44,-0.014619581497249075,178,0.6977605213291938,3.3332653035353133,3.2901051644946704,35,1,0.6977605213291938,-0.05811408005812657
694,scenario_44,0.002393652825745288,0,0.0,0.0,0.0,0,11,0.0,-0.508246585292627
726,scenario_44,-0.005582722386345733,178,0.28375576104750166,3.307752093751742,3.2901051644946704,23,7,0.28375576104750166,-0.2359382414659501
736,scenario_44,-0.00016194621728849598,178,0.010243061894410488,3.2907444927054446,3.2901051644946704,1,0,0.010243061894410488,0.0
750,scenario_44,-0.021292971251219976,178,0.7282849780640959,3.3351355824944537,3.2901051644946704,36,1,0.7282849780640959,-0.06853874539782634
755,scenario_44,0.0007166664569714339,178,0.002831126288057817,3.290281888707605,3.2901051644946704,0,2,0.002831126288057817,-0.0935859695649971
759,scenario_44,-0.036421328823547226,178,1.4151639946533763,3.3768395181452164,3.2901051644946704,38,1,1.4151639946533763,-0.13560570430639096
761,scenario_44,0.004795130178309395,86,3.921232516468365e-08,1.2943938792242475,1.2943938454440203,0,17,3.921232516468365e-08,-0.23555864773347324
764,scenario_44,-0.0013138126741278685,178,0.03060191418649083,3.2920146893587994,3.2901051644946704,2,1,0.03060191418649083,-0.4355980346860657
767,scenario_44,0.0038278150812838,91,0.0230324700455804,0.7495281376707558,0.725076021631888,2,12,0.0230324700455804,-0.18683249794670687
770,scenario_44,0.0020701299002819002,91,0.04150486697732969,0.7683608858257664,0.725076021631888,1,6,0.04150486697732969,-0.10757538301296421
775,scenario_44,-0.023111847537845488,178,0.8248489083110755,3.3410425509042474,3.2901051644946704,36,0,0.8248489083110755,-0.0034423907962475297
776,scenario_44,-0.008385744076891686,178,0.4163808748083362,3.3159550984428194,3.2901051644946704,29,7,0.4163808748083362,-0.2802081857734715
780,scenario_44,0.0011189086150563089,86,0.18841316355134707,1.4443591148197596,1.2943938454440203,6,7,0.18841316355134707,-0.12413452483905218
789,scenario_44,-0.010216103307558573,178,0.5689920067529783,3.325359243297246,3.2901051644946704,33,1,0.5689920067529783,-0.19228940590592059
791,scenario_44,-0.003806733878763393,178,0.11100096481652955,3.2970241253713493,3.2901051644946704,5,0,0.11100096481652955,-0.0005901966608381493
809,scenario_44,-0.004008237207468599,178,0.11802472346030868,3.2974612498575895,3.2901051644946704,6,0,0.11802472346030868,-0.0005901961851799697
810,scenario_44,-0.0024653096945640865,178,0.004815471310063657,3.290405747324867,3.2901051644946704,0,1,0.004815471310063657,-0.7407563619270257
811,scenario_44,-0.0002934980413638987,178,0.002539173138831785,3.290263665058977,3.2901051644946704,0,0,0.002539173138831785,-0.009046694446812609
