development,scenario,total_mmin,ID_edge,flow,sq_flow,vcr,sq_vcr,delay_min,sq_delay_min,delta_delay_min
775,scenario_78,-0.04128965992466558,68,4523.850392221087,4455.030657165999,1.9374091615507865,1.9079360416128477,5.46504548909384,5.267635215504954,0.1974102735888863
63,scenario_78,-0.037160531860202205,174,4518.358826625525,4455.030657165999,2.0537994666479658,2.0250139350754544,5.888376916557272,5.692244578083761,0.19613233847351097
945,scenario_64,-0.03881867546906369,61,4145.962475707307,4063.4200199596817,1.777094931721949,1.7417145392026068,4.154482251346753,3.9587323979023186,0.1957498534444344
775,scenario_19,-0.038255840101124955,174,4356.340358824935,4290.090382360721,1.9801547085567885,1.950041082891237,5.394288974537398,5.199497094561304,0.19479187997609415
331,scenario_78,-0.04043588614707336,68,4522.112173165828,4455.030657165999,1.9366647422551724,1.9079360416128477,5.460007183842586,5.267635215504954,0.19237196833763193
331,scenario_19,-0.03747008148958813,174,4354.66685597168,4290.090382360721,1.9793940254416726,1.950041082891237,5.3893169494807065,5.199497094561304,0.1898198549194028
750,scenario_78,-0.037668423954194064,174,4515.701892178888,4455.030657165999,2.0525917691722215,2.0250139350754544,5.880070223227355,5.692244578083761,0.1878256451435938
126,scenario_78,-0.039328285126749546,68,4520.1561757425,4455.030657165999,1.9358270559925053,1.9079360416128477,5.454340879517928,5.267635215504954,0.18670566401297428
775,scenario_78,-0.04128965992466558,61,4523.850392221087,4455.030657165999,1.9390700352426433,1.9095716490210028,5.121955353554336,4.936938301148633,0.1850170524057031
201,scenario_78,-0.037498202358417096,68,4518.809323017217,4455.030657165999,1.9352502454035192,1.9079360416128477,5.450441193889842,5.267635215504954,0.18280597838488788
612,scenario_75,-0.037046409451687835,174,3378.4820480423195,3289.4195563899284,1.5356736582010544,1.4951907074499675,2.9307161449139523,2.748704969128543,0.18201117578540948
109,scenario_75,-0.03705706745335413,174,3378.4254153141064,3289.4195563899284,1.5356479160518666,1.4951907074499675,2.9305982416655603,2.748704969128543,0.18189327253701748
63,scenario_78,-0.037160531860202205,68,4518.358826625525,4455.030657165999,1.935057313329989,1.9079360416128477,5.449137186980363,5.267635215504954,0.18150197147540936
331,scenario_78,-0.04043588614707336,61,4522.112173165828,4455.030657165999,1.9383249777821807,1.9095716490210028,5.117233348109732,4.936938301148633,0.1802950469610991
775,scenario_19,-0.038255840101124955,68,4356.340358824935,4290.090382360721,1.8656703892183875,1.8372978082915294,4.991905420629169,4.811643917002436,0.180261503626733
331,scenario_19,-0.03747008148958813,68,4354.66685597168,4290.090382360721,1.8649536856409765,1.8372978082915294,4.9873042806181,4.811643917002436,0.1756603636156644
126,scenario_78,-0.039328285126749546,61,4520.1561757425,4455.030657165999,1.9374865734001285,1.9095716490210028,5.111922768750702,4.936938301148633,0.17498446760206932
750,scenario_78,-0.037668423954194064,68,4515.701892178888,4455.030657165999,1.9339194399053052,1.9079360416128477,5.441450126154211,5.267635215504954,0.17381491064925747
201,scenario_78,-0.037498202358417096,61,4518.809323017217,4455.030657165999,1.9369092683314262,1.9095716490210028,5.108267901518614,4.936938301148633,0.17132960036998135
255,scenario_78,-0.0015997317391076358,178,4469.681590084133,4462.710982784518,4.469681590084133,4.462710982784518,45.81479315017599,45.64350128624969,0.17129186392629947
63,scenario_78,-0.037160531860202205,61,4518.358826625525,4455.030657165999,1.9367161708639198,1.9095716490210028,5.107045758869591,4.936938301148633,0.1701074577209578
775,scenario_19,-0.038255840101124955,61,4356.340358824935,4290.090382360721,1.8672697637483646,1.8388728599917366,4.678518549324638,4.509573684111121,0.1689448652135166
612,scenario_75,-0.037046409451687835,68,3378.4820480423195,3289.4195563899284,1.4468873867418928,1.408744992029948,2.7121012387690993,2.5436670708357445,0.16843416793335475
109,scenario_75,-0.03705706745335413,68,3378.4254153141064,3289.4195563899284,1.4468631328968335,1.408744992029948,2.711992130438505,2.5436670708357445,0.16832505960276034
331,scenario_19,-0.03747008148958813,61,4354.66685597168,4290.090382360721,1.8665524457658293,1.8388728599917366,4.6742062643200235,4.509573684111121,0.16463258020890237
750,scenario_78,-0.037668423954194064,61,4515.701892178888,4455.030657165999,1.935577321979806,1.9095716490210028,5.099841284098028,4.936938301148633,0.16290298294939554
612,scenario_75,-0.037046409451687835,61,3378.4820480423195,3289.4195563899284,1.4481277531257264,1.4099526602614352,2.541838212877903,2.3839781749533575,0.15786003792454562
109,scenario_75,-0.03705706745335413,61,3378.4254153141064,3289.4195563899284,1.4481034784886868,1.4099526602614352,2.541735954260089,2.3839781749533575,0.1577577793067313
255,scenario_78,-0.0015997317391076358,129,4461.606016803647,4455.030657165999,6.120172862556443,6.111153164836762,40.19507103533471,40.053046244049376,0.14202479128533696
270,scenario_78,-0.0007850820135625545,178,4468.282164899319,4462.710982784518,4.4682821648993185,4.462710982784518,45.78037441691761,45.64350128624969,0.13687313066792228
270,scenario_78,-0.0007850820135625545,129,4460.202142192337,4455.030657165999,6.118247108631464,6.111153164836762,40.16472335638692,40.053046244049376,0.11167711233754574
538,scenario_26,-0.00029229423924774164,86,630.0619204274784,558.7496842868696,0.8642824697221926,0.7664604722727979,0.23748131987595178,0.178004586905816,0.05947673297013578
550,scenario_26,-0.0004585495030534221,86,624.5526059913187,558.7496842868696,0.8567251110992027,0.7664604722727979,0.23252805307489877,0.178004586905816,0.05452346616908277
780,scenario_26,-0.00016028263220610098,86,623.8612903217044,558.7496842868696,0.8557768042821733,0.7664604722727979,0.2319108083475634,0.178004586905816,0.05390622144174739
958,scenario_26,-0.0001805304928162368,86,617.6696711254658,558.7496842868696,0.8472834994862357,0.7664604722727979,0.2264252003954268,0.178004586905816,0.0484206134896108
538,scenario_26,-0.00029229423924774164,87,739.5928009942562,675.2926032753364,1.0145305912129714,0.9263273021609554,0.12331955498865,0.09913575330348878,0.02418380168516121
