ID_edge,link_group,capacity,ffs,length_m,fftt_min,flow_status_quo_15iter,traffic_count_name,traffic_count_road,traffic_count_distance_m,traffic_count_dwv,traffic_count_dwv_per_hour,traffic_count_mspw,traffic_count_aspw,traffic_count_peak_hour_avg,model_vs_astra_peak_ratio_status_quo_15iter,model_minus_astra_peak_status_quo_15iter,model_vs_capacity_ratio_status_quo_15iter,traffic_count_source,notes,flow_cap_status_quo_15iter,link_tt_min_status_quo_15iter,delay_min_status_quo_15iter,traffic_count_mlocnr,traffic_count_direction,has_count_value
63,critical_peak,2333.0,119.0,5114.75070314698,2.578865900746377,,RICHTERSWIL (AB),A 3,40.6148119849863,62323.0,2596.7916666666665,4461.0,5157.0,4809.0,,,,"ASTRA_traffic_count2025.gpkg; flat 1km buffer, edge 178 manually set to mlocnr 761",,,,,55,13.0,True
67,critical_peak,2333.0,120.0,4872.77147040362,2.4363857352018097,2832.03485626888,LACHEN (AB),A 3,158.22440524061668,60680.0,2528.3333333333335,4628.0,5540.0,5084.0,0.5570485555210228,-2251.96514373112,1.2139026387779168,"ASTRA_traffic_count2025.gpkg; flat 1km buffer, edge 178 manually set to mlocnr 761",,1.2139026387779168,3.3339256425628974,0.8975399073610877,308,13.0,True
68,critical_peak,2335.0,119.0,8865.80644588534,4.470154510530423,2832.03485626888,WANGEN SZ (AB),A 3,865.9805870684238,44500.0,1854.1666666666667,3279.0,4084.0,3681.5,0.7692611316770013,-849.46514373112,1.2128628934770365,"ASTRA_traffic_count2025.gpkg; flat 1km buffer, edge 178 manually set to mlocnr 761",,1.2128628934770365,6.114094508366343,1.6439399978359202,216,13.0,True
98,critical_peak,1536.0,108.0,2007.6948653871616,1.115386036326201,3183.382487886169,USTER O,A 15,180.67019228271715,31148.0,1297.8333333333333,2293.0,2370.0,2331.5,1.3653795787631007,851.8824878861692,2.0725146405508914,"ASTRA_traffic_count2025.gpkg; flat 1km buffer, edge 178 manually set to mlocnr 761",,2.0725146405508914,2.3131201691328527,1.1977341328066518,760,13.0,True
129,critical_peak,729.0,96.0,3327.5142290398862,2.079696393149929,2832.03485626888,JONA,A 15,20.58539698748987,27236.0,1134.8333333333333,2293.0,2625.0,2459.0,1.1517018528950305,373.03485626888005,3.884821476363347,"ASTRA_traffic_count2025.gpkg; flat 1km buffer, edge 178 manually set to mlocnr 761",,3.884821476363347,9.926306606479258,7.846610213329329,766,13.0,True
175,critical_peak,2200.0,100.0,5286.2980122217705,3.1717788073330624,2832.03485626888,ZUERICH BRUNAU (AB),A 3,689.7835337599229,59010.0,2458.75,3367.0,4487.0,3927.0,0.721170067804655,-1094.96514373112,1.2872885710313091,"ASTRA_traffic_count2025.gpkg; flat 1km buffer, edge 178 manually set to mlocnr 761",,1.2872885710313091,4.485776881115357,1.3139980737822947,221,13.0,True
176,critical_peak,2200.0,100.0,4439.9389635413945,2.663963378124837,2832.03485626888,BIRMENSDORF N (AB) - ZH1103,A 4,199.4140025932865,89224.0,3717.6666666666665,5883.0,6270.0,6076.5,0.46606349975625444,-3244.46514373112,1.2872885710313091,"ASTRA_traffic_count2025.gpkg; flat 1km buffer, edge 178 manually set to mlocnr 761",,1.2872885710313091,3.7675847086506877,1.1036213305258507,301,13.0,True
178,critical_peak,1000.0,80.0,6719.55714161299,5.039667856209742,3187.6622808953925,HINWIL N,H 340,2626.64806989428,17729.0,738.7083333333334,918.0,1093.0,1005.5,3.1702260376881077,2182.1622808953925,3.1876622808953927,"ASTRA_traffic_count2025.gpkg; flat 1km buffer, edge 178 manually set to mlocnr 761",,3.1876622808953927,17.84192454157632,12.802256685366576,761,13.0,
29,uncritical_validation,2391.0,98.0,2447.233413479223,1.4983061715178918,2832.03485626888,URDORF (AB),A 3,29.18589447956624,89936.0,3747.3333333333335,5609.0,5863.0,5736.0,0.4937299261277685,-2903.96514373112,1.184456234324082,"ASTRA_traffic_count2025.gpkg; flat 1km buffer, edge 178 manually set to mlocnr 761",,1.184456234324082,2.023813302173186,0.5255071306552943,194,13.0,True
35,uncritical_validation,2391.0,87.0,1834.4909824602885,1.2651661948001989,2898.940532482526,OPFIKON (AB),A 11,606.8850832553396,107252.0,4468.833333333333,6827.0,7106.0,6966.5,0.4161258210697662,-4067.559467517474,1.2124385330332605,"ASTRA_traffic_count2025.gpkg; flat 1km buffer, edge 178 manually set to mlocnr 761",,1.2124385330332605,1.7301170475446634,0.46495085274446457,241,13.0,True
60,uncritical_validation,2338.0,118.0,3341.26037136498,1.6989459515415155,2832.03485626888,ADLISWIL (AB),A 3,89.01359846218837,58712.0,2446.3333333333335,4373.0,4617.0,4495.0,0.6300411248651568,-1662.96514373112,1.2113066108934474,"ASTRA_traffic_count2025.gpkg; flat 1km buffer, edge 178 manually set to mlocnr 761",,1.2113066108934474,2.3221463846572696,0.6232004331157541,54,13.0,True
64,uncritical_validation,2335.0,118.0,2948.5542693597213,1.499264882725282,,"WOLLERAU, BLATTTUNNEL (AB)",A 3,131.7711861134583,57617.0,2400.7083333333335,4357.0,4840.0,4598.5,,,,"ASTRA_traffic_count2025.gpkg; flat 1km buffer, edge 178 manually set to mlocnr 761",,,,,299,13.0,True
77,uncritical_validation,2391.0,93.0,1011.8689371854967,0.6528186691519334,826.840465584956,OPFIKON (AB),A 11,12.706195536845227,107252.0,4468.833333333333,6827.0,7106.0,6966.5,0.1186880737220923,-6139.659534415044,0.3458136618924952,"ASTRA_traffic_count2025.gpkg; flat 1km buffer, edge 178 manually set to mlocnr 761",,0.3458136618924952,0.6723358401835601,0.019517171031626646,241,13.0,True
83,uncritical_validation,3262.0,80.0,2095.9886952448405,1.5719915214336304,3142.0037665857885,WALLISELLEN (AB),A 1,143.55386668703002,140139.0,5839.125,8560.0,9363.0,8961.5,0.3506113671356122,-5819.496233414211,0.963213907598341,"ASTRA_traffic_count2025.gpkg; flat 1km buffer, edge 178 manually set to mlocnr 761",,0.963213907598341,1.936607500364177,0.36461597893054654,286,13.0,True
