ID_edge,length_m,flow,development,scenario,capacity,ffs,length_m_geom,fftt_min,flow_cap,link_tt_min,delay_min,run,case,case_type
129,3327.5142290398862,3316.3437693856217,144,scenario_44,729.0,96.0,3327.5142290398862,2.079696393149929,4.5491684079363806,12.839490878237863,10.759794485087934,2iter_xscen_xdev_test,dev144,development
174,6978.5477473254405,3316.3437693856217,144,scenario_44,2200.0,100.0,6978.5477473254405,4.187128648395264,1.5074289860843735,6.565775875198422,2.3786472268031575,2iter_xscen_xdev_test,dev144,development
68,8865.80644588534,3316.3437693856217,144,scenario_44,2335.0,119.0,8865.80644588534,4.470154510530423,1.4202757042336709,6.724434517007915,2.254280006477492,2iter_xscen_xdev_test,dev144,development
61,8361.831024084971,3316.3437693856217,144,scenario_44,2333.0,120.0,8361.831024084971,4.1809155120424855,1.421493257344887,6.292950012118409,2.1120345000759233,2iter_xscen_xdev_test,dev144,development
175,5286.2980122217705,3316.3437693856217,144,scenario_44,2200.0,100.0,5286.2980122217705,3.1717788073330624,1.5074289860843735,4.973620474411359,1.8018416670782962,2iter_xscen_xdev_test,dev144,development
176,4439.9389635413945,3316.3437693856217,144,scenario_44,2200.0,100.0,4439.9389635413945,2.663963378124837,1.5074289860843735,4.177322444393402,1.5133590662685652,2iter_xscen_xdev_test,dev144,development
32,4235.803391000821,3316.3437693856217,144,scenario_44,2391.0,86.0,4235.803391000821,2.9552116681401075,1.387011195895283,4.376520762441972,1.4213090943018645,2iter_xscen_xdev_test,dev144,development
98,2007.6948653871616,3323.892878152042,144,scenario_44,1536.0,108.0,2007.6948653871616,1.115386036326201,2.1639927592135693,2.421186499806389,1.3058004634801879,2iter_xscen_xdev_test,dev144,development
63,5114.75070314698,3316.3437693856217,144,scenario_44,2333.0,119.0,5114.7507031469795,2.5788659007463766,1.421493257344887,3.8816077853306186,1.302741884584242,2iter_xscen_xdev_test,dev144,development
178,6719.55714161299,3273.022062068212,15,scenario_44,1000.0,80.0,6719.55714161299,5.039667856209742,3.273022062068212,18.53674682689088,13.497078970681137,2iter_xscen_xdev_test,dev15,development
129,3327.5142290398862,3265.572915306301,15,scenario_44,729.0,96.0,3327.5142290398862,2.079696393149929,4.479523889309055,12.512563162137926,10.432866768987997,2iter_xscen_xdev_test,dev15,development
174,6978.5477473254405,3265.572915306301,15,scenario_44,2200.0,100.0,6978.5477473254405,4.187128648395264,1.4843513251392277,6.493502589092078,2.3063739406968136,2iter_xscen_xdev_test,dev15,development
68,8865.80644588534,3265.572915306301,15,scenario_44,2335.0,119.0,8865.80644588534,4.470154510530423,1.3985322977757177,6.65594002903337,2.1857855185029464,2iter_xscen_xdev_test,dev15,development
61,8361.831024084971,3265.572915306301,15,scenario_44,2333.0,120.0,8361.831024084971,4.1809155120424855,1.3997312110185602,6.228777539643117,2.0478620276006314,2iter_xscen_xdev_test,dev15,development
175,5286.2980122217705,3265.572915306301,15,scenario_44,2200.0,100.0,5286.2980122217705,3.1717788073330624,1.4843513251392277,4.9188729621044995,1.7470941547714371,2iter_xscen_xdev_test,dev15,development
176,4439.9389635413945,3265.572915306301,15,scenario_44,2200.0,100.0,4439.9389635413945,2.663963378124837,1.4843513251392277,4.131340244281679,1.467376866156842,2iter_xscen_xdev_test,dev15,development
32,4235.803391000821,3265.572915306301,15,scenario_44,2391.0,86.0,4235.803391000821,2.9552116681401075,1.365777045297491,4.333335426819051,1.3781237586789437,2iter_xscen_xdev_test,dev15,development
98,2007.6948653871616,3272.8579258359846,15,scenario_44,1536.0,108.0,2007.6948653871616,1.115386036326201,2.130766878799469,2.381395892057055,1.266009855730854,2iter_xscen_xdev_test,dev15,development
63,5114.75070314698,3265.572915306301,15,scenario_44,2333.0,119.0,5114.7507031469795,2.5788659007463766,1.3997312110185602,3.8420250191741534,1.2631591184277768,2iter_xscen_xdev_test,dev15,development
178,6719.55714161299,3329.676740928712,150,scenario_44,1000.0,80.0,6719.55714161299,5.039667856209742,3.3296767409287122,19.008048728493538,13.968380872283795,2iter_xscen_xdev_test,dev150,development
129,3327.5142290398862,3322.1327088233515,150,scenario_44,729.0,96.0,3327.5142290398862,2.079696393149929,4.5571093399497276,12.877087802503112,10.797391409353184,2iter_xscen_xdev_test,dev150,development
174,6978.5477473254405,3322.1327088233515,150,scenario_44,2200.0,100.0,6978.5477473254405,4.187128648395264,1.5100603221924325,6.574087355474722,2.386958707079458,2iter_xscen_xdev_test,dev150,development
68,8865.80644588534,3322.1327088233515,150,scenario_44,2335.0,119.0,8865.80644588534,4.470154510530423,1.4227549074189942,6.73231143276069,2.2621569222302664,2iter_xscen_xdev_test,dev150,development
