development,scenario,tts_raw,net_benefit_raw,building_costs,externalities_raw,maintenance,maintenance_annual,maintenance_derived,construction_raw,construction_integrated,maintenance_raw,maintenance_integrated,tts_integrated,operation_raw,operation_integrated,cost_base_raw,cost_base_integrated,bcr_raw,bcr_integrated,net_benefit_integrated,mode,year,status_quo_tt,development_tt,tt_savings_daily,monetized_savings_yearly,net_benefit_reported,bcr_reported,TotalConstructionCost,YearlyMaintenanceCost,uncoveredOperatingCost
952,scenario_29,-145207431.60702443,-4084097984.291153,1724097680.4831092,1113309468.3577666,1101483403.843252,22029668.07686504,1101483403.8432527,1724097680.4831092,49598783.15249003,22029668.07686504,26012845.615921304,-161738574.9031178,0.0,0.0,1746127348.5599742,75611628.76841134,-0.08315970294307375,-2.139070107833574,-1350659672.0292957,Road,,,,,,,,,,
958,scenario_29,9199069.693810573,-863572518.0881636,157194165.85115075,605125343.4108251,110452078.51999837,2209041.5703999675,110452078.51999831,157194165.85115075,4522156.3912220355,2209041.5703999675,2608457.7002916024,10246337.988663988,0.0,0.0,159403207.42155072,7130614.091513637,0.057709439117389384,1.4369502902784306,-602009619.5136747,Road,,,,,,,,,,
964,scenario_29,689419.5682185333,-921704599.5701764,150458890.59717762,667505862.0372676,104429266.50394982,2088585.3300789965,104429266.50394964,150458890.59717762,4328396.222888337,2088585.3300789965,2466221.8040442886,767906.5543680774,0.0,0.0,152547475.9272566,6794618.026932626,0.004519377092461943,0.11301688355757983,-673532573.5098321,Road,,,,,,,,,,
970,scenario_29,-105302343.86558864,-551931056.9907656,135600277.14398867,219855377.17905724,91173058.80213107,1823461.1760426213,91173058.80213106,135600277.14398867,3900944.1388481315,1823461.1760426213,2153160.6329028755,-117290491.5560429,0.0,0.0,137423738.3200313,6054104.771751007,-0.766260219325146,-19.373713534547797,-343199973.50685114,Road,,,,,,,,,,
971,scenario_29,-108671261.11354026,-1102272822.6692362,374480090.2625369,382176505.8723929,236944965.42076606,4738899.308415321,236944965.42076612,374480090.2625369,10773030.439117527,4738899.308415321,5595738.241224849,-121042943.26336908,0.0,0.0,379218989.5709522,16368768.680342376,-0.28656597929468347,-7.394749454107216,-519588217.81610435,Road,,,,,,,,,,
987,scenario_29,-2459686.135902399,-532771205.7902611,162757318.6235116,252140750.27984798,115413450.7509991,2308269.015019982,115413450.7509991,162757318.6235116,4682196.980061052,2308269.015019982,2725626.4287879486,-2739709.159008124,0.0,0.0,165065587.6385316,7407823.408849001,-0.014901265436916724,-0.3698399661816195,-262288282.8477051,Road,,,,,,,,,,
0,scenario_30,238685027.9068715,-365688634.3618766,152678141.04011753,345276872.71142757,106418648.51720302,2128372.97034406,106418648.517203,152678141.04011753,4392239.543789739,2128372.97034406,2513203.435361913,265858130.2425626,0.0,0.0,154806514.0104616,6905442.979151651,1.5418280647463034,38.499793720000255,-86324185.44801664,Road,,,,,,,,,,
2,scenario_30,-289144981.84379923,-1101070479.3032026,194912878.2946077,472959994.5310824,144052624.63371336,2881052.492674267,144052624.63371325,194912878.2946077,5607247.021788821,2881052.492674267,3401974.7116392325,-322062698.76301324,0.0,0.0,197793930.78728196,9009221.733428054,-1.4618496163806007,-35.748115463517045,-804031915.0275238,Road,,,,,,,,,,
9,scenario_30,1688696422.5737703,-1631540982.0254178,1345794052.1316106,1102132191.6912076,872311160.7763699,17446223.215527397,872311160.7763696,1345794052.1316106,38715757.300295584,17446223.215527397,20600669.49274701,1880946104.5371335,0.0,0.0,1363240275.347138,59316426.79304259,1.2387371860354974,31.710374448208594,719497486.0528831,Road,,,,,,,,,,
12,scenario_30,18745041.87264846,-1426948620.3330653,312373893.82249105,884678952.4299979,248640815.95322484,4972816.319064497,248640815.9532249,312373893.82249105,8986361.502359474,4972816.319064497,5871949.71493947,20879071.583515074,0.0,0.0,317346710.14155555,14858311.217298944,0.05906802016093708,1.405211620497382,-878658192.0637817,Road,,,,,,,,,,
15,scenario_30,169065758.06692192,-397387044.9274014,195150622.90997052,244570297.75985953,126731882.32449329,2534637.646489866,126731882.32449329,195150622.90997052,5614086.450758847,2534637.646489866,2992924.703195333,188313053.07197827,0.0,0.0,197685260.55646038,8607011.15395418,0.8552269278499672,21.8790297472154,-64864255.84183544,Road,,,,,,,,,,
17,scenario_30,83557442.26744401,-4940924391.691846,2357229443.5123625,1162145992.8589256,1505106397.588002,30102127.951760042,1505106397.5880022,2357229443.5123625,67812696.0745481,30102127.951760042,35544884.488848604,93070041.14954796,0.0,0.0,2387331571.4641223,103357580.56339669,0.035000350712154835,0.9004665225543023,-1172433532.2727742,Road,,,,,,,,,,
25,scenario_30,-180013501.97408086,-1529826600.307733,153682014.62583685,1088808551.5272884,107322532.18052682,2146450.6436105366,107322532.18052697,153682014.62583685,4421118.9447971415,2146450.6436105366,2534549.7271959586,-200507143.12888497,0.0,0.0,155828465.2694474,6955668.6719931,-1.1552029448715577,-28.826436764623953,-1296271363.3281665,Road,,,,,,,,,,
27,scenario_30,-168613873.25814214,-1431277153.128602,150350312.53158265,1007966102.4209636,104346864.91791353,2086937.2983582704,104346864.91791344,150350312.53158265,4325272.652807869,2086937.2983582704,2464275.7922127983,-187809723.42704517,0.0,0.0,152437249.82994092,6789548.445020667,-1.106119885042848,-27.661592659344148,-1202565374.2930295,Road,,,,,,,,,,
28,scenario_30,154193818.36833596,-5028418223.314589,2450896121.356007,1183821553.6060135,1547894366.7209044,30957887.33441809,1547894366.7209044,2450896121.356007,70507295.86177087,30957887.33441809,36555373.46343454,171748017.0660798,0.0,0.0,2481854008.6904254,107062669.32520542,0.0621284804941842,1.6041820939882518,-1119136205.8651392,Road,,,,,,,,,,
57,scenario_30,109698512.9679456,-436815683.6530498,141144892.03203666,309258717.1956397,96110587.39331904,1922211.7478663805,96110587.39331901,141144892.03203666,4060451.4304647534,1922211.7478663805,2269766.2653787034,122187142.62809408,0.0,0.0,143067103.77990305,6330217.695843456,0.766762659407069,19.302202309459993,-193401792.2633891,Road,,,,,,,,,,
62,scenario_30,42923186.55962659,-293382809.9732448,140830295.48902065,99638804.77865678,95836896.26519392,1916737.9253038785,95836896.26519394,140830295.48902065,4051401.1278663515,1916737.9253038785,2263302.7226348687,47809777.69266479,0.0,0.0,142747033.41432452,6314703.850501221,0.30069407071348137,7.571182881184516,-58143730.93649322,Road,,,,,,,,,,
63,scenario_30,-514150439.3618832,-2963664096.754491,1122072298.9151125,602119297.8778179,725322060.5996771,14506441.211993542,725322060.5996771,1122072298.9151125,32279737.54927389,14506441.211993542,17129346.405373808,-572683907.6201944,0.0,0.0,1136578740.127106,49409083.9546477,-0.4523667575414834,-11.590660295298282,-1224212289.45266,Road,,,,,,,,,,
73,scenario_30,-220119501.1855559,-858745723.2924631,166819302.03902298,352816567.9526391,118990352.11524504,2379807.042304901,118990352.11524498,166819302.03902298,4799051.980143475,2379807.042304901,2810099.2248798893,-245179010.7167953,0.0,0.0,169199109.0813279,7609151.205023365,-1.3009495285211723,-32.2215979299944,-605604729.8744578,Road,,,,,,,,,,
90,scenario_30,30744787.962863024,-1241292278.5509949,137847332.70199814,1041038893.0358596,93150840.7760003,1863016.815520006,93150840.77600026,137847332.70199814,3965587.3563496363,1863016.815520006,2199868.3154414445,34244929.03551532,0.0,0.0,139710349.51751816,6165455.67179108,0.2200609193881371,5.554322479714964,-1012959419.6721354,Road,,,,,,,,,,
94,scenario_30,5694965.395354302,-271392912.96304256,121470946.13406222,77063305.33401044,78553626.89032419,1571072.537806484,78553626.89032418,121470946.13406222,3494472.027213062,1571072.537806484,1855137.6822736738,6343308.858047576,0.0,0.0,123042018.6718687,5349609.709486736,0.046284720104777924,1.185751709474929,-76069606.1854496,Road,,,,,,,,,,
103,scenario_30,-303174425.245444,-1253549518.6830187,259656718.26383355,489146659.15574867,201571716.01799256,4031434.3203598512,201571716.01799273,259656718.26383355,7469795.597454983,4031434.3203598512,4760356.725318894,-337689324.46221894,0.0,0.0,263688152.5841934,12230152.322773878,-1.1497461007416439,-27.61121166360329,-839066135.9407415,Road,,,,,,,,,,
104,scenario_30,27871122.4434347,-1106719508.105884,126249993.90891679,925540524.4335165,82800112.20688549,1656002.2441377097,82800112.20688546,126249993.90891679,3631955.510279974,1656002.2441377097,1955423.5027994865,31044111.00081302,0.0,0.0,127905996.15305449,5587379.013079461,0.21790317328113093,5.556113327580258,-900083792.4457829,Road,,,,,,,,,,
109,scenario_30,-941663324.7074536,-4272898900.2792025,1719139270.9049108,512234634.77039987,1099861669.8964376,21997233.397928752,1099861669.8964381,1719139270.9049108,49456139.79519407,21997233.397928752,25974546.43261869,-1048867006.9510942,0.0,0.0,1741136504.3028395,75430686.22781275,-0.5408325667633398,-13.905043947013127,-1636532327.9493067,Road,,,,,,,,,,
114,scenario_30,-144800264.14015543,-719098282.3251309,153451414.61605844,313737315.6128099,107109287.95610711,2142185.759122142,107109287.95610714,153451414.61605844,4414485.051596405,2142185.759122142,2529513.7102492102,-161285053.44688457,0.0,0.0,155593600.37518057,6943998.761845615,-0.9306312328463425,-23.226538335962683,-481966367.8215401,Road,,,,,,,,,,
126,scenario_30,-546713181.968848,-1925691786.2542117,481418563.00908685,521938378.627965,375621662.6483119,7512433.252966238,375621662.6483121,481418563.00908685,13849432.768554196,7512433.252966238,8870754.008978862,-608953756.3868932,0.0,0.0,488930996.2620531,22720186.777533058,-1.118180655651918,-26.802321756837816,-1153612321.7923913,Road,,,,,,,,,,
140,scenario_30,-3860768.047923945,-780395196.716606,141422827.4711255,538745492.5444238,96366108.65313269,1927322.1730626537,96366108.65313268,141422827.4711255,4068447.067678242,1927322.1730626537,2275800.704989801,-4300297.272612208,0.0,0.0,143350149.64418817,6344247.772668043,-0.026932431235731687,-0.6778261862877619,-549390037.589704,Road,,,,,,,,,,
143,scenario_30,-4042674.4032896264,-839817345.4814652,429374947.4540389,140991893.1039116,265407830.52022496,5308156.610404499,265407830.52022505,429374947.4540389,12352243.814815175,5308156.610404499,6267922.781668804,-4502912.761069357,0.0,0.0,434683104.0644434,18620166.59648398,-0.009300279595616131,-0.24182988577124956,-164114972.46146494,Road,,,,,,,,,,
144,scenario_30,-154075870.136907,-1691848617.8505912,161237634.02609128,1262464376.336839,114070737.35075407,2281414.7470150813,114070737.35075402,161237634.02609128,4638478.74549646,2281414.7470150813,2693916.6488083913,-171616641.01560816,0.0,0.0,163519048.77310637,7332395.394304851,-0.9422502839451911,-23.405262780687554,-1441413412.746752,Road,,,,,,,,,,
150,scenario_30,-360784680.0790683,-1391900929.9185038,521617136.85194135,182264836.83835977,327234276.1491341,6544685.522982683,327234276.14913416,521617136.85194135,15005863.967111586,6544685.522982683,7728028.108280548,-401858220.04473054,0.0,0.0,528161822.374924,22733892.075392134,-0.6830949621780115,-17.67661334504681,-606856948.9584825,Road,,,,,,,,,,
152,scenario_30,1726806901.3814774,-2924184760.447076,2268314320.0625086,939546000.5141373,1443131341.251907,28862626.825038143,1443131341.2519073,2268314320.0625086,65254788.84174534,28862626.825038143,34081269.54296397,1923395271.656317,0.0,0.0,2297176946.8875465,99336058.3847093,0.7517082668451529,19.36250846804672,884513212.7574704,Road,,,,,,,,,,
176,scenario_30,171319761.1972827,-2402356974.5817957,749620226.0889233,1308078050.4087737,515978459.2813816,10319569.185627632,515978459.2813816,749620226.0889233,21565049.046459354,10319569.185627632,12185447.330024013,190823663.2390827,0.0,0.0,759939795.2745509,33750496.376483366,0.2254385969291006,5.653951311129297,-1151004883.5461743,Road,,,,,,,,,,
177,scenario_30,12026455.773654684,-531170166.72479373,134517491.09974346,318473149.1517772,90205982.24692774,1804119.6449385548,90205982.24692774,134517491.09974346,3869794.586930625,1804119.6449385548,2130321.965482644,13395607.899948457,0.0,0.0,136321610.744682,6000116.552413269,0.08822119771001784,2.2325579483219697,-311077657.804242,Road,,,,,,,,,,
195,scenario_30,-369427876.27905065,-1174317699.1909547,365521611.4676312,201610492.77074566,237757718.673527,4755154.37347054,237757718.673527,365521611.4676312,10515313.22729447,4755154.37347054,5614932.379615079,-411485401.10923994,0.0,0.0,370276765.84110177,16130245.606909547,-0.9977074187732984,-25.510175798747674,-629226139.4868952,Road,,,,,,,,,,
197,scenario_30,-32413737.712064076,-641276750.18132,148324872.0083149,358007558.6966519,102530581.76428911,2050611.6352857822,102530581.76428914,148324872.0083149,4267004.8490523,2050611.6352857822,2421382.0971238124,-36103880.40620836,0.0,0.0,150375483.6436007,6688386.946176112,-0.21555200972045857,-5.397995166360656,-400799826.0490363,Road,,,,,,,,,,
201,scenario_30,-519499335.3479482,-1921187824.4247231,352625123.7916697,794637036.6727514,254426328.61235362,5088526.572247073,254426328.6123538,352625123.7916697,10144307.510559477,5088526.572247073,6008581.503567211,-578641748.7893189,0.0,0.0,357713650.3639168,16152889.014126688,-1.4522770792208801,-35.822802241955685,-1389431674.476197,Road,,,,,,,,,,
202,scenario_30,-136168472.61625493,-741622925.8809427,191211564.68119022,285153189.6378463,129089698.94565128,2581793.9789130255,129089698.9456513,191211564.68119022,5500767.758247435,2581793.9789130255,3048607.357643719,-151670575.4240604,0.0,0.0,193793358.66010326,8549375.115891155,-0.7026477767748616,-17.740545170622195,-445373140.17779785,Road,,,,,,,,,,
206,scenario_30,36790043.848111145,-1320921019.952703,142935970.24447098,1117086687.7791736,97688405.77716967,1953768.1155433934,97688405.7771697,142935970.24447098,4111977.10727141,1953768.1155433934,2307028.330232211,40978407.212106235,0.0,0.0,144889738.36001438,6419005.437503621,0.2539175255924418,6.3839184451669375,-1082527286.004571,Road,,,,,,,,,,
209,scenario_30,53181002.78885687,-1088579552.8994527,253701155.7129953,709055715.8041978,179003684.17111638,3580073.6834223275,179003684.17111635,253701155.7129953,7298466.177519016,3580073.6834223275,4227385.709832285,59235395.239732,0.0,0.0,257281229.39641762,11525851.8873513,0.20670378058134917,5.139350723805335,-661346172.451817,Road,,,,,,,,,,
227,scenario_30,3240180.147708767,-429367797.6913234,160838770.7169813,158244165.33462933,113525041.78742157,2270500.8357484313,113525041.78742158,160838770.7169813,4627004.259450816,2270500.8357484313,2681029.3965876745,3609058.529029434,0.0,0.0,163109271.55272973,7308033.65603849,0.019865088703196657,0.4938480990775593,-161943140.4616384,Road,,,,,,,,,,
233,scenario_30,11537422.756204115,-1107473054.384554,138027096.7062853,887671985.7291533,93311394.70531952,1866227.8941063904,93311394.7053194,138027096.7062853,3970758.8010816793,1866227.8941063904,2203659.988163737,12850900.907698343,0.0,0.0,139893324.6003917,6174418.789245416,0.08247300426350587,2.0813134557834014,-880995503.6107004,Road,,,,,,,,,,
240,scenario_30,-414467.3872742957,-593589748.2419882,180428309.50240535,281827797.3751602,130919173.97714832,2618383.4795429665,130919173.97714841,180428309.50240535,5190555.441773202,2618383.4795429665,3091812.594678128,-461652.4362401873,0.0,0.0,183046692.98194832,8282368.03645133,-0.002264271375365244,-0.055739184036306996,-290571817.84785175,Road,,,,,,,,,,
243,scenario_30,-160493202.3650308,-1615604039.312297,474497528.1196527,651408362.144277,329204946.68333685,6584098.933666738,329204946.683337,474497528.1196527,13650328.67337574,6584098.933666738,7774567.845681218,-178764554.57464382,0.0,0.0,481081627.05331945,21424896.51905696,-0.3336090869819124,-8.34377680263878,-851597813.2379777,Road,,,,,,,,,,
245,scenario_30,-170308265.281656,-1685165040.814407,226783942.1590449,1115824584.543422,172248248.83028424,3444964.9766056845,172248248.83028436,226783942.1590449,6524112.69787304,3444964.9766056845,4067848.039109092,-189697013.54833868,0.0,0.0,230228907.13565058,10591960.736982133,-0.7397344990275725,-17.909527636937526,-1316113558.8287427,Road,,,,,,,,,,
249,scenario_30,-506628065.796789,-1657774864.9046416,238071104.51270106,730447703.211749,182627991.38340265,3652559.827668053,182627991.3834026,238071104.51270106,6848821.398733349,3652559.827668053,4312978.051622383,-564305149.2684878,0.0,0.0,241723664.3403691,11161799.450355731,-2.0958976738140547,-50.55682569628172,-1305914651.9305925,Road,,,,,,,,,,
250,scenario_30,-5842748.5402943175,-2914934204.6557007,1561329695.3764071,385747424.9665401,962014335.7724594,19240286.715449188,962014335.7724593,1561329695.3764071,44916279.31940507,19240286.715449188,22719117.0647118,-6507916.378425636,0.0,0.0,1580569982.0918562,67635396.38411687,-0.003696608569372894,-0.09622056979552085,-459890737.7290826,Road,,,,,,,,,,
254,scenario_30,1954509316.735618,-608927048.0134264,1323823495.5568194,395701901.59197915,843910967.6002458,16878219.352004915,843910967.600246,1323823495.5568194,38083709.07957804,16878219.352004915,19929965.02459509,2177020473.574667,0.0,0.0,1340701714.9088244,58013674.10417313,1.457825625939873,37.525988608572995,1723304897.8785148,Road,,,,,,,,,,
255,scenario_30,-11235441.040961023,-545845418.9493595,141104681.34951812,297503490.4712225,96001806.08765785,1920036.1217531571,96001806.08765787,141104681.34951812,4059294.6509242277,1920036.1217531571,2267197.264974168,-12514540.077335345,0.0,0.0,143024717.47127128,6326491.915898396,-0.0785559394180788,-1.9781168210910791,-316344522.46445626,Road,,,,,,,,,,
261,scenario_30,-156717396.95504186,-576910263.4253488,128951399.92581557,206006767.6891796,85234698.85531175,1704693.977106235,85234698.85531181,128951399.92581557,3709669.466255746,1704693.977106235,2012919.1730956757,-174558892.5133809,0.0,0.0,130656093.9029218,5722588.639351422,-1.1994648873513987,-30.503484264625524,-386288248.8419119,Road,,,,,,,,,,
267,scenario_30,14971685.52341861,-687027137.8713597,143075132.13023564,461074560.99920475,97849130.26533791,1956982.6053067583,97849130.26533794,143075132.13023564,4115980.5116453427,1956982.6053067583,2310824.030905349,16676137.396388087,0.0,0.0,145032114.7355424,6426804.542550692,0.1032301401018568,2.594778989461784,-450825228.1453674,Road,,,,,,,,,,
270,scenario_30,-492466.88831893454,-1031967393.2081728,443045218.6099368,313743130.1082861,274686577.60163116,5493731.5520326225,274686577.60163116,443045218.6099368,12745509.70825755,5493731.5520326225,6487051.471665977,-548531.7922242227,0.0,0.0,448538950.1619694,19232561.179923527,-0.0010979356154935988,-0.028520995570617172,-333524223.08043385,Road,,,,,,,,,,
273,scenario_30,493358.5776367302,-659244744.0121709,142458879.86503434,420002350.610022,97276872.11475126,1945537.4422950253,97276872.11475122,142458879.86503434,4098252.1875399556,1945537.4422950253,2297309.471474201,549524.9959323284,0.0,0.0,144404417.30732936,6395561.659014156,0.0034165061348970897,0.08592286733062862,-425848387.27310383,Road,,,,,,,,,,
277,scenario_30,-199446464.64994675,-2202326172.6143494,1001643662.0882915,386294667.2854791,614941378.590632,12298827.571812637,614941378.590632,1001643662.0882915,28815250.64059146,12298827.571812637,14522574.81892692,-222152451.87483197,0.0,0.0,1013942489.6601042,43337825.45951838,-0.19670392224790342,-5.126063652693958,-651784944.6198294,Road,,,,,,,,,,
284,scenario_30,-10184462.823736636,-1345106454.3656192,165840820.01590046,1050913730.8058985,118167440.72008365,2363348.814401673,118167440.72008348,165840820.01590046,4770903.042741121,2363348.814401673,2790665.189829315,-11343913.221485987,0.0,0.0,168204168.83030215,7561568.232570436,-0.06054821883761715,-1.5002064218138786,-1069819212.2599549,Road,,,,,,,,,,
285,scenario_30,-496289361.3380357,-2795624731.5184293,1081651927.7502804,534236242.74331635,683447199.686797,13668943.993735941,683447199.6867969,1081651927.7502804,31116925.69293759,13668943.993735941,16140421.571541326,-552789434.7696,0.0,0.0,1095320871.7440164,47257347.264478914,-0.4530995200957165,-11.697428373960072,-1134283024.7773952,Road,,,,,,,,,,
289,scenario_30,-308881049.76749766,-3721613463.165461,1806910338.443409,489555048.98384964,1116267025.9707053,22325340.519414105,1116267025.970705,1806910338.443409,51981134.86663612,22325340.519414105,26361978.502266895,-344045619.7805055,0.0,0.0,1829235678.9628232,78343113.36890301,-0.16885798441381444,-4.391523453509682,-911943782.1332581,Road,,,,,,,,,,
308,scenario_30,1329182.1590392282,-3065143176.5251255,1272109016.5535288,981965235.1892271,812398106.9414086,16247962.138828171,812398106.9414086,1272109016.5535288,36595988.714912,16247962.138828171,19185751.197701126,1480502.9316368294,0.0,0.0,1288356978.692357,55781739.91261312,0.0010316877860888428,0.02654099592368693,-1036266472.1702034,Road,,,,,,,,,,
331,scenario_30,-562336216.1241937,-4050893236.973188,1809319030.8791187,482407924.1553338,1196830065.8145416,23936601.31629083,1196830065.8145413,1809319030.8791187,52050428.048311494,23936601.31629083,28264570.870426856,-626355395.214765,0.0,0.0,1833255632.1954095,80314998.91873835,-0.30674184562617146,-7.798735026423931,-1189078318.2888372,Road,,,,,,,,,,
334,scenario_30,343491954.7525436,-318639669.42254794,154144214.2024022,400252070.1311321,107735339.84155726,2154706.796831145,107735339.84155726,154144214.2024022,4434415.486420476,2154706.796831145,2544298.6729521872,382596804.016986,0.0,0.0,156298920.99923334,6978714.159372663,2.1976604352516835,54.82339515269368,-24633980.2735188,Road,,,,,,,,,,
348,scenario_30,-363937430.3090923,-1836127504.2423184,511767627.3162046,609682058.3963946,350740388.22062665,7014807.764412533,350740388.22062683,511767627.3162046,14722513.613386558,7014807.764412533,8283153.008222566,-405369895.1951427,0.0,0.0,518782435.08061713,23005666.621609125,-0.7015222677162105,-17.620436819439107,-1038057620.2131464,Road,,,,,,,,,,
351,scenario_30,-397435039.8695477,-1963354581.801333,215490664.74718246,1188206788.4624584,162222088.7221443,3244441.774442886,162222088.72214437,215490664.74718246,6199228.079227231,3244441.774442886,3831068.2981674233,-442681040.8645426,0.0,0.0,218735106.52162534,10030296.377394654,-1.8169696039636651,-44.13439286422442,-1640918125.7043958,Road,,,,,,,,,,
356,scenario_30,-258313454.733543,-1313227019.0328298,291513841.5784751,544762757.3502324,218636965.37057927,4372739.307411585,218636965.37057924,291513841.5784751,8386260.232279089,4372739.307411585,5163372.96256509,-287721155.7599315,0.0,0.0,295886580.8858867,13549633.194844179,-0.8730151058562727,-21.23460846670103,-846033546.305008,Road,,,,,,,,,,
358,scenario_30,-289621766.6221427,-3277813783.6128297,1557411441.409194,463626756.34251267,967153819.23898,19343076.384779602,967153819.2389803,1557411441.409194,44803559.12317945,19343076.384779602,22840492.10267761,-322593763.1151014,0.0,0.0,1576754517.7939737,67644051.22585706,-0.18368221771601484,-4.768989397722373,-853864570.6834712,Road,,,,,,,,,,
390,scenario_30,-314898729.9810002,-1148143922.3518126,385392973.1395786,198244443.7114787,249607775.51975513,4992155.510395102,249607775.51975513,385392973.1395786,11086971.880785288,4992155.510395102,5894785.619532518,-350748382.9323847,0.0,0.0,390385128.6499737,16981757.500317805,-0.806636080298397,-20.6544218362452,-565974584.1441813,Road,,,,,,,,,,
392,scenario_30,14372402.320572644,-388928067.07609606,126427411.9691598,193892626.24721032,82980431.18029861,1659608.6236059722,82980431.18029863,126427411.9691598,3637059.466973926,1659608.6236059722,1959681.9506350604,16008628.783922594,0.0,0.0,128087020.59276576,5596741.417608987,0.1122081086284896,2.8603481185596253,-183480738.88089672,Road,,,,,,,,,,
394,scenario_30,-100770938.48414963,-730021960.6906463,223218285.19308734,254239866.6105637,151792870.40284565,3035857.408056913,151792870.40284562,223218285.19308734,6421536.000129825,3035857.408056913,3584769.8563678763,-112243208.22769561,0.0,0.0,226254142.60114425,10006305.856497701,-0.4453882582021727,-11.217247387537059,-376489380.694757,Road,,,,,,,,,,
423,scenario_30,237447533.0125601,-765670652.4943354,221136245.255448,632055904.0478072,149926036.20364034,2998520.7240728065,149926036.20364022,221136245.255448,6361639.946355853,2998520.7240728065,3540682.337985838,264479752.71435535,0.0,0.0,224134765.97952083,9902322.284341691,1.059396260882864,26.70886132766765,-377478473.61779356,Road,,,,,,,,,,
459,scenario_30,-26926427.75211238,-3198740341.737618,1288511994.7396402,1056260988.1597748,827040931.0860904,16540818.621721808,827040931.0860906,1288511994.7396402,37067869.0308115,16540818.621721808,19531558.971588295,-29991867.52124705,0.0,0.0,1305052813.361362,56599428.0023998,-0.020632442975820474,-0.5298970074392872,-1142852283.6834216,Road,,,,,,,,,,
464,scenario_30,-4497047.924079743,-385742224.16447794,131288839.33600885,162641270.5954638,87315066.30892555,1746301.326178511,87315066.30892557,131288839.33600885,3776912.8433280787,1746301.326178511,2062049.5342127134,-5009014.445487213,0.0,0.0,133035140.66218735,5838962.377540792,-0.03380345900861622,-0.8578603734036852,-173489247.4184918,Road,,,,,,,,,,
469,scenario_30,-195829527.9064158,-913456276.9048312,157735155.08297828,448949050.9932869,110942542.92215021,2218850.858443004,110942542.92215025,157735155.08297828,4537719.550955379,2218850.858443004,2620040.6027019015,-218123744.88691,0.0,0.0,159954005.94142127,7157760.153657281,-1.2242864863174039,-30.473743210780672,-674230556.0338542,Road,,,,,,,,,,
486,scenario_30,-507438894.9186833,-4002237771.1040025,1776737974.7240279,601931146.5852047,1116129754.8760872,22322595.097521745,1116129754.8760867,1776737974.7240279,51113137.33827317,22322595.097521745,26358736.681482878,-565208287.2498828,0.0,0.0,1799060569.8215497,77471874.01975605,-0.2820577046880732,-7.295657868115459,-1244611307.8548436,Road,,,,,,,,,,
493,scenario_30,-1169357.7108819226,-305511969.109604,127574143.01461123,92763848.98576695,84004619.39834395,1680092.3879668792,84004619.39834392,127574143.01461123,3670048.5865008635,1680092.3879668792,1983869.378157528,-1302483.2656076332,0.0,0.0,129254235.40257812,5653917.964658392,-0.009046958556056714,-0.23036826387457654,-99720250.21603297,Road,,,,,,,,,,
499,scenario_30,-144447666.56524342,-1374196310.006976,149721588.62910992,976241726.6350548,103785328.17756777,2075706.5635513556,103785328.17756772,149721588.62910992,4307185.545067666,2075706.5635513556,2451014.431684519,-160892314.3931776,0.0,0.0,151797295.1926613,6758199.976752185,-0.9515826114155084,-23.806977441720843,-1143892241.0049846,Road,,,,,,,,,,
517,scenario_30,-239741769.47432655,-716028586.1044242,135901440.20503777,249008918.55565852,91376457.86940138,1827529.1573880275,91376457.8694014,135901440.20503777,3909607.9874963877,1827529.1573880275,2157964.144709648,-267035176.5773784,0.0,0.0,137728969.3624258,6067572.132206036,-1.7406778732472759,-44.01021871004775,-522111667.26524293,Road,,,,,,,,,,
521,scenario_30,-840133357.0442662,-3408815858.8066673,1340309963.014307,361258179.62453145,867114359.123563,17342287.18247126,867114359.1235628,1340309963.014307,38557991.211983316,17342287.18247126,20477940.81738127,-935778357.8505121,0.0,0.0,1357652250.1967783,59035932.029364586,-0.6188133647055033,-15.850996599580306,-1356072469.5044081,Road,,,,,,,,,,
531,scenario_30,-488835962.5751312,-1230147245.4058633,183125203.2839687,424574025.43725795,133612054.10950537,2672241.0821901076,133612054.10950541,183125203.2839687,5268139.589917046,2672241.0821901076,3155408.1739676315,-544487503.6579797,0.0,0.0,185797444.36615878,8423547.763884678,-2.6310155354546305,-64.63873879749677,-977485076.8591223,Road,,,,,,,,,,
533,scenario_30,-12371038.405143265,-1723763248.5695496,270883968.7693062,1228522851.1511414,211985390.24395877,4239707.8048791755,211985390.2439587,270883968.7693062,7792780.756314186,4239707.8048791755,5006288.074796681,-13779419.548818866,0.0,0.0,275123676.5741854,12799068.831110869,-0.044965371789103335,-1.0765954719553539,-1255101339.5310712,Road,,,,,,,,,,
538,scenario_30,24535451.30080333,-1381101118.7892137,520403221.32182837,556145297.6660459,329088051.1021428,6581761.022042856,329088051.1021427,520403221.32182837,14970942.086625881,6581761.022042856,7771807.216972536,27328690.302410185,0.0,0.0,526984982.34387124,22742749.30359842,0.04655816033253357,1.2016440905007983,-551559356.6672342,Road,,,,,,,,,,
540,scenario_30,108251269.24587008,-2246332592.8047247,182656476.46843788,2038748542.3833852,133178843.19877148,2663576.86397543,133178843.19877172,182656476.46843788,5254655.272906217,2663576.86397543,3145177.381110714,120575137.4121389,0.0,0.0,185320053.33241332,8399832.65401693,0.5841314380138722,14.354468997007695,-1926573237.6252632,Road,,,,,,,,,,
