mode,development,scenario_count,median_tts_minutes,mean_tts_minutes,std_tts_minutes,min_tts_minutes,max_tts_minutes,q1_tts_minutes,q3_tts_minutes,median_bcr_integrated,iqr_tts_minutes,abs_median_tts_minutes,relative_iqr_tts,relative_std_tts
Road,540,3,,,,,,,,14.354468997007695,,,,
Road,546,3,,,,,,,,-17.283118318346414,,,,
Road,550,3,,,,,,,,2.545386558793334,,,,
Road,552,3,,,,,,,,-29.43701354269999,,,,
Road,556,3,,,,,,,,-7.648197465410156,,,,
Road,557,3,,,,,,,,38.012845289140024,,,,
Road,558,3,,,,,,,,-2.337276895215099,,,,
Road,564,3,,,,,,,,-3.776267294109922,,,,
Road,565,3,,,,,,,,0.10859918806685713,,,,
Road,569,3,,,,,,,,9.320098770921728,,,,
Road,57,3,,,,,,,,19.302202309459993,,,,
Road,594,3,,,,,,,,-0.2732543327570033,,,,
Road,602,3,,,,,,,,0.43491855289913356,,,,
Road,612,3,,,,,,,,-15.281460358681157,,,,
Road,614,3,,,,,,,,-12.363076796856847,,,,
Road,62,3,,,,,,,,7.571182881184516,,,,
Road,625,3,,,,,,,,-6.820590496815632,,,,
Road,627,3,,,,,,,,0.8429833107096987,,,,
Road,628,3,,,,,,,,-14.862456194546164,,,,
Road,629,3,,,,,,,,-10.282683745128285,,,,
Road,63,3,,,,,,,,-11.590660295298282,,,,
Road,648,3,,,,,,,,-0.4358829572103376,,,,
Road,662,3,,,,,,,,-36.96815035270357,,,,
Road,669,3,,,,,,,,37.85435873909676,,,,
Road,670,3,,,,,,,,-9.133295934867535,,,,
Road,673,3,,,,,,,,22.322010101831175,,,,
Road,678,3,,,,,,,,-18.479647979158774,,,,
Road,680,3,,,,,,,,1.1410084906552738,,,,
Road,682,3,,,,,,,,-2.4182425934611635,,,,
Road,689,3,,,,,,,,-36.91727228245418,,,,
Road,694,3,,,,,,,,9.362076500739441,,,,
Road,726,3,,,,,,,,-15.063185108406682,,,,
Road,73,3,,,,,,,,-32.2215979299944,,,,
Road,736,3,,,,,,,,-2.045425649663837,,,,
Road,750,3,,,,,,,,-30.97987526309893,,,,
Road,755,3,,,,,,,,-0.18921681591351258,,,,
Road,759,3,,,,,,,,-10.589713931103248,,,,
Road,761,3,,,,,,,,17.06935879229558,,,,
Road,764,3,,,,,,,,-0.11098479791486761,,,,
Road,767,3,,,,,,,,16.919850837426296,,,,
Road,770,3,,,,,,,,9.80645000866471,,,,
Road,775,3,,,,,,,,-34.84613366970969,,,,
Road,776,3,,,,,,,,-19.065373954902817,,,,
Road,780,3,,,,,,,,4.1846875928124945,,,,
Road,789,3,,,,,,,,-26.04001411148644,,,,
Road,791,3,,,,,,,,-9.034106872528493,,,,
Road,809,3,,,,,,,,-9.542445551464795,,,,
Road,810,3,,,,,,,,-1.5017813292221225,,,,
Road,811,3,,,,,,,,-0.6973223945317943,,,,
Road,813,3,,,,,,,,17.49083571714419,,,,
Road,822,3,,,,,,,,-5.543584863353331,,,,
Road,831,3,,,,,,,,-15.655783863034273,,,,
Road,837,3,,,,,,,,6.212652994797657,,,,
Road,858,3,,,,,,,,-0.2727571300466532,,,,
Road,863,3,,,,,,,,2.8458098740431,,,,
Road,866,3,,,,,,,,-5.59489778514486,,,,
Road,873,3,,,,,,,,-13.474402308218055,,,,
Road,878,3,,,,,,,,-8.238117993576594,,,,
Road,887,3,,,,,,,,-54.75004231130568,,,,
Road,895,3,,,,,,,,-5.632813191727183,,,,
