scenario,mean_origin_access_savings,mean_network_savings,mean_destination_access_savings,mean_tt_savings_peak,negative_origin_access_share,negative_network_share,negative_destination_access_share,negative_total_share
scenario_19,470.4051685031758,-406378.04591343814,470.4051685031764,-405437.2355764318,0.1523809523809524,0.8285714285714286,0.1523809523809524,0.7333333333333333
scenario_29,470.4051685826749,-108308.89985664106,470.4051685826713,-107368.0895194757,0.1523809523809524,0.8761904761904762,0.1523809523809524,0.7714285714285715
