ID_edge,flow,capacity,ffs,length_m,fftt_min,scenario,case,development,flow_cap,link_tt_min,delay_min
174,4000.9732176572825,2200.0,100.0,6978.5477473254405,4.187128648395264,scenario_19,dev254_scenario_19,254,1.8186241898442193,7.64924963188935,3.462120983494086
175,4575.708784306433,2200.0,100.0,5286.2980122217705,3.1717788073330624,scenario_78,dev109_scenario_78,109,2.0798676292301965,6.601938134404028,3.4301593270709656
68,4064.6942018337313,2335.0,119.0,8865.80644588534,4.470154510530423,scenario_64,dev267_scenario_64,267,1.7407683947896067,7.856603433167977,3.3864489226375536
68,4063.4200199596817,2335.0,119.0,8865.80644588534,4.470154510530423,scenario_64,status_quo_scenario_64,status_quo,1.7402227066208487,7.8544806286938185,3.3843261181633952
61,4173.506571080048,2333.0,120.0,8361.831024084971,4.1809155120424855,scenario_64,dev109_scenario_64,109,1.7889012306386833,7.525823115604122,3.3449076035616363
68,4037.870355045671,2335.0,119.0,8865.80644588534,4.470154510530423,scenario_64,dev28_scenario_64,28,1.7292806659724502,7.812055010308477,3.3419004997780535
61,4154.48032710749,2333.0,120.0,8361.831024084971,4.1809155120424855,scenario_78,dev254_scenario_78,254,1.7807459610405014,7.495395002833372,3.3144794907908866
68,4000.9732176572825,2335.0,119.0,8865.80644588534,4.470154510530423,scenario_19,dev254_scenario_19,254,1.7134788940716412,7.751259007722335,3.2811044971919117
175,4456.446598542416,2200.0,100.0,5286.2980122217705,3.1717788073330624,scenario_78,dev267_scenario_78,267,2.0256575447920073,6.425459674598868,3.253680867265806
175,4455.030657165999,2200.0,100.0,5286.2980122217705,3.1717788073330624,scenario_78,status_quo_scenario_78,status_quo,2.0250139350754544,6.423392426906293,3.251613619573231
129,1813.3041615021727,729.0,96.0,3327.5142290398862,2.079696393149929,scenario_26,dev254_scenario_26,254,2.487385681072939,5.296512296342655,3.2168159031927264
175,4427.077501859828,2200.0,100.0,5286.2980122217705,3.1717788073330624,scenario_78,dev28_scenario_78,28,2.0123079553908307,6.3827158465718385,3.210937039238776
175,4406.185049334274,2200.0,100.0,5286.2980122217705,3.1717788073330624,scenario_19,dev109_scenario_19,109,2.0028113860610333,6.352480976742697,3.180702169409635
61,4064.6942018337313,2333.0,120.0,8361.831024084971,4.1809155120424855,scenario_64,dev267_scenario_64,267,1.7422606951709092,7.353678849695261,3.1727633376527757
61,4063.4200199596817,2333.0,120.0,8361.831024084971,4.1809155120424855,scenario_64,status_quo_scenario_64,status_quo,1.7417145392026068,7.35168999459587,3.1707744825533846
61,4037.870355045671,2333.0,120.0,8361.831024084971,4.1809155120424855,scenario_64,dev28_scenario_64,28,1.7307631183221908,7.3119414409736825,3.131025928931197
174,3789.1784435533095,2200.0,100.0,6978.5477473254405,4.187128648395264,scenario_64,dev254_scenario_64,254,1.722353837978777,7.292410803794462,3.1052821553991983
61,4000.9732176572825,2333.0,120.0,8361.831024084971,4.1809155120424855,scenario_19,dev254_scenario_19,254,1.7149478001102796,7.25498167796302,3.0740661659205344
175,4291.395591300989,2200.0,100.0,5286.2980122217705,3.1717788073330624,scenario_19,dev267_scenario_19,267,1.9506343596822675,6.188913102526214,3.0171342951931512
175,4290.090382360721,2200.0,100.0,5286.2980122217705,3.1717788073330624,scenario_19,status_quo_scenario_19,status_quo,1.950041082891237,6.1870780855900644,3.015299278257002
175,4263.2745409963245,2200.0,100.0,5286.2980122217705,3.1717788073330624,scenario_19,dev28_scenario_19,28,1.9378520640892385,6.1495007512319315,2.977721943898869
68,3789.1784435533095,2335.0,119.0,8865.80644588534,4.470154510530423,scenario_64,dev254_scenario_64,254,1.6227744940271134,7.4130774452590895,2.9429229347286663
176,4575.708784306433,2200.0,100.0,4439.9389635413945,2.663963378124837,scenario_78,dev109_scenario_78,109,2.0798676292301965,5.544939443455752,2.8809760653309153
