development,mean_total_tts,median_total_tts,std_total_tts,min_total_tts,max_total_tts,origin_access_savings,network_savings,destination_access_savings,access_savings,origin_access_savings_per_demand,network_savings_per_demand,destination_access_savings_per_demand,access_savings_per_demand,mean_total_tts_per_demand,n_scenarios
392,1275.275249312981,878.8220527229132,886.5714050242433,656.1111800617073,2290.8925151543226,132.79802917241736,1009.6791909681245,132.79802917241736,265.5960583448347,0.014130842004132727,0.08924124399748701,0.0141308420041326,0.028261684008265328,0.1175029280057533,3
565,1069.5222871113026,173.81983511708677,3260.0241481366147,-1649.019590180018,4683.766616396839,-269.85504082620537,1609.232368763808,-269.85504082620656,-539.710081652412,-0.02871487603990283,0.10023231193407599,-0.028714876039903012,-0.05742975207980585,0.042802559854263185,3
177,1063.035834616477,735.3756396629615,960.2636465387018,309.486311463872,2144.245552722597,-62.49788327563996,1188.031601167866,-62.49788327563996,-124.99576655127991,-0.0066503073827389,0.10589969227075331,-0.0066503073827389,-0.0133006147654778,0.0925990775052667,3
267,821.5508531473655,915.466121177189,977.0728560940585,-199.0886118261842,1748.2750500910915,87.56864925820021,646.4135546309795,87.568649258199,175.13729851639923,0.009318050535551457,0.04665466844534771,0.009318050535551285,0.01863610107110274,0.06529076951644906,3
964,716.4358396533644,711.6669880015543,676.6772772617816,42.15559143247083,1395.484939526068,61.74328999564386,592.9492596621081,61.74328999564144,123.4865799912853,0.0065700122255800755,0.047772018445593346,0.006570012225579733,0.01314002445115981,0.06091204289675097,3
94,630.5200208476357,348.22718341019936,555.2803467795746,273.0991632953519,1270.2337158373557,-9.110201806675226,648.7404244610807,-9.110201806676438,-18.220403613351664,-0.0009694031084720318,0.05796446985089996,-0.0009694031084722855,-0.001938806216944317,0.05602566363394853,3
627,523.6967773075061,353.5260632492136,347.55758723994296,294.01599494786933,923.5482737254353,649.4181598835906,-775.1395424596654,649.4181598835906,1298.8363197671813,0.06910362651300445,-0.0894749696455891,0.06910362651300445,0.1382072530260089,0.04873228338041915,3
308,478.0227698426461,81.27483265462797,1888.3779756931751,-1180.4593908409588,2533.252867714269,318.48626627853565,-158.94976271436698,318.48626627853446,636.9725325570702,0.03388965284746182,-0.0586547892187341,0.03388965284746165,0.06777930569492346,0.009124516476184426,3
233,403.5075619680574,705.4729838188505,782.0150190254113,-484.4691468882375,989.5188489735592,124.74203380664646,154.02349435472084,124.74203380664646,249.48406761329292,0.013273615435993957,-0.0005450883277521834,0.013273615435993912,0.026547230871987865,0.02600214254424046,3
227,330.2000486459195,227.00922535581049,204.2568314164052,198.12566508282907,565.4652554991189,295.10575922776843,-260.01146980953246,295.10575922776843,590.2115184555369,0.03140176764333782,-0.031394925133291174,0.031401767643337734,0.06280353528667555,0.03140861015338042,3
858,213.76352402661004,-467.3201060721185,2522.581251956693,-1898.3483236599716,3006.95900181192,-215.75343488676785,645.2703938003009,-215.75343488677268,-431.50686977354053,-0.022958004116628652,0.013653389013035954,-0.02295800411662921,-0.045916008233257866,-0.03226261922023415,3
