development,scenario,delta_vkm_peak_hour,delta_vkm_peak_hour_new_link,delta_vkm_peak_hour_existing_network,delta_vkm_peak_hour_noise_relevant,road_accident_cost_annual,road_airpollution_cost_annual,road_co2_cost_annual,road_noise_cost_annual,road_land_consumption_cost,pop_50m_sum,empl_50m_sum,mean_surface_share,mean_settlement_buffer_share,mean_noise_relevant_share,delta_vkm_annualized,delta_vkm_annualized_noise_relevant
209,scenario_26,2536.195398835021,3432.990533831735,-896.7951349967141,576.6722957705505,133800.15850979008,29514.973953942557,33366.82071592325,5370.260754363252,180304.64149864088,7706.409082034083,6042.133357298051,0.8068242268243482,0.3295472320224069,0.2616457048059992,1585122.1242718878,360420.1848565941
209,scenario_44,4285.560603843093,5799.919548758971,-1514.3589449158776,974.9531874491892,226090.1066064972,49873.21152722402,56381.9066943107,9079.251558120575,180304.64149864088,7706.409082034083,6042.133357298051,0.8068242268243482,0.3295472320224069,0.2616457048059992,2678475.3774019335,609345.7421557433
209,scenario_64,5308.9024493247125,7185.533753343558,-1876.6313040188456,1208.044041434559,280077.78484218684,61782.35225401635,69845.24784892825,11249.910135859333,180304.64149864088,7706.409082034083,6042.133357298051,0.8068242268243482,0.3295472320224069,0.2616457048059992,3318064.030827945,755027.5258965994
209,scenario_70,3500.7587575100997,4735.71253983619,-1234.9537823260907,796.3042050012766,184686.90420089223,40740.08004052379,46056.85740349225,7415.582909074388,180304.64149864088,7706.409082034083,6042.133357298051,0.8068242268243482,0.3295472320224069,0.2616457048059992,2187974.223443812,497690.1281257979
209,scenario_75,4294.196409464969,5812.535043524179,-1518.3386340592097,976.8896687357736,226545.6993268363,49973.71071514858,56495.52151202351,9097.285040101897,180304.64149864088,7706.409082034083,6042.133357298051,0.8068242268243482,0.3295472320224069,0.2616457048059992,2683872.755915606,610556.0429598585
209,scenario_78,5820.882545026932,7874.32192944974,-2053.4393844228075,1324.807777782489,307087.9347660771,67740.52061775094,76580.98598301059,12337.272430599429,180304.64149864088,7706.409082034083,6042.133357298051,0.8068242268243482,0.3295472320224069,0.2616457048059992,3638051.590641833,828004.8611140556
209,scenario_89,3589.3878487241877,4860.198488910138,-1270.81064018595,816.3444894105894,189362.64269425545,41771.50108952774,47222.88388477759,7602.208057636112,180304.64149864088,7706.409082034083,6042.133357298051,0.8068242268243482,0.3295472320224069,0.2616457048059992,2243367.4054526174,510215.3058816184
209,scenario_96,3810.2542131271703,5160.404715803579,-1350.1505026764085,866.5945427675631,201014.72383129032,44341.83340526745,50128.656991454336,8070.161679522932,180304.64149864088,7706.409082034083,6042.133357298051,0.8068242268243482,0.3295472320224069,0.2616457048059992,2381408.8832044816,541621.5892297269
227,scenario_100,727.4681150454579,987.3307808414488,-259.86266579599095,-0.3921165307014063,38378.48974436693,8465.910188841517,9570.752388566803,-3.651585192156846,55460.97894508853,7231.161953294295,5127.098589951683,0.8069739402204477,0.3279556110389562,0.2600962606184927,454667.5719034112,-245.07283168837893
227,scenario_19,1083.9059174066017,1489.0195107134346,-405.1135933068332,-4.538260263177129,57182.811555182016,12613.955113819324,14260.1372258806,-42.262548700837016,55460.97894508853,7231.161953294295,5127.098589951683,0.8069739402204477,0.3279556110389562,0.2600962606184927,677441.1983791259,-2836.4126644857056
227,scenario_26,511.1139251564454,674.2949516135415,-163.18102645709604,4.110341459184355,26964.454014034724,5948.0883040081335,6724.342577839485,38.277554838654304,55460.97894508853,7231.161953294295,5127.098589951683,0.8069739402204477,0.3279556110389562,0.2600962606184927,319446.2032227784,2568.9634119902216
227,scenario_44,834.6113507028895,1140.302050614391,-305.69069991150144,-2.1379538628486783,44030.96507051931,9712.789593804877,10980.35558268489,-19.90969534777831,55460.97894508853,7231.161953294295,5127.098589951683,0.8069739402204477,0.3279556110389562,0.2600962606184927,521632.0941893059,-1336.221164280424
227,scenario_64,1029.901022356509,1413.6584198072817,-383.7573974507725,-4.10386776583229,54333.71581069559,11985.473147673876,13549.635325377822,-38.2172685693132,55460.97894508853,7231.161953294295,5127.098589951683,0.8069739402204477,0.3279556110389562,0.2600962606184927,643688.1389728182,-2564.9173536451813
227,scenario_70,687.7715718184419,930.418494607088,-242.6469227886461,0.3250439354420598,36284.24898574668,8003.941667037119,9048.494741736376,3.0269716488041825,55460.97894508853,7231.161953294295,5127.098589951683,0.8069739402204477,0.3279556110389562,0.2600962606184927,429857.2323865262,203.1524596512874
227,scenario_75,836.4366574856151,1142.7779119810784,-306.3412544954633,-2.1432443422439795,44127.26141147547,9734.031601488849,11004.369775045125,-19.95896293714706,55460.97894508853,7231.161953294295,5127.098589951683,0.8069739402204477,0.3279556110389562,0.2600962606184927,522772.91092850943,-1339.5277139024872
227,scenario_78,1127.2616131427865,1548.870390257468,-421.60877711468146,-4.806362325418598,59470.095478364135,13118.507022949178,14830.535597909784,-44.759249155460694,55460.97894508853,7231.161953294295,5127.098589951683,0.8069739402204477,0.3279556110389562,0.2600962606184927,704538.5082142416,-3003.9764533866237
227,scenario_89,705.282319147049,955.5351083214032,-250.25278917435423,-0.0131342299217766,37208.0503495015,8207.722989073782,9278.870511278365,-0.1223125161465448,55460.97894508853,7231.161953294295,5127.098589951683,0.8069739402204477,0.3279556110389562,0.2600962606184927,440801.4494669056,-8.208893701110377
227,scenario_96,746.7672805729453,1014.8015393789018,-268.0342588059564,-0.7084912315008207,39396.64134572644,8690.504227667652,9824.657035037812,-6.597824593351392,55460.97894508853,7231.161953294295,5127.098589951683,0.8069739402204477,0.3279556110389562,0.2600962606184927,466729.5503580909,-442.807019688013
233,scenario_100,1105.1043747265903,996.0384112889634,109.06596343762686,741.881730797193,58301.16266916968,12860.652160880696,14539.029429996704,6908.773618048861,63840.562367951316,7276.871781146379,5089.760304668455,0.8069739402204477,0.3319831483117002,0.2641237978912367,690690.234204119,463676.0817482456
233,scenario_19,1680.1564755532636,1500.1813971397514,179.97507841351222,1121.8200502019222,88638.75506340686,19552.820984251102,22104.55863149762,10446.9492175054,63840.562367951316,7276.871781146379,5089.760304668455,0.8069739402204477,0.3319831483117002,0.2641237978912367,1050097.7972207898,701137.5313762013
233,scenario_26,750.1968764918178,683.0033633810713,67.19351311074647,506.6073002886326,39577.573965421456,8730.416150173529,9869.777656345475,4717.7804839378905,63840.562367951316,7276.871781146379,5089.760304668455,0.8069739402204477,0.3319831483117002,0.2641237978912367,468873.0478073861,316629.5626803953
233,scenario_44,1278.373116106043,1148.3821621955242,129.99095391051873,856.5471976236025,67442.17170656942,14877.067138684077,16818.596308770128,7976.595777869798,63840.562367951316,7276.871781146379,5089.760304668455,0.8069739402204477,0.3319831483117002,0.2641237978912367,798983.1975662769,535341.9985147516
233,scenario_64,1586.7841016298555,1417.6229883785213,169.16111325133411,1059.8264834396737,83712.77876161005,18466.19998271744,20876.128337067785,9869.63412703196,63840.562367951316,7276.871781146379,5089.760304668455,0.8069739402204477,0.3319831483117002,0.2641237978912367,991740.0635186596,662391.552149796
233,scenario_70,1042.6005362240392,941.2449122087802,101.35562401525895,700.589687175303,55003.69453916947,12133.26374030726,13716.713304697516,6524.241461820008,63840.562367951316,7276.871781146379,5089.760304668455,0.8069739402204477,0.3319831483117002,0.2641237978912367,651625.3351400244,437868.55448456435
233,scenario_75,1280.7826237007089,1150.3093660327245,130.47325766798446,858.0629661802292,67569.28829161052,14905.107783316998,16850.29639306245,7990.711372553384,63840.562367951316,7276.871781146379,5089.760304668455,0.8069739402204477,0.3319831483117002,0.2641237978912367,800489.139812943,536289.3538626432
233,scenario_78,1743.180427277032,1554.6417003034614,188.53872697357065,1163.1205180322197,91963.66241653392,20286.26222243646,22933.71749636345,10831.559824175049,63840.562367951316,7276.871781146379,5089.760304668455,0.8069739402204477,0.3319831483117002,0.2641237978912367,1089487.767048145,726950.3237701373
233,scenario_89,1067.119494682912,962.4417088899972,104.67778579291463,716.6579314208756,56297.22284136537,12418.603119372388,14039.290851922058,6673.876986356905,63840.562367951316,7276.871781146379,5089.760304668455,0.8069739402204477,0.3319831483117002,0.2641237978912367,666949.6841768199,447911.2071380472
233,scenario_96,1133.282713326388,1020.4287771744724,112.85393615191552,760.3643660004224,59787.74614492525,13188.57757633584,14909.75069720029,7080.893158378934,63840.562367951316,7276.871781146379,5089.760304668455,0.8069739402204477,0.3319831483117002,0.2641237978912367,708301.6958289924,475227.728750264
240,scenario_100,822.2793641072419,1008.3619746408616,-186.0826105336197,307.5200103702277,43380.37570268268,9569.276099798028,10818.1128840359,2863.780096572746,60977.48280514916,7534.322255687841,5485.423893091648,0.8069739402204477,0.3296829390430643,0.2618235886226008,513924.6025670262,192200.0064813923
240,scenario_19,1228.1047968394928,1520.870832926263,-292.76603608676993,460.2649754435358,64790.203688263486,14292.069573219596,16157.253733419577,4286.217583817927,60977.48280514916,7534.322255687841,5485.423893091648,0.8069739402204477,0.3296829390430643,0.2618235886226008,767565.498024683,287665.60965220985
240,scenario_26,575.3061198872878,688.4710899007089,-113.16497001342108,214.1724125442237,30350.99348730372,6695.124970188312,7568.871139767129,1994.4805918180832,60977.48280514916,7534.322255687841,5485.423893091648,0.8069739402204477,0.3296829390430643,0.2618235886226008,359566.32492955483,133857.75784013982
240,scenario_44,944.417597508732,1164.7246895393014,-220.30709203056944,353.6184176790643,49823.93087857004,10990.659791007867,12424.994017224257,3293.0715146362863,60977.48280514916,7534.322255687841,5485.423893091648,0.8069739402204477,0.3296829390430643,0.2618235886226008,590260.9984429574,221011.5110494152
240,scenario_64,1166.6545599525148,1444.3446612128855,-277.690101260371,437.2635658083409,61548.31962849485,13576.94244144739,15348.799054375271,4072.0169565901742,60977.48280514916,7534.322255687841,5485.423893091648,0.8069739402204477,0.3296829390430643,0.2618235886226008,729159.0999703218,273289.72863021307
240,scenario_70,777.1034004872247,950.060818390653,-172.95741790342842,290.43141393813323,40997.061271954146,9043.54082317008,10223.76661266005,2704.642542298866,60977.48280514916,7534.322255687841,5485.423893091648,0.8069739402204477,0.3296829390430643,0.2618235886226008,485689.6253045154,181519.63371133327
240,scenario_75,946.5125206627569,1167.292621767299,-220.78010110454184,354.40705098959654,49934.45116821456,11015.039459212832,12452.555349969394,3300.415662340618,60977.48280514916,7534.322255687841,5485.423893091648,0.8069739402204477,0.3296829390430643,0.2618235886226008,591570.325414223,221504.40686849784
240,scenario_78,1277.3160870896045,1582.399282871371,-305.08319578176645,478.8172955464382,67386.40681952095,14864.765963505277,16804.68977077261,4458.986064776206,60977.48280514916,7534.322255687841,5485.423893091648,0.8069739402204477,0.3296829390430643,0.2618235886226008,798322.5544310028,299260.80971652386
240,scenario_89,796.9818783411285,975.9918544191396,-179.00997607801116,297.996079706104,42045.775219234165,9274.876609194884,10485.292836925471,2775.088492263094,60977.48280514916,7534.322255687841,5485.423893091648,0.8069739402204477,0.3296829390430643,0.2618235886226008,498113.67396320536,186247.549816315
240,scenario_96,844.2806569369843,1036.6418097049384,-192.36115276795408,315.85779710759937,44541.081407531776,9825.316145104156,11107.5673928272,2941.425735564519,60977.48280514916,7534.322255687841,5485.423893091648,0.8069739402204477,0.3296829390430643,0.2618235886226008,527675.4105856152,197411.1231922496
243,scenario_100,11099.041759800848,10105.36354031606,993.6782194847866,796.8363567973452,585543.8218404934,129165.09847968236,146021.7681523799,7420.538572675276,299061.929416669,7240.937345750086,5141.400414609884,0.8066532659620519,0.3283777466862138,0.2604944361234443,6936901.09987553,498022.72299834073
243,scenario_19,16751.142878040882,15237.459675493095,1513.6832025477852,1206.2594368021769,883727.4814596442,194941.42524320076,220382.22348922532,11233.291005220271,299061.929416669,7240.937345750086,5141.400414609884,0.8066532659620519,0.3283777466862138,0.2604944361234443,10469464.298775552,753912.1480013604
243,scenario_26,7578.69212280601,6907.34769044339,671.3444323626195,542.2901847821282,399823.37630378455,88197.02957915494,99707.16824066656,5050.077345783569,299061.929416669,7240.937345750086,5141.400414609884,0.8066532659620519,0.3283777466862138,0.2604944361234443,4736682.576753756,338931.36548883014
243,scenario_44,12819.824299325534,11667.670171611897,1152.1541277136375,921.509358486262,676325.8556912927,149190.70528340092,168660.81343800155,8581.555900903315,299061.929416669,7240.937345750086,5141.400414609884,0.8066532659620519,0.3283777466862138,0.2604944361234443,8012390.187078458,575943.3490539137
243,scenario_64,15892.063321665966,14453.200355882766,1438.8629657832005,1145.0651623474705,838405.6656136402,184943.88690588772,209079.95807566785,10663.41932436082,299061.929416669,7240.937345750086,5141.400414609884,0.8066532659620519,0.3283777466862138,0.2604944361234443,9932539.57604123,715665.7264671691
243,scenario_70,10462.049777816004,9528.210237341127,933.8395404748762,750.397659194191,551938.5135909056,121752.10428933376,137641.3423893918,6988.078201245904,299061.929416669,7240.937345750086,5141.400414609884,0.8066532659620519,0.3283777466862138,0.2604944361234443,6538781.111135002,468998.53699636937
243,scenario_75,12848.002346796153,11692.817308955084,1155.1850378410686,923.6592520733004,677812.4238081644,149518.62731084024,169031.53087503687,8601.57678493261,299061.929416669,7240.937345750086,5141.400414609884,0.8066532659620519,0.3283777466862138,0.2604944361234443,8030001.466747596,577287.0325458127
243,scenario_78,17417.945164177232,15839.006820682413,1578.938343494818,1255.5382866847738,918905.4695676252,202701.33684811252,229154.8410662067,11692.200294751956,299061.929416669,7240.937345750086,5141.400414609884,0.8066532659620519,0.3283777466862138,0.2604944361234443,10886215.72761077,784711.4291779835
243,scenario_89,10739.087714665297,9777.279696952311,961.8080177129827,771.0739648022974,566553.996246811,124976.1332794174,141286.1227460653,7180.626297221395,299061.929416669,7240.937345750086,5141.400414609884,0.8066532659620519,0.3283777466862138,0.2604944361234443,6711929.82166581,481921.2280014358
243,scenario_96,11404.40012454849,10380.78046506922,1023.6196594792706,819.407798578154,601653.3840707113,132718.70644943306,150039.13913859107,7630.73512425906,299061.929416669,7240.937345750086,5141.400414609884,0.8066532659620519,0.3283777466862138,0.2604944361234443,7127750.0778428065,512129.87411134626
245,scenario_100,6442.406765715688,1568.3754200003905,4874.031345715299,2042.5198485703909,339877.2219337883,74973.50873601633,84757.91401144702,19020.966089811765,134128.35212052506,7649.590634818048,6677.892230388291,0.8069739402204477,0.3304061467856304,0.2625467963651669,4026504.2285723058,1276574.9053564942
245,scenario_19,9705.901283573883,2364.104361958698,7341.796921615186,3077.4677848461292,512046.9545915447,112952.42618759107,127693.2637620189,28658.918746379575,134128.35212052506,7649.590634818048,6677.892230388291,0.8069739402204477,0.3304061467856304,0.2625467963651669,6066188.302233677,1923417.3655288308
245,scenario_26,4415.7237411830865,1072.809675415707,3342.9140657673797,1399.8721071156087,232957.02562079023,51387.985038018174,58094.365469939985,13036.308997514108,134128.35212052506,7649.590634818048,6677.892230388291,0.8069739402204477,0.3304061467856304,0.2625467963651669,2759827.338239429,874920.0669472555
245,scenario_44,7433.816839317697,1810.1683060141404,5623.648533303555,2356.873829343298,392180.2996292542,86511.04346755969,97801.15279227344,21948.387535759462,134128.35212052506,7649.590634818048,6677.892230388291,0.8069739402204477,0.3304061467856304,0.2625467963651669,4646135.524573561,1473046.1433395613
245,scenario_64,9205.446633540889,2240.45519422543,6964.9914393154595,2918.449403905304,485644.84396074153,107128.3851978321,121109.15727252232,27178.060073868142,134128.35212052506,7649.590634818048,6677.892230388291,0.8069739402204477,0.3304061467856304,0.2625467963651669,5753404.145963055,1824030.8774408149
245,scenario_70,6076.686066577839,1479.585910276294,4597.100156301544,1926.6433108172023,320583.1692998971,70717.4340997996,79946.40106341468,17941.8658319852,134128.35212052506,7649.590634818048,6677.892230388291,0.8069739402204477,0.3304061467856304,0.2625467963651669,3797928.791611149,1204152.0692607516
245,scenario_75,7449.709886585619,1813.821418850304,5635.888467735314,2361.87690897498,393018.75720418256,86695.99880514015,98010.24569539203,21994.9787148295,134128.35212052506,7649.590634818048,6677.892230388291,0.8069739402204477,0.3304061467856304,0.2625467963651669,4656068.679116012,1476173.0681093624
245,scenario_78,10089.067941580352,2455.75756546428,7633.310376116071,3198.6991812220053,532261.3905929984,117411.52817014136,132734.3001064165,29787.886125129924,134128.35212052506,7649.590634818048,6677.892230388291,0.8069739402204477,0.3304061467856304,0.2625467963651669,6305667.46348772,1999186.9882637532
245,scenario_89,6233.647829060142,1516.9397793773746,4716.7080496827675,1976.2403114746912,328863.8832818541,72544.0766106874,82011.42925107249,18403.737900608063,134128.35212052506,7649.590634818048,6677.892230388291,0.8069739402204477,0.3304061467856304,0.2625467963651669,3896029.8931625886,1235150.194671682
245,scenario_96,6616.519486725241,1610.0467498533385,5006.472736871903,2097.584857860138,349062.7561715485,76999.74552676501,87048.58449722895,19533.75898882254,134128.35212052506,7649.590634818048,6677.892230388291,0.8069739402204477,0.3304061467856304,0.2625467963651669,4135324.679203275,1310990.5361625862
249,scenario_100,9793.82677290736,5515.563811305673,4278.262961601687,2417.151102178123,516685.57368819386,113975.6590697094,128850.03348106243,22509.719639033778,264799.1202389334,7267.234382609442,5452.890633379235,0.8069739402204477,0.3292016190270463,0.2613422686065828,6121141.7330671,1510719.4388613272
249,scenario_19,14783.283413601926,8316.007753172817,6467.275660429108,3649.661708190936,779910.5955888366,172040.4607257924,194492.57241020032,33987.47465752809,264799.1202389334,7267.234382609442,5452.890633379235,0.8069739402204477,0.3292016190270463,0.2613422686065828,9239552.133501204,2281038.567619335
249,scenario_26,6688.53633495022,3770.634632758928,2917.9017021912923,1650.316912486565,352862.09502071753,77837.84159798319,87996.05615668884,15368.576247531131,264799.1202389334,7267.234382609442,5452.890633379235,0.8069739402204477,0.3292016190270463,0.2613422686065828,4180335.209343888,1031448.070304103
249,scenario_44,11310.478293219992,6367.7232569043035,4942.755036315689,2791.731589817798,596698.4204566872,131625.69113734766,148803.48004517553,25998.000430178246,264799.1202389334,7267.234382609442,5452.890633379235,0.8069739402204477,0.3292016190270463,0.2613422686065828,7069048.933262495,1744832.2436361238
249,scenario_64,14011.759338651518,7886.546821362632,6125.212517288887,3458.8248976156233,739207.8786097342,163061.84930355707,184342.20879913407,32210.306859045493,264799.1202389334,7267.234382609442,5452.890633379235,0.8069739402204477,0.3292016190270463,0.2613422686065828,8757349.586657198,2161765.5610097647
249,scenario_70,9236.10404520809,5201.1441988219285,4034.959846386162,2279.4884464808797,487262.2140350093,107485.16082610916,121512.49384476892,21227.736157853193,264799.1202389334,7267.234382609442,5452.890633379235,0.8069739402204477,0.3292016190270463,0.2613422686065828,5772565.028255057,1424680.2790505495
249,scenario_75,11334.197792785308,6381.28701713798,4952.9107756473295,2797.576752852064,597949.7723056299,131901.72681353905,149115.53971133172,26052.433510934847,264799.1202389334,7267.234382609442,5452.890633379235,0.8069739402204477,0.3292016190270463,0.2613422686065828,7083873.620490817,1748485.47053254
249,scenario_78,15360.77868722327,8643.035153745423,6717.743533477847,3792.1235511915447,810377.0806178227,178761.06197256083,202090.24460378115,35314.15057047126,264799.1202389334,7267.234382609442,5452.890633379235,0.8069739402204477,0.3292016190270463,0.2613422686065828,9600486.679514544,2370077.2194947153
249,scenario_89,9472.63518276426,5336.06183552436,4136.573347239901,2337.7613064094207,499740.709860707,110237.79193941908,124624.3566232423,21770.402165937732,264799.1202389334,7267.234382609442,5452.890633379235,0.8069739402204477,0.3292016190270463,0.2613422686065828,5920396.989227663,1461100.816505888
249,scenario_96,10057.13735219253,5665.1146002887535,4392.022751903776,2482.070770453503,530576.8524366071,117039.93593614057,132314.21328978296,23114.284049848247,264799.1202389334,7267.234382609442,5452.890633379235,0.8069739402204477,0.3292016190270463,0.2613422686065828,6285710.845120331,1551294.2315334396
250,scenario_100,2647.955906207369,3054.586838139964,-406.63093193259544,16.014031896765832,139696.2237768525,30815.586858488256,34837.1698910407,149.1306720386317,59173.36161544009,7276.798769148557,5485.461842058967,0.8032765353891933,0.3284426601758583,0.2602645649991591,1654972.441379605,10008.769935478644
250,scenario_19,3979.556407807307,4607.602180382415,-628.0457725751077,19.72299031232486,209946.47273938428,46312.08769585754,52356.03899021489,183.67034728352544,59173.36161544009,7276.798769148557,5485.461842058967,0.8032765353891933,0.3284426601758583,0.2602645649991591,2487222.7548795673,12326.868945203038
250,scenario_26,1820.930838682084,2084.804203801942,-263.873365119858,15.0760610051919,96065.4825582217,21191.082635162755,23956.621346411168,140.39581811084958,59173.36161544009,7276.798769148557,5485.461842058967,0.8032765353891933,0.3284426601758583,0.2602645649991591,1138081.7741763024,9422.538128244938
250,scenario_44,3053.378191132665,3528.7627329161387,-475.38454178347354,16.788724605050206,161084.7831959427,35533.6886993064,40171.00682708913,156.34499788453013,59173.36161544009,7276.798769148557,5485.461842058967,0.8032765353891933,0.3284426601758583,0.2602645649991591,1908361.3694579157,10492.95287815638
250,scenario_64,3781.913898997497,4377.545642004738,-595.6317430072403,19.080232673160545,199519.5951339867,44012.02299958337,49755.804733685814,177.68466676880757,59173.36161544009,7276.798769148557,5485.461842058967,0.8032765353891933,0.3284426601758583,0.2602645649991591,2363696.186873436,11925.14542072534
250,scenario_70,2496.613642830574,2877.2779353674364,-380.6642925368623,15.796554722230288,131711.97349458045,29054.34126844081,32846.073238489735,147.10541585076953,59173.36161544009,7276.798769148557,5485.461842058967,0.8032765353891933,0.3284426601758583,0.2602645649991591,1560383.5267691088,9872.84670139393
250,scenario_75,3060.2311495011895,3536.6911987817093,-476.46004928051985,16.827826071682875,161446.31958087214,35613.440002320094,40261.16606062503,156.70913029254666,59173.36161544009,7276.798769148557,5485.461842058967,0.8032765353891933,0.3284426601758583,0.2602645649991591,1912644.4684382435,10517.391294801797
250,scenario_78,4141.409829149694,4795.607396920694,-654.197567771,20.40523108545355,218485.25229907857,48195.656886729565,54485.423064750656,190.02371448328608,59173.36161544009,7276.798769148557,5485.461842058967,0.8032765353891933,0.3284426601758583,0.2602645649991591,2588381.1432185587,12753.269428408472
250,scenario_89,2564.576211821743,2956.927201203206,-392.3509893814629,15.90046668769998,135297.42377492084,29845.255665075536,33740.20578677981,148.073096029206,59173.36161544009,7276.798769148557,5485.461842058967,0.8032765353891933,0.3284426601758583,0.2602645649991591,1602860.1323885894,9937.791679812486
250,scenario_96,2721.924307496848,3141.1379940803895,-419.2136865835416,16.158773025253403,143598.5192473806,31676.394128494572,35810.31667050541,150.47857379767242,59173.36161544009,7276.798769148557,5485.461842058967,0.8032765353891933,0.3284426601758583,0.2602645649991591,1701202.69218553,10099.233140783375
255,scenario_100,1703.2161765529886,1286.503847955967,416.71232859702167,486.60871779040417,89855.29841427362,19821.178254635408,22407.937822775257,4531.543684423139,49635.34468994985,7249.630511134456,5321.856009285749,0.8069739402204477,0.3296375333030354,0.2617781828825719,1064510.110345618,304130.4486190026
255,scenario_19,2578.1471722505307,1939.6287346111192,638.5184376394116,736.9203861648656,136013.37675604207,30003.187717065557,33918.74873492104,6862.571096160311,49635.34468994985,7249.630511134456,5321.856009285749,0.8069739402204477,0.3296375333030354,0.2617781828825719,1611341.9826565818,460575.24135304097
255,scenario_26,1160.5785575414834,879.5996368967503,280.97892064473314,331.4550519732446,61227.77252629789,13506.232963389017,15268.86164765514,3086.675171500841,49635.34468994985,7249.630511134456,5321.856009285749,0.8069739402204477,0.3296375333030354,0.2617781828825719,725361.5984634272,207159.4074832779
255,scenario_44,1968.6362336255431,1485.1979516009264,483.4382820246169,562.5313912715948,103857.86530020756,22910.00416881726,25899.870448636055,5238.573581216726,49635.34468994985,7249.630511134456,5321.856009285749,0.8069739402204477,0.3296375333030354,0.2617781828825719,1230397.646015965,351582.1195447467
255,scenario_64,2443.2567258992963,1839.2221473575305,604.0345785417661,698.3203033113482,128897.06264572474,28433.40014765306,32144.096300112615,6503.10782458693,49635.34468994985,7249.630511134456,5321.856009285749,0.8069739402204477,0.3296375333030354,0.2617781828825719,1527035.4536870602,436450.18956959265
255,scenario_70,1605.4451463209002,1213.2583014746915,392.1868448462088,458.64850232017955,84697.265500592,18683.36789030948,21121.637706284346,4271.164177856672,49635.34468994985,7249.630511134456,5321.856009285749,0.8069739402204477,0.3296375333030354,0.2617781828825719,1003403.2164505626,286655.3139501122
255,scenario_75,1972.896457129858,1488.3341618704344,484.5622952594235,563.7517487283877,104082.61871645706,22959.58251984872,25955.91901411469,5249.93816003311,49635.34468994985,7249.630511134456,5321.856009285749,0.8069739402204477,0.3296375333030354,0.2617781828825719,1233060.2857061613,352344.8429552423
255,scenario_78,2679.9224406236935,2015.678149578229,664.2442910454645,766.0421262638506,141382.6582581537,31187.59740275823,35257.72960945546,7133.767300832109,49635.34468994985,7249.630511134456,5321.856009285749,0.8069739402204477,0.3296375333030354,0.2617781828825719,1674951.5253898085,478776.32891490665
255,scenario_89,1647.0234725815726,1244.5780555207828,402.44541706078974,470.5345701264408,86890.78207538158,19167.235662168052,21668.652561151313,4381.853184302479,49635.34468994985,7249.630511134456,5321.856009285749,0.8069739402204477,0.3296375333030354,0.2617781828825719,1029389.6703634828,294084.10632902547
255,scenario_96,1749.5142392878631,1321.263917632704,428.25032165515927,499.8503622094036,92297.81058643034,20359.971959712508,23017.046710630948,4654.856498075072,49635.34468994985,7249.630511134456,5321.856009285749,0.8069739402204477,0.3296375333030354,0.2617781828825719,1093446.3995549146,312406.47638087725
261,scenario_100,3110.3761009799496,1203.2273370684327,1907.1487639115169,577.5669112937723,164091.77917732345,36197.001875154165,40920.88557851746,5378.591861423254,54825.03304396637,7221.667115147348,5080.272625166294,0.8069739402204477,0.3281094198687821,0.2602500694483186,1943985.0631124685,360979.3195586077
261,scenario_19,4702.513135006359,1814.0504075316744,2888.4627274746854,874.8586380667044,248086.95857867924,54725.49660863651,61867.438432427414,8147.121066996184,54825.03304396637,7221.667115147348,5080.272625166294,0.8069739402204477,0.3281094198687821,0.2602500694483186,2939070.7093789745,546786.6487916902
261,scenario_26,2122.1935580059944,822.6873423517,1299.5062156542945,393.4915437725414,111958.97389455374,24697.027531294763,27920.108997516363,3664.390001381792,54825.03304396637,7221.667115147348,5080.272625166294,0.8069739402204477,0.3281094198687821,0.2602500694483186,1326370.9737537466,245932.21485783835
261,scenario_44,3593.4287670636822,1389.0370267498065,2204.3917403138757,667.6227039096271,189575.82639240337,41818.5272767036,47276.04721668156,6217.236430158404,54825.03304396637,7221.667115147348,5080.272625166294,0.8069739402204477,0.3281094198687821,0.2602500694483186,2245892.9794148016,417264.189943517
261,scenario_64,4454.327862393271,1720.078856668199,2734.2490057250716,828.1842717378559,234993.63429038497,51837.24049860169,58602.25093961146,7712.466030558782,54825.03304396637,7221.667115147348,5080.272625166294,0.8069739402204477,0.3281094198687821,0.2602500694483186,2783954.9139957945,517615.1698361599
261,scenario_70,2933.5713332114456,1134.7491617557105,1798.8221714557349,544.7356175868554,154764.22264773631,34139.4363902482,38594.797852563075,5072.850438777591,54825.03304396637,7221.667115147348,5080.272625166294,0.8069739402204477,0.3281094198687821,0.2602500694483186,1833482.0832571536,340459.7609917846
261,scenario_75,3600.846417852139,1391.963819761505,2208.8825980906345,668.9886031203456,189967.1538318119,41904.85018775427,47373.63568486721,6229.956366558219,54825.03304396637,7221.667115147348,5080.272625166294,0.8069739402204477,0.3281094198687821,0.2602500694483186,2250529.011157587,418117.876950216
261,scenario_78,4885.411743480567,1885.1216239068017,3000.290119573765,908.788667522943,257736.00329199663,56853.9791647551,64273.698250166206,8463.094466307406,54825.03304396637,7221.667115147348,5080.272625166294,0.8069739402204477,0.3281094198687821,0.2602500694483186,3053382.3396753543,567992.9172018394
261,scenario_89,3007.8881424507153,1163.998518569506,1843.8896238812097,558.4171286511116,158684.89881516556,35004.298257770206,39572.52837411723,5200.2595105634755,54825.03304396637,7221.667115147348,5080.272625166294,0.8069739402204477,0.3281094198687821,0.2602500694483186,1879930.089031697,349010.7054069448
