development,scenario,tts_minutes,component
17,scenario_44,-267.9457094603713,destination_access
25,scenario_44,-213.92379857175183,destination_access
27,scenario_44,-289.3161195586472,destination_access
28,scenario_44,248.95981660847977,destination_access
57,scenario_44,1292.9488321360914,destination_access
62,scenario_44,58.93867737023902,destination_access
63,scenario_44,77.78516560019489,destination_access
73,scenario_44,104.426332728719,destination_access
90,scenario_44,206.75043230181473,destination_access
94,scenario_44,-30.218201073119417,destination_access
103,scenario_44,199.43016223256564,destination_access
104,scenario_44,96.31952100749186,destination_access
109,scenario_44,16.19606152342385,destination_access
114,scenario_44,553.2664351909043,destination_access
126,scenario_44,-202.89196333142172,destination_access
140,scenario_44,84.80608443689925,destination_access
143,scenario_44,-7.473683714320941,destination_access
144,scenario_44,-398.38167888087264,destination_access
150,scenario_44,218.86773991016528,destination_access
176,scenario_44,-181.19735891940215,destination_access
177,scenario_44,-40.477854743090575,destination_access
195,scenario_44,296.0250939575708,destination_access
197,scenario_44,233.99235011433484,destination_access
201,scenario_44,53.75385356676634,destination_access
202,scenario_44,135.8328138682191,destination_access
206,scenario_44,160.30383966668887,destination_access
209,scenario_44,-107.9150791475513,destination_access
227,scenario_44,175.00202681316296,destination_access
233,scenario_44,-27.242658973147627,destination_access
240,scenario_44,130.1605835076116,destination_access
243,scenario_44,469.547849818282,destination_access
245,scenario_44,-496.2094572932838,destination_access
249,scenario_44,-28.028169255740067,destination_access
250,scenario_44,1210.2104876805895,destination_access
255,scenario_44,228.92893586015632,destination_access
261,scenario_44,132.64017315542878,destination_access
267,scenario_44,186.5649223771179,destination_access
270,scenario_44,64.34243746795255,destination_access
273,scenario_44,385.8099437575838,destination_access
277,scenario_44,583.8050786535241,destination_access
284,scenario_44,393.09501382719463,destination_access
285,scenario_44,-1.9564957172478896,destination_access
289,scenario_44,16.74754997180571,destination_access
308,scenario_44,-127.62557345160894,destination_access
331,scenario_44,-14.527281415728794,destination_access
334,scenario_44,525.5049358723845,destination_access
348,scenario_44,-64.22817532389308,destination_access
351,scenario_44,-972.6784225694936,destination_access
356,scenario_44,-559.4817371714234,destination_access
358,scenario_44,563.5098460481568,destination_access
390,scenario_44,50.752313846758625,destination_access
392,scenario_44,66.0027695414683,destination_access
394,scenario_44,792.8104301512467,destination_access
423,scenario_44,353.7973781603796,destination_access
459,scenario_44,-102.01111320954078,destination_access
464,scenario_44,5.744206197578023,destination_access
469,scenario_44,602.150211206972,destination_access
486,scenario_44,111.00645322172204,destination_access
493,scenario_44,-36.190361270695576,destination_access
499,scenario_44,-497.03938703319,destination_access
517,scenario_44,236.7477909314912,destination_access
521,scenario_44,-68.57266664037888,destination_access
531,scenario_44,314.7474150255439,destination_access
533,scenario_44,125.90765375896444,destination_access
538,scenario_44,109.47939269988638,destination_access
540,scenario_44,183.00670880821417,destination_access
546,scenario_44,11.457637332874585,destination_access
550,scenario_44,225.6663030419295,destination_access
552,scenario_44,65.04066829556541,destination_access
556,scenario_44,370.1415746335042,destination_access
558,scenario_44,-196.00011238699517,destination_access
564,scenario_44,218.7334539825315,destination_access
565,scenario_44,-410.7970095865676,destination_access
569,scenario_44,258.2067552393928,destination_access
594,scenario_44,-264.148167669071,destination_access
602,scenario_44,-486.1895048717997,destination_access
612,scenario_44,21.33124697054882,destination_access
614,scenario_44,77.50197210646365,destination_access
625,scenario_44,52.22334953504469,destination_access
627,scenario_44,935.1396955029232,destination_access
628,scenario_44,331.8067381741603,destination_access
629,scenario_44,-206.50272967730416,destination_access
648,scenario_44,-450.8779615260646,destination_access
662,scenario_44,61.649806751840515,destination_access
669,scenario_44,27.4897855357558,destination_access
670,scenario_44,1128.8925415476842,destination_access
673,scenario_44,24.557027401708183,destination_access
678,scenario_44,-599.2493009800019,destination_access
680,scenario_44,-199.6109440575165,destination_access
682,scenario_44,-196.00011238699517,destination_access
689,scenario_44,-293.90400967689493,destination_access
694,scenario_44,240.119167712146,destination_access
726,scenario_44,280.56394476573405,destination_access
736,scenario_44,0.0,destination_access
750,scenario_44,-130.17235228670324,destination_access
755,scenario_44,1285.907010101244,destination_access
759,scenario_44,75.38728520766017,destination_access
761,scenario_44,-15.318896588192729,destination_access
764,scenario_44,-108.86578667548748,destination_access
767,scenario_44,55.867883259990776,destination_access
770,scenario_44,146.0060115078013,destination_access
775,scenario_44,-84.07207345621282,destination_access
776,scenario_44,319.2148721098638,destination_access
780,scenario_44,148.28982830863242,destination_access
789,scenario_44,233.32718045379443,destination_access
791,scenario_44,171.57575806508976,destination_access
809,scenario_44,182.12115874118172,destination_access
810,scenario_44,-379.15876535303687,destination_access
811,scenario_44,-110.50967355718603,destination_access
813,scenario_44,694.8681056561254,destination_access
822,scenario_44,85.27245233798385,destination_access
831,scenario_44,351.31856984249316,destination_access
837,scenario_44,216.31932062853593,destination_access
858,scenario_44,-556.9938367094874,destination_access
863,scenario_44,-98.40564938939497,destination_access
866,scenario_44,278.1169005422453,destination_access
873,scenario_44,114.8185098042195,destination_access
878,scenario_44,183.70813449905472,destination_access
887,scenario_44,-113.53491023633978,destination_access
895,scenario_44,239.65333809148433,destination_access
935,scenario_44,131.44570583710083,destination_access
938,scenario_44,843.2239782307734,destination_access
940,scenario_44,177.13338355768792,destination_access
945,scenario_44,529.0185982484909,destination_access
952,scenario_44,-360.66391608281265,destination_access
958,scenario_44,69.21489647268027,destination_access
964,scenario_44,85.59678082947357,destination_access
970,scenario_44,-172.40045113185624,destination_access
971,scenario_44,253.97657026570596,destination_access
987,scenario_44,-8.610441000200808e-07,destination_access
0,scenario_64,182.10811377961727,destination_access
2,scenario_64,726.2279287257043,destination_access
12,scenario_64,-294.09535242161655,destination_access
15,scenario_64,125.9427784946929,destination_access
17,scenario_64,-333.2497311217012,destination_access
25,scenario_64,-265.9380763434201,destination_access
27,scenario_64,-359.03200065172496,destination_access
28,scenario_64,307.338470844883,destination_access
57,scenario_64,1602.2220482875964,destination_access
62,scenario_64,72.74268266454237,destination_access
63,scenario_64,95.38372704595167,destination_access
73,scenario_64,128.9084556228809,destination_access
90,scenario_64,255.562585180287,destination_access
94,scenario_64,-37.57472807897284,destination_access
103,scenario_64,245.62238234998583,destination_access
104,scenario_64,119.1203604308539,destination_access
109,scenario_64,19.259117903595325,destination_access
114,scenario_64,684.9207509620428,destination_access
126,scenario_64,-252.1884741337526,destination_access
140,scenario_64,104.69176339261683,destination_access
143,scenario_64,-9.233663291113771,destination_access
144,scenario_64,-494.50195451160835,destination_access
150,scenario_64,269.2410127185176,destination_access
176,scenario_64,-224.72720214723088,destination_access
177,scenario_64,-50.63310710048973,destination_access
195,scenario_64,364.70076597355,destination_access
197,scenario_64,288.58340384002076,destination_access
201,scenario_64,65.59124075860382,destination_access
202,scenario_64,166.49456014475072,destination_access
206,scenario_64,198.25965781662308,destination_access
209,scenario_64,-134.5503262719103,destination_access
227,scenario_64,217.10576296805084,destination_access
233,scenario_64,-33.36106201071016,destination_access
240,scenario_64,161.49785248526678,destination_access
243,scenario_64,580.5762154726035,destination_access
245,scenario_64,-614.7304283433295,destination_access
249,scenario_64,-35.60860593697362,destination_access
250,scenario_64,1498.6035143919762,destination_access
255,scenario_64,281.03422391175627,destination_access
261,scenario_64,162.22569436121557,destination_access
267,scenario_64,230.29725351196612,destination_access
270,scenario_64,78.02087719239717,destination_access
273,scenario_64,477.0972996215314,destination_access
277,scenario_64,720.4930654100463,destination_access
284,scenario_64,485.07282623132414,destination_access
285,scenario_64,-3.5243000989030406,destination_access
289,scenario_64,19.271429661290313,destination_access
308,scenario_64,-159.38955136177535,destination_access
331,scenario_64,-18.91325939704257,destination_access
334,scenario_64,650.1104110864799,destination_access
348,scenario_64,-80.78078926144735,destination_access
351,scenario_64,-1204.9253663969755,destination_access
356,scenario_64,-693.2734506392189,destination_access
358,scenario_64,695.4847806315483,destination_access
390,scenario_64,62.62695474126667,destination_access
392,scenario_64,81.51391959617104,destination_access
394,scenario_64,981.7741655137288,destination_access
423,scenario_64,437.5551179572067,destination_access
459,scenario_64,-127.60464642739316,destination_access
464,scenario_64,7.082250935003685,destination_access
469,scenario_64,743.2284653936877,destination_access
486,scenario_64,136.5290675400429,destination_access
493,scenario_64,-44.67363329114232,destination_access
499,scenario_64,-616.2118101718552,destination_access
517,scenario_64,292.69982271326444,destination_access
521,scenario_64,-85.9303776974084,destination_access
531,scenario_64,388.2343101979605,destination_access
533,scenario_64,155.4091460117197,destination_access
538,scenario_64,134.69941207671582,destination_access
540,scenario_64,224.45416205145375,destination_access
546,scenario_64,14.21324553429804,destination_access
550,scenario_64,278.19920444873424,destination_access
552,scenario_64,80.38632961840995,destination_access
556,scenario_64,456.6968306089293,destination_access
558,scenario_64,-243.63927420406617,destination_access
564,scenario_64,269.4850557056234,destination_access
565,scenario_64,-509.8980707785122,destination_access
569,scenario_64,318.26546968452385,destination_access
594,scenario_64,-327.9317038961999,destination_access
602,scenario_64,-603.0593961108862,destination_access
612,scenario_64,25.61930478920476,destination_access
614,scenario_64,94.7765345204498,destination_access
625,scenario_64,64.42580254345012,destination_access
627,scenario_64,1157.789414125902,destination_access
628,scenario_64,409.2563649545591,destination_access
629,scenario_64,-256.31759066955783,destination_access
648,scenario_64,-559.2531955170343,destination_access
662,scenario_64,75.21016321270508,destination_access
669,scenario_64,33.92071146428134,destination_access
670,scenario_64,1397.693682385467,destination_access
673,scenario_64,29.99446649597303,destination_access
678,scenario_64,-741.4661435723174,destination_access
680,scenario_64,-248.71187320582612,destination_access
682,scenario_64,-243.63927420406617,destination_access
689,scenario_64,-365.10069720608226,destination_access
694,scenario_64,296.7385446298176,destination_access
726,scenario_64,346.02578517072834,destination_access
736,scenario_64,3.067778015974909e-05,destination_access
750,scenario_64,-162.20615756896586,destination_access
755,scenario_64,1592.511961360673,destination_access
759,scenario_64,92.42301697264338,destination_access
761,scenario_64,-19.407285667188265,destination_access
764,scenario_64,-136.13751289455467,destination_access
767,scenario_64,69.1514642261136,destination_access
770,scenario_64,180.50611096288048,destination_access
775,scenario_64,-104.8638819298103,destination_access
776,scenario_64,393.7406395486505,destination_access
780,scenario_64,182.66767405013888,destination_access
789,scenario_64,287.37648603663183,destination_access
791,scenario_64,210.34130893964175,destination_access
809,scenario_64,223.21296363716465,destination_access
810,scenario_64,-470.51814253520206,destination_access
811,scenario_64,-137.2119284085129,destination_access
813,scenario_64,859.8875710715402,destination_access
822,scenario_64,105.23936964896347,destination_access
831,scenario_64,433.3432662541891,destination_access
837,scenario_64,267.39958258325714,destination_access
858,scenario_64,-690.7882141957634,destination_access
863,scenario_64,-122.7895262434722,destination_access
866,scenario_64,342.95255201164036,destination_access
873,scenario_64,141.16738453309154,destination_access
878,scenario_64,226.79063508653417,destination_access
887,scenario_64,-141.55940916972395,destination_access
895,scenario_64,294.7076746938437,destination_access
935,scenario_64,160.89905015302793,destination_access
938,scenario_64,1043.611864044713,destination_access
940,scenario_64,217.1826773694811,destination_access
945,scenario_64,654.5024040960961,destination_access
952,scenario_64,-447.8059034690378,destination_access
958,scenario_64,85.04964786034907,destination_access
964,scenario_64,105.66614086295884,destination_access
970,scenario_64,-214.2138421405798,destination_access
971,scenario_64,314.9357592385131,destination_access
987,scenario_64,4.845587682211772e-06,destination_access
0,scenario_70,120.95267527012766,destination_access
2,scenario_70,482.23567345897754,destination_access
12,scenario_70,-191.9961446687339,destination_access
15,scenario_70,83.70508652995704,destination_access
17,scenario_70,-217.89453348251843,destination_access
25,scenario_70,-174.05365524836088,destination_access
27,scenario_70,-235.82831670793897,destination_access
28,scenario_70,204.04645466331567,destination_access
57,scenario_70,1055.440387128685,destination_access
62,scenario_70,48.31680415216033,destination_access
63,scenario_70,64.19060468727548,destination_access
73,scenario_70,85.59015772472776,destination_access
90,scenario_70,169.22443447732076,destination_access
94,scenario_70,-24.57781677629828,destination_access
103,scenario_70,163.84571782505373,destination_access
104,scenario_70,78.79549623779894,destination_access
109,scenario_70,13.776186144441454,destination_access
114,scenario_70,452.1147573697381,destination_access
126,scenario_70,-165.1014108869531,destination_access
140,scenario_70,69.50686871957078,destination_access
143,scenario_70,-6.120116547950602,destination_access
144,scenario_70,-324.6413216306755,destination_access
150,scenario_70,180.03858538362329,destination_access
176,scenario_70,-147.78134081191092,destination_access
177,scenario_70,-32.711234199388855,destination_access
195,scenario_70,243.13147546192704,destination_access
197,scenario_70,191.97033007929713,destination_access
201,scenario_70,44.58337520095665,destination_access
202,scenario_70,112.15084753689734,destination_access
206,scenario_70,131.1326724142964,destination_access
209,scenario_70,-87.51794855925982,destination_access
227,scenario_70,142.68536199408845,destination_access
233,scenario_70,-22.5140136382106,destination_access
240,scenario_70,106.10943527743802,destination_access
243,scenario_70,384.19621473950974,destination_access
245,scenario_70,-405.2020579533928,destination_access
249,scenario_70,-22.27656354827195,destination_access
250,scenario_70,988.6628058977948,destination_access
255,scenario_70,188.7213982166213,destination_access
261,scenario_70,109.76196375995278,destination_access
267,scenario_70,152.91897431005782,destination_access
270,scenario_70,53.71168660714466,destination_access
273,scenario_70,315.63455706190507,destination_access
277,scenario_70,478.6257466395109,destination_access
284,scenario_70,322.31795682892334,destination_access
285,scenario_70,-0.8374284421370248,destination_access
289,scenario_70,14.696643123075772,destination_access
308,scenario_70,-103.32435763871035,destination_access
331,scenario_70,-11.231104248327028,destination_access
334,scenario_70,429.737746010258,destination_access
348,scenario_70,-51.60771408355504,destination_access
351,scenario_70,-794.3336736251549,destination_access
356,scenario_70,-456.7511253958364,destination_access
358,scenario_70,461.9596304309998,destination_access
390,scenario_70,41.61427566307975,destination_access
392,scenario_70,54.07114247006393,destination_access
394,scenario_70,647.6490221829808,destination_access
423,scenario_70,289.41488357803973,destination_access
459,scenario_70,-82.44687374302157,destination_access
464,scenario_70,4.714090889010549,destination_access
469,scenario_70,493.5995453990872,destination_access
486,scenario_70,91.32588542590749,destination_access
493,scenario_70,-29.66316620714861,destination_access
499,scenario_70,-405.55636395676265,destination_access
517,scenario_70,193.7318407557541,destination_access
521,scenario_70,-55.32188683543791,destination_access
531,scenario_70,258.18545943546997,destination_access
533,scenario_70,103.20888482881855,destination_access
538,scenario_70,90.0459026426106,destination_access
540,scenario_70,151.00677434817044,destination_access
546,scenario_70,9.342443894223834,destination_access
550,scenario_70,185.22490132486564,destination_access
552,scenario_70,53.24105729245275,destination_access
556,scenario_70,303.53389424413035,destination_access
558,scenario_70,-159.4845264986434,destination_access
564,scenario_70,179.64385124122057,destination_access
565,scenario_70,-334.7528845890265,destination_access
569,scenario_70,211.96207062423127,destination_access
594,scenario_70,-215.21032926312543,destination_access
602,scenario_70,-396.48129523955504,destination_access
612,scenario_70,17.970483260309265,destination_access
614,scenario_70,64.143079730733,destination_access
625,scenario_70,42.83336653968945,destination_access
627,scenario_70,764.0828723482082,destination_access
628,scenario_70,272.1965962970353,destination_access
629,scenario_70,-168.27716814110318,destination_access
648,scenario_70,-367.6935000063204,destination_access
662,scenario_70,51.14324064846369,destination_access
669,scenario_70,22.540976023781695,destination_access
670,scenario_70,922.3803177316986,destination_access
673,scenario_70,20.35056124082621,destination_access
678,scenario_70,-489.9762428561153,destination_access
680,scenario_70,-162.00446486375222,destination_access
682,scenario_70,-159.4845264986434,destination_access
689,scenario_70,-239.3011984960576,destination_access
694,scenario_70,196.5814466135962,destination_access
726,scenario_70,230.1792391774543,destination_access
736,scenario_70,0.0,destination_access
750,scenario_70,-105.64195836783983,destination_access
755,scenario_70,1050.381082325941,destination_access
759,scenario_70,62.225234408077085,destination_access
761,scenario_70,-12.208962627359142,destination_access
764,scenario_70,-88.01472144962099,destination_access
767,scenario_70,45.661095464885875,destination_access
770,scenario_70,119.4810929694213,destination_access
775,scenario_70,-68.16155134923247,destination_access
776,scenario_70,261.85778124351054,destination_access
780,scenario_70,121.81531934487792,destination_access
789,scenario_70,191.6894011222903,destination_access
791,scenario_70,141.63943734577697,destination_access
809,scenario_70,150.38396825572272,destination_access
810,scenario_70,-309.0489583121853,destination_access
811,scenario_70,-90.0223746711381,destination_access
813,scenario_70,568.0615843527048,destination_access
822,scenario_70,69.908006604619,destination_access
831,scenario_70,288.1887595814842,destination_access
837,scenario_70,177.0504280621426,destination_access
858,scenario_70,-454.2868575239154,destination_access
863,scenario_70,-79.73891544718936,destination_access
866,scenario_70,228.20519281583256,destination_access
873,scenario_70,94.49853668694412,destination_access
878,scenario_70,150.56362603127857,destination_access
887,scenario_70,-92.0827111178296,destination_access
895,scenario_70,197.2105070519974,destination_access
935,scenario_70,108.68104800376022,destination_access
938,scenario_70,689.2479993569577,destination_access
940,scenario_70,146.207350810153,destination_access
945,scenario_70,432.5794809276376,destination_access
952,scenario_70,-293.8186952369433,destination_access
958,scenario_70,57.00601799337164,destination_access
964,scenario_70,70.15611778401944,destination_access
970,scenario_70,-140.3388296594676,destination_access
971,scenario_70,207.1795118702903,destination_access
987,scenario_70,0.0,destination_access
0,scenario_75,147.78978652600927,destination_access
2,scenario_75,589.3121289061455,destination_access
12,scenario_75,-236.95966618211605,destination_access
15,scenario_75,102.23932037469058,destination_access
17,scenario_75,-268.67585731524014,destination_access
25,scenario_75,-214.4813183628139,destination_access
27,scenario_75,-290.00033663315844,destination_access
28,scenario_75,249.37309206848295,destination_access
57,scenario_75,1295.693361902824,destination_access
62,scenario_75,59.04230386607378,destination_access
63,scenario_75,77.84254828370467,destination_access
73,scenario_75,104.6026119001981,destination_access
90,scenario_75,207.13550763278545,destination_access
94,scenario_75,-30.292055754522153,destination_access
103,scenario_75,199.6991927351191,destination_access
104,scenario_75,96.50578718973702,destination_access
109,scenario_75,16.13922813233512,destination_access
114,scenario_75,554.3724488966218,destination_access
126,scenario_75,-203.4264271635584,destination_access
140,scenario_75,84.94857535280244,destination_access
143,scenario_75,-7.486854070073605,destination_access
144,scenario_75,-399.3312499643544,destination_access
150,scenario_75,219.12857077259105,destination_access
176,scenario_75,-181.62009923100413,destination_access
177,scenario_75,-40.60748329575654,destination_access
195,scenario_75,296.439337613785,destination_access
197,scenario_75,234.35376442662164,destination_access
201,scenario_75,53.75719938803741,destination_access
202,scenario_75,135.92746596787765,destination_access
206,scenario_75,160.61464858900217,destination_access
209,scenario_75,-108.24832490100016,destination_access
227,scenario_75,175.39695178186594,destination_access
233,scenario_75,-27.25794550988576,destination_access
240,scenario_75,130.4572040456842,destination_access
243,scenario_75,470.43534583829023,destination_access
245,scenario_75,-497.2810851594441,destination_access
249,scenario_75,-28.189006910870376,destination_access
250,scenario_75,1212.66774089924,destination_access
255,scenario_75,229.1362967302048,destination_access
261,scenario_75,132.6932907756127,destination_access
267,scenario_75,186.87807319103013,destination_access
270,scenario_75,64.29201132689195,destination_access
273,scenario_75,386.53170978751587,destination_access
277,scenario_75,584.7606604265275,destination_access
284,scenario_75,393.73471950528983,destination_access
285,scenario_75,-2.0852119206138013,destination_access
289,scenario_75,16.61696310181287,destination_access
308,scenario_75,-128.04923896998298,destination_access
331,scenario_75,-14.6621078176031,destination_access
334,scenario_75,526.5402713587573,destination_access
348,scenario_75,-64.50730997771461,destination_access
351,scenario_75,-974.7635913163176,destination_access
356,scenario_75,-560.7135471630936,destination_access
358,scenario_75,564.4361882250123,destination_access
390,scenario_75,50.84116142752828,destination_access
392,scenario_75,66.11665542775154,destination_access
394,scenario_75,794.4248363635488,destination_access
423,scenario_75,354.47948988295684,destination_access
459,scenario_75,-102.37366050604032,destination_access
464,scenario_75,5.752928190217062,destination_access
469,scenario_75,603.1463396108593,destination_access
486,scenario_75,111.13475480092166,destination_access
493,scenario_75,-36.25039461900451,destination_access
499,scenario_75,-498.1424075976756,destination_access
517,scenario_75,237.18399701359888,destination_access
521,scenario_75,-68.83265808572469,destination_access
531,scenario_75,315.2414978809029,destination_access
533,scenario_75,126.11684994029564,destination_access
538,scenario_75,109.62269533694052,destination_access
540,scenario_75,183.14963142979468,destination_access
546,scenario_75,11.484516092343256,destination_access
550,scenario_75,226.01180750450297,destination_access
552,scenario_75,65.16096513261073,destination_access
556,scenario_75,370.7400278348432,destination_access
558,scenario_75,-196.51941657378484,destination_access
564,scenario_75,219.0385756987307,destination_access
565,scenario_75,-411.8012898122033,destination_access
569,scenario_75,258.5852003926775,destination_access
594,scenario_75,-264.80173698737417,destination_access
602,scenario_75,-487.3300572741791,destination_access
612,scenario_75,21.28536350252398,destination_access
614,scenario_75,77.53133021151007,destination_access
625,scenario_75,52.308648252277635,destination_access
627,scenario_75,937.0212428762025,destination_access
628,scenario_75,332.32991656562444,destination_access
629,scenario_75,-206.9780500503184,destination_access
648,scenario_75,-451.9348640507451,destination_access
662,scenario_75,61.65127728856896,destination_access
669,scenario_75,27.53416117600864,destination_access
670,scenario_75,1131.1639263241086,destination_access
673,scenario_75,24.564184307546384,destination_access
678,scenario_75,-600.4445961845195,destination_access
680,scenario_75,-200.20721503724417,destination_access
682,scenario_75,-196.51941657378484,destination_access
689,scenario_75,-294.6535190125978,destination_access
694,scenario_75,240.55555122928857,destination_access
726,scenario_75,281.0050437143691,destination_access
736,scenario_75,2.734193913056515e-05,destination_access
750,scenario_75,-130.5608910243718,destination_access
755,scenario_75,1288.5347908558942,destination_access
759,scenario_75,75.44039195004007,destination_access
761,scenario_75,-15.398517512927356,destination_access
764,scenario_75,-109.24764988075913,destination_access
767,scenario_75,55.98345490590145,destination_access
770,scenario_75,146.2878433171063,destination_access
775,scenario_75,-84.33454507666465,destination_access
776,scenario_75,319.72245118657884,destination_access
780,scenario_75,148.50503665257563,destination_access
789,scenario_75,233.642589763298,destination_access
791,scenario_75,171.6992987159465,destination_access
809,scenario_75,182.2460146675949,destination_access
810,scenario_75,-380.07368202883663,destination_access
811,scenario_75,-110.76786404990344,destination_access
813,scenario_75,696.2633185544328,destination_access
822,scenario_75,85.41238986905228,destination_access
831,scenario_75,351.8747372184516,destination_access
837,scenario_75,216.72331957094863,destination_access
858,scenario_75,-558.2894186579142,destination_access
863,scenario_75,-98.72085245937342,destination_access
866,scenario_75,278.54092631836465,destination_access
873,scenario_75,114.94588005005426,destination_access
878,scenario_75,184.01884479965156,destination_access
887,scenario_75,-113.88238413275758,destination_access
895,scenario_75,239.92709714447847,destination_access
935,scenario_75,131.51290722172416,destination_access
938,scenario_75,844.9344913779387,destination_access
940,scenario_75,177.26402855009292,destination_access
945,scenario_75,530.0649225521847,destination_access
952,scenario_75,-361.56224748951354,destination_access
958,scenario_75,69.29631690836686,destination_access
964,scenario_75,85.74041797967584,destination_access
970,scenario_75,-172.84536527778982,destination_access
971,scenario_75,254.53786869539908,destination_access
987,scenario_75,-1.463518856326118e-06,destination_access
0,scenario_78,199.71064685312012,destination_access
2,scenario_78,796.4101790929308,destination_access
12,scenario_78,-321.99534502292954,destination_access
15,scenario_78,138.12673306086072,destination_access
17,scenario_78,-364.92383978027647,destination_access
25,scenario_78,-291.25988977007364,destination_access
27,scenario_78,-393.34069306425226,destination_access
28,scenario_78,337.0242728553021,destination_access
57,scenario_78,1755.6204864142271,destination_access
62,scenario_78,79.78035392656602,destination_access
63,scenario_78,104.74054992432502,destination_access
73,scenario_78,141.36537775369288,destination_access
90,scenario_78,280.20066852278615,destination_access
94,scenario_78,-41.14066012598778,destination_access
103,scenario_78,269.4783835323651,destination_access
104,scenario_78,130.59290282418806,destination_access
109,scenario_78,21.275682924766443,destination_access
114,scenario_78,750.6526025110506,destination_access
126,scenario_78,-276.1805245753676,destination_access
140,scenario_78,114.80766369945196,destination_access
143,scenario_78,-10.123856127080217,destination_access
144,scenario_78,-541.7181611166016,destination_access
150,scenario_78,295.4638477279659,destination_access
176,scenario_78,-246.2189021286904,destination_access
177,scenario_78,-55.371304892367334,destination_access
195,scenario_78,400.10374989075353,destination_access
197,scenario_78,316.52540766340826,destination_access
201,scenario_78,72.10067062050075,destination_access
202,scenario_78,182.8424583772612,destination_access
206,scenario_78,217.35216220941948,destination_access
209,scenario_78,-147.26838182663414,destination_access
227,scenario_78,237.8367849727365,destination_access
233,scenario_78,-36.63475184140043,destination_access
240,scenario_78,176.91490371777036,destination_access
243,scenario_78,636.463691725301,destination_access
245,scenario_78,-673.7072385036008,destination_access
249,scenario_78,-38.82404204236809,destination_access
250,scenario_78,1642.3268472814598,destination_access
255,scenario_78,308.527275974262,destination_access
261,scenario_78,178.23398091158015,destination_access
267,scenario_78,252.55536019952703,destination_access
270,scenario_78,85.8628931404237,destination_access
273,scenario_78,523.0002853796177,destination_access
277,scenario_78,790.151976330515,destination_access
284,scenario_78,531.9885990072871,destination_access
285,scenario_78,-3.621247180730279,destination_access
289,scenario_78,21.4366356222381,destination_access
308,scenario_78,-174.3965064504555,destination_access
331,scenario_78,-20.523639908733458,destination_access
334,scenario_78,712.6256920977321,destination_access
348,scenario_78,-88.27564736717613,destination_access
351,scenario_78,-1320.524889199638,destination_access
356,scenario_78,-759.7066849884104,destination_access
358,scenario_78,762.717396107746,destination_access
390,scenario_78,68.6896116528369,destination_access
392,scenario_78,89.38096911623143,destination_access
394,scenario_78,1075.924918027442,destination_access
423,scenario_78,479.6593907572824,destination_access
459,scenario_78,-139.57706167945437,destination_access
464,scenario_78,7.768462028667272,destination_access
469,scenario_78,815.0643048422608,destination_access
486,scenario_78,149.83375525254087,destination_access
493,scenario_78,-48.98958835860685,destination_access
499,scenario_78,-675.1993081998335,destination_access
517,scenario_78,320.8772034461981,destination_access
521,scenario_78,-93.95842018093026,destination_access
531,scenario_78,425.8302446836024,destination_access
533,scenario_78,170.43024407455596,destination_access
538,scenario_78,147.82349888764293,destination_access
540,scenario_78,246.45647852614275,destination_access
546,scenario_78,15.572260348573764,destination_access
550,scenario_78,305.1754797326357,destination_access
552,scenario_78,88.13371032020223,destination_access
556,scenario_78,500.8816944495011,destination_access
558,scenario_78,-266.8248727357277,destination_access
564,scenario_78,295.63963424443864,destination_access
565,scenario_78,-558.5718865081799,destination_access
569,scenario_78,349.1203213923982,destination_access
594,scenario_78,-359.2224231191358,destination_access
602,scenario_78,-660.7144545610427,destination_access
612,scenario_78,28.245869490729092,destination_access
614,scenario_78,104.12814823834196,destination_access
625,scenario_78,70.66297801108158,destination_access
627,scenario_78,1268.8719559729543,destination_access
628,scenario_78,448.8839125634222,destination_access
629,scenario_78,-280.7603933852297,destination_access
648,scenario_78,-612.7184031755714,destination_access
662,scenario_78,82.66952073149514,destination_access
669,scenario_78,37.20202641552533,destination_access
670,scenario_78,1531.787265741892,destination_access
673,scenario_78,32.9628167068513,destination_access
678,scenario_78,-812.7879901010165,destination_access
680,scenario_78,-272.25037526588494,destination_access
682,scenario_78,-266.8248727357277,destination_access
689,scenario_78,-399.8815536978218,destination_access
694,scenario_78,325.33968348196504,destination_access
726,scenario_78,379.5385697176716,destination_access
736,scenario_78,0.0,destination_access
750,scenario_78,-177.54812346483232,destination_access
755,scenario_78,1745.2026467550022,destination_access
759,scenario_78,101.49167741810017,destination_access
761,scenario_78,-21.174907733045984,destination_access
764,scenario_78,-148.91830466575993,destination_access
767,scenario_78,75.79525141980776,destination_access
770,scenario_78,197.89635965896017,destination_access
775,scenario_78,-114.7583091030101,destination_access
776,scenario_78,431.86790306973126,destination_access
780,scenario_78,200.4166376645153,destination_access
789,scenario_78,315.2823227322406,destination_access
791,scenario_78,230.98042032036392,destination_access
809,scenario_78,245.12733187634512,destination_access
810,scenario_78,-515.4553558010157,destination_access
811,scenario_78,-150.28590520939542,destination_access
813,scenario_78,942.515572493412,destination_access
822,scenario_78,115.41398069269415,destination_access
831,scenario_78,475.29930089091795,destination_access
837,scenario_78,293.17675585698817,destination_access
858,scenario_78,-756.8512908813282,destination_access
863,scenario_78,-134.3761161446237,destination_access
866,scenario_78,376.1693051800394,destination_access
873,scenario_78,154.93831251620577,destination_access
878,scenario_78,248.7073820070873,destination_access
887,scenario_78,-154.9311710990405,destination_access
