development,scenario,tts_minutes,component
423,scenario_100,4544.32272747223,network
459,scenario_100,-3260.686501319462,network
464,scenario_100,-18.606637249526106,network
469,scenario_100,-8090.041749267431,network
486,scenario_100,-12694.65966270055,network
493,scenario_100,11.574013067409396,network
499,scenario_100,-8994.949309218966,network
517,scenario_100,-681.5132185029215,network
521,scenario_100,-20179.169867905788,network
531,scenario_100,-11077.081587772758,network
533,scenario_100,-1268.1795561125618,network
538,scenario_100,-17.30944727838505,network
540,scenario_100,1181.9482047771453,network
546,scenario_100,-1724.6323243195657,network
550,scenario_100,-339.1012452080031,network
552,scenario_100,-4224.1540848108125,network
556,scenario_100,-1836.9884563006344,network
558,scenario_100,-10085.680396430484,network
564,scenario_100,-11895.99443521403,network
565,scenario_100,-832.9675566293299,network
569,scenario_100,604.8482198611018,network
594,scenario_100,-1691.1972411592142,network
602,scenario_100,-922.8310146529692,network
612,scenario_100,-22760.5466598387,network
614,scenario_100,-1955.9685503445216,network
625,scenario_100,-2036.0592799281585,network
627,scenario_100,-889.6939062196179,network
628,scenario_100,-3318.7703271173523,network
629,scenario_100,-898.7902444343199,network
648,scenario_100,-851.1540402366663,network
662,scenario_100,-19325.73502872238,network
669,scenario_100,4438.261424101598,network
670,scenario_100,-1427.6004296367173,network
673,scenario_100,2253.138791013742,network
678,scenario_100,-9942.579273789714,network
680,scenario_100,-1043.4183337446302,network
682,scenario_100,-10094.562697574149,network
689,scenario_100,-12391.441279901015,network
694,scenario_100,745.6008100900799,network
726,scenario_100,-3166.1702734926366,network
736,scenario_100,-100.77349595091071,network
750,scenario_100,-12843.568744373855,network
755,scenario_100,-1256.0915889975731,network
759,scenario_100,-22315.027663720015,network
761,scenario_100,2577.770657590998,network
764,scenario_100,-2422.6471057847957,network
767,scenario_100,1903.199081869272,network
770,scenario_100,972.6666661906638,network
775,scenario_100,-13595.978263384954,network
776,scenario_100,-4798.122916690714,network
780,scenario_100,-139.73429881111952,network
789,scenario_100,-11388.684866987402,network
791,scenario_100,-3106.3612445300096,network
809,scenario_100,-3272.2390017905855,network
810,scenario_100,-1752.1488050653134,network
811,scenario_100,-129.55164436798077,network
813,scenario_100,2253.278520477412,network
822,scenario_100,-1636.73460595723,network
831,scenario_100,-3483.937478435226,network
837,scenario_100,-319.3437579065212,network
858,scenario_100,-1575.4893090096884,network
863,scenario_100,-715.3678537837113,network
866,scenario_100,-1503.386691418651,network
873,scenario_100,-12225.337454737746,network
878,scenario_100,-3080.6508245268487,network
887,scenario_100,-5625.431084702199,network
895,scenario_100,-11196.4302874555,network
935,scenario_100,-2308.690666076436,network
938,scenario_100,2448.800863673212,network
940,scenario_100,-2122.260252752749,network
945,scenario_100,-15884.12899201986,network
952,scenario_100,-10870.740301023005,network
958,scenario_100,147.5556419673958,network
964,scenario_100,-79.92347382823937,network
970,scenario_100,-3251.4778210035875,network
971,scenario_100,-560.5112513575586,network
987,scenario_100,-85.38010691397358,network
0,scenario_19,17700.27795379737,network
2,scenario_19,-34249.499095803825,network
12,scenario_19,436.29577453108504,network
15,scenario_19,12639.989091892494,network
17,scenario_19,-5189.222470364068,network
25,scenario_19,-36051.94518475921,network
27,scenario_19,-33663.44195715815,network
28,scenario_19,5078.06254917325,network
57,scenario_19,5999.471714000916,network
62,scenario_19,3197.610302573419,network
63,scenario_19,-38921.099313432,network
73,scenario_19,-17866.68840857246,network
90,scenario_19,-41.27976632292848,network
94,scenario_19,639.2913446946768,network
103,scenario_19,-35505.03711486864,network
104,scenario_19,79.10959529853426,network
109,scenario_19,-71665.99799475132,network
114,scenario_19,-3097.897188551491,network
126,scenario_19,-39366.1284426949,network
140,scenario_19,-1056.509181064088,network
143,scenario_19,-80.59990661637858,network
144,scenario_19,-27765.47865056258,network
150,scenario_19,-31230.494254641817,network
176,scenario_19,11841.442610231228,network
177,scenario_19,1278.2180283283817,network
195,scenario_19,-30380.60188566381,network
197,scenario_19,-3516.925667432719,network
201,scenario_19,-38781.381740080775,network
202,scenario_19,-14236.101805556798,network
206,scenario_19,275.5647274325602,network
209,scenario_19,3427.192960985354,network
227,scenario_19,-397.83762445894536,network
233,scenario_19,-1667.443030864466,network
240,scenario_19,-505.0443835590267,network
243,scenario_19,-18621.225835095975,network
245,scenario_19,-31704.019576720893,network
249,scenario_19,-36984.422960094176,network
250,scenario_19,-1356.363060679054,network
255,scenario_19,-4319.368658272084,network
261,scenario_19,-15796.36962745781,network
267,scenario_19,-362.6004239306785,network
270,scenario_19,-3802.6793560786177,network
273,scenario_19,-598.6849224127363,network
277,scenario_19,-24334.165476551396,network
284,scenario_19,-2690.053238807479,network
285,scenario_19,-36453.53794781957,network
289,scenario_19,-35430.342771958094,network
308,scenario_19,-2481.426065825741,network
331,scenario_19,-40914.68152096402,network
334,scenario_19,25500.9795839797,network
348,scenario_19,-39244.35119618522,network
351,scenario_19,-63079.74658670463,network
356,scenario_19,-25574.99273808557,network
358,scenario_19,-34296.08451770479,network
390,scenario_19,-25334.529708521557,network
392,scenario_19,947.4796693457756,network
394,scenario_19,-2203.1395986732095,network
423,scenario_19,17776.057225902332,network
459,scenario_19,-5997.574722224381,network
464,scenario_19,14.892566580325363,network
469,scenario_19,-24439.564457609085,network
486,scenario_19,-37831.15806514886,network
493,scenario_19,155.78710452164523,network
499,scenario_19,-28017.74535925745,network
517,scenario_19,-1547.1674560876563,network
521,scenario_19,-62869.24143188936,network
531,scenario_19,-35019.1394962566,network
533,scenario_19,-1962.210132938344,network
538,scenario_19,2061.513752108789,network
540,scenario_19,6326.140205222648,network
546,scenario_19,-5824.312851994531,network
550,scenario_19,1560.700682647759,network
552,scenario_19,-13992.53741440759,network
556,scenario_19,-6013.763680463773,network
558,scenario_19,-26390.403330504312,network
564,scenario_19,-35064.86565934832,network
565,scenario_19,1271.5769081665203,network
569,scenario_19,3797.8703871709295,network
594,scenario_19,-1032.6239361329935,network
602,scenario_19,847.9853608927224,network
612,scenario_19,-71691.74215273652,network
614,scenario_19,-5796.695914938115,network
625,scenario_19,-5377.1982662956,network
627,scenario_19,-1115.297088170657,network
628,scenario_19,-11264.611041357392,network
629,scenario_19,-1924.9816984932404,network
648,scenario_19,-971.7550666830502,network
662,scenario_19,-59609.42583796277,network
669,scenario_19,16579.877207912738,network
670,scenario_19,-2261.1936579578323,network
673,scenario_19,8246.75881366944,network
678,scenario_19,-29704.580711591407,network
680,scenario_19,376.19227354973555,network
682,scenario_19,-26403.82236423646,network
689,scenario_19,-36621.570009391755,network
694,scenario_19,5842.792473664973,network
726,scenario_19,-10740.353564267512,network
736,scenario_19,-201.43620564742017,network
750,scenario_19,-38072.683564213105,network
755,scenario_19,-1509.0178207372082,network
759,scenario_19,-69943.89357864845,network
761,scenario_19,10128.098652940243,network
764,scenario_19,-3478.7613797610393,network
767,scenario_19,7602.588108798256,network
770,scenario_19,4181.012388337869,network
775,scenario_19,-41726.003035218106,network
776,scenario_19,-16378.414396521051,network
780,scenario_19,1856.177436977974,network
789,scenario_19,-31501.13216639869,network
791,scenario_19,-7472.357832427719,network
809,scenario_19,-7906.153731822851,network
810,scenario_19,-1384.071740472922,network
811,scenario_19,-124.97121696930844,network
813,scenario_19,15084.102738162504,network
822,scenario_19,-4547.40154696675,network
831,scenario_19,-11795.496749509242,network
837,scenario_19,120.92928656714504,network
858,scenario_19,-563.9557786149671,network
863,scenario_19,1778.7148826920893,network
866,scenario_19,-3949.702979085385,network
873,scenario_19,-36255.465483281994,network
878,scenario_19,-8125.595442441292,network
887,scenario_19,-18544.589004379464,network
895,scenario_19,-33103.73443028936,network
935,scenario_19,-6661.799794007442,network
938,scenario_19,13222.730373178028,network
940,scenario_19,-5943.8706969222985,network
945,scenario_19,-50919.40991240111,network
952,scenario_19,-29706.727825324284,network
958,scenario_19,2400.7006285774987,network
964,scenario_19,46.73963136144448,network
970,scenario_19,-10122.108732082648,network
971,scenario_19,-895.0429079605965,network
987,scenario_19,-201.89206669921987,network
0,scenario_26,1524.8466469386767,network
2,scenario_26,-5019.888877701771,network
12,scenario_26,-844.9411004813737,network
15,scenario_26,1117.1347136517288,network
17,scenario_26,-3620.35212845169,network
25,scenario_26,-4739.647955513588,network
27,scenario_26,-4489.982474684657,network
28,scenario_26,-3240.4012615242973,network
57,scenario_26,359.7927384238574,network
62,scenario_26,145.42184564634226,network
63,scenario_26,-5816.047911298985,network
73,scenario_26,-2268.58807620086,network
90,scenario_26,-280.1229835888953,network
94,scenario_26,25.474548266269267,network
103,scenario_26,-5359.434296155669,network
104,scenario_26,-118.36771806425531,network
109,scenario_26,-9530.749327753205,network
114,scenario_26,-800.3624802105187,network
126,scenario_26,-5618.690133620723,network
140,scenario_26,-193.73263506317744,network
143,scenario_26,-61.32390931999544,network
144,scenario_26,-3746.531390433782,network
150,scenario_26,-4055.102146933292,network
176,scenario_26,398.75182318891166,network
177,scenario_26,70.89978785684798,network
195,scenario_26,-4059.354143286502,network
197,scenario_26,-640.2557905512222,network
201,scenario_26,-5629.727923302649,network
202,scenario_26,-2140.8584137337457,network
206,scenario_26,-311.590250922658,network
209,scenario_26,-718.2653807740426,network
227,scenario_26,-244.4914481859887,network
233,scenario_26,-425.03181473969016,network
240,scenario_26,-282.74172032019123,network
243,scenario_26,-4427.515403827274,network
245,scenario_26,-4268.613755082537,network
249,scenario_26,-5516.296063852613,network
250,scenario_26,-857.0484639735078,network
255,scenario_26,-792.6482546567568,network
261,scenario_26,-2050.21107688584,network
267,scenario_26,-162.88194114458747,network
270,scenario_26,-816.6979112690897,network
273,scenario_26,-375.2829621396377,network
277,scenario_26,-3417.1356239416637,network
284,scenario_26,-651.363068277511,network
285,scenario_26,-5557.956362658355,network
289,scenario_26,-5358.42437490978,network
308,scenario_26,-1457.8998197824983,network
331,scenario_26,-5855.820093455899,network
334,scenario_26,2262.0382744650124,network
348,scenario_26,-6452.283623982803,network
351,scenario_26,-7316.514678441861,network
356,scenario_26,-3355.0566873706994,network
358,scenario_26,-5045.963000762393,network
390,scenario_26,-3002.6778091107844,network
392,scenario_26,-0.0024598932359367,network
394,scenario_26,-804.5901539489278,network
423,scenario_26,1337.7044767717307,network
459,scenario_26,-2055.9560786914662,network
464,scenario_26,-26.24302880448522,network
469,scenario_26,-3558.3147735725506,network
486,scenario_26,-5663.903916734271,network
493,scenario_26,-20.6325987696182,network
499,scenario_26,-3822.234664192918,network
517,scenario_26,-386.8068340899772,network
521,scenario_26,-8560.567458884907,network
531,scenario_26,-4616.92124645962,network
533,scenario_26,-861.7793590535875,network
538,scenario_26,-356.9115119763592,network
540,scenario_26,72.28909821336856,network
546,scenario_26,-659.292570067104,network
550,scenario_26,-574.8476589898346,network
552,scenario_26,-1660.7077228154812,network
556,scenario_26,-735.7454058084986,network
558,scenario_26,-5092.926020928426,network
564,scenario_26,-5371.257372843364,network
565,scenario_26,-977.7122988984338,network
569,scenario_26,-54.20467211338109,network
594,scenario_26,-1402.487264307856,network
602,scenario_26,-992.9504162936936,network
612,scenario_26,-9529.928259985085,network
614,scenario_26,-882.920326003863,network
625,scenario_26,-1023.4580750460736,network
627,scenario_26,-649.7948139373912,network
628,scenario_26,-1261.2007610831934,network
629,scenario_26,-528.0911843228969,network
648,scenario_26,-632.6126948462334,network
662,scenario_26,-8295.96578821566,network
669,scenario_26,1434.3928686573054,network
670,scenario_26,-962.2015527082548,network
673,scenario_26,751.7372628330777,network
678,scenario_26,-4429.111577310716,network
680,scenario_26,-1028.9650525047327,network
682,scenario_26,-5098.877603363158,network
689,scenario_26,-5579.1148754535825,network
694,scenario_26,-255.41440675748163,network
726,scenario_26,-1201.4451987151988,network
736,scenario_26,-61.19010992109543,network
750,scenario_26,-5764.542443455226,network
755,scenario_26,-924.5007991797174,network
759,scenario_26,-9398.458476437838,network
761,scenario_26,749.1657652849972,network
764,scenario_26,-1685.6636820424171,network
767,scenario_26,531.0795812326542,network
770,scenario_26,220.57920081046177,network
775,scenario_26,-5871.090215500444,network
776,scenario_26,-1804.714555412822,network
780,scenario_26,-437.4763946636522,network
789,scenario_26,-5476.512013204745,network
791,scenario_26,-1679.3703238131711,network
809,scenario_26,-1763.4568124725483,network
810,scenario_26,-1402.1156212001806,network
811,scenario_26,-106.3195746577112,network
813,scenario_26,-350.35860585578484,network
822,scenario_26,-786.9433526628709,network
831,scenario_26,-1328.368393827113,network
837,scenario_26,-320.12734161980916,network
858,scenario_26,-1369.4182771533378,network
863,scenario_26,-953.3344406342948,network
866,scenario_26,-758.1370766840992,network
873,scenario_26,-5483.698558487551,network
878,scenario_26,-1551.1099157008284,network
887,scenario_26,-2221.0464138240786,network
895,scenario_26,-5039.442397426203,network
935,scenario_26,-1069.8756861167494,network
938,scenario_26,131.36431651114253,network
940,scenario_26,-1010.671355122322,network
945,scenario_26,-6505.069343889831,network
952,scenario_26,-5284.4922100487165,network
958,scenario_26,-258.56395806890214,network
964,scenario_26,-84.25167312475969,network
970,scenario_26,-1378.9330945907277,network
971,scenario_26,-381.32317419775063,network
987,scenario_26,-42.9747815989831,network
0,scenario_44,7446.90013415768,network
2,scenario_44,-16329.144217726833,network
12,scenario_44,-644.3705439206678,network
15,scenario_44,5346.943885768938,network
17,scenario_44,-5152.811105147295,network
25,scenario_44,-16678.304388702323,network
27,scenario_44,-15632.73070024402,network
28,scenario_44,-1315.684768307372,network
57,scenario_44,2383.6103188228444,network
62,scenario_44,1231.3154536017682,network
63,scenario_44,-18664.51291008771,network
73,scenario_44,-8191.1313572410145,network
90,scenario_44,-269.8747580476338,network
94,scenario_44,249.68021857383428,network
103,scenario_44,-17075.3455801885,network
104,scenario_44,-77.34402240329655,network
109,scenario_44,-33266.298775851785,network
114,scenario_44,-1798.924615631986,network
126,scenario_44,-18629.38282664749,network
140,scenario_44,-535.320861884742,network
143,scenario_44,-76.4419136311626,network
144,scenario_44,-12933.549295147472,network
150,scenario_44,-14403.034425281629,network
176,scenario_44,4393.17600890639,network
177,scenario_44,507.6857175048208,network
195,scenario_44,-14119.50794353016,network
197,scenario_44,-1791.168712858751,network
201,scenario_44,-18440.424648918968,network
202,scenario_44,-6836.057408753433,network
206,scenario_44,-191.90607568243288,network
209,scenario_44,495.5869484628783,network
227,scenario_44,-356.93093064200366,network
233,scenario_44,-957.600639175158,network
240,scenario_44,-429.17165069124894,network
243,scenario_44,-10480.778902633232,network
245,scenario_44,-14760.52850372874,network
249,scenario_44,-17723.817806562933,network
250,scenario_44,-1260.884025047941,network
255,scenario_44,-2207.059721044032,network
261,scenario_44,-7278.504231272382,network
267,scenario_44,-275.8022586252191,network
270,scenario_44,-2055.027512220898,network
273,scenario_44,-548.3788657863042,network
277,scenario_44,-11459.91733987676,network
284,scenario_44,-1520.068239432294,network
285,scenario_44,-17583.32230132789,network
289,scenario_44,-17049.027659390937,network
308,scenario_44,-2209.490231769276,network
331,scenario_44,-19377.10207403259,network
334,scenario_44,10785.327942312697,network
348,scenario_44,-19376.37269391789,network
351,scenario_44,-28282.66362274863,network
356,scenario_44,-11822.931174692349,network
358,scenario_44,-16369.403083259063,network
390,scenario_44,-11410.800082575472,network
392,scenario_44,329.9645018322044,network
394,scenario_44,-1498.3943553474965,network
423,scenario_44,7294.863608517277,network
459,scenario_44,-3963.780427672376,network
464,scenario_44,-10.75626891857246,network
469,scenario_44,-11628.623997256218,network
486,scenario_44,-18151.89005462447,network
493,scenario_44,42.46557523118099,network
499,scenario_44,-13089.040648618306,network
517,scenario_44,-882.4266172109637,network
521,scenario_44,-29370.63178245054,network
531,scenario_44,-16218.370322895644,network
533,scenario_44,-1470.750975283736,network
538,scenario_44,376.55349901574664,network
540,scenario_44,2216.6645196776954,network
546,scenario_44,-2595.3604548574076,network
550,scenario_44,2.016759207297582,network
552,scenario_44,-6301.718929797877,network
556,scenario_44,-2726.6180860424647,network
558,scenario_44,-13730.89865584392,network
564,scenario_44,-16937.03521171416,network
565,scenario_44,-487.23758135485696,network
569,scenario_44,1239.6467501168954,network
594,scenario_44,-1665.9241982682142,network
602,scenario_44,-644.9740211347234,network
612,scenario_44,-33274.14198584022,network
614,scenario_44,-2787.7419298346504,network
625,scenario_44,-2780.8507145749754,network
627,scenario_44,-982.2043631761916,network
628,scenario_44,-5003.1574780132505,network
629,scenario_44,-1141.527742440987,network
648,scenario_44,-924.0489466082072,network
662,scenario_44,-28014.678665917425,network
669,scenario_44,6971.98922155489,network
670,scenario_44,-1667.1287434129626,network
673,scenario_44,3512.963807189371,network
678,scenario_44,-14230.116546193429,network
680,scenario_44,-837.2061340737273,network
682,scenario_44,-13741.075662473391,network
689,scenario_44,-17660.4976658221,network
694,scenario_44,1750.9561460400582,network
726,scenario_44,-4775.934188828105,network
736,scenario_44,-124.74652033968596,network
750,scenario_44,-18326.374893687786,network
755,scenario_44,-1376.3589601508577,network
759,scenario_44,-32558.787349172577,network
761,scenario_44,4148.318997028924,network
764,scenario_44,-2761.4248288249364,network
767,scenario_44,3086.1384235366713,network
770,scenario_44,1634.583502688387,network
775,scenario_44,-19666.498761174327,network
776,scenario_44,-7253.842228710942,network
780,scenario_44,231.38403896131783,network
789,scenario_44,-15827.180133338845,network
791,scenario_44,-4102.940742438834,network
809,scenario_44,-4328.562059126329,network
810,scenario_44,-1785.148746897292,network
811,scenario_44,-132.85190076113213,network
813,scenario_44,4798.47439401038,network
822,scenario_44,-2276.430139874341,network
831,scenario_44,-5246.812375546491,network
837,scenario_44,-252.4974989669281,network
858,scenario_44,-1478.5009223235538,network
863,scenario_44,-285.5153920536977,network
866,scenario_44,-2048.6003701965674,network
873,scenario_44,-17446.79429395619,network
878,scenario_44,-4202.036116080999,network
887,scenario_44,-8380.596530891664,network
895,scenario_44,-15958.497355076192,network
935,scenario_44,-3256.610144971113,network
938,scenario_44,4620.126614098845,network
940,scenario_44,-2961.2166459342698,network
945,scenario_44,-23396.094000557147,network
952,scenario_44,-15037.751899378549,network
958,scenario_44,583.3681318559102,network
964,scenario_44,-59.2355936873937,network
970,scenario_44,-4734.883759238699,network
971,scenario_44,-654.425731128722,network
987,scenario_44,-113.95676648092922,network
0,scenario_64,14843.620375664672,network
2,scenario_64,-29296.47065507539,network
12,scenario_64,109.96917983936146,network
15,scenario_64,10608.900109108305,network
17,scenario_64,-5226.975316384807,network
25,scenario_64,-30716.321235349635,network
27,scenario_64,-28699.10122732609,network
28,scenario_64,3207.6664359881543,network
57,scenario_64,4997.64155789651,network
62,scenario_64,2646.83493712754,network
63,scenario_64,-33331.02583523397,network
73,scenario_64,-15206.196984089212,network
90,scenario_64,-110.51382263971028,network
94,scenario_64,531.1250372764189,network
103,scenario_64,-30421.427812242415,network
104,scenario_64,33.24350822868291,network
109,scenario_64,-61070.276965220226,network
114,scenario_64,-2762.5144824323943,network
126,scenario_64,-33632.31514457683,network
140,scenario_64,-908.1136611853726,network
143,scenario_64,-79.86421396827791,network
144,scenario_64,-23684.354602095904,network
150,scenario_64,-26585.876583978537,network
176,scenario_64,9752.513899693033,network
177,scenario_64,1062.8368529112777,network
195,scenario_64,-25899.95671022334,network
197,scenario_64,-3042.065751150716,network
201,scenario_64,-33157.969747159164,network
202,scenario_64,-12186.64719264442,network
206,scenario_64,139.95235674153082,network
209,scenario_64,2602.821980001405,network
227,scenario_64,-393.6461906321347,network
233,scenario_64,-1476.926782765193,network
240,scenario_64,-492.0072708077496,network
243,scenario_64,-16471.782416054746,network
245,scenario_64,-27040.24440966221,network
249,scenario_64,-31664.66678340698,network
250,scenario_64,-1358.2992034975905,network
255,scenario_64,-3742.8283371843863,network
261,scenario_64,-13427.82752682385,network
267,scenario_64,-369.01069728680886,network
270,scenario_64,-3331.802023019409,network
273,scenario_64,-596.1987394980388,network
277,scenario_64,-20767.998836863782,network
284,scenario_64,-2380.109872321016,network
285,scenario_64,-31248.434620458283,network
289,scenario_64,-30361.090299136005,network
308,scenario_64,-2440.353602512041,network
331,scenario_64,-34958.16709368641,network
334,scenario_64,21396.477768368553,network
348,scenario_64,-33813.28867686447,network
351,scenario_64,-53504.67466098699,network
356,scenario_64,-21759.27945239609,network
358,scenario_64,-29342.34132013854,network
390,scenario_64,-21467.64508107258,network
392,scenario_64,770.4400046898518,network
394,scenario_64,-2033.4206930010112,network
423,scenario_64,14837.891289255116,network
459,scenario_64,-5472.548202003818,network
464,scenario_64,7.869570338516496,network
469,scenario_64,-20897.09330372256,network
486,scenario_64,-32399.840041765012,network
493,scenario_64,123.95888100680897,network
499,scenario_64,-23909.249754752494,network
517,scenario_64,-1374.8792343570385,network
521,scenario_64,-53630.3345119094,network
531,scenario_64,-29843.46008833265,network
533,scenario_64,-1842.1458868458867,network
538,scenario_64,1587.1045714208158,network
540,scenario_64,5155.565561738331,network
546,scenario_64,-4946.531010275241,network
550,scenario_64,1116.3736328373195,network
552,scenario_64,-11856.8819307792,network
556,scenario_64,-5107.926355878124,network
558,scenario_64,-22912.370374632537,network
564,scenario_64,-30066.375034445897,network
565,scenario_64,745.1499946652912,network
569,scenario_64,3064.353178889025,network
594,scenario_64,-1251.035311650252,network
602,scenario_64,396.09131345897913,network
612,scenario_64,-61090.978505174746,network
614,scenario_64,-4959.63414713298,network
625,scenario_64,-4679.278294144897,network
627,scenario_64,-1099.205619282904,network
628,scenario_64,-9535.961117344445,network
629,scenario_64,-1719.3941380574834,network
648,scenario_64,-978.425242468482,network
662,scenario_64,-50895.19542330364,network
669,scenario_64,13848.003934946144,network
670,scenario_64,-2126.890438967268,network
673,scenario_64,6929.4960438194685,network
678,scenario_64,-25453.140346640488,network
680,scenario_64,6.657505133189261,network
682,scenario_64,-22925.072832167265,network
689,scenario_64,-31392.22214262467,network
694,scenario_64,4707.436045415001,network
726,scenario_64,-9126.394068067428,network
736,scenario_64,-181.80071124085225,network
750,scenario_64,-32623.844987476594,network
755,scenario_64,-1502.842088666046,network
759,scenario_64,-59631.397313233465,network
761,scenario_64,8458.042000539717,network
764,scenario_64,-3317.190366273513,network
767,scenario_64,6333.773687449284,network
770,scenario_64,3466.2924859619234,network
775,scenario_64,-35621.54853353766,network
776,scenario_64,-13877.786003594289,network
780,scenario_64,1396.364131657523,network
789,scenario_64,-27203.27359780052,network
791,scenario_64,-6548.598063421785,network
809,scenario_64,-6924.900785778882,network
810,scenario_64,-1537.657011391595,network
811,scenario_64,-129.36162427265663,network
813,scenario_64,12203.484060601564,network
822,scenario_64,-3921.0093644806184,network
831,scenario_64,-9989.283108630683,network
837,scenario_64,11.12347209744621,network
858,scenario_64,-865.2768306154758,network
863,scenario_64,1189.879124198225,network
866,scenario_64,-3428.344010217581,network
873,scenario_64,-31063.58851879416,network
878,scenario_64,-7034.374134495389,network
887,scenario_64,-15755.732644509058,network
895,scenario_64,-28367.94951748033,network
935,scenario_64,-5713.832923036418,network
938,scenario_64,10831.467600773787,network
940,scenario_64,-5120.855457800906,network
945,scenario_64,-43379.76386071427,network
952,scenario_64,-25674.99251071294,network
958,scenario_64,1890.5845918217672,network
964,scenario_64,14.04595525469631,network
970,scenario_64,-8677.803237711312,network
971,scenario_64,-840.4246414498193,network
987,scenario_64,-179.38699717621785,network
0,scenario_70,3949.9464830904617,network
2,scenario_70,-9902.762660930865,network
12,scenario_70,-870.9587223370327,network
15,scenario_70,2853.2101161264,network
17,scenario_70,-4642.349576263863,network
25,scenario_70,-9819.272835995189,network
27,scenario_70,-9238.643719213547,network
28,scenario_70,-2904.459952942562,network
57,scenario_70,1169.197779133974,network
62,scenario_70,575.9701280065347,network
63,scenario_70,-11376.517308381504,network
73,scenario_70,-4777.477800913737,network
90,scenario_70,-309.3710409894702,network
94,scenario_70,115.0674918955192,network
103,scenario_70,-10435.887241047863,network
104,scenario_70,-116.1801403920399,network
109,scenario_70,-19650.145626383775,network
114,scenario_70,-1270.4208020720398,network
126,scenario_70,-11217.116238785677,network
140,scenario_70,-346.3294307530159,network
143,scenario_70,-72.40245403192239,network
144,scenario_70,-7667.039340103336,network
150,scenario_70,-8454.447491577943,network
176,scenario_70,1956.6290043339832,network
177,scenario_70,247.20993451133836,network
195,scenario_70,-8350.030648108746,network
197,scenario_70,-1153.767024166591,network
201,scenario_70,-11154.382681584337,network
202,scenario_70,-4175.779205004452,network
206,scenario_70,-303.80448155861814,network
209,scenario_70,-348.50859309051884,network
227,scenario_70,-313.88402358058374,network
233,scenario_70,-676.6797412311425,network
240,scenario_70,-369.75145105365664,network
243,scenario_70,-7241.537491244962,network
245,scenario_70,-8745.2869141571,network
249,scenario_70,-10798.605519903069,network
250,scenario_70,-1109.2920093494467,network
255,scenario_70,-1422.4780348329805,network
261,scenario_70,-4275.769964110805,network
267,scenario_70,-219.8465493718395,network
270,scenario_70,-1382.5861255786149,network
273,scenario_70,-482.5910759633407,network
277,scenario_70,-6871.911265047325,network
284,scenario_70,-1057.3703243869822,network
285,scenario_70,-10775.888090701308,network
289,scenario_70,-10424.90733268368,network
308,scenario_70,-1917.430736175156,network
331,scenario_70,-11676.57332504436,network
334,scenario_70,5760.692162656807,network
348,scenario_70,-12111.720805069082,network
351,scenario_70,-16112.781595325738,network
356,scenario_70,-6963.304597270035,network
358,scenario_70,-9936.913084153435,network
390,scenario_70,-6544.356248731026,network
392,scenario_70,127.15353686391607,network
394,scenario_70,-1160.310594631941,network
423,scenario_70,3755.648680586135,network
459,scenario_70,-3024.6312994126347,network
464,scenario_70,-21.51206770329736,network
469,scenario_70,-7040.128394861938,network
486,scenario_70,-11069.627551030831,network
493,scenario_70,2.9926474378444254,network
499,scenario_70,-7781.840268975589,network
517,scenario_70,-617.5403645338374,network
521,scenario_70,-17457.75571134058,network
531,scenario_70,-9556.35307875328,network
533,scenario_70,-1196.5601894668653,network
538,scenario_70,-122.3386199378292,network
540,scenario_70,893.776523212553,network
546,scenario_70,-1467.793125030992,network
550,scenario_70,-425.5425804707338,network
552,scenario_70,-3615.096497461782,network
556,scenario_70,-1575.2045747748343,network
558,scenario_70,-8976.543932471075,network
564,scenario_70,-10392.408013291308,network
565,scenario_70,-908.7107426435103,network
569,scenario_70,430.09332207555417,network
594,scenario_70,-1669.430110857531,network
602,scenario_70,-979.431743065943,network
612,scenario_70,-19652.5455742958,network
614,scenario_70,-1709.455523929326,network
625,scenario_70,-1808.5615126925984,network
627,scenario_70,-850.1284947964596,network
628,scenario_70,-2824.962247297226,network
629,scenario_70,-820.4738960161922,network
648,scenario_70,-817.8336211739224,network
662,scenario_70,-16749.572688980144,network
669,scenario_70,3712.1784942872473,network
670,scenario_70,-1340.6791714975843,network
673,scenario_70,1888.300418716448,network
678,scenario_70,-8665.369001758343,network
680,scenario_70,-1079.5248352713534,network
682,scenario_70,-8984.83939118823,network
689,scenario_70,-10820.749787089995,network
694,scenario_70,468.6628002959769,network
726,scenario_70,-2690.0709339046734,network
736,scenario_70,-92.8341303440975,network
750,scenario_70,-11210.109306378525,network
755,scenario_70,-1203.0719799455255,network
759,scenario_70,-19284.525173813337,network
761,scenario_70,2126.9767992029665,network
764,scenario_70,-2295.0410669520497,network
767,scenario_70,1564.5431555315154,network
770,scenario_70,784.485025618982,network
775,scenario_70,-11797.42855665076,network
776,scenario_70,-4076.070429301704,network
780,scenario_70,-236.93671365315095,network
789,scenario_70,-10049.588497716992,network
791,scenario_70,-2799.8799794042716,network
809,scenario_70,-2947.767896534642,network
810,scenario_70,-1714.247233445756,network
811,scenario_70,-126.78626112773782,network
813,scenario_70,1549.9774414389394,network
822,scenario_70,-1444.7123239550274,network
831,scenario_70,-2966.749494078278,network
837,scenario_70,-332.9652087556897,network
858,scenario_70,-1573.6924853780656,network
863,scenario_70,-817.700368596823,network
866,scenario_70,-1338.0696951843563,network
873,scenario_70,-10669.691048088716,network
878,scenario_70,-2742.884991547442,network
887,scenario_70,-4813.33642590174,network
895,scenario_70,-9777.270693057624,network
935,scenario_70,-2026.710053712828,network
