mode,development,scenario,tts_annual_chf,cost_annual_chf_negative,cost_annual_chf_magnitude,bcr
Rail,101003,scenario_43,6882026.464917569,-12739558.407882292,12739558.407882292,0.5402091850106424
Rail,101003,scenario_44,8128262.7764196275,-12739558.407882292,12739558.407882292,0.6380333223630783
Rail,101003,scenario_45,6826429.446540942,-12739558.407882292,12739558.407882292,0.5358450605569857
Rail,101003,scenario_46,7583857.559709802,-12739558.407882292,12739558.407882292,0.5952998775073298
Rail,101003,scenario_47,4940559.54347135,-12739558.407882292,12739558.407882292,0.3878124645524997
Rail,101003,scenario_48,5626027.333136765,-12739558.407882292,12739558.407882292,0.441618708671707
Rail,101003,scenario_49,7066692.397720796,-12739558.407882292,12739558.407882292,0.5547046586283911
Rail,101003,scenario_5,7518625.97117137,-12739558.407882292,12739558.407882292,0.5901794811442916
Rail,101003,scenario_50,7104110.544875489,-12739558.407882292,12739558.407882292,0.5576418206521188
Rail,101003,scenario_51,7317979.367772495,-12739558.407882292,12739558.407882292,0.5744295942977642
Rail,101003,scenario_52,10336283.886528432,-12739558.407882292,12739558.407882292,0.8113533888374898
Rail,101003,scenario_53,9126133.813968496,-12739558.407882292,12739558.407882292,0.716361864499316
Rail,101003,scenario_54,10867519.374151403,-12739558.407882292,12739558.407882292,0.8530530671634105
Rail,101003,scenario_55,6995562.711811118,-12739558.407882292,12739558.407882292,0.5491212872404418
Rail,101003,scenario_56,8164564.454872056,-12739558.407882292,12739558.407882292,0.6408828464431255
Rail,101003,scenario_57,6067547.23413485,-12739558.407882292,12739558.407882292,0.476276103132484
Rail,101003,scenario_58,6268442.668769671,-12739558.407882292,12739558.407882292,0.49204552215022024
Rail,101003,scenario_59,5545140.220525043,-12739558.407882292,12739558.407882292,0.4352694216696022
Rail,101003,scenario_6,6559683.659013949,-12739558.407882292,12739558.407882292,0.514906674862082
Rail,101003,scenario_60,6325581.303568011,-12739558.407882292,12739558.407882292,0.49653065679688013
Rail,101003,scenario_61,6066117.934950721,-12739558.407882292,12739558.407882292,0.4761639093547747
Rail,101003,scenario_62,6829063.7270168,-12739558.407882292,12739558.407882292,0.5360518401321888
Rail,101003,scenario_63,9402107.032335058,-12739558.407882292,12739558.407882292,0.738024563435239
Rail,101003,scenario_64,8544941.210879698,-12739558.407882292,12739558.407882292,0.6707407696009874
Rail,101003,scenario_65,5888998.52591849,-12739558.407882292,12739558.407882292,0.46226080507428075
Rail,101003,scenario_66,5753354.633906585,-12739558.407882292,12739558.407882292,0.4516133487285428
Rail,101003,scenario_67,8287394.512491383,-12739558.407882292,12739558.407882292,0.6505244724466869
Rail,101003,scenario_68,4599447.192592634,-12739558.407882292,12739558.407882292,0.36103662665001307
Rail,101003,scenario_69,4326859.099692975,-12739558.407882292,12739558.407882292,0.33963964535975094
Rail,101003,scenario_7,8878839.372957744,-12739558.407882292,12739558.407882292,0.6969503250178732
Rail,101003,scenario_70,5061938.506104842,-12739558.407882292,12739558.407882292,0.39734018590258907
Rail,101003,scenario_71,7111369.299587066,-12739558.407882292,12739558.407882292,0.558211601368151
Rail,101003,scenario_72,3880941.4777723686,-12739558.407882292,12739558.407882292,0.3046370489083146
Rail,101003,scenario_73,3864758.285204633,-12739558.407882292,12739558.407882292,0.303366738584393
Rail,101003,scenario_74,7699016.618304864,-12739558.407882292,12739558.407882292,0.6043393634069203
Rail,101003,scenario_75,6907172.202332726,-12739558.407882292,12739558.407882292,0.5421830161757476
Rail,101003,scenario_76,6220958.295323092,-12739558.407882292,12739558.407882292,0.48831820508582346
Rail,101003,scenario_77,7860130.489287606,-12739558.407882292,12739558.407882292,0.6169861024715222
Rail,101003,scenario_78,10743012.66686231,-12739558.407882292,12739558.407882292,0.8432798314433986
Rail,101003,scenario_79,8050024.745917524,-12739558.407882292,12739558.407882292,0.6318919768001352
Rail,101003,scenario_8,5857046.988834492,-12739558.407882292,12739558.407882292,0.45975274819656126
Rail,101003,scenario_80,13329366.47617123,-12739558.407882292,12739558.407882292,1.0462973714947614
Rail,101003,scenario_81,7216904.497985824,-12739558.407882292,12739558.407882292,0.5664956560441325
Rail,101003,scenario_82,8727616.575322203,-12739558.407882292,12739558.407882292,0.6850799922485699
Rail,101003,scenario_83,6321096.645285373,-12739558.407882292,12739558.407882292,0.49617863060106915
Rail,101003,scenario_84,6438376.166004808,-12739558.407882292,12739558.407882292,0.5053845635670714
Rail,101003,scenario_85,6126084.388161436,-12739558.407882292,12739558.407882292,0.4808710154640109
Rail,101003,scenario_86,8809631.06868452,-12739558.407882292,12739558.407882292,0.6915177737427519
Rail,101003,scenario_87,7991733.829317715,-12739558.407882292,12739558.407882292,0.6273163930370635
Rail,101003,scenario_88,6138541.0696203215,-12739558.407882292,12739558.407882292,0.48184881085220727
Rail,101003,scenario_89,6583555.780612055,-12739558.407882292,12739558.407882292,0.5167805327175736
Rail,101003,scenario_9,9568156.233601011,-12739558.407882292,12739558.407882292,0.7510587044901766
Rail,101003,scenario_90,6677752.888521692,-12739558.407882292,12739558.407882292,0.52417459653782
Rail,101003,scenario_91,8979127.000120042,-12739558.407882292,12739558.407882292,0.7048224681449261
Rail,101003,scenario_92,6479544.15979947,-12739558.407882292,12739558.407882292,0.508616072264358
Rail,101003,scenario_93,6997237.996411285,-12739558.407882292,12739558.407882292,0.5492527898048581
Rail,101003,scenario_94,12722541.66222725,-12739558.407882292,12739558.407882292,0.9986642593793116
Rail,101003,scenario_95,10019675.761984298,-12739558.407882292,12739558.407882292,0.7865010262667242
Rail,101003,scenario_96,9776450.972343173,-12739558.407882292,12739558.407882292,0.767408936741028
Rail,101003,scenario_97,11146388.74578209,-12739558.407882292,12739558.407882292,0.8749431015509559
Rail,101003,scenario_98,9558657.655599307,-12739558.407882292,12739558.407882292,0.7503131073746733
Rail,101003,scenario_99,11441579.868283529,-12739558.407882292,12739558.407882292,0.8981143224873737
Rail,101004,scenario_1,2092894.8345290949,-12256103.342930473,12256103.342930473,0.1707634780785617
Rail,101004,scenario_10,2000547.6531454,-12256103.342930473,12256103.342930473,0.16322868673421798
Rail,101004,scenario_100,1330861.0891510558,-12256103.342930473,12256103.342930473,0.1085876197281511
Rail,101004,scenario_11,1611798.3867630628,-12256103.342930473,12256103.342930473,0.13150985608266555
Rail,101004,scenario_12,2452275.818004151,-12256103.342930473,12256103.342930473,0.20008609175269926
Rail,101004,scenario_13,1729788.8144329248,-12256103.342930473,12256103.342930473,0.14113693121155804
Rail,101004,scenario_14,1831794.8400297605,-12256103.342930473,12256103.342930473,0.1494598069855841
Rail,101004,scenario_15,1352790.9050653651,-12256103.342930473,12256103.342930473,0.11037691729693824
Rail,101004,scenario_16,1985482.5577202071,-12256103.342930473,12256103.342930473,0.16199949544856498
Rail,101004,scenario_17,1912268.6507220592,-12256103.342930473,12256103.342930473,0.15602582625293282
Rail,101004,scenario_18,1174419.7599904842,-12256103.342930473,12256103.342930473,0.09582325859449523
Rail,101004,scenario_19,1515777.7777370044,-12256103.342930473,12256103.342930473,0.12367534242531747
Rail,101004,scenario_2,1112878.5038097391,-12256103.342930473,12256103.342930473,0.09080198433963647
Rail,101004,scenario_20,2203114.6882639066,-12256103.342930473,12256103.342930473,0.17975653652877366
Rail,101004,scenario_21,1958131.8735062515,-12256103.342930473,12256103.342930473,0.159767898386377
Rail,101004,scenario_22,1700082.058434063,-12256103.342930473,12256103.342930473,0.13871309753721187
Rail,101004,scenario_23,1181050.856018666,-12256103.342930473,12256103.342930473,0.09636430299030695
Rail,101004,scenario_24,2078855.3717444765,-12256103.342930473,12256103.342930473,0.16961797021266103
Rail,101004,scenario_25,1689964.96584667,-12256103.342930473,12256103.342930473,0.1378876237055777
Rail,101004,scenario_26,1152858.8116355508,-12256103.342930473,12256103.342930473,0.09406405766809556
Rail,101004,scenario_27,1573384.3479890556,-12256103.342930473,12256103.342930473,0.1283755777807316
Rail,101004,scenario_28,860145.5072713248,-12256103.342930473,12256103.342930473,0.07018099335523889
Rail,101004,scenario_29,1918540.2920563545,-12256103.342930473,12256103.342930473,0.1565375420208904
Rail,101004,scenario_3,1799694.8455104954,-12256103.342930473,12256103.342930473,0.14684070419074832
Rail,101004,scenario_30,1716423.3639800365,-12256103.342930473,12256103.342930473,0.1400464173607102
Rail,101004,scenario_31,1980712.0632414797,-12256103.342930473,12256103.342930473,0.1616102612568119
Rail,101004,scenario_32,2023112.266112568,-12256103.342930473,12256103.342930473,0.16506977866497294
Rail,101004,scenario_33,1491635.5093334496,-12256103.342930473,12256103.342930473,0.12170552643013166
Rail,101004,scenario_34,2332694.008995721,-12256103.342930473,12256103.342930473,0.1903291726355472
Rail,101004,scenario_35,1957132.5483538867,-12256103.342930473,12256103.342930473,0.1596863614472371
Rail,101004,scenario_36,1644987.388985437,-12256103.342930473,12256103.342930473,0.13421781319543896
Rail,101004,scenario_37,2277709.2772472836,-12256103.342930473,12256103.342930473,0.18584285833075198
Rail,101004,scenario_38,1865024.1353020417,-12256103.342930473,12256103.342930473,0.1521710516889382
Rail,101004,scenario_39,1726169.011690729,-12256103.342930473,12256103.342930473,0.1408415842614784
Rail,101004,scenario_4,1326889.6895793637,-12256103.342930473,12256103.342930473,0.10826358528909892
Rail,101004,scenario_40,2061843.150827163,-12256103.342930473,12256103.342930473,0.16822990906130608
Rail,101004,scenario_41,2078063.597449759,-12256103.342930473,12256103.342930473,0.16955336776337
Rail,101004,scenario_42,2304825.6399039244,-12256103.342930473,12256103.342930473,0.18805533662812876
Rail,101004,scenario_43,1777929.0534435047,-12256103.342930473,12256103.342930473,0.14506478965592634
Rail,101004,scenario_44,2017251.452601641,-12256103.342930473,12256103.342930473,0.1645915831613174
Rail,101004,scenario_45,1711643.2041548635,-12256103.342930473,12256103.342930473,0.1396563945539973
Rail,101004,scenario_46,1886008.9907892789,-12256103.342930473,12256103.342930473,0.15388324804532272
Rail,101004,scenario_47,1320295.634699789,-12256103.342930473,12256103.342930473,0.10772556315473285
Rail,101004,scenario_48,1420156.1632549646,-12256103.342930473,12256103.342930473,0.11587338353132724
Rail,101004,scenario_49,1799615.2171406138,-12256103.342930473,12256103.342930473,0.14683420715268872
Rail,101004,scenario_5,1933372.3276772157,-12256103.342930473,12256103.342930473,0.1577477174906833
Rail,101004,scenario_50,1761596.031455938,-12256103.342930473,12256103.342930473,0.14373214570453635
Rail,101004,scenario_51,1813748.6957329635,-12256103.342930473,12256103.342930473,0.14798738595649688
Rail,101004,scenario_52,2459661.347728189,-12256103.342930473,12256103.342930473,0.20068869190361088
Rail,101004,scenario_53,2270220.8088015253,-12256103.342930473,12256103.342930473,0.18523185920352303
Rail,101004,scenario_54,2600031.237757365,-12256103.342930473,12256103.342930473,0.21214175215461992
Rail,101004,scenario_55,1772404.7427691189,-12256103.342930473,12256103.342930473,0.14461405009215036
Rail,101004,scenario_56,2067535.1551136773,-12256103.342930473,12256103.342930473,0.16869433108250237
Rail,101004,scenario_57,1574685.320054029,-12256103.342930473,12256103.342930473,0.12848172669515995
Rail,101004,scenario_58,1559533.3898155324,-12256103.342930473,12256103.342930473,0.12724545038330617
Rail,101004,scenario_59,1403760.788523253,-12256103.342930473,12256103.342930473,0.11453565209475537
Rail,101004,scenario_6,1666452.985737176,-12256103.342930473,12256103.342930473,0.13596923419370596
Rail,101004,scenario_60,1707651.4280873912,-12256103.342930473,12256103.342930473,0.13933069755587474
Rail,101004,scenario_61,1536488.2991556465,-12256103.342930473,12256103.342930473,0.12536515531601802
Rail,101004,scenario_62,1675505.8501851875,-12256103.342930473,12256103.342930473,0.1367078755215986
Rail,101004,scenario_63,2316793.3630440272,-12256103.342930473,12256103.342930473,0.18903180711024214
Rail,101004,scenario_64,2088476.8939534456,-12256103.342930473,12256103.342930473,0.17040300946533013
Rail,101004,scenario_65,1493247.414614402,-12256103.342930473,12256103.342930473,0.12183704500792515
Rail,101004,scenario_66,1443736.294665211,-12256103.342930473,12256103.342930473,0.11779733364421918
Rail,101004,scenario_67,2031760.9657258275,-12256103.342930473,12256103.342930473,0.16577544337513941
Rail,101004,scenario_68,1217479.103995861,-12256103.342930473,12256103.342930473,0.09933655664694795
Rail,101004,scenario_69,1189595.8229360273,-12256103.342930473,12256103.342930473,0.09706150394221391
Rail,101004,scenario_7,2230954.157866999,-12256103.342930473,12256103.342930473,0.1820280145690719
Rail,101004,scenario_70,1320436.20597169,-12256103.342930473,12256103.342930473,0.1077370326461338
Rail,101004,scenario_71,1830296.799263304,-12256103.342930473,12256103.342930473,0.1493375788414064
Rail,101004,scenario_72,1084894.3661704622,-12256103.342930473,12256103.342930473,0.0885187025447405
Rail,101004,scenario_73,1032314.5930313596,-12256103.342930473,12256103.342930473,0.08422861362594629
Rail,101004,scenario_74,1920394.3496801544,-12256103.342930473,12256103.342930473,0.15668881829295853
Rail,101004,scenario_75,1740167.3274305244,-12256103.342930473,12256103.342930473,0.14198373485764398
Rail,101004,scenario_76,1607224.5584547336,-12256103.342930473,12256103.342930473,0.13113666827734508
Rail,101004,scenario_77,1940753.241648762,-12256103.342930473,12256103.342930473,0.15834994103311156
Rail,101004,scenario_78,2531473.158923693,-12256103.342930473,12256103.342930473,0.2065479612966783
Rail,101004,scenario_79,1941673.4427402408,-12256103.342930473,12256103.342930473,0.1584250220817721
Rail,101004,scenario_8,1531663.9083782693,-12256103.342930473,12256103.342930473,0.12497152361739498
Rail,101004,scenario_80,3094063.226025805,-12256103.342930473,12256103.342930473,0.25245081078812154
Rail,101004,scenario_81,1843264.590642561,-12256103.342930473,12256103.342930473,0.15039564689259796
Rail,101004,scenario_82,2140039.9596447456,-12256103.342930473,12256103.342930473,0.17461014318871232
Rail,101004,scenario_83,1608578.773111849,-12256103.342930473,12256103.342930473,0.13124716136142114
Rail,101004,scenario_84,1546526.9487891614,-12256103.342930473,12256103.342930473,0.12618422883005667
Rail,101004,scenario_85,1607661.1940283964,-12256103.342930473,12256103.342930473,0.13117229424764296
Rail,101004,scenario_86,2161144.1056784154,-12256103.342930473,12256103.342930473,0.17633207269951748
Rail,101004,scenario_87,1974728.229398945,-12256103.342930473,12256103.342930473,0.16112202827809882
Rail,101004,scenario_88,1600651.5781424,-12256103.342930473,12256103.342930473,0.1306003656590969
Rail,101004,scenario_89,1713519.5380706082,-12256103.342930473,12256103.342930473,0.13980948839330692
Rail,101004,scenario_9,2357439.1908734976,-12256103.342930473,12256103.342930473,0.19234818154771094
Rail,101004,scenario_90,1629321.568243853,-12256103.342930473,12256103.342930473,0.1329396075289846
Rail,101004,scenario_91,2092459.2297511215,-12256103.342930473,12256103.342930473,0.1707279362129471
Rail,101004,scenario_92,1682817.7477718042,-12256103.342930473,12256103.342930473,0.1373044678790573
Rail,101004,scenario_93,1796820.932270332,-12256103.342930473,12256103.342930473,0.14660621585789488
Rail,101004,scenario_94,2921103.9689226523,-12256103.342930473,12256103.342930473,0.23833871885615213
Rail,101004,scenario_95,2390514.8981309254,-12256103.342930473,12256103.342930473,0.1950468946975561
Rail,101004,scenario_96,2463776.37834003,-12256103.342930473,12256103.342930473,0.20102444548667892
Rail,101004,scenario_97,2629609.6980949803,-12256103.342930473,12256103.342930473,0.21455511792920573
Rail,101004,scenario_98,2277825.638505304,-12256103.342930473,12256103.342930473,0.18585235247866871
Rail,101004,scenario_99,2666384.0137864407,-12256103.342930473,12256103.342930473,0.21755560794324208
Rail,101005,scenario_1,218354.78928746167,-7858592.172197513,7858592.172197513,0.027785484283045916
Rail,101005,scenario_10,217406.7716993976,-7858592.172197513,7858592.172197513,0.02766484975114871
Rail,101005,scenario_100,131616.7544288934,-7858592.172197513,7858592.172197513,0.016748133958972088
Rail,101005,scenario_11,165225.69528074877,-7858592.172197513,7858592.172197513,0.021024846646870387
Rail,101005,scenario_12,268909.91028052766,-7858592.172197513,7858592.172197513,0.03421858577060271
Rail,101005,scenario_13,169670.71970582195,-7858592.172197513,7858592.172197513,0.02159047269383577
Rail,101005,scenario_14,187093.91719655064,-7858592.172197513,7858592.172197513,0.023807561595887372
Rail,101005,scenario_15,129228.59160203874,-7858592.172197513,7858592.172197513,0.01644424201821155
Rail,101005,scenario_16,202289.37314021692,-7858592.172197513,7858592.172197513,0.025741172045533233
Rail,101005,scenario_17,204757.43899896657,-7858592.172197513,7858592.172197513,0.02605523158758216
Rail,101005,scenario_18,106549.17009726296,-7858592.172197513,7858592.172197513,0.013558302525765046
Rail,101005,scenario_19,162489.4253293071,-7858592.172197513,7858592.172197513,0.020676658333813224
Rail,101005,scenario_2,107065.28366269036,-7858592.172197513,7858592.172197513,0.013623977592509611
Rail,101005,scenario_20,229901.53517308203,-7858592.172197513,7858592.172197513,0.029254799095751297
Rail,101005,scenario_21,206935.61815847573,-7858592.172197513,7858592.172197513,0.026332403263091067
Rail,101005,scenario_22,168729.78460243475,-7858592.172197513,7858592.172197513,0.021470739402837915
Rail,101005,scenario_23,114938.84590415336,-7858592.172197513,7858592.172197513,0.014625882522672351
Rail,101005,scenario_24,219693.19883476832,-7858592.172197513,7858592.172197513,0.02795579590095144
Rail,101005,scenario_25,171363.73365713275,-7858592.172197513,7858592.172197513,0.02180590745800389
Rail,101005,scenario_26,105159.25498047251,-7858592.172197513,7858592.172197513,0.013381436862509513
Rail,101005,scenario_27,151815.22055290008,-7858592.172197513,7858592.172197513,0.019318373727294173
Rail,101005,scenario_28,75889.95658309064,-7858592.172197513,7858592.172197513,0.009656940444317443
Rail,101005,scenario_29,192006.13052312777,-7858592.172197513,7858592.172197513,0.024432637082557336
Rail,101005,scenario_3,183533.8882498936,-7858592.172197513,7858592.172197513,0.023354550564312036
Rail,101005,scenario_30,175741.11435121822,-7858592.172197513,7858592.172197513,0.022362925890589306
Rail,101005,scenario_31,200557.28548077363,-7858592.172197513,7858592.172197513,0.02552076518111149
Rail,101005,scenario_32,212915.7411342568,-7858592.172197513,7858592.172197513,0.027093369457129972
Rail,101005,scenario_33,151861.7068614127,-7858592.172197513,7858592.172197513,0.019324289075424477
Rail,101005,scenario_34,247470.64385306276,-7858592.172197513,7858592.172197513,0.0314904550879451
Rail,101005,scenario_35,202385.64691547016,-7858592.172197513,7858592.172197513,0.0257534228117193
Rail,101005,scenario_36,170430.8113648687,-7858592.172197513,7858592.172197513,0.021687193791252668
Rail,101005,scenario_37,246362.35503779887,-7858592.172197513,7858592.172197513,0.03134942616177372
Rail,101005,scenario_38,193774.6059481793,-7858592.172197513,7858592.172197513,0.024657674263047262
Rail,101005,scenario_39,172121.72457928827,-7858592.172197513,7858592.172197513,0.021902361238216227
Rail,101005,scenario_4,132071.93911897182,-7858592.172197513,7858592.172197513,0.016806055871714777
Rail,101005,scenario_40,198661.25030464557,-7858592.172197513,7858592.172197513,0.025279496117317096
Rail,101005,scenario_41,217182.4580046974,-7858592.172197513,7858592.172197513,0.02763630600059072
Rail,101005,scenario_42,251440.13644958157,-7858592.172197513,7858592.172197513,0.031995570063953434
Rail,101005,scenario_43,177577.06844948046,-7858592.172197513,7858592.172197513,0.02259654968198003
Rail,101005,scenario_44,208286.49708031907,-7858592.172197513,7858592.172197513,0.026504301599617877
Rail,101005,scenario_45,174728.00392676023,-7858592.172197513,7858592.172197513,0.02223400834374902
Rail,101005,scenario_46,195178.46845810168,-7858592.172197513,7858592.172197513,0.024836314721689335
Rail,101005,scenario_47,126035.39634977456,-7858592.172197513,7858592.172197513,0.016037910300991106
Rail,101005,scenario_48,143934.65085305646,-7858592.172197513,7858592.172197513,0.018315577103272397
Rail,101005,scenario_49,180821.38663693104,-7858592.172197513,7858592.172197513,0.023009386754621167
Rail,101005,scenario_5,193380.49268344996,-7858592.172197513,7858592.172197513,0.024607523643687772
Rail,101005,scenario_50,182442.720441174,-7858592.172197513,7858592.172197513,0.02321570027346987
Rail,101005,scenario_51,188190.2768267599,-7858592.172197513,7858592.172197513,0.023947072542146678
Rail,101005,scenario_52,265496.722849569,-7858592.172197513,7858592.172197513,0.033784260212516876
Rail,101005,scenario_53,235277.45617982428,-7858592.172197513,7858592.172197513,0.029938881039303658
Rail,101005,scenario_54,279482.25932322745,-7858592.172197513,7858592.172197513,0.03556390931088046
Rail,101005,scenario_55,179372.02816590457,-7858592.172197513,7858592.172197513,0.02282495696881881
Rail,101005,scenario_56,209767.63670087315,-7858592.172197513,7858592.172197513,0.026692775513023653
Rail,101005,scenario_57,155465.731242727,-7858592.172197513,7858592.172197513,0.019782898493287484
Rail,101005,scenario_58,160416.52310365762,-7858592.172197513,7858592.172197513,0.020412883069716548
Rail,101005,scenario_59,140526.31012247555,-7858592.172197513,7858592.172197513,0.017881868284199295
Rail,101005,scenario_6,166895.09094624748,-7858592.172197513,7858592.172197513,0.021237276001762322
Rail,101005,scenario_60,162109.47703385676,-7858592.172197513,7858592.172197513,0.02062831019624292
Rail,101005,scenario_61,155039.3116441726,-7858592.172197513,7858592.172197513,0.019728636917013934
Rail,101005,scenario_62,175996.0387849265,-7858592.172197513,7858592.172197513,0.022395364834883955
Rail,101005,scenario_63,241667.85308969015,-7858592.172197513,7858592.172197513,0.030752054285839357
Rail,101005,scenario_64,220019.9084530311,-7858592.172197513,7858592.172197513,0.027997369456507437
Rail,101005,scenario_65,150731.70542885788,-7858592.172197513,7858592.172197513,0.019180497234876675
Rail,101005,scenario_66,147184.47597259012,-7858592.172197513,7858592.172197513,0.01872911492891896
Rail,101005,scenario_67,213278.37335464335,-7858592.172197513,7858592.172197513,0.02713951413704726
Rail,101005,scenario_68,117275.81076937604,-7858592.172197513,7858592.172197513,0.014923259560952884
Rail,101005,scenario_69,109927.56782313334,-7858592.172197513,7858592.172197513,0.013988201119793457
Rail,101005,scenario_7,228892.5662015188,-7858592.172197513,7858592.172197513,0.029126408545706875
Rail,101005,scenario_70,129050.02895777504,-7858592.172197513,7858592.172197513,0.016421520054741373
Rail,101005,scenario_71,182272.15560269955,-7858592.172197513,7858592.172197513,0.023193996024828762
Rail,101005,scenario_72,98628.43130513816,-7858592.172197513,7858592.172197513,0.012550394414672686
Rail,101005,scenario_73,98551.35676558092,-7858592.172197513,7858592.172197513,0.01254058673692731
Rail,101005,scenario_74,197214.32268636292,-7858592.172197513,7858592.172197513,0.025095375655715634
Rail,101005,scenario_75,177112.47545857207,-7858592.172197513,7858592.172197513,0.022537430569965024
Rail,101005,scenario_76,159678.834304051,-7858592.172197513,7858592.172197513,0.02031901271947539
Rail,101005,scenario_77,201837.14448695583,-7858592.172197513,7858592.172197513,0.02568362628627358
Rail,101005,scenario_78,276361.6445341829,-7858592.172197513,7858592.172197513,0.035166813403539096
Rail,101005,scenario_79,206666.978913191,-7858592.172197513,7858592.172197513,0.026298219119239564
Rail,101005,scenario_8,149819.3403484752,-7858592.172197513,7858592.172197513,0.019064399458024163
Rail,101005,scenario_80,344316.9449426846,-7858592.172197513,7858592.172197513,0.043814074760212755
Rail,101005,scenario_81,184067.79055608824,-7858592.172197513,7858592.172197513,0.023422489235068296
Rail,101005,scenario_82,224406.3373208288,-7858592.172197513,7858592.172197513,0.028555539262457696
Rail,101005,scenario_83,162270.0033505384,-7858592.172197513,7858592.172197513,0.02064873705046365
Rail,101005,scenario_84,165298.92097004113,-7858592.172197513,7858592.172197513,0.021034164561286588
Rail,101005,scenario_85,156216.17451694518,-7858592.172197513,7858592.172197513,0.01987839184092208
Rail,101005,scenario_86,225628.2159861856,-7858592.172197513,7858592.172197513,0.028711022412439648
Rail,101005,scenario_87,206293.2427973815,-7858592.172197513,7858592.172197513,0.026250661476901062
Rail,101005,scenario_88,157105.61155359028,-7858592.172197513,7858592.172197513,0.019991572041288222
Rail,101005,scenario_89,168669.44843493783,-7858592.172197513,7858592.172197513,0.021463061670468703
Rail,101005,scenario_9,246362.0099166123,-7858592.172197513,7858592.172197513,0.03134938224535981
Rail,101005,scenario_90,171535.85904294168,-7858592.172197513,7858592.172197513,0.021827810285130853
Rail,101005,scenario_91,232037.7746190474,-7858592.172197513,7858592.172197513,0.0295266339739529
Rail,101005,scenario_92,166286.08729260857,-7858592.172197513,7858592.172197513,0.02115978074048722
Rail,101005,scenario_93,179370.39259212452,-7858592.172197513,7858592.172197513,0.022824748843273648
Rail,101005,scenario_94,327661.43177471776,-7858592.172197513,7858592.172197513,0.04169467311637998
Rail,101005,scenario_95,257899.85768044097,-7858592.172197513,7858592.172197513,0.03281756477869546
Rail,101005,scenario_96,250952.30030441677,-7858592.172197513,7858592.172197513,0.031933493277873266
Rail,101005,scenario_97,287188.2427738505,-7858592.172197513,7858592.172197513,0.03654448996473926
Rail,101005,scenario_98,245651.67571393697,-7858592.172197513,7858592.172197513,0.03125899274720156
Rail,101005,scenario_99,294091.29453588056,-7858592.172197513,7858592.172197513,0.037422898159333196
Rail,101006,scenario_1,5947884.257941024,-6674488.428017348,6674488.428017348,0.8911370994327784
Rail,101006,scenario_10,5744270.4638484735,-6674488.428017348,6674488.428017348,0.8606308222418785
Rail,101006,scenario_100,3733242.438915121,-6674488.428017348,6674488.428017348,0.5593301238255466
Rail,101006,scenario_11,4560751.109715334,-6674488.428017348,6674488.428017348,0.683310962166145
Rail,101006,scenario_12,7057663.000384213,-6674488.428017348,6674488.428017348,1.0574088301297253
Rail,101006,scenario_13,4842816.02167959,-6674488.428017348,6674488.428017348,0.7255711166343494
Rail,101006,scenario_14,5178625.212699155,-6674488.428017348,6674488.428017348,0.775883465609283
Rail,101006,scenario_15,3763902.0588138113,-6674488.428017348,6674488.428017348,0.5639236773584273
Rail,101006,scenario_16,5609715.4092647,-6674488.428017348,6674488.428017348,0.840471216597953
Rail,101006,scenario_17,5470088.001870857,-6674488.428017348,6674488.428017348,0.8195516496678896
Rail,101006,scenario_18,3229419.4810652197,-6674488.428017348,6674488.428017348,0.4838452438555679
Rail,101006,scenario_19,4337180.98137405,-6674488.428017348,6674488.428017348,0.6498147428300218
Rail,101006,scenario_2,3101497.897080685,-6674488.428017348,6674488.428017348,0.4646794927475787
Rail,101006,scenario_20,6261443.319909829,-6674488.428017348,6674488.428017348,0.9381158402532112
Rail,101006,scenario_21,5582783.339140218,-6674488.428017348,6674488.428017348,0.8364361402898678
Rail,101006,scenario_22,4773006.619590017,-6674488.428017348,6674488.428017348,0.7151119776542687
Rail,101006,scenario_23,3300391.591619391,-6674488.428017348,6674488.428017348,0.49447858472050266
Rail,101006,scenario_24,5926969.216463397,-6674488.428017348,6674488.428017348,0.8880035197280279
Rail,101006,scenario_25,4769241.512515462,-6674488.428017348,6674488.428017348,0.7145478734363708
Rail,101006,scenario_26,3173961.237612196,-6674488.428017348,6674488.428017348,0.47553625597565363
Rail,101006,scenario_27,4387908.725822527,-6674488.428017348,6674488.428017348,0.6574149874024057
Rail,101006,scenario_28,2350691.845414282,-6674488.428017348,6674488.428017348,0.3521905642306362
Rail,101006,scenario_29,5397135.0335633755,-6674488.428017348,6674488.428017348,0.8086215283418493
Rail,101006,scenario_3,5085973.745822569,-6674488.428017348,6674488.428017348,0.762002032166734
Rail,101006,scenario_30,4855385.071344828,-6674488.428017348,6674488.428017348,0.7274542646539754
Rail,101006,scenario_31,5587799.604269846,-6674488.428017348,6674488.428017348,0.8371876982832223
Rail,101006,scenario_32,5762032.679739733,-6674488.428017348,6674488.428017348,0.8632920323230436
Rail,101006,scenario_33,4213656.357516677,-6674488.428017348,6674488.428017348,0.63130776282855
Rail,101006,scenario_34,6657120.5303203175,-6674488.428017348,6674488.428017348,0.9973978683333803
Rail,101006,scenario_35,5549826.2715135645,-6674488.428017348,6674488.428017348,0.8314983734509427
Rail,101006,scenario_36,4666878.602875308,-6674488.428017348,6674488.428017348,0.6992114306896178
Rail,101006,scenario_37,6532205.969370192,-6674488.428017348,6674488.428017348,0.9786826420958495
Rail,101006,scenario_38,5294826.752239486,-6674488.428017348,6674488.428017348,0.7932932702397854
