mode,development,scenario,score_id,value_mode,annual_value
Rail,100000,scenario_4,rail_accident_cost,standalone_annual_proxy,19947.815413067572
Rail,100000,scenario_4,rail_airpollution_cost,standalone_annual_proxy,90694.75013109244
Rail,100000,scenario_4,rail_co2_cost,standalone_annual_proxy,2667.492650914484
Rail,100000,scenario_4,rail_construction_cost,standalone_annual_proxy,0.0
Rail,100000,scenario_4,rail_land_consumption_cost,standalone_annual_proxy,0.0
Rail,100000,scenario_4,rail_maint_cost,standalone_annual_proxy,0.0
Rail,100000,scenario_4,rail_noise_cost,standalone_annual_proxy,20984.134265546712
Rail,100000,scenario_4,rail_operation_cost,standalone_annual_proxy,1132535.0372548352
Rail,100000,scenario_4,rail_tts_cost,standalone_annual_proxy,3969922.304990268
Rail,100000,scenario_40,rail_accident_cost,standalone_annual_proxy,19947.815413067572
Rail,100000,scenario_40,rail_airpollution_cost,standalone_annual_proxy,90694.75013109244
Rail,100000,scenario_40,rail_co2_cost,standalone_annual_proxy,2667.492650914484
Rail,100000,scenario_40,rail_construction_cost,standalone_annual_proxy,0.0
Rail,100000,scenario_40,rail_land_consumption_cost,standalone_annual_proxy,0.0
Rail,100000,scenario_40,rail_maint_cost,standalone_annual_proxy,0.0
Rail,100000,scenario_40,rail_noise_cost,standalone_annual_proxy,20984.134265546712
Rail,100000,scenario_40,rail_operation_cost,standalone_annual_proxy,1132535.0372548352
Rail,100000,scenario_40,rail_tts_cost,standalone_annual_proxy,3968325.138555774
Rail,100000,scenario_41,rail_accident_cost,standalone_annual_proxy,19947.815413067572
Rail,100000,scenario_41,rail_airpollution_cost,standalone_annual_proxy,90694.75013109244
Rail,100000,scenario_41,rail_co2_cost,standalone_annual_proxy,2667.492650914484
Rail,100000,scenario_41,rail_construction_cost,standalone_annual_proxy,0.0
Rail,100000,scenario_41,rail_land_consumption_cost,standalone_annual_proxy,0.0
Rail,100000,scenario_41,rail_maint_cost,standalone_annual_proxy,0.0
Rail,100000,scenario_41,rail_noise_cost,standalone_annual_proxy,20984.134265546712
Rail,100000,scenario_41,rail_operation_cost,standalone_annual_proxy,1132535.0372548352
Rail,100000,scenario_41,rail_tts_cost,standalone_annual_proxy,4824528.7059515035
Rail,100000,scenario_42,rail_accident_cost,standalone_annual_proxy,19947.815413067572
Rail,100000,scenario_42,rail_airpollution_cost,standalone_annual_proxy,90694.75013109244
Rail,100000,scenario_42,rail_co2_cost,standalone_annual_proxy,2667.492650914484
Rail,100000,scenario_42,rail_construction_cost,standalone_annual_proxy,0.0
Rail,100000,scenario_42,rail_land_consumption_cost,standalone_annual_proxy,0.0
Rail,100000,scenario_42,rail_maint_cost,standalone_annual_proxy,0.0
Rail,100000,scenario_42,rail_noise_cost,standalone_annual_proxy,20984.134265546712
