development,scenario,status_quo_origin_access_tt,status_quo_network_tt,status_quo_destination_access_tt,status_quo_total_tt,development_origin_access_tt,development_network_tt,development_destination_access_tt,development_total_tt,origin_access_savings,network_savings,destination_access_savings,tt_savings_peak,monetized_savings_yearly,monetized_savings,access_savings,total_tts,network_share,total_tts_mmin,network_savings_mmin,access_savings_mmin
662,scenario_100,28665.43507225525,599850.0239542477,28665.43507225525,657180.8940987581,28002.001988607983,631190.4791344593,28002.001988607983,687194.4831116752,663.4330836472727,-31340.45518021157,663.4330836472691,-30013.58901291713,-9816944.739641644,-392677789.58566576,1326.8661672945418,-30013.58901291713,1.0442088470900095,-0.030013589012917133,-0.03134045518021157,0.0013268661672945418
689,scenario_100,28665.43507225525,599850.0239542477,28665.43507225525,657180.8940987581,27380.0469644541,616335.4487353533,27380.0469644541,671095.5426642615,1285.3881078011543,-16485.424781105598,1285.3881078011543,-13914.64856550342,-4551249.634966743,-182049985.3986697,2570.7762156023086,-13914.64856550342,1.184753226321183,-0.01391464856550342,-0.0164854247811056,0.0025707762156023085
750,scenario_100,28665.43507225525,599850.0239542477,28665.43507225525,657180.8940987581,27765.89997888137,622026.7793940017,27765.89997888137,677558.5793517644,899.535093373881,-22176.755439753997,899.535093373881,-20377.68525300629,-6665201.218170807,-266608048.72683227,1799.070186747762,-20377.68525300629,1.088286287888478,-0.02037768525300629,-0.022176755439753996,0.0017990701867477618
775,scenario_100,28665.43507225525,599850.0239542477,28665.43507225525,657180.8940987581,27964.501106177137,623404.5752805553,27964.50110617714,679333.5774929095,700.9339660781188,-23554.551326307585,700.9339660781152,-22152.68339415139,-7245773.526837016,-289830941.07348067,1401.867932156234,-22152.68339415139,1.0632820822296547,-0.02215268339415139,-0.023554551326307585,0.001401867932156234
789,scenario_100,28665.43507225525,599850.0239542477,28665.43507225525,657180.8940987581,27095.017100378456,612743.935414089,27095.017100378453,666933.9696148458,1570.4179718767991,-12893.9114598413,1570.4179718768028,-9753.075516087702,-3190068.4500536853,-127602738.0021474,3140.835943753602,-9753.075516087702,1.322035437803469,-0.009753075516087702,-0.0128939114598413,0.003140835943753602
895,scenario_100,28665.43507225525,599850.0239542477,28665.43507225525,657180.8940987581,27069.665747891915,615706.0671765727,27069.66574789191,669845.3986723565,1595.7693243633405,-15856.04322232504,1595.769324363344,-12664.504573598388,-4142348.3709478057,-165693934.83791223,3191.538648726684,-12664.504573598388,1.2520065929290303,-0.012664504573598388,-0.01585604322232504,0.003191538648726684
2,scenario_11,28665.43506579753,853876.4576194964,28665.435065797526,911207.3277510914,26722.97547408869,875968.8459477645,26722.97547408869,929414.7968959418,1942.459591708841,-22092.38832826808,1942.4595917088373,-18207.469144850387,-5955359.699461481,-238214387.97845924,3884.919183417678,-18207.469144850387,1.2133695327181957,-0.018207469144850386,-0.02209238832826808,0.0038849191834176783
103,scenario_11,28665.43506579753,853876.4576194964,28665.435065797526,911207.3277510914,26826.881663898035,876655.1189124249,26826.881663898035,930308.8822402208,1838.553401899495,-22778.661292928504,1838.5534018994915,-19101.554489129456,-6247800.114152759,-249912004.5661104,3677.106803798986,-19101.554489129456,1.1925030136103143,-0.019101554489129455,-0.022778661292928503,0.0036771068037989864
201,scenario_11,28665.43506579753,853876.4576194964,28665.435065797526,911207.3277510914,27762.275126141125,888086.9939739004,27762.275126141125,943611.5442261829,903.1599396564052,-34210.53635440406,903.1599396564015,-32404.216475091293,-10598879.138727777,-423955165.5491111,1806.3198793128067,-32404.216475091293,1.0557433592230585,-0.03240421647509129,-0.03421053635440406,0.0018063198793128068
249,scenario_11,28665.43506579753,853876.4576194964,28665.435065797526,911207.3277510914,27780.5527264008,887282.0330854165,27780.552726400805,942843.138538218,884.8823393967286,-33405.57546592015,884.8823393967214,-31635.81078712665,-10347546.44495601,-413901857.7982404,1769.76467879345,-31635.81078712665,1.0559418151379782,-0.03163581078712665,-0.03340557546592015,0.0017697646787934501
334,scenario_11,28665.43506579753,853876.4576194964,28665.435065797526,911207.3277510914,28288.595190628526,833698.7911078129,28288.595190628526,890275.98148907,376.8398751690038,20177.66651168349,376.83987516900015,20931.346262021456,6846294.506536184,273851780.26144737,753.6797503380039,20931.346262021456,0.9639927723280051,0.020931346262021457,0.020177666511683488,0.0007536797503380039
469,scenario_11,28665.43506579753,853876.4576194964,28665.435065797526,911207.3277510914,27050.160661247894,869623.2755742574,27050.16066124789,923723.5968967532,1615.2744045496363,-15746.817954760976,1615.2744045496363,-12516.269145661732,-4093863.033060191,-163754521.32240766,3230.5488090992726,-12516.269145661732,1.258107969036363,-0.012516269145661733,-0.015746817954760975,0.0032305488090992726
662,scenario_11,28665.43506579753,853876.4576194964,28665.435065797526,911207.3277510914,28002.001981660484,903990.4952812892,28002.001981660484,959994.49924461,663.4330841370465,-50114.03766179271,663.4330841370429,-48787.17149351863,-15957470.676005052,-638298827.0402021,1326.8661682740894,-48787.17149351863,1.0271970300317645,-0.04878717149351863,-0.05011403766179271,0.0013268661682740894
689,scenario_11,28665.43506579753,853876.4576194964,28665.435065797526,911207.3277510914,27380.046956812563,880088.6573996968,27380.046956812563,934848.751313322,1285.3881089849674,-26212.19978020037,1285.3881089849638,-23641.423562230542,-7732715.623479573,-309308624.93918294,2570.776217969931,-23641.423562230542,1.1087403307674286,-0.02364142356223054,-0.02621219978020037,0.002570776217969931
750,scenario_11,28665.43506579753,853876.4576194964,28665.435065797526,911207.3277510914,27765.899971797764,888264.0660818266,27765.899971797768,943795.866025422,899.5350939997661,-34387.60846233019,899.5350939997588,-32588.538274330556,-10659167.72722895,-426366709.08915806,1799.070187999525,-32588.538274330556,1.0552056116434265,-0.03258853827433056,-0.03438760846233019,0.0017990701879995249
775,scenario_11,28665.43506579753,853876.4576194964,28665.435065797526,911207.3277510914,27964.50110015589,891029.7124607128,27964.50110015589,946958.7146610244,700.9339656416414,-37153.25484121637,700.9339656416378,-35751.38690993306,-11693682.801790604,-467747312.07162416,1401.8679312832792,-35751.38690993306,1.039211567786586,-0.03575138690993306,-0.037153254841216364,0.0014018679312832792
789,scenario_11,28665.43506579753,853876.4576194964,28665.435065797526,911207.3277510914,27095.017092861573,873669.334187232,27095.017092861573,927859.3683729552,1570.4179729359566,-19792.87656773557,1570.417972935953,-16652.040621863678,-5446604.953401244,-217864198.13604975,3140.8359458719096,-16652.040621863678,1.1886156788344642,-0.01665204062186368,-0.01979287656773557,0.0031408359458719097
895,scenario_11,28665.43506579753,853876.4576194964,28665.435065797526,911207.3277510914,27069.665741369103,878941.9615458873,27069.665741369103,933081.2930286255,1595.7693244284235,-25065.5039263909,1595.76932442842,-21873.96527753409,-7154609.476193443,-286184379.0477377,3191.538648856844,-21873.96527753409,1.145905811240119,-0.02187396527753409,-0.025065503926390897,0.003191538648856844
2,scenario_23,28665.435065613667,532779.3659189121,28665.435065613678,590110.2360501395,26722.97547761248,544009.1219511802,26722.975477612472,597455.0729064051,1942.4595880011912,-11229.756032268053,1942.459588001202,-7344.836856265552,-2402373.7217368577,-96094948.8694743,3884.919176002393,-7344.836856265552,1.528931990189605,-0.007344836856265552,-0.011229756032268053,0.0038849191760023933
103,scenario_23,28665.435065613667,532779.3659189121,28665.435065613678,590110.2360501395,26826.88166762756,544543.0455951804,26826.88166762756,598196.8089304356,1838.5533979861063,-11763.67967626825,1838.5533979861136,-8086.572880296037,-2644983.212930162,-105799328.51720648,3677.10679597222,-8086.572880296037,1.4547175732419295,-0.008086572880296036,-0.01176367967626825,0.00367710679597222
201,scenario_23,28665.435065613667,532779.3659189121,28665.435065613678,590110.2360501395,27762.27512595999,551322.5780563669,27762.27512595999,606847.1283082869,903.1599396536768,-18543.21213745477,903.159939653684,-16736.89225814736,-5474358.509435698,-218974340.37742797,1806.3198793073607,-16736.89225814736,1.1079244492613682,-0.01673689225814736,-0.018543212137454773,0.0018063198793073607
249,scenario_23,28665.435065613667,532779.3659189121,28665.435065613678,590110.2360501395,27780.552725562586,551128.841822902,27780.552725562586,606689.9472740272,884.882340051081,-18349.475903989864,884.8823400510919,-16579.71122388763,-5422947.212813245,-216917888.5125298,1769.7646801021729,-16579.71122388763,1.1067427928148954,-0.016579711223887628,-0.018349475903989863,0.0017697646801021728
334,scenario_23,28665.435065613667,532779.3659189121,28665.435065613678,590110.2360501395,28288.59519203925,523849.3365048986,28288.595192039254,580426.5268889772,376.8398735744122,8930.029414013494,376.83987357441583,9683.709161162376,3167379.871463527,126695194.85854109,753.679747148828,9683.709161162376,0.9221703445853577,0.009683709161162377,0.008930029414013494,0.000753679747148828
469,scenario_23,28665.435065613667,532779.3659189121,28665.435065613678,590110.2360501395,27050.160664080067,540759.2612804121,27050.160664080067,594859.5826085722,1615.2744015335993,-7979.895361499977,1615.2744015336066,-4749.346558432677,-1553432.1034873547,-62137284.13949419,3230.548803067206,-4749.346558432677,1.680209111573742,-0.004749346558432677,-0.007979895361499977,0.003230548803067206
662,scenario_23,28665.435065613667,532779.3659189121,28665.435065613678,590110.2360501395,28002.00198348138,559134.3409516017,28002.00198348138,615138.3449185644,663.4330821322874,-26354.975032689632,663.4330821322947,-25028.108868424897,-8186277.275713976,-327451091.0285591,1326.866164264582,-25028.108868424897,1.0530150388605146,-0.025028108868424898,-0.02635497503268963,0.001326866164264582
689,scenario_23,28665.435065613667,532779.3659189121,28665.435065613678,590110.2360501395,27380.046959510688,546691.0913744015,27380.046959510684,601451.1852934228,1285.3881061029788,-13911.72545548936,1285.3881061029897,-11340.949243283249,-3709435.481657229,-148377419.26628914,2570.7762122059685,-11340.949243283249,1.226680867452843,-0.011340949243283249,-0.013911725455489361,0.0025707762122059684
750,scenario_23,28665.435065613667,532779.3659189121,28665.435065613678,590110.2360501395,27765.89997391049,551726.7529817827,27765.89997391049,607258.5529296037,899.5350917031756,-18947.387062870548,899.5350917031828,-17148.316879464197,-5608928.645991414,-224357145.83965656,1799.0701834063584,-17148.316879464197,1.1049123477278875,-0.017148316879464196,-0.01894738706287055,0.0017990701834063585
775,scenario_23,28665.435065613667,532779.3659189121,28665.435065613678,590110.2360501395,27964.50110029839,552736.5876947572,27964.501100298392,608665.5898953539,700.9339653152783,-19957.22177584504,700.933965315282,-18555.353845214355,-6069146.986872195,-242765879.47488785,1401.8679306305603,-18555.353845214355,1.075550589998166,-0.018555353845214353,-0.019957221775845038,0.0014018679306305602
789,scenario_23,28665.435065613667,532779.3659189121,28665.435065613678,590110.2360501395,27095.01709585783,543850.0045778399,27095.017095857827,598040.0387695556,1570.4179697558357,-11070.638658927754,1570.4179697558466,-7929.802719416097,-2593706.3061423483,-103748252.24569394,3140.835939511682,-7929.802719416097,1.3960799594448081,-0.007929802719416098,-0.011070638658927753,0.0031408359395116822
895,scenario_23,28665.435065613667,532779.3659189121,28665.435065613678,590110.2360501395,27069.66574190389,546202.6924401273,27069.66574190389,600342.0239239351,1595.769323709781,-13423.326521215144,1595.7693237097849,-10231.787873795603,-3346647.2837206456,-133865891.34882584,3191.5386474195657,-10231.787873795603,1.3119238481862312,-0.010231787873795603,-0.013423326521215143,0.0031915386474195657
2,scenario_26,28665.435067869967,375340.7317023713,28665.435067869963,432671.6018381112,26722.97547676028,381248.53527367406,26722.975476760275,434694.48622719466,1942.459591109688,-5907.803571302735,1942.459591109688,-2022.884389083425,-661651.7689293702,-26466070.75717481,3884.919182219376,-2022.884389083425,2.9204850278070404,-0.002022884389083425,-0.005907803571302735,0.003884919182219376
103,scenario_26,28665.435067869967,375340.7317023713,28665.435067869963,432671.6018381112,26826.881666527457,381710.97285722464,26826.88166652746,435364.7361902796,1838.5534013425092,-6370.241154853313,1838.5534013425024,-2693.13435216836,-880879.3610217342,-35235174.44086937,3677.1068026850116,-2693.13435216836,2.36536329861314,-0.00269313435216836,-0.006370241154853313,0.0036771068026850116
201,scenario_26,28665.435067869967,375340.7317023713,28665.435067869963,432671.6018381112,27762.275128085326,386208.8620955965,27762.275128085326,441733.4123517671,903.1599397846404,-10868.130393225118,903.1599397846368,-9061.810513655888,-2963967.188841613,-118558687.55366452,1806.3198795692772,-9061.810513655888,1.1993332211975916,-0.009061810513655889,-0.010868130393225118,0.0018063198795692772
249,scenario_26,28665.435067869967,375340.7317023713,28665.435067869963,432671.6018381112,27780.552728320887,386313.6671623462,27780.552728320887,441874.772618988,884.8823395490799,-10972.935459974862,884.8823395490763,-9203.17078087671,-3010203.77624509,-120408151.0498036,1769.7646790981562,-9203.17078087671,1.192299449965174,-0.009203170780876709,-0.010972935459974862,0.0017697646790981562
