mode_rail,vtt_chf_per_hour_rail,base_vtt_chf_per_hour_rail,mean_net_benefit_rows_rail,median_net_benefit_rows_rail,share_positive_rows_rail,mean_net_benefit_developments_rail,median_net_benefit_developments_rail,share_positive_developments_rail,positive_developments_rail,total_developments_rail,total_rows_rail,mode_road,vtt_chf_per_hour_road,base_vtt_chf_per_hour_road,mean_net_benefit_rows_road,median_net_benefit_rows_road,share_positive_rows_road,mean_net_benefit_developments_road,median_net_benefit_developments_road,share_positive_developments_road,positive_developments_road,total_developments_road,total_rows_road,combined_mean_net_benefit_developments,delta_mean_net_benefit_developments,delta_share_positive_developments
Rail,17.451249999999998,15.2,-5178486.344463028,-5173650.424690511,0.23717948717948717,-5178486.344463028,-5128616.0388414115,0.23076923076923078,9,39,780,Road,29.58,31.4,-1150922015.8441114,-1059158151.5717514,0.024154589371980676,-1150922015.8441114,-1058386313.7649128,0.021739130434782608,3,138,414,-1156100502.1885746,1145743529.4996483,0.2090301003344482
Rail,17.451249999999998,15.2,-5178486.344463028,-5173650.424690511,0.23717948717948717,-5178486.344463028,-5128616.0388414115,0.23076923076923078,9,39,780,Road,29.69375,31.4,-1151299985.5532653,-1059571059.1433018,0.024154589371980676,-1151299985.5532656,-1060085284.2160287,0.021739130434782608,3,138,414,-1156478471.8977287,1146121499.2088025,0.2090301003344482
Rail,17.451249999999998,15.2,-5178486.344463028,-5173650.424690511,0.23717948717948717,-5178486.344463028,-5128616.0388414115,0.23076923076923078,9,39,780,Road,29.8075,31.4,-1151677955.2624192,-1059983966.7148521,0.024154589371980676,-1151677955.2624192,-1061784254.6671443,0.021739130434782608,3,138,414,-1156856441.6068823,1146499468.917956,0.2090301003344482
Rail,17.451249999999998,15.2,-5178486.344463028,-5173650.424690511,0.23717948717948717,-5178486.344463028,-5128616.0388414115,0.23076923076923078,9,39,780,Road,29.92125,31.4,-1152055924.9715729,-1060396874.2864025,0.024154589371980676,-1152055924.9715729,-1063483225.1182601,0.021739130434782608,3,138,414,-1157234411.316036,1146877438.6271098,0.2090301003344482
Rail,17.451249999999998,15.2,-5178486.344463028,-5173650.424690511,0.23717948717948717,-5178486.344463028,-5128616.0388414115,0.23076923076923078,9,39,780,Road,30.035,31.4,-1152433894.6807268,-1060809781.857953,0.024154589371980676,-1152433894.6807268,-1065182195.569376,0.021739130434782608,3,138,414,-1157612381.0251899,1147255408.3362637,0.2090301003344482
Rail,17.451249999999998,15.2,-5178486.344463028,-5173650.424690511,0.23717948717948717,-5178486.344463028,-5128616.0388414115,0.23076923076923078,9,39,780,Road,30.14875,31.4,-1152811864.3898804,-1061222689.4295032,0.024154589371980676,-1152811864.3898807,-1066881166.0204918,0.021739130434782608,3,138,414,-1157990350.7343438,1147633378.0454175,0.2090301003344482
Rail,17.451249999999998,15.2,-5178486.344463028,-5173650.424690511,0.23717948717948717,-5178486.344463028,-5128616.0388414115,0.23076923076923078,9,39,780,Road,30.2625,31.4,-1153189834.0990345,-1061635597.0010536,0.026570048309178744,-1153189834.0990343,-1068580136.4716074,0.021739130434782608,3,138,414,-1158368320.4434974,1148011347.7545712,0.2090301003344482
Rail,17.451249999999998,15.2,-5178486.344463028,-5173650.424690511,0.23717948717948717,-5178486.344463028,-5128616.0388414115,0.23076923076923078,9,39,780,Road,30.37625,31.4,-1153567803.8081884,-1062048504.572604,0.026570048309178744,-1153567803.8081882,-1070279106.9227232,0.021739130434782608,3,138,414,-1158746290.1526513,1148389317.463725,0.2090301003344482
Rail,17.451249999999998,15.2,-5178486.344463028,-5173650.424690511,0.23717948717948717,-5178486.344463028,-5128616.0388414115,0.23076923076923078,9,39,780,Road,30.49,31.4,-1153945773.517342,-1062461412.1441543,0.026570048309178744,-1153945773.5173423,-1071978077.373839,0.021739130434782608,3,138,414,-1159124259.8618054,1148767287.1728792,0.2090301003344482
Rail,17.451249999999998,15.2,-5178486.344463028,-5173650.424690511,0.23717948717948717,-5178486.344463028,-5128616.0388414115,0.23076923076923078,9,39,780,Road,30.603749999999998,31.4,-1154323743.226496,-1062874319.7157047,0.026570048309178744,-1154323743.2264957,-1073677047.8249547,0.021739130434782608,3,138,414,-1159502229.5709589,1149145256.8820326,0.2090301003344482
Rail,17.451249999999998,15.2,-5178486.344463028,-5173650.424690511,0.23717948717948717,-5178486.344463028,-5128616.0388414115,0.23076923076923078,9,39,780,Road,30.7175,31.4,-1154701712.9356499,-1063287227.287255,0.026570048309178744,-1154701712.9356494,-1075376018.2760706,0.021739130434782608,3,138,414,-1159880199.2801125,1149523226.5911863,0.2090301003344482
Rail,17.451249999999998,15.2,-5178486.344463028,-5173650.424690511,0.23717948717948717,-5178486.344463028,-5128616.0388414115,0.23076923076923078,9,39,780,Road,30.831249999999997,31.4,-1155079682.6448035,-1063700134.8588054,0.026570048309178744,-1155079682.6448038,-1077074988.7271862,0.021739130434782608,3,138,414,-1160258168.9892669,1149901196.3003407,0.2090301003344482
Rail,17.451249999999998,15.2,-5178486.344463028,-5173650.424690511,0.23717948717948717,-5178486.344463028,-5128616.0388414115,0.23076923076923078,9,39,780,Road,30.945,31.4,-1155457652.3539574,-1064113042.4303558,0.026570048309178744,-1155457652.3539572,-1078773959.178302,0.021739130434782608,3,138,414,-1160636138.6984203,1150279166.009494,0.2090301003344482
Rail,17.451249999999998,15.2,-5178486.344463028,-5173650.424690511,0.23717948717948717,-5178486.344463028,-5128616.0388414115,0.23076923076923078,9,39,780,Road,31.05875,31.4,-1155835622.0631113,-1064525950.0019062,0.026570048309178744,-1155835622.0631113,-1080472929.629418,0.021739130434782608,3,138,414,-1161014108.4075744,1150657135.7186482,0.2090301003344482
Rail,17.451249999999998,15.2,-5178486.344463028,-5173650.424690511,0.23717948717948717,-5178486.344463028,-5128616.0388414115,0.23076923076923078,9,39,780,Road,31.1725,31.4,-1156213591.772265,-1064938857.5734565,0.026570048309178744,-1156213591.772265,-1082171900.0805335,0.021739130434782608,3,138,414,-1161392078.116728,1151035105.4278018,0.2090301003344482
Rail,17.451249999999998,15.2,-5178486.344463028,-5173650.424690511,0.23717948717948717,-5178486.344463028,-5128616.0388414115,0.23076923076923078,9,39,780,Road,31.28625,31.4,-1156591561.4814188,-1065351765.1450069,0.026570048309178744,-1156591561.4814188,-1083870870.5316494,0.021739130434782608,3,138,414,-1161770047.825882,1151413075.1369557,0.2090301003344482
Rail,17.451249999999998,15.2,-5178486.344463028,-5173650.424690511,0.23717948717948717,-5178486.344463028,-5128616.0388414115,0.23076923076923078,9,39,780,Road,31.4,31.4,-1156969531.1905727,-1065764672.7165573,0.026570048309178744,-1156969531.1905725,-1085569840.9827652,0.021739130434782608,3,138,414,-1162148017.5350356,1151791044.8461094,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,26.85,31.4,-1141850742.8244197,-1055142737.048475,0.021739130434782608,-1141850742.8244197,-1017611022.9381344,0.014492753623188406,2,138,414,-1146960531.4888144,1136740954.1600251,0.21627647714604237
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,26.96375,31.4,-1142228712.5335739,-1056650121.3639016,0.021739130434782608,-1142228712.5335739,-1019309993.3892503,0.014492753623188406,2,138,414,-1147338501.1979685,1137118923.8691792,0.21627647714604237
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,27.0775,31.4,-1142606682.2427273,-1056646178.2519085,0.021739130434782608,-1142606682.2427273,-1021008963.840366,0.014492753623188406,2,138,414,-1147716470.907122,1137496893.5783327,0.21627647714604237
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,27.19125,31.4,-1142984651.9518814,-1058097196.4290655,0.021739130434782608,-1142984651.9518814,-1022707934.2914817,0.014492753623188406,2,138,414,-1148094440.616276,1137874863.2874868,0.21627647714604237
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,27.305,31.4,-1143362621.661035,-1060072789.6978059,0.021739130434782608,-1143362621.661035,-1024406904.7425975,0.014492753623188406,2,138,414,-1148472410.3254297,1138252832.9966404,0.21627647714604237
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,27.418750000000003,31.4,-1143740591.370189,-1061460866.1354997,0.021739130434782608,-1143740591.370189,-1026105875.1937134,0.014492753623188406,2,138,414,-1148850380.0345836,1138630802.7057943,0.21627647714604237
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,27.532500000000002,31.4,-1144118561.0793428,-1062629966.0333118,0.021739130434782608,-1144118561.0793428,-1027804845.644829,0.014492753623188406,2,138,414,-1149228349.7437375,1139008772.4149482,0.21627647714604237
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,27.646250000000002,31.4,-1144496530.7884967,-1063493923.6835575,0.021739130434782608,-1144496530.7884965,-1029503816.0959449,0.014492753623188406,2,138,414,-1149606319.452891,1139386742.1241019,0.21627647714604237
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,27.76,31.4,-1144874500.4976504,-1063915943.2233078,0.021739130434782608,-1144874500.4976506,-1031202786.5470607,0.014492753623188406,2,138,414,-1149984289.1620452,1139764711.833256,0.21627647714604237
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,27.87375,31.4,-1145252470.2068043,-1063568489.858017,0.021739130434782608,-1145252470.206804,-1032901756.9981763,0.014492753623188406,2,138,414,-1150362258.8711987,1140142681.5424094,0.21627647714604237
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,27.9875,31.4,-1145630439.9159582,-1063221036.492726,0.021739130434782608,-1145630439.9159582,-1034600727.4492922,0.014492753623188406,2,138,414,-1150740228.5803528,1140520651.2515635,0.21627647714604237
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,28.10125,31.4,-1146008409.6251118,-1062873583.1274351,0.021739130434782608,-1146008409.6251118,-1036299697.9004079,0.014492753623188406,2,138,414,-1151118198.2895064,1140898620.9607172,0.21627647714604237
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,28.215,31.4,-1146386379.3342657,-1062526129.7621442,0.021739130434782608,-1146386379.3342657,-1037998668.3515236,0.014492753623188406,2,138,414,-1151496167.9986603,1141276590.669871,0.21627647714604237
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,28.32875,31.4,-1146764349.0434196,-1062178676.3968532,0.021739130434782608,-1146764349.0434194,-1039697638.8026395,0.014492753623188406,2,138,414,-1151874137.707814,1141654560.3790247,0.21627647714604237
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,28.4425,31.4,-1147142318.7525733,-1061831223.0315624,0.021739130434782608,-1147142318.7525735,-1041396609.2537553,0.014492753623188406,2,138,414,-1152252107.416968,1142032530.0881789,0.21627647714604237
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,28.55625,31.4,-1147520288.4617271,-1061483769.6662714,0.021739130434782608,-1147520288.4617271,-1043095579.7048708,0.014492753623188406,2,138,414,-1152630077.1261218,1142410499.7973325,0.21627647714604237
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,28.67,31.4,-1147898258.170881,-1061136316.3009806,0.021739130434782608,-1147898258.1708813,-1044794550.1559868,0.014492753623188406,2,138,414,-1153008046.835276,1142788469.5064867,0.21627647714604237
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,28.78375,31.4,-1148276227.880035,-1060788862.9356897,0.021739130434782608,-1148276227.8800347,-1046493520.6071025,0.014492753623188406,2,138,414,-1153386016.5444293,1143166439.21564,0.21627647714604237
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,28.8975,31.4,-1148654197.5891886,-1060441409.5703988,0.024154589371980676,-1148654197.5891886,-1048192491.0582184,0.021739130434782608,3,138,414,-1153763986.2535832,1143544408.924794,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,29.01125,31.4,-1149032167.2983425,-1060093956.2051079,0.024154589371980676,-1149032167.2983425,-1049891461.5093341,0.021739130434782608,3,138,414,-1154141955.962737,1143922378.6339478,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,29.125,31.4,-1149410137.0074964,-1059746502.839817,0.024154589371980676,-1149410137.0074964,-1051590431.9604497,0.021739130434782608,3,138,414,-1154519925.671891,1144300348.3431017,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,29.23875,31.4,-1149788106.71665,-1059030890.2203157,0.024154589371980676,-1149788106.71665,-1053289402.4115655,0.021739130434782608,3,138,414,-1154897895.3810446,1144678318.0522554,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,29.3525,31.4,-1150166076.425804,-1058332336.4286506,0.024154589371980676,-1150166076.425804,-1054988372.8626813,0.021739130434782608,3,138,414,-1155275865.0901985,1145056287.7614093,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,29.46625,31.4,-1150544046.1349576,-1058745244.000201,0.024154589371980676,-1150544046.1349578,-1056687343.313797,0.021739130434782608,3,138,414,-1155653834.7993524,1145434257.4705632,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,29.58,31.4,-1150922015.8441114,-1059158151.5717514,0.024154589371980676,-1150922015.8441114,-1058386313.7649128,0.021739130434782608,3,138,414,-1156031804.508506,1145812227.1797168,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,29.69375,31.4,-1151299985.5532653,-1059571059.1433018,0.024154589371980676,-1151299985.5532656,-1060085284.2160287,0.021739130434782608,3,138,414,-1156409774.2176602,1146190196.888871,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,29.8075,31.4,-1151677955.2624192,-1059983966.7148521,0.024154589371980676,-1151677955.2624192,-1061784254.6671443,0.021739130434782608,3,138,414,-1156787743.9268138,1146568166.5980246,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,29.92125,31.4,-1152055924.9715729,-1060396874.2864025,0.024154589371980676,-1152055924.9715729,-1063483225.1182601,0.021739130434782608,3,138,414,-1157165713.6359675,1146946136.3071783,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,30.035,31.4,-1152433894.6807268,-1060809781.857953,0.024154589371980676,-1152433894.6807268,-1065182195.569376,0.021739130434782608,3,138,414,-1157543683.3451214,1147324106.0163321,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,30.14875,31.4,-1152811864.3898804,-1061222689.4295032,0.024154589371980676,-1152811864.3898807,-1066881166.0204918,0.021739130434782608,3,138,414,-1157921653.0542753,1147702075.725486,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,30.2625,31.4,-1153189834.0990345,-1061635597.0010536,0.026570048309178744,-1153189834.0990343,-1068580136.4716074,0.021739130434782608,3,138,414,-1158299622.763429,1148080045.4346397,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,30.37625,31.4,-1153567803.8081884,-1062048504.572604,0.026570048309178744,-1153567803.8081882,-1070279106.9227232,0.021739130434782608,3,138,414,-1158677592.4725828,1148458015.1437936,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,30.49,31.4,-1153945773.517342,-1062461412.1441543,0.026570048309178744,-1153945773.5173423,-1071978077.373839,0.021739130434782608,3,138,414,-1159055562.181737,1148835984.8529477,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,30.603749999999998,31.4,-1154323743.226496,-1062874319.7157047,0.026570048309178744,-1154323743.2264957,-1073677047.8249547,0.021739130434782608,3,138,414,-1159433531.8908904,1149213954.5621011,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,30.7175,31.4,-1154701712.9356499,-1063287227.287255,0.026570048309178744,-1154701712.9356494,-1075376018.2760706,0.021739130434782608,3,138,414,-1159811501.600044,1149591924.2712548,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,30.831249999999997,31.4,-1155079682.6448035,-1063700134.8588054,0.026570048309178744,-1155079682.6448038,-1077074988.7271862,0.021739130434782608,3,138,414,-1160189471.3091984,1149969893.9804091,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,30.945,31.4,-1155457652.3539574,-1064113042.4303558,0.026570048309178744,-1155457652.3539572,-1078773959.178302,0.021739130434782608,3,138,414,-1160567441.0183518,1150347863.6895626,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,31.05875,31.4,-1155835622.0631113,-1064525950.0019062,0.026570048309178744,-1155835622.0631113,-1080472929.629418,0.021739130434782608,3,138,414,-1160945410.727506,1150725833.3987167,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,31.1725,31.4,-1156213591.772265,-1064938857.5734565,0.026570048309178744,-1156213591.772265,-1082171900.0805335,0.021739130434782608,3,138,414,-1161323380.4366596,1151103803.1078703,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,31.28625,31.4,-1156591561.4814188,-1065351765.1450069,0.026570048309178744,-1156591561.4814188,-1083870870.5316494,0.021739130434782608,3,138,414,-1161701350.1458135,1151481772.8170242,0.2090301003344482
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,31.4,31.4,-1156969531.1905727,-1065764672.7165573,0.026570048309178744,-1156969531.1905725,-1085569840.9827652,0.021739130434782608,3,138,414,-1162079319.854967,1151859742.526178,0.2090301003344482
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,26.85,31.4,-1141850742.8244197,-1055142737.048475,0.021739130434782608,-1141850742.8244197,-1017611022.9381344,0.014492753623188406,2,138,414,-1146891833.808746,1136809651.8400934,0.21627647714604237
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,26.96375,31.4,-1142228712.5335739,-1056650121.3639016,0.021739130434782608,-1142228712.5335739,-1019309993.3892503,0.014492753623188406,2,138,414,-1147269803.5179002,1137187621.5492475,0.21627647714604237
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,27.0775,31.4,-1142606682.2427273,-1056646178.2519085,0.021739130434782608,-1142606682.2427273,-1021008963.840366,0.014492753623188406,2,138,414,-1147647773.2270536,1137565591.258401,0.21627647714604237
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,27.19125,31.4,-1142984651.9518814,-1058097196.4290655,0.021739130434782608,-1142984651.9518814,-1022707934.2914817,0.014492753623188406,2,138,414,-1148025742.9362078,1137943560.967555,0.21627647714604237
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,27.305,31.4,-1143362621.661035,-1060072789.6978059,0.021739130434782608,-1143362621.661035,-1024406904.7425975,0.014492753623188406,2,138,414,-1148403712.6453614,1138321530.6767087,0.21627647714604237
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,27.418750000000003,31.4,-1143740591.370189,-1061460866.1354997,0.021739130434782608,-1143740591.370189,-1026105875.1937134,0.014492753623188406,2,138,414,-1148781682.3545153,1138699500.3858626,0.21627647714604237
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,27.532500000000002,31.4,-1144118561.0793428,-1062629966.0333118,0.021739130434782608,-1144118561.0793428,-1027804845.644829,0.014492753623188406,2,138,414,-1149159652.0636692,1139077470.0950165,0.21627647714604237
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,27.646250000000002,31.4,-1144496530.7884967,-1063493923.6835575,0.021739130434782608,-1144496530.7884965,-1029503816.0959449,0.014492753623188406,2,138,414,-1149537621.7728229,1139455439.8041701,0.21627647714604237
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,27.76,31.4,-1144874500.4976504,-1063915943.2233078,0.021739130434782608,-1144874500.4976506,-1031202786.5470607,0.014492753623188406,2,138,414,-1149915591.481977,1139833409.5133243,0.21627647714604237
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,27.87375,31.4,-1145252470.2068043,-1063568489.858017,0.021739130434782608,-1145252470.206804,-1032901756.9981763,0.014492753623188406,2,138,414,-1150293561.1911304,1140211379.2224777,0.21627647714604237
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,27.9875,31.4,-1145630439.9159582,-1063221036.492726,0.021739130434782608,-1145630439.9159582,-1034600727.4492922,0.014492753623188406,2,138,414,-1150671530.9002845,1140589348.9316318,0.21627647714604237
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,28.10125,31.4,-1146008409.6251118,-1062873583.1274351,0.021739130434782608,-1146008409.6251118,-1036299697.9004079,0.014492753623188406,2,138,414,-1151049500.6094382,1140967318.6407855,0.21627647714604237
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,28.215,31.4,-1146386379.3342657,-1062526129.7621442,0.021739130434782608,-1146386379.3342657,-1037998668.3515236,0.014492753623188406,2,138,414,-1151427470.318592,1141345288.3499393,0.21627647714604237
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,28.32875,31.4,-1146764349.0434196,-1062178676.3968532,0.021739130434782608,-1146764349.0434194,-1039697638.8026395,0.014492753623188406,2,138,414,-1151805440.0277457,1141723258.059093,0.21627647714604237
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,28.4425,31.4,-1147142318.7525733,-1061831223.0315624,0.021739130434782608,-1147142318.7525735,-1041396609.2537553,0.014492753623188406,2,138,414,-1152183409.7368999,1142101227.7682471,0.21627647714604237
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,28.55625,31.4,-1147520288.4617271,-1061483769.6662714,0.021739130434782608,-1147520288.4617271,-1043095579.7048708,0.014492753623188406,2,138,414,-1152561379.4460535,1142479197.4774008,0.21627647714604237
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,28.67,31.4,-1147898258.170881,-1061136316.3009806,0.021739130434782608,-1147898258.1708813,-1044794550.1559868,0.014492753623188406,2,138,414,-1152939349.1552076,1142857167.186555,0.21627647714604237
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,28.78375,31.4,-1148276227.880035,-1060788862.9356897,0.021739130434782608,-1148276227.8800347,-1046493520.6071025,0.014492753623188406,2,138,414,-1153317318.864361,1143235136.8957083,0.21627647714604237
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,28.8975,31.4,-1148654197.5891886,-1060441409.5703988,0.024154589371980676,-1148654197.5891886,-1048192491.0582184,0.021739130434782608,3,138,414,-1153695288.573515,1143613106.6048622,0.2090301003344482
