development,scenario,tts_raw,net_benefit_raw,building_costs,externalities_raw,maintenance,maintenance_derived,construction_raw,construction_integrated,maintenance_raw,maintenance_integrated,tts_integrated,operation_raw,operation_integrated,cost_base_raw,cost_base_integrated,bcr_raw,bcr_integrated,net_benefit_integrated,mode,year,status_quo_tt,development_tt,tt_savings_daily,monetized_savings_yearly,net_benefit_reported,bcr_reported,TotalConstructionCost,YearlyMaintenanceCost,uncoveredOperatingCost
101026,scenario_41,5677557.1578491805,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,6323918.779354681,8716102.867589945,9195488.52530739,73283076.86758995,12513813.6122619,0.0774743283242263,0.5053550400621333,-6189894.832907219,Rail,2050.0,71181.53281980361,70158.18077260657,1023.3520471970404,5677557.1578491805,-179920000.0,0.45,63332000.0,1234974.0,8716102.867589945
101027,scenario_41,8097947.97734679,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,9019859.045783823,7133884.724548768,7526248.38439895,71700858.72454877,10844573.47135346,0.1129407390845408,0.8317394012415775,-1824714.4255696367,Rail,2050.0,71181.53281980361,69721.91710651111,1459.6157132925,8097947.97734679,-74480000.0,0.74,63332000.0,1234974.0,7133884.724548768
101028,scenario_41,3413611.5286402614,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,3802234.209398555,11059719.811672827,11668004.401314832,75626693.81167282,14986329.488269342,0.0451376538704826,0.2537135068580189,-11184095.278870787,Rail,2050.0,71181.53281980361,70566.24595451157,615.2868652920442,3413611.5286402614,-301460000.0,0.23,63332000.0,1234974.0,11059719.811672827
101029,scenario_41,4639834.80181096,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,5168056.8985044435,12898231.613368692,13607634.35210397,77465205.61336869,16925959.43905848,0.0598957269276289,0.3053331728172876,-11757902.540554035,Rail,2050.0,71181.53281980361,70345.22517708354,836.3076427200722,4639834.80181096,-317990000.0,0.28,63332000.0,1234974.0,12898231.613368692
101030,scenario_41,4592744.890187026,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,5115606.034839416,14397753.92824565,15189630.39429916,78964727.92824565,18507955.48125367,0.0581619795405412,0.2764003857703737,-13392349.446414253,Rail,2050.0,71181.53281980361,70353.71290448512,827.8199153184978,4592744.890187026,-358980000.0,0.25,63332000.0,1234974.0,14397753.92824565
101031,scenario_41,6998586.355860006,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,7795340.575932644,7843392.589073221,8274779.181472248,72410366.58907323,11593104.268426755,0.096651718331669,0.6724118403008645,-3797763.692494113,Rail,2050.0,71181.53281980361,69920.07168861039,1261.461131193224,6998586.355860006,-122120000.0,0.6,63332000.0,1234974.0,7843392.589073221
101032,scenario_41,566529.409257378,,,,,,52197000.0,1661076.076903849,1017841.5,1073822.7825,631025.9625138973,6209265.796334621,6550775.415133025,59424107.296334624,9285674.274536874,0.0095336629363605,0.0679569349362483,-8654648.312022977,Rail,2050.0,71181.53281980361,71079.41865086753,102.11416893608111,566529.409257378,-230420000.0,0.06,52197000.0,1017841.5,6209265.796334621
100000,scenario_45,3049841.1042713467,,,,,,0.0,0.0,0.0,0.0,3397050.332938582,1132535.0372548352,1194824.4643038511,1132535.0372548352,1194824.4643038511,2.692933113719723,2.843137577466518,2202225.868634731,Rail,2050.0,57490.71215555271,56940.99313892125,549.7190166314613,3049841.1042713467,43420000.0,2.45,0.0,0.0,1132535.0372548352
100001,scenario_45,9659135.98951168,,,,,,0.0,0.0,0.0,0.0,10758780.542079786,1470832.908922622,1551728.718913366,1470832.908922622,1551728.718913366,6.567119848159334,6.93341588058889,9207051.82316642,Rail,2050.0,57490.71215555271,55749.69990077411,1741.0122547786011,9659135.98951168,193640000.0,5.97,0.0,0.0,1470832.908922622
100002,scenario_45,3584519.2555897287,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,3992598.930341673,1491223.5000004936,1573240.7925005206,20340223.50000049,2734800.5300781676,0.1762281154673468,1.4599232691488306,1257798.4002635055,Rail,2050.0,57490.71215555271,56844.62000422075,646.0921513319627,3584519.2555897287,13620000.0,1.19,18300000.0,549000.0,1491223.5000004936
100003,scenario_45,1116015.4915760478,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,1243068.3001529009,1249186.448497714,1317891.7031650883,20098186.448497713,2479451.4407427353,0.055528168894038,0.5013481126214482,-1236383.1405898344,Rail,2050.0,57490.71215555271,57289.55579441788,201.15636113483197,1116015.4915760478,-39590000.0,0.4,18300000.0,549000.0,1249186.448497714
100004,scenario_45,1232435.5267443962,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,1372742.176826501,1366327.1115340572,1441475.1026684302,20215327.11153406,2603034.840246077,0.0609654011505565,0.5273621987697749,-1230292.663419576,Rail,2050.0,57490.71215555271,57268.571649650694,222.14050590201805,1232435.5267443962,-39950000.0,0.43,18300000.0,549000.0,1366327.1115340572
100005,scenario_45,3667839.1479334063,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,4085404.377691075,1772511.8780511147,1870000.031343926,20621511.878051113,3031559.7689215727,0.1778647060227111,1.3476245527378767,1053844.6087695025,Rail,2050.0,57490.71215555271,56829.60199911194,661.1101564407727,3667839.1479334063,8160000.0,1.1,18300000.0,549000.0,1772511.8780511147
101000,scenario_45,3966073.542430878,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,4417591.27349443,6764695.075241824,7136753.3043801235,71331669.07524182,10455078.391334634,0.0556004590085702,0.422530669607969,-6037487.117840204,Rail,2050.0,57490.71215555271,56775.84670089682,714.8654546558901,3966073.542430878,-181390000.0,0.35,63332000.0,1234974.0,6764695.075241824
101001,scenario_45,8907839.77528761,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,9921952.993558982,9194709.592311688,9700418.61988883,73761683.59231168,13018743.70684334,0.1207651363344978,0.7621282987807402,-3096790.7132843584,Rail,2050.0,57490.71215555271,55885.11738711587,1605.594768436844,8907839.77528761,-126050000.0,0.63,63332000.0,1234974.0,9194709.592311688
101002,scenario_45,3851778.253687964,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,4290284.035050547,8754960.406377172,9236483.228727916,73321934.40637717,12554808.315682426,0.0525324145478758,0.3417243758067958,-8264524.280631879,Rail,2050.0,57490.71215555271,56796.447870461154,694.2642850915581,3851778.253687964,-237060000.0,0.28,63332000.0,1234974.0,8754960.406377172
101003,scenario_45,3690821.781943229,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,4111003.4701833143,8286864.190406665,8742641.720879031,72853838.19040667,12060966.80783354,0.0506606360573221,0.3408519014838211,-7949963.337650226,Rail,2050.0,57490.71215555271,56825.45949117938,665.252664373329,3690821.781943229,-228480000.0,0.28,63332000.0,1234974.0,8286864.190406665
101004,scenario_45,925428.1568835048,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,1030783.5460834384,7895035.997189831,8329262.977035271,72462009.99718983,11647588.06398978,0.0127712184207889,0.0884975962766279,-10616804.517906342,Rail,2050.0,57490.71215555271,57323.90823398034,166.8039215723693,925428.1568835048,-283660000.0,0.08,63332000.0,1234974.0,7895035.997189831
101005,scenario_45,94469.58001376492,,,,,,64910000.0,2065644.541866943,1457895.0,1538079.225,105224.47146144038,3806954.046847058,4016336.519423646,70174849.04684706,7620060.286290589,0.001346202824757,0.0138088765059709,-7514835.814829148,Rail,2050.0,57490.71215555271,57473.684473502646,17.027682050065778,94469.58001376492,-204110000.0,0.01,64910000.0,1457895.0,3806954.046847058
101006,scenario_45,2615914.6483322517,,,,,,64910000.0,2065644.541866943,1457895.0,1538079.225,2913723.509926621,2758437.9295488927,2910152.0156740816,69126332.92954889,6513875.7825410245,0.0378425201724254,0.4473102661454183,-3600152.2726144036,Rail,2050.0,57490.71215555271,57019.20627084971,471.50588470300136,2615914.6483322517,-112940000.0,0.37,64910000.0,1457895.0,2758437.9295488927
101007,scenario_45,7482991.529543797,,,,,,64910000.0,2065644.541866943,1457895.0,1538079.225,8334892.867438939,2864178.3156979834,3021708.1230613724,69232073.31569798,6625431.889928315,0.1080856194414601,1.2580150254218552,1709460.9775106236,Rail,2050.0,57490.71215555271,56141.93934921821,1348.7728063344985,7482991.529543797,-780000.0,1.0,64910000.0,1457895.0,2864178.3156979834
101008,scenario_45,4103118.016493229,,,,,,64910000.0,2065644.541866943,1457895.0,1538079.225,4570237.578768793,2348724.399368907,2477904.2413341966,68716619.39936891,6081628.008201139,0.0597107083025523,0.7514825919319267,-1511390.4294323465,Rail,2050.0,57490.71215555271,56751.14510139027,739.5670541624422,4103118.016493229,-68520000.0,0.59,64910000.0,1457895.0,2348724.399368907
101009,scenario_45,123960.67805167052,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,138072.98421447666,6029353.94372662,6360968.410631583,24878353.94372662,7522528.14820923,0.004982672018095,0.0183545985464136,-7384455.163994754,Rail,2050.0,57490.71215555271,57468.36884660324,22.343308949471975,123960.67805167052,-190200000.0,0.02,18300000.0,549000.0,6029353.94372662
101010,scenario_45,4509814.585554534,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,5023234.527822885,3678039.6755888616,3880331.8577462486,22527039.67558886,5041891.595323896,0.2001956160463257,0.9962995897178124,-18657.067501011305,Rail,2050.0,57490.71215555271,56677.84002405406,812.8721314986542,4509814.585554534,-22000000.0,0.83,18300000.0,549000.0,3678039.6755888616
101011,scenario_45,6496570.019000876,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,7236172.177985776,6382115.932128592,6733132.308395664,25231115.932128593,7894692.045973311,0.2574824687293488,0.9165870100882004,-658519.867987535,Rail,2050.0,57490.71215555271,56319.7370259563,1170.9751295964088,6496570.019000876,-37430000.0,0.82,18300000.0,549000.0,6382115.932128592
101012,scenario_45,7421359.991391962,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,8266244.885448996,4781397.43325049,5044374.292079266,23630397.43325049,6205934.029656913,0.3140598888510151,1.3319904539665215,2060310.8557920828,Rail,2050.0,57490.71215555271,56153.04813403289,1337.6640215198204,7421359.991391962,19280000.0,1.12,18300000.0,549000.0,4781397.43325049
101013,scenario_45,3202822.5382286576,,,,,,40721000.0,1295872.922344227,794059.5,837732.7725,3567447.9416632717,2672944.478542223,2819956.4248620453,44188003.97854222,4953562.119706273,0.0724817201470325,0.7201782990610417,-1386114.178043001,Rail,2050.0,57490.71215555271,56913.41897995274,577.2931755999743,3202822.5382286576,-56440000.0,0.58,40721000.0,794059.5,2672944.478542223
101014,scenario_45,3300800.30387888,,,,,,40721000.0,1295872.922344227,794059.5,837732.7725,3676579.988233346,3637776.376419882,3837854.077122975,45152835.87641988,5971459.771967202,0.0731028348454776,0.6156919963679426,-2294879.7837338564,Rail,2050.0,57490.71215555271,56895.7589645147,594.9531910380101,3300800.30387888,-79700000.0,0.5,40721000.0,794059.5,3637776.376419882
101015,scenario_45,2179550.5862158677,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,2427681.5714076464,3141343.089817573,3314116.959757539,21990343.089817572,4475676.6973351855,0.0991139873222391,0.542416652403219,-2047995.125927539,Rail,2050.0,57490.71215555271,57097.85876942873,392.8533861239848,2179550.5862158677,-62270000.0,0.47,18300000.0,549000.0,3141343.089817573
101016,scenario_45,5465174.4706295505,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,6087357.380362649,1845066.0495133616,1946544.6822365965,20694066.04951336,3108104.419814243,0.2640937966252441,1.9585433943453103,2979252.960548406,Rail,2050.0,57490.71215555271,56505.64105414147,985.0711014112384,5465174.4706295505,49590000.0,1.6,18300000.0,549000.0,1845066.0495133616
101017,scenario_45,1901982.3682288744,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,2118513.5934414105,9328074.887254942,9841119.006053964,73895048.88725494,13159444.093008474,0.0257389689413537,0.1609880765834905,-11040930.499567064,Rail,2050.0,57490.71215555271,57147.88908990223,342.823065650482,1901982.3682288744,-299070000.0,0.13,63332000.0,1234974.0,9328074.887254942
101018,scenario_45,181514.893904836,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,202179.4610575469,8422318.666801453,8885546.193475531,72989292.66680145,12203871.28043004,0.0024868701596199,0.0165668300174354,-12001691.819372494,Rail,2050.0,57490.71215555271,57457.99497929013,32.7171762625876,181514.893904836,-316790000.0,0.01,63332000.0,1234974.0,8422318.666801453
101019,scenario_45,112553.4722285316,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,125367.12478949814,12379848.634120692,13060740.30899733,76946822.63412069,16379065.39595184,0.0014627435984422,0.0076541073473266,-16253698.27116234,Rail,2050.0,57490.71215555271,57470.42493993834,20.287215614371235,112553.4722285316,-423270000.0,0.01,63332000.0,1234974.0,12379848.634120692
101020,scenario_45,1925456.3939377584,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,2144660.020131671,12074664.945059828,12738771.517038118,76641638.94505984,16057096.603992628,0.0251228499343289,0.1335646208666638,-13912436.583860956,Rail,2050.0,57490.71215555271,57143.658011007334,347.0541445453782,1925456.3939377584,-371410000.0,0.11,63332000.0,1234974.0,12074664.945059828
101021,scenario_45,1682518.5829113908,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,1874064.948580341,14349670.091337211,15138901.946360758,78916644.0913372,18457227.033315267,0.0213201993354413,0.1015355635598812,-16583162.084734926,Rail,2050.0,57490.71215555271,57187.446369159166,303.26578639354557,1682518.5829113908,-437680000.0,0.08,63332000.0,1234974.0,14349670.091337211
101022,scenario_45,1384686.747360924,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,1542326.4410563088,14714211.47990382,15523493.11129853,79281185.47990382,18841818.19825304,0.0174655151657881,0.0818565610191116,-17299491.757196732,Rail,2050.0,57490.71215555271,57241.12910808319,249.5830474695249,1384686.747360924,-454590000.0,0.07,63332000.0,1234974.0,14714211.47990382
101023,scenario_45,7935116.600727695,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,8838490.127454912,15720251.003409136,16584864.808596635,80287225.00340913,19903189.895551145,0.0988341121565822,0.4440740491266947,-11064699.768096233,Rail,2050.0,57490.71215555271,56060.4460054576,1430.2661500951144,7935116.600727695,-322660000.0,0.37,63332000.0,1234974.0,15720251.003409136
101024,scenario_45,3982840.375262296,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,4436266.92678421,15838427.061850354,16709540.550252125,80405401.06185035,20027865.637206633,0.0495344880152835,0.2215047278199612,-15591598.710422425,Rail,2050.0,57490.71215555271,56772.82456087674,717.8875946759727,3982840.375262296,-421280000.0,0.19,63332000.0,1234974.0,15838427.061850354
101025,scenario_45,1258567.367270579,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,1401848.9973213268,9194299.763564669,9699986.250560723,73761273.76356468,13018311.337515237,0.0170627119496987,0.1076828600097755,-11616462.340193909,Rail,2050.0,57490.71215555271,57263.86151256955,226.85064298316135,1258567.367270579,-311270000.0,0.09,63332000.0,1234974.0,9194299.763564669
101026,scenario_45,4579233.216862481,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,5100556.124763307,8716102.867589945,9195488.52530739,73283076.86758995,12513813.6122619,0.0624869125669542,0.4075940622741439,-7413257.4874985935,Rail,2050.0,57490.71215555271,56665.3276535948,825.3845019579094,4579233.216862481,-218400000.0,0.34,63332000.0,1234974.0,8716102.867589945
101027,scenario_45,6665089.9819661295,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,7423877.299900541,7133884.724548768,7526248.38439895,71700858.72454877,10844573.47135346,0.0929569059635843,0.6845707043722027,-3420696.171452919,Rail,2050.0,57490.71215555271,56289.3621227542,1201.3500327985091,6665089.9819661295,-117790000.0,0.59,63332000.0,1234974.0,7133884.724548768
101028,scenario_45,2752886.493890911,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,3066288.9183036657,11059719.811672827,11668004.401314832,75626693.81167282,14986329.488269342,0.0364009895863781,0.2046057322244133,-11920040.569965675,Rail,2050.0,57490.71215555271,56994.51776227749,496.1943932752183,2752886.493890911,-324610000.0,0.17,63332000.0,1234974.0,11059719.811672827
101029,scenario_45,3745304.710239864,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,4171689.00866935,12898231.613368692,13607634.35210397,77465205.61336869,16925959.43905848,0.0483482187981633,0.2464669151364458,-12754270.430389129,Rail,2050.0,57490.71215555271,56815.63920850155,675.0729470511651,3745304.710239864,-349130000.0,0.21,63332000.0,1234974.0,12898231.613368692
101030,scenario_45,3708875.7677020095,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,4131112.812354236,14397753.92824565,15189630.39429916,78964727.92824565,18507955.48125367,0.0469687652323987,0.2232074102695219,-14376842.668899432,Rail,2050.0,57490.71215555271,56822.205348108226,668.5068074444862,3708875.7677020095,-389750000.0,0.19,63332000.0,1234974.0,14397753.92824565
101031,scenario_45,5643874.506389823,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,6286401.525687264,7843392.589073221,8274779.181472248,72410366.58907323,11593104.268426755,0.0779429075179062,0.5422535138244177,-5306702.742739493,Rail,2050.0,57490.71215555271,56473.4312423606,1017.2809131921094,5643874.506389823,-169600000.0,0.45,63332000.0,1234974.0,7843392.589073221
101032,scenario_45,463556.35393255507,,,,,,52197000.0,1661076.076903849,1017841.5,1073822.7825,516329.9374045937,6209265.796334621,6550775.415133025,59424107.296334624,9285674.274536874,0.0078008130878753,0.0556050020858981,-8769344.33713228,Rail,2050.0,57490.71215555271,57407.158378708344,83.55377684436826,463556.35393255507,-233680000.0,0.05,52197000.0,1017841.5,6209265.796334621
100000,scenario_50,3183670.0354196443,,,,,,0.0,0.0,0.0,0.0,3546115.0217439863,1132535.0372548352,1194824.4643038511,1132535.0372548352,1194824.4643038511,2.8111006994861536,2.96789622884905,2351290.557440135,Rail,2050.0,59834.08340572725,59260.242375550675,573.8410301765762,3183670.0354196443,52910000.0,2.76,0.0,0.0,1132535.0372548352
100001,scenario_50,10078410.986571118,,,,,,0.0,0.0,0.0,0.0,11225787.910548536,1470832.908922622,1551728.718913366,1470832.908922622,1551728.718913366,6.852179418499349,7.234375296224235,9674059.19163517,Rail,2050.0,59834.08340572725,58017.498873180186,1816.5845325470657,10078410.986571118,223550000.0,6.74,0.0,0.0,1470832.908922622
100002,scenario_50,3729527.5279320264,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,4154115.672689121,1491223.5000004936,1573240.7925005206,20340223.50000049,2734800.5300781676,0.1833572540602583,1.5189830581795252,1419315.1426109537,Rail,2050.0,59834.08340572725,59161.854219005545,672.2291867217064,3729527.5279320264,24300000.0,1.33,18300000.0,549000.0,1491223.5000004936
100003,scenario_50,1162851.377108404,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,1295236.2181202783,1249186.448497714,1317891.7031650883,20098186.448497713,2479451.4407427353,0.0578585227123974,0.5223882173438662,-1184215.222622457,Rail,2050.0,59834.08340572725,59624.4851041576,209.59830156964745,1162851.377108404,-36200000.0,0.46,18300000.0,549000.0,1249186.448497714
100004,scenario_50,1286842.8241340283,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,1433343.4742032362,1366327.1115340572,1441475.1026684302,20215327.11153406,2603034.840246077,0.0636567895752627,0.5506432153892091,-1169691.366042841,Rail,2050.0,59834.08340572725,59602.13624925032,231.94715647693377,1286842.8241340283,-36090000.0,0.48,18300000.0,549000.0,1366327.1115340572
100005,scenario_50,3817038.187953333,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,4251588.985756058,1772511.8780511147,1870000.031343926,20621511.878051113,3031559.7689215727,0.1850998224827573,1.4024427389958705,1220029.2168344855,Rail,2050.0,59834.08340572725,59146.08084841771,688.0025573095409,3817038.187953333,19120000.0,1.24,18300000.0,549000.0,1772511.8780511147
101000,scenario_50,4126209.1899478687,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,4595957.567381368,6764695.075241824,7136753.3043801235,71331669.07524182,10455078.391334634,0.0578454036396579,0.4395909236979595,-5859120.823953266,Rail,2050.0,59834.08340572725,59090.354279925545,743.7291258017067,4126209.1899478687,-169690000.0,0.39,63332000.0,1234974.0,6764695.075241824
101001,scenario_50,9259637.770823753,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,10313801.439758182,9194709.592311688,9700418.61988883,73761683.59231168,13018743.70684334,0.1255345230730186,0.7922270898025823,-2704942.267085159,Rail,2050.0,59834.08340572725,58165.07876066169,1669.0046450655643,9259637.770823753,-100270000.0,0.71,63332000.0,1234974.0,9194709.592311688
101002,scenario_50,4013995.9693320086,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,4470969.43015699,8754960.406377172,9236483.228727916,73321934.40637717,12554808.315682426,0.0547448182024899,0.3561161045025455,-8083838.885525436,Rail,2050.0,59834.08340572725,59110.58016684261,723.5032388846448,4013995.9693320086,-225400000.0,0.32,63332000.0,1234974.0,8754960.406377172
101003,scenario_50,3840954.652163904,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,4278228.220369117,8286864.190406665,8742641.720879031,72853838.19040667,12060966.80783354,0.0527213767670744,0.3547168555003757,-7782738.587464424,Rail,2050.0,59834.08340572725,59141.770022136065,692.3133835911867,3840954.652163904,-217460000.0,0.32,63332000.0,1234974.0,8286864.190406665
101004,scenario_50,952435.9776659674,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,1060866.0728263948,7895035.997189831,8329262.977035271,72462009.99718983,11647588.06398978,0.0131439353904605,0.0910803221231885,-10586721.991163386,Rail,2050.0,59834.08340572725,59662.411455895606,171.67194983164518,952435.9776659674,-282430000.0,0.08,63332000.0,1234974.0,7895035.997189831
101005,scenario_50,98640.66886422428,,,,,,64910000.0,2065644.541866943,1457895.0,1538079.225,109870.41801528704,3806954.046847058,4016336.519423646,70174849.04684706,7620060.286290589,0.0014056413402239,0.0144185759544392,-7510189.868275301,Rail,2050.0,59834.08340572725,59816.30390521099,17.779500516262488,98640.66886422428,-203820000.0,0.01,64910000.0,1457895.0,3806954.046847058
101006,scenario_50,2701832.931987538,,,,,,64910000.0,2065644.541866943,1457895.0,1538079.225,3009423.162504565,2758437.9295488927,2910152.0156740816,69126332.92954889,6513875.7825410245,0.0390854370177736,0.4620019268053353,-3504452.6200364595,Rail,2050.0,59834.08340572725,59347.0911685269,486.99223720034934,2701832.931987538,-108310000.0,0.39,64910000.0,1457895.0,2758437.9295488927
101007,scenario_50,7787494.45146268,,,,,,64910000.0,2065644.541866943,1457895.0,1538079.225,8674061.93130807,2864178.3156979834,3021708.1230613724,69232073.31569798,6625431.889928315,0.1124839121306065,1.3092070185634224,2048630.0413797551,Rail,2050.0,59834.08340572725,58430.42542961646,1403.6579761107932,7787494.45146268,21580000.0,1.12,64910000.0,1457895.0,2864178.3156979834
101008,scenario_50,4268235.003098727,,,,,,64910000.0,2065644.541866943,1457895.0,1538079.225,4754152.312404082,2348724.399368907,2477904.2413341966,68716619.39936891,6081628.008201139,0.0621135766049912,0.7817236282773392,-1327475.695797057,Rail,2050.0,59834.08340572725,59064.75481829057,769.3285874366848,4268235.003098727,-56500000.0,0.66,64910000.0,1457895.0,2348724.399368907
101009,scenario_50,129404.54643833677,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,144136.6099192711,6029353.94372662,6360968.410631583,24878353.94372662,7522528.14820923,0.0052014914946158,0.0191606607618455,-7378391.538289959,Rail,2050.0,59834.08340572725,59810.758865994314,23.32453973293741,129404.54643833677,-189820000.0,0.02,18300000.0,549000.0,6029353.94372662
101010,scenario_50,4692619.007608813,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,5226850.323390864,3678039.6755888616,3880331.8577462486,22527039.67558886,5041891.595323896,0.2083105048504846,1.0366843920719175,184958.7280669678,Rail,2050.0,59834.08340572725,58988.261666792714,845.8217389345373,4692619.007608813,-8560000.0,0.93,18300000.0,549000.0,3678039.6755888616
101011,scenario_50,6687457.496783495,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,7448791.244942111,6382115.932128592,6733132.308395664,25231115.932128593,7894692.045973311,0.2650480269985948,0.9435189113857037,-445900.8010312002,Rail,2050.0,59834.08340572725,58628.701737237076,1205.3816684901758,6687457.496783495,-28640000.0,0.86,18300000.0,549000.0,6382115.932128592
101012,scenario_50,7719882.461752772,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,8598752.653118787,4781397.43325049,5044374.292079266,23630397.43325049,6205934.029656913,0.3266928744452717,1.3855694585258358,2392818.623461874,Rail,2050.0,59834.08340572725,58442.6121617199,1391.471244007349,7719882.461752772,41100000.0,1.26,18300000.0,549000.0,4781397.43325049
101013,scenario_50,3329586.905552138,,,,,,40721000.0,1295872.922344227,794059.5,837732.7725,3708643.8012173586,2672944.478542223,2819956.4248620453,44188003.97854222,4953562.119706273,0.0753504708465445,0.7486822031490475,-1244918.3184889143,Rail,2050.0,59834.08340572725,59233.94156983105,600.1418358962037,3329586.905552138,-47020000.0,0.65,40721000.0,794059.5,2672944.478542223
101014,scenario_50,3436308.1650200756,,,,,,40721000.0,1295872.922344227,794059.5,837732.7725,3827514.744854206,3637776.376419882,3837854.077122975,45152835.87641988,5971459.771967202,0.0761039278778637,0.6409680197164408,-2143945.0271129957,Rail,2050.0,59834.08340572725,59214.70558218362,619.377823543633,3436308.1650200756,-69840000.0,0.56,40721000.0,794059.5,3637776.376419882
101015,scenario_50,2254727.3880733517,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,2511416.8779524895,3141343.089817573,3314116.959757539,21990343.089817572,4475676.6973351855,0.1025326152877252,0.5611256236286649,-1964259.819382696,Rail,2050.0,59834.08340572725,59427.67976692528,406.403638801974,2254727.3880733517,-57990000.0,0.5,18300000.0,549000.0,3141343.089817573
101016,scenario_50,5694149.773466593,,,,,,18300000.0,582364.7375776469,549000.0,579195.0,6342400.381667835,1845066.0495133616,1946544.6822365965,20694066.04951336,3108104.419814243,0.2751585773352886,2.0406008051836593,3234295.9618535913,Rail,2050.0,59834.08340572725,58807.740620315104,1026.3427854121474,5694149.773466593,66069999.99999999,1.8,18300000.0,549000.0,1845066.0495133616
101017,scenario_50,1977033.3223307105,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,2202108.725090052,9328074.887254942,9841119.006053964,73895048.88725494,13159444.093008474,0.0267546114672332,0.167340558577244,-10957335.36791842,Rail,2050.0,59834.08340572725,59477.73277084428,356.35063488296873,1977033.3223307105,-293640000.0,0.15,63332000.0,1234974.0,9328074.887254942
101018,scenario_50,189120.036409666,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,210650.41118078303,8422318.666801453,8885546.193475531,72989292.66680145,12203871.28043004,0.0025910654768639,0.01726094993468,-11993220.869249258,Rail,2050.0,59834.08340572725,59799.995439539496,34.08796618775523,189120.036409666,-316240000.0,0.02,63332000.0,1234974.0,8422318.666801453
101019,scenario_50,116753.44245024987,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,130045.24071496008,12379848.634120692,13060740.30899733,76946822.63412069,16379065.39595184,0.0015173263619397,0.0079397229067234,-16249020.15523688,Rail,2050.0,59834.08340572725,59813.03916592007,21.04423980718275,116753.44245024987,-423010000.0,0.01,63332000.0,1234974.0,12379848.634120692
101020,scenario_50,2002330.175289724,,,,,,63332000.0,2015427.51695451,1234974.0,1302897.5699999998,2230285.4988394654,12074664.945059828,12738771.517038118,76641638.94505984,16057096.603992628,0.0261258788675576,0.1388971838336515,-13826811.105153162,Rail,2050.0,59834.08340572725,59473.17313620856,360.9102695186957,2002330.175289724,-365770000.0,0.12,63332000.0,1234974.0,12074664.945059828
