development,scenario,year,status_quo_tt,development_tt,tt_savings_daily,monetized_savings_yearly,total_demand_basis,tts_total_person_h,tts_total_person_min,tts_per_trip_min,status_quo_total_per_trip_min,development_total_per_trip_min
101030.0,scenario_26,2050,23307.38168086708,23037.93939154248,269.442289324601,1455527.2469314947,88665.265625,269.442289324601,16166.53735947606,0.18233224978821644,15.772161635048674,15.589829385260458
101031.0,scenario_26,2050,23307.38168086708,22899.693587166075,407.68809370100644,2202331.0821728366,88665.265625,407.68809370100644,24461.285622060386,0.27588352044775577,15.772161635048674,15.496278114600917
101032.0,scenario_26,2050,23307.38168086708,23271.21081829668,36.17086257040137,195394.9996053082,88665.265625,36.17086257040137,2170.251754224082,0.024476910308969507,15.772161635048674,15.747684724739702
100000.0,scenario_44,2050,64943.973330624955,64321.88207076797,622.0912598569848,3360536.9857474323,173572.0625,622.0912598569848,37325.47559141909,0.2150431069021784,22.449686566566537,22.23464345966436
100001.0,scenario_44,2050,64943.973330624955,62974.01230634054,1969.9610242844137,10641729.453184403,173572.0625,1969.9610242844137,118197.66145706482,0.6809716941461408,22.449686566566537,21.768714872420396
100002.0,scenario_44,2050,64943.973330624955,64213.65305710039,730.320273524565,3945190.1175797004,173572.0625,730.320273524565,43819.2164114739,0.25245546881413533,22.449686566566537,22.1972310977524
100003.0,scenario_44,2050,64943.973330624955,64716.47888552347,227.4944451014817,1228924.9924382041,173572.0625,227.4944451014817,13649.666706088901,0.07863976788366446,22.449686566566537,22.371046798682872
100004.0,scenario_44,2050,64943.973330624955,64692.56621187534,251.40711874961562,1358101.2554854236,173572.0625,251.40711874961562,15084.427124976937,0.08690584710299756,22.449686566566537,22.36278071946354
100005.0,scenario_44,2050,64943.973330624955,64196.610718091346,747.3626125336086,4037252.8329065535,173572.0625,747.3626125336086,44841.75675201652,0.2583466262147834,22.449686566566537,22.191339940351753
101000.0,scenario_44,2050,64943.973330624955,64136.03558370277,807.9377469221872,4364479.708873656,173572.0625,807.9377469221872,48476.26481533123,0.2792861023664522,22.449686566566537,22.170400464200085
101001.0,scenario_44,2050,64943.973330624955,63130.04440483654,1813.9289257884157,9798844.057109023,173572.0625,1813.9289257884157,108835.73554730494,0.6270348694353098,22.449686566566537,21.822651697131228
101002.0,scenario_44,2050,64943.973330624955,64158.826185385435,785.1471452395199,4241364.878583887,173572.0625,785.1471452395199,47108.82871437119,0.2714078984592995,22.449686566566537,22.178278668107236
101003.0,scenario_44,2050,64943.973330624955,64191.93071326419,752.042617360763,4062534.2189828414,173572.0625,752.042617360763,45122.55704164578,0.25996439975267205,22.449686566566537,22.189722166813866
101004.0,scenario_44,2050,64943.973330624955,64757.33331260687,186.64001801808627,1008229.3773337019,173572.0625,186.64001801808627,11198.401081085176,0.06451730145849466,22.449686566566537,22.38516926510804
101005.0,scenario_44,2050,64943.973330624955,64924.70226008104,19.27107054391672,104102.32307823813,173572.0625,19.27107054391672,1156.2642326350033,0.006661580302619284,22.449686566566537,22.443024986263918
101006.0,scenario_44,2050,64943.973330624955,64414.916941076575,529.0563895483792,2857962.616340345,173572.0625,529.0563895483792,31743.383372902754,0.18288302227729047,22.449686566566537,22.266803544289246
101007.0,scenario_44,2050,64943.973330624955,63419.2239372731,1524.7493933518563,8236696.222886729,173572.0625,1524.7493933518563,91484.96360111138,0.527071939363003,22.449686566566537,21.922614627203533
101008.0,scenario_44,2050,64943.973330624955,64108.21369438176,835.7596362431941,4514773.554985736,173572.0625,835.7596362431941,50145.57817459165,0.28890351046322127,22.449686566566537,22.160783056103316
101009.0,scenario_44,2050,64943.973330624955,64918.687927540195,25.28540308475931,136591.7474638698,173572.0625,25.28540308475931,1517.1241850855586,0.008740601242124196,22.449686566566537,22.440945965324413
101010.0,scenario_44,2050,64943.973330624955,64025.096675610606,918.8766550143482,4963771.69038751,173572.0625,918.8766550143482,55132.59930086089,0.3176352144854008,22.449686566566537,22.132051352081135
101011.0,scenario_44,2050,64943.973330624955,63633.54753350621,1310.4257971187471,7078920.156035473,173572.0625,1310.4257971187471,78625.54782712483,0.45298504087963365,22.449686566566537,21.996701525686902
101012.0,scenario_44,2050,64943.973330624955,63432.24591148898,1511.7274191359757,8166351.518172541,173572.0625,1511.7274191359757,90703.64514815854,0.5225705326175896,22.449686566566537,21.927116033948945
101013.0,scenario_44,2050,64943.973330624955,64291.61689710424,652.356433520712,3524029.4538788865,173572.0625,652.356433520712,39141.38601124272,0.22550510403275711,22.449686566566537,22.22418146253378
101014.0,scenario_44,2050,64943.973330624955,64271.36186367675,672.6114669482049,3633447.144454203,173572.0625,672.6114669482049,40356.688016892294,0.2325068184108966,22.449686566566537,22.21717974815564
101015.0,scenario_44,2050,64943.973330624955,64502.614350225595,441.35898039936,2384221.2121173427,173572.0625,441.35898039936,26481.5388239616,0.15256797921590406,22.449686566566537,22.297118587350635
101016.0,scenario_44,2050,64943.973330624955,63830.05370632013,1113.9196243048282,6017393.810494682,173572.0625,1113.9196243048282,66835.17745828969,0.3850572292317474,22.449686566566537,22.06462933733479
101017.0,scenario_44,2050,64943.973330624955,64556.7594835838,387.2138470411519,2091729.2017163027,173572.0625,387.2138470411519,23232.830822469114,0.13385121135187936,22.449686566566537,22.315835355214656
101018.0,scenario_44,2050,64943.973330624955,64906.97280519809,37.000525426861714,199876.83835590698,173572.0625,37.000525426861714,2220.031525611703,0.012790258372436537,22.449686566566537,22.4368963081941
101019.0,scenario_44,2050,64943.973330624955,64921.13218644463,22.8411441803255,123387.86086211835,173572.0625,22.8411441803255,1370.46865081953,0.00789567532401437,22.449686566566537,22.441790891242523
101020.0,scenario_44,2050,64943.973330624955,64551.79398039982,392.1793502251312,2118552.849916159,173572.0625,392.1793502251312,23530.761013507872,0.13556767531933817,22.449686566566537,22.314118891247197
101021.0,scenario_44,2050,64943.973330624955,64600.992562818545,342.98076780640986,1852782.107690226,173572.0625,342.98076780640986,20578.84606838459,0.1185608200535417,22.449686566566537,22.331125746512996
101022.0,scenario_44,2050,64943.973330624955,64661.50714255968,282.4661880652711,1525882.3479285948,173572.0625,282.4661880652711,16947.971283916268,0.09764227629614224,22.449686566566537,22.352044290270396
101023.0,scenario_44,2050,64943.973330624955,63327.7516472479,1616.221683377058,8730829.53360287,173572.0625,1616.221683377058,96973.30100262348,0.5586918747515804,22.449686566566537,21.890994691814956
101024.0,scenario_44,2050,64943.973330624955,64132.93096413215,811.0423664928021,4381250.863794117,173572.0625,811.0423664928021,48662.541989568126,0.28035930027372996,22.449686566566537,22.169327266292807
101025.0,scenario_44,2050,64943.973330624955,64687.440097951934,256.5332326730204,1385792.522899656,173572.0625,256.5332326730204,15391.993960381224,0.08867783062946102,22.449686566566537,22.361008735937077
101026.0,scenario_44,2050,64943.973330624955,64010.95827393542,933.0150566895318,5040147.33623685,173572.0625,933.0150566895318,55980.90340137191,0.32252254536280517,22.449686566566537,22.127164021203733
101027.0,scenario_44,2050,64943.973330624955,63599.27566352881,1344.6976670961449,7264056.797653375,173572.0625,1344.6976670961449,80681.86002576869,0.4648320637762122,22.449686566566537,21.984854502790323
101028.0,scenario_44,2050,64943.973330624955,64383.03927508199,560.9340555429662,3030165.768043104,173572.0625,560.9340555429662,33656.043332577974,0.19390242212843425,22.449686566566537,22.255784144438103
