mode,development,scenario,value_mode,tts_annual,cost_annual,cost_annual_negative,net_annual
Rail,100005,scenario_40,standalone_annual_proxy,4782167.193744031,2992321.146868716,-2992321.146868716,1789846.0468753148
Rail,100005,scenario_41,integrated,8412020.194359943,3394544.7283522543,-3394544.7283522543,5017475.466007689
Rail,100005,scenario_41,standalone_annual_proxy,5788040.365376404,2992321.146868716,-2992321.146868716,2795719.2185076876
Rail,100005,scenario_42,integrated,9703305.491511315,3394544.7283522543,-3394544.7283522543,6308760.763159061
Rail,100005,scenario_42,standalone_annual_proxy,6664590.8419967275,2992321.146868716,-2992321.146868716,3672269.6951280115
Rail,100005,scenario_43,integrated,6838936.764385541,3394544.7283522543,-3394544.7283522543,3444392.0360332867
Rail,100005,scenario_43,standalone_annual_proxy,7534337.320070309,2992321.146868716,-2992321.146868716,4542016.173201593
Rail,100005,scenario_44,integrated,8077680.127597308,3394544.7283522543,-3394544.7283522543,4683135.3992450535
Rail,100005,scenario_44,standalone_annual_proxy,6491111.088630434,2992321.146868716,-2992321.146868716,3498789.941761718
Rail,100005,scenario_45,integrated,6783921.479797475,3394544.7283522543,-3394544.7283522543,3389376.751445221
Rail,100005,scenario_45,standalone_annual_proxy,4370414.882968517,2992321.146868716,-2992321.146868716,1378093.736099801
Rail,100005,scenario_46,integrated,7536587.066364407,3394544.7283522543,-3394544.7283522543,4142042.3380121524
Rail,100005,scenario_46,standalone_annual_proxy,7057742.70731613,2992321.146868716,-2992321.146868716,4065421.5604474144
Rail,100005,scenario_47,integrated,4909627.315382439,3394544.7283522543,-3394544.7283522543,1515082.5870301845
Rail,100005,scenario_47,standalone_annual_proxy,4212004.330926889,2992321.146868716,-2992321.146868716,1219683.1840581726
Rail,100005,scenario_48,integrated,5590974.0878961915,3394544.7283522543,-3394544.7283522543,2196429.3595439373
Rail,100005,scenario_48,standalone_annual_proxy,5625014.148963897,2992321.146868716,-2992321.146868716,2632693.0020951806
Rail,100005,scenario_49,integrated,7022621.040612279,3394544.7283522543,-3394544.7283522543,3628076.312260025
Rail,100005,scenario_49,standalone_annual_proxy,6419789.472113552,2992321.146868716,-2992321.146868716,3427468.3252448356
Rail,100005,scenario_5,integrated,7471618.298434496,3394544.7283522543,-3394544.7283522543,4077073.5700822417
Rail,100005,scenario_5,standalone_annual_proxy,5644420.9270551335,2992321.146868716,-2992321.146868716,2652099.7801864175
Rail,100005,scenario_50,integrated,7059875.394767642,3394544.7283522543,-3394544.7283522543,3665330.6664153878
Rail,100005,scenario_50,standalone_annual_proxy,4898934.188876284,2992321.146868716,-2992321.146868716,1906613.0420075683
Rail,100005,scenario_51,integrated,7272391.2472417,3394544.7283522543,-3394544.7283522543,3877846.518889446
Rail,100005,scenario_51,standalone_annual_proxy,6140841.68231629,2992321.146868716,-2992321.146868716,3148520.535447574
Rail,100005,scenario_52,integrated,10272169.304598376,3394544.7283522543,-3394544.7283522543,6877624.576246122
Rail,100005,scenario_52,standalone_annual_proxy,8366640.71633672,2992321.146868716,-2992321.146868716,5374319.569468004
Rail,100005,scenario_53,integrated,9069218.590674624,3394544.7283522543,-3394544.7283522543,5674673.86232237
Rail,100005,scenario_53,standalone_annual_proxy,7384181.219185628,2992321.146868716,-2992321.146868716,4391860.072316912
Rail,100005,scenario_54,integrated,10800049.70501097,3394544.7283522543,-3394544.7283522543,7405504.976658715
Rail,100005,scenario_54,standalone_annual_proxy,8886572.677934624,2992321.146868716,-2992321.146868716,5894251.531065908
Rail,100005,scenario_55,integrated,6951930.727269833,3394544.7283522543,-3394544.7283522543,3557385.9989175787
Rail,100005,scenario_55,standalone_annual_proxy,4763865.340899027,2992321.146868716,-2992321.146868716,1771544.194030311
Rail,100005,scenario_56,integrated,8113612.881199545,3394544.7283522543,-3394544.7283522543,4719068.152847291
Rail,100005,scenario_56,standalone_annual_proxy,8060396.176893292,2992321.146868716,-2992321.146868716,5068075.030024576
Rail,100005,scenario_57,integrated,6029622.248094935,3394544.7283522543,-3394544.7283522543,2635077.5197426807
Rail,100005,scenario_57,standalone_annual_proxy,5621349.146167338,2992321.146868716,-2992321.146868716,2629027.999298622
Rail,100005,scenario_58,integrated,6229440.367410124,3394544.7283522543,-3394544.7283522543,2834895.63905787
Rail,100005,scenario_58,standalone_annual_proxy,3658013.7023606105,2992321.146868716,-2992321.146868716,665692.5554918945
Rail,100005,scenario_59,integrated,5510684.334711046,3394544.7283522543,-3394544.7283522543,2116139.6063587917
Rail,100005,scenario_59,standalone_annual_proxy,3385348.9529294893,2992321.146868716,-2992321.146868716,393027.8060607733
Rail,100005,scenario_6,integrated,6518862.511881565,3394544.7283522543,-3394544.7283522543,3124317.7835293105
Rail,100005,scenario_6,standalone_annual_proxy,5242976.940917065,2992321.146868716,-2992321.146868716,2250655.7940483494
Rail,100005,scenario_60,integrated,6285875.055394866,3394544.7283522543,-3394544.7283522543,2891330.3270426113
Rail,100005,scenario_60,standalone_annual_proxy,4660805.356936051,2992321.146868716,-2992321.146868716,1668484.2100673346
Rail,100005,scenario_61,integrated,6028321.635993272,3394544.7283522543,-3394544.7283522543,2633776.907641018
Rail,100005,scenario_61,standalone_annual_proxy,3165857.3268897487,2992321.146868716,-2992321.146868716,173536.1800210327
Rail,100005,scenario_62,integrated,6786535.362247096,3394544.7283522543,-3394544.7283522543,3391990.633894842
Rail,100005,scenario_62,standalone_annual_proxy,6237803.353999566,2992321.146868716,-2992321.146868716,3245482.2071308503
Rail,100005,scenario_63,integrated,9343581.47741844,3394544.7283522543,-3394544.7283522543,5949036.749066185
Rail,100005,scenario_63,standalone_annual_proxy,5424030.262010173,2992321.146868716,-2992321.146868716,2431709.115141457
Rail,100005,scenario_64,integrated,8491762.148406655,3394544.7283522543,-3394544.7283522543,5097217.4200544
Rail,100005,scenario_64,standalone_annual_proxy,6314462.18048423,2992321.146868716,-2992321.146868716,3322141.0336155137
Rail,100005,scenario_65,integrated,5852288.16869772,3394544.7283522543,-3394544.7283522543,2457743.440345466
Rail,100005,scenario_65,standalone_annual_proxy,5186775.005160155,2992321.146868716,-2992321.146868716,2194453.858291439
Rail,100005,scenario_66,integrated,5717530.799255716,3394544.7283522543,-3394544.7283522543,2322986.0709034614
Rail,100005,scenario_66,standalone_annual_proxy,4195393.089119171,2992321.146868716,-2992321.146868716,1203071.9422504548
Rail,100005,scenario_67,integrated,8235815.071081501,3394544.7283522543,-3394544.7283522543,4841270.342729247
Rail,100005,scenario_67,standalone_annual_proxy,5577470.74369046,2992321.146868716,-2992321.146868716,2585149.596821744
Rail,100005,scenario_68,integrated,4570683.9400239615,3394544.7283522543,-3394544.7283522543,1176139.2116717072
Rail,100005,scenario_68,standalone_annual_proxy,3345927.294236807,2992321.146868716,-2992321.146868716,353606.14736809116
Rail,100005,scenario_69,integrated,4299722.141003869,3394544.7283522543,-3394544.7283522543,905177.4126516143
Rail,100005,scenario_69,standalone_annual_proxy,3845524.2933610007,2992321.146868716,-2992321.146868716,853203.1464922847
Rail,100005,scenario_7,integrated,8823412.660355277,3394544.7283522543,-3394544.7283522543,5428867.932003023
Rail,100005,scenario_7,standalone_annual_proxy,5032922.152596727,2992321.146868716,-2992321.146868716,2040601.005728011
Rail,100005,scenario_70,integrated,5030330.328907411,3394544.7283522543,-3394544.7283522543,1635785.6005551564
Rail,100005,scenario_70,standalone_annual_proxy,3534748.709826638,2992321.146868716,-2992321.146868716,542427.562957922
Rail,100005,scenario_71,integrated,7066950.6608064305,3394544.7283522543,-3394544.7283522543,3672405.9324541762
Rail,100005,scenario_71,standalone_annual_proxy,4804447.164069807,2992321.146868716,-2992321.146868716,1812126.0172010912
Rail,100005,scenario_72,integrated,3856554.851495173,3394544.7283522543,-3394544.7283522543,462010.1231429186
Rail,100005,scenario_72,standalone_annual_proxy,3226191.886534103,2992321.146868716,-2992321.146868716,233870.7396653872
Rail,100005,scenario_73,integrated,3840565.2929123705,3394544.7283522543,-3394544.7283522543,446020.56456011627
Rail,100005,scenario_73,standalone_annual_proxy,2957550.8776592975,2992321.146868716,-2992321.146868716,-34770.269209418446
Rail,100005,scenario_74,integrated,7651089.601591533,3394544.7283522543,-3394544.7283522543,4256544.873239279
Rail,100005,scenario_74,standalone_annual_proxy,5823894.62855572,2992321.146868716,-2992321.146868716,2831573.4816870037
Rail,100005,scenario_75,integrated,6864116.144948671,3394544.7283522543,-3394544.7283522543,3469571.4165964164
Rail,100005,scenario_75,standalone_annual_proxy,8273105.1434388785,2992321.146868716,-2992321.146868716,5280783.9965701625
Rail,100005,scenario_76,integrated,6182067.04174643,3394544.7283522543,-3394544.7283522543,2787522.313394176
Rail,100005,scenario_76,standalone_annual_proxy,5348225.690197837,2992321.146868716,-2992321.146868716,2355904.5433291206
Rail,100005,scenario_77,integrated,7811208.561334081,3394544.7283522543,-3394544.7283522543,4416663.832981827
Rail,100005,scenario_77,standalone_annual_proxy,3987514.784624663,2992321.146868716,-2992321.146868716,995193.6377559472
Rail,100005,scenario_78,integrated,10676402.127672397,3394544.7283522543,-3394544.7283522543,7281857.399320142
Rail,100005,scenario_78,standalone_annual_proxy,7630062.045024378,2992321.146868716,-2992321.146868716,4637740.898155662
Rail,100005,scenario_79,integrated,8000034.022738854,3394544.7283522543,-3394544.7283522543,4605489.2943866
Rail,100005,scenario_79,standalone_annual_proxy,6482026.160602974,2992321.146868716,-2992321.146868716,3489705.013734258
Rail,100005,scenario_8,integrated,5820427.114905523,3394544.7283522543,-3394544.7283522543,2425882.386553269
Rail,100005,scenario_8,standalone_annual_proxy,3586337.450796856,2992321.146868716,-2992321.146868716,594016.3039281401
Rail,100005,scenario_80,integrated,13246728.2068397,3394544.7283522543,-3394544.7283522543,9852183.478487445
Rail,100005,scenario_80,standalone_annual_proxy,12486815.027794745,2992321.146868716,-2992321.146868716,9494493.880926028
Rail,100005,scenario_81,integrated,7171929.712186208,3394544.7283522543,-3394544.7283522543,3777384.9838339537
Rail,100005,scenario_81,standalone_annual_proxy,4500944.169252453,2992321.146868716,-2992321.146868716,1508623.0223837374
Rail,100005,scenario_82,integrated,8673307.808320826,3394544.7283522543,-3394544.7283522543,5278763.079968572
Rail,100005,scenario_82,standalone_annual_proxy,6392741.069135623,2992321.146868716,-2992321.146868716,3400419.922266907
Rail,100005,scenario_83,integrated,6281638.492255756,3394544.7283522543,-3394544.7283522543,2887093.7639035014
Rail,100005,scenario_83,standalone_annual_proxy,4540237.050026148,2992321.146868716,-2992321.146868716,1547915.9031574316
Rail,100005,scenario_84,integrated,6398409.297432097,3394544.7283522543,-3394544.7283522543,3003864.5690798424
Rail,100005,scenario_84,standalone_annual_proxy,4180435.8446209976,2992321.146868716,-2992321.146868716,1188114.6977522816
Rail,100005,scenario_85,integrated,6087807.772001399,3394544.7283522543,-3394544.7283522543,2693263.0436491445
Rail,100005,scenario_85,standalone_annual_proxy,4210106.172409369,2992321.146868716,-2992321.146868716,1217785.0255406527
Rail,100005,scenario_86,integrated,8754881.04852397,3394544.7283522543,-3394544.7283522543,5360336.320171716
Rail,100005,scenario_86,standalone_annual_proxy,5882511.890634063,2992321.146868716,-2992321.146868716,2890190.7437653467
Rail,100005,scenario_87,integrated,7941906.623845173,3394544.7283522543,-3394544.7283522543,4547361.895492919
Rail,100005,scenario_87,standalone_annual_proxy,7119516.764351684,2992321.146868716,-2992321.146868716,4127195.6174829677
Rail,100005,scenario_88,integrated,6100168.699283448,3394544.7283522543,-3394544.7283522543,2705623.970931194
Rail,100005,scenario_88,standalone_annual_proxy,5719924.2535441015,2992321.146868716,-2992321.146868716,2727603.1066753855
Rail,100005,scenario_89,integrated,6542392.120892369,3394544.7283522543,-3394544.7283522543,3147847.392540115
Rail,100005,scenario_89,standalone_annual_proxy,5749499.609957005,2992321.146868716,-2992321.146868716,2757178.463088289
Rail,100005,scenario_9,integrated,9508565.344436698,3394544.7283522543,-3394544.7283522543,6114020.616084443
Rail,100005,scenario_9,standalone_annual_proxy,5207968.683445744,2992321.146868716,-2992321.146868716,2215647.536577028
Rail,100005,scenario_90,integrated,6636231.531601117,3394544.7283522543,-3394544.7283522543,3241686.8032488627
Rail,100005,scenario_90,standalone_annual_proxy,4546716.1462847525,2992321.146868716,-2992321.146868716,1554394.9994160365
Rail,100005,scenario_91,integrated,8923433.049613746,3394544.7283522543,-3394544.7283522543,5528888.321261492
Rail,100005,scenario_91,standalone_annual_proxy,8425742.380422961,2992321.146868716,-2992321.146868716,5433421.233554245
Rail,100005,scenario_92,integrated,6439018.730318444,3394544.7283522543,-3394544.7283522543,3044474.0019661896
Rail,100005,scenario_92,standalone_annual_proxy,4527735.256853455,2992321.146868716,-2992321.146868716,1535414.1099847388
Rail,100005,scenario_93,integrated,6953540.836156796,3394544.7283522543,-3394544.7283522543,3558996.1078045415
Rail,100005,scenario_93,standalone_annual_proxy,6765831.6017942205,2992321.146868716,-2992321.146868716,3773510.4549255045
Rail,100005,scenario_94,integrated,12643816.005797409,3394544.7283522543,-3394544.7283522543,9249271.277445154
Rail,100005,scenario_94,standalone_annual_proxy,10062710.507560031,2992321.146868716,-2992321.146868716,7070389.3606913155
Rail,100005,scenario_95,integrated,9957467.54570311,3394544.7283522543,-3394544.7283522543,6562922.817350855
Rail,100005,scenario_95,standalone_annual_proxy,7900413.41793528,2992321.146868716,-2992321.146868716,4908092.271066564
Rail,100005,scenario_96,integrated,9715486.941805985,3394544.7283522543,-3394544.7283522543,6320942.213453731
Rail,100005,scenario_96,standalone_annual_proxy,9446671.459566323,2992321.146868716,-2992321.146868716,6454350.312697607
Rail,100005,scenario_97,integrated,11077235.72962798,3394544.7283522543,-3394544.7283522543,7682691.001275726
Rail,100005,scenario_97,standalone_annual_proxy,7948325.769807331,2992321.146868716,-2992321.146868716,4956004.622938615
Rail,100005,scenario_98,integrated,9499345.14030318,3394544.7283522543,-3394544.7283522543,6104800.411950925
Rail,100005,scenario_98,standalone_annual_proxy,5160032.63740538,2992321.146868716,-2992321.146868716,2167711.4905366637
Rail,100005,scenario_99,integrated,11370732.718493037,3394544.7283522543,-3394544.7283522543,7976187.990140783
Rail,100005,scenario_99,standalone_annual_proxy,8955350.175275628,2992321.146868716,-2992321.146868716,5963029.0284069115
Rail,101000,scenario_1,integrated,9151696.019333338,10994899.813432481,-10994899.813432481,-1843203.7940991428
Rail,101000,scenario_1,standalone_annual_proxy,9885879.629194072,10408020.283912044,-10408020.283912044,-522140.6547179725
Rail,101000,scenario_10,integrated,9035489.547116838,10994899.813432481,-10994899.813432481,-1959410.2663156427
Rail,101000,scenario_10,standalone_annual_proxy,7221098.001991297,10408020.283912044,-10408020.283912044,-3186922.281920747
Rail,101000,scenario_100,integrated,5534052.826400274,10994899.813432481,-10994899.813432481,-5460846.987032207
Rail,101000,scenario_100,standalone_annual_proxy,4614428.645847079,10408020.283912044,-10408020.283912044,-5793591.638064965
Rail,101000,scenario_11,integrated,6942955.605156414,10994899.813432481,-10994899.813432481,-4051944.208276067
Rail,101000,scenario_11,standalone_annual_proxy,4931978.631948961,10408020.283912044,-10408020.283912044,-5476041.651963083
Rail,101000,scenario_12,integrated,11219195.623651763,10994899.813432481,-10994899.813432481,224295.81021928228
Rail,101000,scenario_12,standalone_annual_proxy,10478552.137135524,10408020.283912044,-10408020.283912044,70531.85322348028
Rail,101000,scenario_13,integrated,7137489.064788726,10994899.813432481,-10994899.813432481,-3857410.748643755
Rail,101000,scenario_13,standalone_annual_proxy,6333939.581108094,10408020.283912044,-10408020.283912044,-4074080.70280395
Rail,101000,scenario_14,integrated,7836788.8525475105,10994899.813432481,-10994899.813432481,-3158110.9608849706
Rail,101000,scenario_14,standalone_annual_proxy,4352249.531067492,10408020.283912044,-10408020.283912044,-6055770.752844552
Rail,101000,scenario_15,integrated,5456654.253090283,10994899.813432481,-10994899.813432481,-5538245.560342198
Rail,101000,scenario_15,standalone_annual_proxy,3357636.9321464584,10408020.283912044,-10408020.283912044,-7050383.351765586
Rail,101000,scenario_16,integrated,8452162.769744668,10994899.813432481,-10994899.813432481,-2542737.043687813
Rail,101000,scenario_16,standalone_annual_proxy,6501954.993807396,10408020.283912044,-10408020.283912044,-3906065.290104648
Rail,101000,scenario_17,integrated,8542052.099447843,10994899.813432481,-10994899.813432481,-2452847.7139846385
Rail,101000,scenario_17,standalone_annual_proxy,6009128.523576977,10408020.283912044,-10408020.283912044,-4398891.760335067
Rail,101000,scenario_18,integrated,4512242.785415981,10994899.813432481,-10994899.813432481,-6482657.0280165
Rail,101000,scenario_18,standalone_annual_proxy,3720754.000874703,10408020.283912044,-10408020.283912044,-6687266.283037341
Rail,101000,scenario_19,integrated,6809889.087480933,10994899.813432481,-10994899.813432481,-4185010.7259515477
Rail,101000,scenario_19,standalone_annual_proxy,6065324.382589378,10408020.283912044,-10408020.283912044,-4342695.901322666
Rail,101000,scenario_2,integrated,4510029.601748392,10994899.813432481,-10994899.813432481,-6484870.211684089
Rail,101000,scenario_2,standalone_annual_proxy,3398494.706968156,10408020.283912044,-10408020.283912044,-7009525.576943887
Rail,101000,scenario_20,integrated,9632032.820215598,10994899.813432481,-10994899.813432481,-1362866.9932168834
Rail,101000,scenario_20,standalone_annual_proxy,6748248.607301627,10408020.283912044,-10408020.283912044,-3659771.6766104167
Rail,101000,scenario_21,integrated,8655547.649620092,10994899.813432481,-10994899.813432481,-2339352.1638123896
Rail,101000,scenario_21,standalone_annual_proxy,7377837.864417389,10408020.283912044,-10408020.283912044,-3030182.419494655
Rail,101000,scenario_22,integrated,7104533.485149705,10994899.813432481,-10994899.813432481,-3890366.3282827763
Rail,101000,scenario_22,standalone_annual_proxy,8247770.337851035,10408020.283912044,-10408020.283912044,-2160249.9460610086
Rail,101000,scenario_23,integrated,4860280.013795413,10994899.813432481,-10994899.813432481,-6134619.799637068
Rail,101000,scenario_23,standalone_annual_proxy,3382875.8824021453,10408020.283912044,-10408020.283912044,-7025144.401509899
Rail,101000,scenario_24,integrated,9178319.24187253,10994899.813432481,-10994899.813432481,-1816580.5715599507
Rail,101000,scenario_24,standalone_annual_proxy,7203237.264069295,10408020.283912044,-10408020.283912044,-3204783.0198427495
Rail,101000,scenario_25,integrated,7205596.7269375315,10994899.813432481,-10994899.813432481,-3789303.0864949496
Rail,101000,scenario_25,standalone_annual_proxy,4900827.512121936,10408020.283912044,-10408020.283912044,-5507192.771790108
Rail,101000,scenario_26,integrated,4449198.691697807,10994899.813432481,-10994899.813432481,-6545701.121734674
Rail,101000,scenario_26,standalone_annual_proxy,2706130.433714919,10408020.283912044,-10408020.283912044,-7701889.850197125
Rail,101000,scenario_27,integrated,6375611.580968868,10994899.813432481,-10994899.813432481,-4619288.232463613
Rail,101000,scenario_27,standalone_annual_proxy,4353325.441218974,10408020.283912044,-10408020.283912044,-6054694.84269307
Rail,101000,scenario_28,integrated,3235781.028173659,10994899.813432481,-10994899.813432481,-7759118.785258822
Rail,101000,scenario_28,standalone_annual_proxy,3462914.588731141,10408020.283912044,-10408020.283912044,-6945105.695180903
Rail,101000,scenario_29,integrated,8086963.622650661,10994899.813432481,-10994899.813432481,-2907936.1907818206
Rail,101000,scenario_29,standalone_annual_proxy,6133830.698986029,10408020.283912044,-10408020.283912044,-4274189.584926015
Rail,101000,scenario_3,integrated,7676199.940039263,10994899.813432481,-10994899.813432481,-3318699.873393218
Rail,101000,scenario_3,standalone_annual_proxy,5009163.877797228,10408020.283912044,-10408020.283912044,-5398856.406114816
Rail,101000,scenario_30,integrated,7364711.895422702,10994899.813432481,-10994899.813432481,-3630187.9180097794
Rail,101000,scenario_30,standalone_annual_proxy,6932635.868174272,10408020.283912044,-10408020.283912044,-3475384.4157377724
Rail,101000,scenario_31,integrated,8387999.511287608,10994899.813432481,-10994899.813432481,-2606900.302144873
Rail,101000,scenario_31,standalone_annual_proxy,6404362.733700689,10408020.283912044,-10408020.283912044,-4003657.550211355
Rail,101000,scenario_32,integrated,8862121.975204242,10994899.813432481,-10994899.813432481,-2132777.8382282387
Rail,101000,scenario_32,standalone_annual_proxy,9182939.67918398,10408020.283912044,-10408020.283912044,-1225080.6047280636
Rail,101000,scenario_33,integrated,6368828.675399252,10994899.813432481,-10994899.813432481,-4626071.138033229
Rail,101000,scenario_33,standalone_annual_proxy,5749230.888209737,10408020.283912044,-10408020.283912044,-4658789.395702307
Rail,101000,scenario_34,integrated,10317270.08120059,10994899.813432481,-10994899.813432481,-677629.7322318908
Rail,101000,scenario_34,standalone_annual_proxy,7709927.343004232,10408020.283912044,-10408020.283912044,-2698092.9409078117
Rail,101000,scenario_35,integrated,8441211.249377493,10994899.813432481,-10994899.813432481,-2553688.5640549883
Rail,101000,scenario_35,standalone_annual_proxy,6722057.780504522,10408020.283912044,-10408020.283912044,-3685962.503407522
Rail,101000,scenario_36,integrated,7116685.039228724,10994899.813432481,-10994899.813432481,-3878214.774203757
Rail,101000,scenario_36,standalone_annual_proxy,7541713.190262685,10408020.283912044,-10408020.283912044,-2866307.0936493594
Rail,101000,scenario_37,integrated,10287712.96512074,10994899.813432481,-10994899.813432481,-707186.8483117409
Rail,101000,scenario_37,standalone_annual_proxy,8364570.6088150125,10408020.283912044,-10408020.283912044,-2043449.6750970315
Rail,101000,scenario_38,integrated,8102193.542322277,10994899.813432481,-10994899.813432481,-2892706.271110204
Rail,101000,scenario_38,standalone_annual_proxy,6370635.907123243,10408020.283912044,-10408020.283912044,-4037384.3767888006
Rail,101000,scenario_39,integrated,7210059.773134091,10994899.813432481,-10994899.813432481,-3784840.04029839
Rail,101000,scenario_39,standalone_annual_proxy,6687127.0524156485,10408020.283912044,-10408020.283912044,-3720893.2314963955
Rail,101000,scenario_4,integrated,5555543.470546743,10994899.813432481,-10994899.813432481,-5439356.342885738
Rail,101000,scenario_4,standalone_annual_proxy,5172108.473752228,10408020.283912044,-10408020.283912044,-5235911.810159816
Rail,101000,scenario_40,integrated,8354796.499082407,10994899.813432481,-10994899.813432481,-2640103.314350074
Rail,101000,scenario_40,standalone_annual_proxy,5181472.502136047,10408020.283912044,-10408020.283912044,-5226547.781775997
Rail,101000,scenario_41,integrated,9091586.66831879,10994899.813432481,-10994899.813432481,-1903313.1451136917
Rail,101000,scenario_41,standalone_annual_proxy,6256167.1649002265,10408020.283912044,-10408020.283912044,-4151853.1190118175
Rail,101000,scenario_42,integrated,10478398.117540706,10994899.813432481,-10994899.813432481,-516501.6958917752
Rail,101000,scenario_42,standalone_annual_proxy,7196988.3709581,10408020.283912044,-10408020.283912044,-3211031.912953944
Rail,101000,scenario_43,integrated,7398564.785988789,10994899.813432481,-10994899.813432481,-3596335.027443692
Rail,101000,scenario_43,standalone_annual_proxy,8138734.013853747,10408020.283912044,-10408020.283912044,-2269286.2700582966
Rail,101000,scenario_44,integrated,8732391.105951441,10994899.813432481,-10994899.813432481,-2262508.7074810397
Rail,101000,scenario_44,standalone_annual_proxy,7013958.933344206,10408020.283912044,-10408020.283912044,-3394061.350567838
Rail,101000,scenario_45,integrated,7335526.562040255,10994899.813432481,-10994899.813432481,-3659373.2513922257
Rail,101000,scenario_45,standalone_annual_proxy,4731759.904829242,10408020.283912044,-10408020.283912044,-5676260.379082802
Rail,101000,scenario_46,integrated,8147061.019443142,10994899.813432481,-10994899.813432481,-2847838.793989339
Rail,101000,scenario_46,standalone_annual_proxy,7620670.157832824,10408020.283912044,-10408020.283912044,-2787350.1260792203
Rail,101000,scenario_47,integrated,5316412.874668564,10994899.813432481,-10994899.813432481,-5678486.938763917
Rail,101000,scenario_47,standalone_annual_proxy,4558302.968351711,10408020.283912044,-10408020.283912044,-5849717.315560333
Rail,101000,scenario_48,integrated,6046383.885403074,10994899.813432481,-10994899.813432481,-4948515.928029407
Rail,101000,scenario_48,standalone_annual_proxy,6078485.188857136,10408020.283912044,-10408020.283912044,-4329535.095054908
Rail,101000,scenario_49,integrated,7596009.875958511,10994899.813432481,-10994899.813432481,-3398889.9374739705
Rail,101000,scenario_49,standalone_annual_proxy,6942770.416510126,10408020.283912044,-10408020.283912044,-3465249.8674019184
Rail,101000,scenario_5,integrated,8082664.643686514,10994899.813432481,-10994899.813432481,-2912235.169745967
Rail,101000,scenario_5,standalone_annual_proxy,6103963.816829542,10408020.283912044,-10408020.283912044,-4304056.467082502
Rail,101000,scenario_50,integrated,7631708.486888459,10994899.813432481,-10994899.813432481,-3363191.326544022
Rail,101000,scenario_50,standalone_annual_proxy,5295820.670165988,10408020.283912044,-10408020.283912044,-5112199.613746056
Rail,101000,scenario_51,integrated,7861009.251507032,10994899.813432481,-10994899.813432481,-3133890.5619254494
Rail,101000,scenario_51,standalone_annual_proxy,6636653.842495125,10408020.283912044,-10408020.283912044,-3771366.441416919
Rail,101000,scenario_52,integrated,11094896.738600511,10994899.813432481,-10994899.813432481,99996.92516802996
Rail,101000,scenario_52,standalone_annual_proxy,9037522.42057772,10408020.283912044,-10408020.283912044,-1370497.8633343242
Rail,101000,scenario_53,integrated,9803660.05073533,10994899.813432481,-10994899.813432481,-1191239.762697151
Rail,101000,scenario_53,standalone_annual_proxy,7980915.518522428,10408020.283912044,-10408020.283912044,-2427104.7653896157
Rail,101000,scenario_54,integrated,11666059.274677856,10994899.813432481,-10994899.813432481,671159.4612453748
Rail,101000,scenario_54,standalone_annual_proxy,9595633.756197246,10408020.283912044,-10408020.283912044,-812386.5277147982
Rail,101000,scenario_55,integrated,7518503.228375724,10994899.813432481,-10994899.813432481,-3476396.5850567576
Rail,101000,scenario_55,standalone_annual_proxy,5155323.79737699,10408020.283912044,-10408020.283912044,-5252696.486535054
Rail,101000,scenario_56,integrated,8774472.849612411,10994899.813432481,-10994899.813432481,-2220426.96382007
Rail,101000,scenario_56,standalone_annual_proxy,8708350.465568881,10408020.283912044,-10408020.283912044,-1699669.8183431625
Rail,101000,scenario_57,integrated,6524513.414548254,10994899.813432481,-10994899.813432481,-4470386.3988842275
Rail,101000,scenario_57,standalone_annual_proxy,6074906.957775023,10408020.283912044,-10408020.283912044,-4333113.326137021
Rail,101000,scenario_58,integrated,6734843.2821685625,10994899.813432481,-10994899.813432481,-4260056.531263919
Rail,101000,scenario_58,standalone_annual_proxy,3956578.336091007,10408020.283912044,-10408020.283912044,-6451441.947821037
Rail,101000,scenario_59,integrated,5961015.272324483,10994899.813432481,-10994899.813432481,-5033884.541107998
Rail,101000,scenario_59,standalone_annual_proxy,3661649.209928523,10408020.283912044,-10408020.283912044,-6746371.073983521
Rail,101000,scenario_6,integrated,7051726.059073067,10994899.813432481,-10994899.813432481,-3943173.754359414
Rail,101000,scenario_6,standalone_annual_proxy,5670751.02552584,10408020.283912044,-10408020.283912044,-4737269.258386204
Rail,101000,scenario_60,integrated,6807481.784767055,10994899.813432481,-10994899.813432481,-4187418.028665426
Rail,101000,scenario_60,standalone_annual_proxy,5049961.627803582,10408020.283912044,-10408020.283912044,-5358058.656108462
Rail,101000,scenario_61,integrated,6519963.4235497955,10994899.813432481,-10994899.813432481,-4474936.389882686
Rail,101000,scenario_61,standalone_annual_proxy,3428423.2305372516,10408020.283912044,-10408020.283912044,-6979597.053374792
Rail,101000,scenario_62,integrated,7334083.299089787,10994899.813432481,-10994899.813432481,-3660816.5143426945
Rail,101000,scenario_62,standalone_annual_proxy,6738083.599365331,10408020.283912044,-10408020.283912044,-3669936.684546713
Rail,101000,scenario_63,integrated,10098870.125864947,10994899.813432481,-10994899.813432481,-896029.6875675339
Rail,101000,scenario_63,standalone_annual_proxy,5868121.419655787,10408020.283912044,-10408020.283912044,-4539898.864256257
Rail,101000,scenario_64,integrated,9176330.11497535,10994899.813432481,-10994899.813432481,-1818569.6984571312
Rail,101000,scenario_64,standalone_annual_proxy,6826002.515429688,10408020.283912044,-10408020.283912044,-3582017.7684823563
Rail,101000,scenario_65,integrated,6329644.173740559,10994899.813432481,-10994899.813432481,-4665255.639691922
