development,component,scenario_count,mean_tts_minutes,median_tts_minutes,std_tts_minutes,min_tts_minutes,max_tts_minutes,n_positive,n_negative
227,access_only,10,526.0054211929488,501.75230791898684,129.68021995066897,313.735025621565,721.4460678382893,10,0
227,destination_access,10,173.38243690544988,165.39133979970757,42.76222835751506,103.38635721932587,237.8367849727365,10,0
227,network,10,-344.5153626811458,-345.05699293268844,48.0027893690974,-400.8136827496346,-244.4914481859887,0,10
227,origin_access,10,352.6229842874989,336.3609681192793,86.91799534592064,210.34866840223913,483.6092828655528,10,0
227,total,10,181.49005851178953,156.69531498625292,83.82432462156133,69.24357743558357,320.6323850885965,10,0
233,access_only,10,84.64830495584411,80.66407269506271,20.474296248508065,51.14028202833833,115.31874253821661,10,0
233,destination_access,10,-26.967215942100484,-25.690627933119686,6.471453249762971,-36.63475184140043,-16.374965370983773,0,10
233,network,10,-1020.7814199928544,-867.1083009449358,469.2197513721845,-1819.0713797402568,-425.03181473969016,0,10
233,origin_access,10,111.61552089794459,106.3547006281824,26.945634249909222,67.5152473993221,151.95349437961704,10,0
233,total,10,-936.1331150370243,-786.4442282499513,449.0527975561041,-1703.752637202153,-373.89153271133546,0,10
240,access_only,10,414.85710099402075,395.74341978552366,102.35076620746956,247.32170518053135,569.1419989513379,10,0
240,destination_access,10,128.95729920551858,123.01535573033107,31.814565771558613,76.8815301371942,176.91490371777036,10,0
240,network,10,-418.30440563075246,-412.1894367325003,71.84428511389818,-514.8027681824751,-282.74172032019123,0,10
240,origin_access,10,285.8998017885022,272.7280640551926,70.53620045868395,170.44017504333715,392.2270952335675,10,0
240,total,10,-3.447304636737681,-16.44601694701123,32.34078325357764,-35.420015139650786,54.33923076884821,3,7
243,access_only,10,1284.1515157742476,1224.808102885905,316.07389828716356,766.8120389844298,1760.269253594819,10,0
243,destination_access,10,465.1142843786323,443.51501782022933,113.91349892690602,278.6615193857124,636.463691725301,10,0
243,network,10,-11216.24076100463,-9445.52584942861,5386.316205490216,-20399.630193075864,-4427.515403827274,0,10
243,origin_access,10,819.0372313956153,781.2930850656758,202.16174238603517,488.15051959871744,1123.805561869518,10,0
243,total,10,-9932.0892452304,-8220.717746542738,5075.319226546232,-18639.360939481063,-3660.7033648428337,0,10
245,access_only,10,-823.2967028415978,-785.2515310333656,202.6000616357511,-1128.5390828199306,-491.67465105288466,0,10
245,destination_access,10,-491.5938624653243,-468.860485325622,120.89311813585412,-673.7072385036008,-293.71372570788117,0,10
245,network,10,-16716.283093645565,-12792.372579956427,10775.108607237049,-35551.09199050022,-4268.613755082537,0,10
