development,scenario,tts_annual,access_only_minutes,cost_annual,mode,value_mode,cost_annual_negative,net_annual
261,scenario_78,9747.903201274596,34.852838261540455,-9204081.868288819,Road,access_only_integrated_proxy,9204081.868288819,9213829.771490093
261,scenario_89,5984.9670934094665,21.39876502671541,-9349683.823548686,Road,access_only_integrated_proxy,9349683.823548686,9355668.790642096
261,scenario_96,6370.640103865769,22.777707633933474,-9335296.040727913,Road,access_only_integrated_proxy,9335296.040727913,9341666.680831779
267,scenario_100,86222.15061689618,308.2803150548243,-16240417.092238955,Road,access_only_integrated_proxy,16240417.092238955,16326639.24285585
267,scenario_19,129826.65837794016,464.1847003457078,-16214580.956366941,Road,access_only_integrated_proxy,16214580.956366941,16344407.614744881
267,scenario_26,59175.457094595346,211.57705329911187,-16256424.372672113,Road,access_only_integrated_proxy,16256424.372672113,16315599.829766707
267,scenario_44,99374.12849393749,355.3041465705028,-16232553.526620634,Road,access_only_integrated_proxy,16232553.526620634,16331927.65511457
267,scenario_64,122561.76741491664,438.2096712041712,-16218269.467885938,Road,access_only_integrated_proxy,16218269.467885938,16340831.235300854
267,scenario_70,81526.1749832808,291.49023457709336,-16243412.395534573,Road,access_only_integrated_proxy,16243412.395534573,16324938.570517855
267,scenario_75,99529.22310999563,355.8586748066882,-16232400.949089758,Road,access_only_integrated_proxy,16232400.949089758,16331930.172199754
267,scenario_78,134428.09295901147,480.63675694842095,-16211297.178354051,Road,access_only_integrated_proxy,16211297.178354051,16345725.271313062
267,scenario_89,83285.90213800207,297.78199647106885,-16241996.077885002,Road,access_only_integrated_proxy,16241996.077885002,16325281.980023004
267,scenario_96,88272.93251034054,315.61271959004443,-16238916.186230004,Road,access_only_integrated_proxy,16238916.186230004,16327189.118740344
27,scenario_100,-143847.8337519157,-514.3162771018215,-29606965.659856938,Road,access_only_integrated_proxy,29606965.659856938,29463117.82610502
27,scenario_19,-216948.43695830164,-775.6815623090115,-29341346.61979349,Road,access_only_integrated_proxy,29341346.61979349,29124398.182835188
27,scenario_26,-98223.04534963693,-351.18854203222145,-29771939.11111656,Road,access_only_integrated_proxy,29771939.11111656,29673716.065766923
27,scenario_44,-166146.2183343798,-594.0423448826987,-29526226.232185416,Road,access_only_integrated_proxy,29526226.232185416,29360080.013851035
27,scenario_64,-206021.6881908982,-736.6138572188538,-29381883.797412176,Road,access_only_integrated_proxy,29381883.797412176,29175862.109221276
27,scenario_70,-135542.59763618148,-484.62157814053717,-29636796.13702088,Road,access_only_integrated_proxy,29636796.13702088,29501253.539384697
27,scenario_75,-166524.0973065731,-595.393420537468,-29524923.326019835,Road,access_only_integrated_proxy,29524923.326019835,29358399.228713263
27,scenario_78,-225742.54683799457,-807.1241898118242,-29310002.605567127,Road,access_only_integrated_proxy,29310002.605567127,29084260.058729135
27,scenario_89,-139225.7010277273,-497.79021596505845,-29623901.7592332,Road,access_only_integrated_proxy,29623901.7592332,29484676.05820547
27,scenario_96,-147882.00953554432,-528.7401458254099,-29592698.898656283,Road,access_only_integrated_proxy,29592698.898656283,29444816.88912074
270,scenario_100,130331.79589491145,465.9907786186777,-23861428.317405745,Road,access_only_integrated_proxy,23861428.317405745,23991760.113300655
270,scenario_19,196631.9914792845,703.0417572443694,-23784979.010266364,Road,access_only_integrated_proxy,23784979.010266364,23981611.00174565
270,scenario_26,88934.48107763108,317.9780329032619,-23908868.87357076,Road,access_only_integrated_proxy,23908868.87357076,23997803.35464839
270,scenario_44,150586.50777209018,538.4098601907135,-23838211.369785883,Road,access_only_integrated_proxy,23838211.369785883,23988797.877557974
270,scenario_64,186852.39214831727,668.0755920386764,-23796733.870912902,Road,access_only_integrated_proxy,23796733.870912902,23983586.263061218
270,scenario_70,122752.22874702055,438.89065026867684,-23869969.287519358,Road,access_only_integrated_proxy,23869969.287519358,23992721.51626638
270,scenario_75,150940.49273372907,539.6755047462939,-23837837.589316264,Road,access_only_integrated_proxy,23837837.589316264,23988778.082049992
270,scenario_78,204703.9553531046,731.9024102010444,-23776065.766167637,Road,access_only_integrated_proxy,23776065.766167637,23980769.72152074
270,scenario_89,126175.49507834164,451.13026173261824,-23866312.6580322,Road,access_only_integrated_proxy,23866312.6580322,23992488.15311054
270,scenario_96,134061.21727547498,479.32502266091615,-23857362.503680095,Road,access_only_integrated_proxy,23857362.503680095,23991423.72095557
273,scenario_100,174333.89970000286,623.3167363575521,-15249369.68292124,Road,access_only_integrated_proxy,15249369.68292124,15423703.582621243
273,scenario_19,262873.4765215833,939.882821082756,-15207511.580673393,Road,access_only_integrated_proxy,15207511.580673393,15470385.057194976
273,scenario_26,119122.14785850077,425.9115901086061,-15275006.030743308,Road,access_only_integrated_proxy,15275006.030743308,15394128.178601809
273,scenario_44,201300.62723416276,719.7340862003584,-15236704.146399053,Road,access_only_integrated_proxy,15236704.146399053,15438004.773633216
273,scenario_64,249423.56973672457,891.7937688910824,-15213813.885673096,Road,access_only_integrated_proxy,15213813.885673096,15463237.455409821
273,scenario_70,164342.41754294353,587.5930012708595,-15254067.363235705,Road,access_only_integrated_proxy,15254067.363235705,15418409.780778648
273,scenario_75,201725.34758517324,721.2526394106753,-15236488.573654367,Road,access_only_integrated_proxy,15236488.573654367,15438213.92123954
273,scenario_78,273310.9971610705,977.2013306317604,-15202440.828797303,Road,access_only_integrated_proxy,15202440.828797303,15475751.825958373
273,scenario_89,168686.28003471927,603.1241297330744,-15251984.31165561,Road,access_only_integrated_proxy,15251984.31165561,15420670.59169033
273,scenario_96,179111.6962408913,640.3993608612873,-15247084.87461835,Road,access_only_integrated_proxy,15247084.87461835,15426196.57085924
277,scenario_100,290214.7872033052,1037.6394626263427,-46090833.9647056,Road,access_only_integrated_proxy,46090833.9647056,46381048.751908906
277,scenario_19,437763.8188071494,1565.1890728300314,-45866149.979803994,Road,access_only_integrated_proxy,45866149.979803994,46303913.79861114
277,scenario_26,198143.13195529542,708.4447176055255,-46230515.63520953,Road,access_only_integrated_proxy,46230515.63520953,46428658.76716483
277,scenario_44,335240.8216923033,1198.6264015814195,-46022575.78506801,Road,access_only_integrated_proxy,46022575.78506801,46357816.606760316
277,scenario_64,415751.0525500714,1486.484210234892,-45900998.54264675,Road,access_only_integrated_proxy,45900998.54264675,46316749.59519682
277,scenario_70,273433.64004661166,977.6398303342539,-46115871.74305114,Road,access_only_integrated_proxy,46115871.74305114,46389305.38309775
277,scenario_75,336007.69470711064,1201.3682939248647,-46021516.3289575,Road,access_only_integrated_proxy,46021516.3289575,46357524.02366461
277,scenario_78,455508.75952833757,1628.6346709393074,-45840224.864799365,Road,access_only_integrated_proxy,45840224.864799365,46295733.624327704
277,scenario_89,280904.3536594125,1004.3507616872848,-46105292.89113101,Road,access_only_integrated_proxy,46105292.89113101,46386197.24479043
277,scenario_96,298394.63985854376,1066.8858631813855,-46079027.300825484,Road,access_only_integrated_proxy,46079027.300825484,46377421.94068403
28,scenario_100,236045.56352066767,843.9617913588118,-116976257.93531826,Road,access_only_integrated_proxy,116976257.93531826,117212303.49883893
28,scenario_19,356069.6402454481,1273.0981550675242,-116459416.84265636,Road,access_only_integrated_proxy,116459416.84265636,116815486.48290181
28,scenario_26,161241.6470403943,576.5064475187282,-117298044.22099239,Road,access_only_integrated_proxy,117298044.22099239,117459285.86803278
28,scenario_44,272610.2275445261,974.6957856340596,-116819146.68293308,Road,access_only_integrated_proxy,116819146.68293308,117091756.91047761
28,scenario_64,337767.3447478591,1207.659780104077,-116539245.0708638,Road,access_only_integrated_proxy,116539245.0708638,116877012.41561165
28,scenario_70,222528.9521684609,795.6342423900278,-117034070.44381551,Road,access_only_integrated_proxy,117034070.44381551,117256599.39598398
28,scenario_75,273178.89808599214,976.7290210895808,-116816693.6665354,Road,access_only_integrated_proxy,116816693.6665354,117089872.5646214
28,scenario_78,370197.995522719,1323.612944885699,-116399530.96882354,Road,access_only_integrated_proxy,116399530.96882354,116769728.96434626
28,scenario_89,228382.37693171753,816.5626884709454,-117009502.06710915,Road,access_only_integrated_proxy,117009502.06710915,117237884.44404086
28,scenario_96,242541.18984247593,867.1863770904165,-116948932.35472666,Road,access_only_integrated_proxy,116948932.35472666,117191473.54456913
284,scenario_100,147920.87148047282,528.879093561467,-31489878.59651974,Road,access_only_integrated_proxy,31489878.59651974,31637799.46800021
284,scenario_19,222754.65813781682,796.4412358000154,-31421181.16395449,Road,access_only_integrated_proxy,31421181.16395449,31643935.822092306
284,scenario_26,101481.98678508496,362.8406231422032,-31532471.98177845,Road,access_only_integrated_proxy,31532471.98177845,31633953.968563534
284,scenario_44,170510.62608499813,609.6469312536246,-31469128.66897292,Road,access_only_integrated_proxy,31469128.66897292,31639639.29505792
284,scenario_64,210379.71388268814,752.1956250554213,-31432263.3545757,Road,access_only_integrated_proxy,31432263.3545757,31642643.06845839
284,scenario_70,139829.29627258235,499.9483218684509,-31497391.050701167,Road,access_only_integrated_proxy,31497391.050701167,31637220.34697375
284,scenario_75,170785.32344408723,610.6290894090271,-31468850.242362686,Road,access_only_integrated_proxy,31468850.242362686,31639635.565806773
284,scenario_78,230733.54798972796,824.9691101308708,-31413612.53557464,Road,access_only_integrated_proxy,31413612.53557464,31644346.08356437
284,scenario_89,142904.34406397908,510.9429061505398,-31494413.25945821,Road,access_only_integrated_proxy,31494413.25945821,31637317.60352219
284,scenario_96,151484.37961854532,541.6201282450784,-31486480.033244178,Road,access_only_integrated_proxy,31486480.033244178,31637964.41286272
285,scenario_100,179344.68928793582,641.2324086272565,-51514662.159738764,Road,access_only_integrated_proxy,51514662.159738764,51694006.8490267
285,scenario_19,270872.77298030065,968.4836575831977,-51116615.70599006,Road,access_only_integrated_proxy,51116615.70599006,51387488.478970364
285,scenario_26,122256.08861446673,437.1167414148531,-51762417.31760156,Road,access_only_integrated_proxy,51762417.31760156,51884673.406216025
285,scenario_44,207313.56494926196,741.232857919149,-51393656.423793696,Road,access_only_integrated_proxy,51393656.423793696,51600969.988742955
285,scenario_64,257160.9995016759,919.458322240629,-51178101.44840713,Road,access_only_integrated_proxy,51178101.44840713,51435262.447908804
285,scenario_70,168945.78290521968,604.0519612253665,-51559172.034202375,Road,access_only_integrated_proxy,51559172.034202375,51728117.817107596
285,scenario_75,207734.35779799637,742.7373686632272,-51391764.66728503,Road,access_only_integrated_proxy,51391764.66728503,51599499.02508303
285,scenario_78,281908.3165869543,1007.9403498081045,-51070491.87963688,Road,access_only_integrated_proxy,51070491.87963688,51352400.19622383
285,scenario_89,173569.16883881702,620.5825031108543,-51540272.76882723,Road,access_only_integrated_proxy,51540272.76882723,51713841.93766604
285,scenario_96,184481.65640316354,659.5992184247189,-51493625.677104436,Road,access_only_integrated_proxy,51493625.677104436,51678107.3335076
289,scenario_100,148642.9187547027,531.460715100613,-78006781.22695227,Road,access_only_integrated_proxy,78006781.22695227,78155424.14570697
289,scenario_19,224476.6983086625,802.5982509360001,-77626725.24396777,Road,access_only_integrated_proxy,77626725.24396777,77851201.94227643
289,scenario_26,101240.5302158653,361.97731473828935,-78243307.73300216,Road,access_only_integrated_proxy,78243307.73300216,78344548.26321802
289,scenario_44,171883.93466331466,614.5570848297284,-77891238.13563281,Road,access_only_integrated_proxy,77891238.13563281,78063122.07029612
289,scenario_64,213554.47752794242,763.5467352954365,-77685409.62865782,Road,access_only_integrated_proxy,77685409.62865782,77898964.10618576
289,scenario_70,139878.25943019628,500.1233856722102,-78049292.93745321,Road,access_only_integrated_proxy,78049292.93745321,78189171.19688341
289,scenario_75,172293.59133411094,616.0217790716815,-77889426.62443072,Road,access_only_integrated_proxy,77889426.62443072,78061720.21576482
289,scenario_78,233954.52358538812,836.4854474561362,-77582668.73558635,Road,access_only_integrated_proxy,77582668.73558635,77816623.25917174
289,scenario_89,143956.19350113263,514.7037086074015,-78031226.58678582,Road,access_only_integrated_proxy,78031226.58678582,78175182.78028695
289,scenario_96,153072.39239528624,547.297939290409,-77986679.079088,Road,access_only_integrated_proxy,77986679.079088,78139751.47148329
308,scenario_100,21034.749186968387,75.20804178580876,-69649740.16772258,Road,access_only_integrated_proxy,69649740.16772258,69670774.91690955
308,scenario_19,31922.883298470228,114.137683301793,-69466644.45721371,Road,access_only_integrated_proxy,69466644.45721371,69498567.34051219
308,scenario_26,14358.400777906449,51.33729887072697,-69763701.26381193,Road,access_only_integrated_proxy,69763701.26381193,69778059.66458984
308,scenario_44,24301.927139402345,86.88957189506982,-69594044.21882781,Road,access_only_integrated_proxy,69594044.21882781,69618346.14596722
308,scenario_64,29787.64666294195,106.50331767755782,-69494564.61001378,Road,access_only_integrated_proxy,69494564.61001378,69524352.25667672
308,scenario_70,19963.5450408596,71.378038134917,-69670334.08331814,Road,access_only_integrated_proxy,69670334.08331814,69690297.628359
308,scenario_75,24258.989857253153,86.73605312090513,-69593128.5262213,Road,access_only_integrated_proxy,69593128.5262213,69617387.51607856
308,scenario_78,32870.730563465375,117.52663441685945,-69445116.96454157,Road,access_only_integrated_proxy,69445116.96454157,69477987.69510503
308,scenario_89,20234.69884531442,72.34752659777223,-69661433.31509951,Road,access_only_integrated_proxy,69661433.31509951,69681668.01394482
308,scenario_96,21478.34826996447,76.7940943730573,-69639894.59458429,Road,access_only_integrated_proxy,69639894.59458429,69661372.94285426
331,scenario_100,107887.61010700249,385.7434104384447,-79172340.72721934,Road,access_only_integrated_proxy,79172340.72721934,79280228.33732635
331,scenario_19,162845.91483771615,582.2423770733985,-78780268.31448069,Road,access_only_integrated_proxy,78780268.31448069,78943114.22931841
331,scenario_26,73707.00444442827,263.5334237119223,-79416444.6329913,Road,access_only_integrated_proxy,79416444.6329913,79490151.63743573
331,scenario_44,124595.16109257357,445.479905582386,-79053157.0555545,Road,access_only_integrated_proxy,79053157.0555545,79177752.21664707
331,scenario_64,154164.55487378972,551.2028777610358,-78840918.06877494,Road,access_only_integrated_proxy,78840918.06877494,78995082.62364873
331,scenario_70,101797.28588034626,363.9679495163218,-79216171.28719221,Road,access_only_integrated_proxy,79216171.28719221,79317968.57307255
331,scenario_75,124800.98915397281,446.2158271426961,-79051305.22985156,Road,access_only_integrated_proxy,79051305.22985156,79176106.21900553
331,scenario_78,169101.4777545718,604.6086355470725,-78734908.5985563,Road,access_only_integrated_proxy,78734908.5985563,78904010.07631087
331,scenario_89,104314.19421601173,372.96695138685755,-79197593.55668435,Road,access_only_integrated_proxy,79197593.55668435,79301907.75090036
331,scenario_96,110762.90751546621,396.0238034072536,-79151656.61146717,Road,access_only_integrated_proxy,79151656.61146717,79262419.51898263
334,scenario_100,198844.97311703052,710.9540938262544,-15112845.751100209,Road,access_only_integrated_proxy,15112845.751100209,15311690.72421724
334,scenario_19,299755.7373144362,1071.7523568784309,-15157655.34360637,Road,access_only_integrated_proxy,15157655.34360637,15457411.080920806
334,scenario_26,136033.80465803514,486.37784905666194,-15084424.022418182,Road,access_only_integrated_proxy,15084424.022418182,15220457.827076217
334,scenario_44,229502.13920176757,820.5663077605095,-15126598.562432421,Road,access_only_integrated_proxy,15126598.562432421,15356100.70163419
334,scenario_64,284013.77871567645,1015.4682590951561,-15150694.203090347,Road,access_only_integrated_proxy,15150694.203090347,15434707.981806023
334,scenario_70,187606.57612333208,670.7721157482265,-15107789.771706896,Road,access_only_integrated_proxy,15107789.771706896,15295396.347830229
334,scenario_75,229962.36444340175,822.2118058311571,-15126777.114614248,Road,access_only_integrated_proxy,15126777.114614248,15356739.47905765
334,scenario_78,311316.3960498203,1113.0865557088546,-15162680.795614969,Road,access_only_integrated_proxy,15162680.795614969,15473997.191664789
334,scenario_89,192318.31995725897,687.6185741488589,-15109893.136067728,Road,access_only_integrated_proxy,15109893.136067728,15302211.456024986
334,scenario_96,204109.6596425954,729.7775540293915,-15115192.107761394,Road,access_only_integrated_proxy,15115192.107761394,15319301.76740399
348,scenario_100,105632.69926225039,377.6811593734092,-31377126.925354347,Road,access_only_integrated_proxy,31377126.925354347,31482759.624616597
348,scenario_19,159614.0369227098,570.6870593884596,-30877425.943378653,Road,access_only_integrated_proxy,30877425.943378653,31037039.98030136
348,scenario_26,71927.7688854725,257.1719110988961,-31688314.997888345,Road,access_only_integrated_proxy,31688314.997888345,31760242.766773816
348,scenario_44,122164.21669128611,436.7882607956599,-31225056.17772201,Road,access_only_integrated_proxy,31225056.17772201,31347220.394413296
348,scenario_64,151680.2746426931,542.3205350353273,-30953780.714897092,Road,access_only_integrated_proxy,30953780.714897092,31105460.989539787
348,scenario_70,99444.70237893377,355.55647777942795,-31433296.49593437,Road,access_only_integrated_proxy,31433296.49593437,31532741.198313303
348,scenario_75,122420.09634186832,437.70313775863536,-31222596.83868279,Road,access_only_integrated_proxy,31222596.83868279,31345016.935024656
348,scenario_78,166250.47109207584,594.4150921727851,-30818817.948632266,Road,access_only_integrated_proxy,30818817.948632266,30985068.41972434
348,scenario_89,102261.81243098718,365.6288265688927,-31409055.250998233,Road,access_only_integrated_proxy,31409055.250998233,31511317.06342922
348,scenario_96,108744.22382849765,388.8061634091536,-31350309.908342227,Road,access_only_integrated_proxy,31350309.908342227,31459054.132170726
351,scenario_100,-402650.8918828139,-1439.6456469553123,-36629468.1353447,Road,access_only_integrated_proxy,36629468.1353447,36226817.243461885
351,scenario_19,-607149.4834285588,-2170.813795498758,-36259444.47057375,Road,access_only_integrated_proxy,36259444.47057375,35652294.98714519
351,scenario_26,-275121.1972917164,-983.6735545625615,-36860197.025160536,Road,access_only_integrated_proxy,36860197.025160536,36585075.82786882
351,scenario_44,-464940.66313457984,-1662.3576782465425,-36516625.62412607,Road,access_only_integrated_proxy,36516625.62412607,36051684.96099149
351,scenario_64,-576127.0267207633,-2059.895514532338,-36314713.4637755,Road,access_only_integrated_proxy,36314713.4637755,35738586.43705474
351,scenario_70,-379573.5260934136,-1357.1343949708644,-36671510.60139939,Road,access_only_integrated_proxy,36671510.60139939,36291937.075305976
351,scenario_75,-465955.5967636186,-1665.9864912218763,-36514720.71423243,Road,access_only_integrated_proxy,36514720.71423243,36048765.11746881
351,scenario_78,-631360.0496811258,-2257.3767139436895,-36214901.63852237,Road,access_only_integrated_proxy,36214901.63852237,35583541.588841245
351,scenario_89,-389613.7838542947,-1393.032523277925,-36652845.49820705,Road,access_only_integrated_proxy,36652845.49820705,36263231.71435275
351,scenario_96,-413721.64591630147,-1479.228231209123,-36609033.78970516,Road,access_only_integrated_proxy,36609033.78970516,36195312.14378886
356,scenario_100,-253151.27075599442,-905.1218619208739,-22161349.532299705,Road,access_only_integrated_proxy,22161349.532299705,21908198.26154371
356,scenario_19,-381669.9545741605,-1364.630005181356,-21960034.394807074,Road,access_only_integrated_proxy,21960034.394807074,21578364.440232914
356,scenario_26,-173071.8145288918,-618.8042530641942,-22286604.1787705,Road,access_only_integrated_proxy,22286604.1787705,22113532.36424161
356,scenario_44,-292253.89672823896,-1044.9301335534801,-22100193.885927044,Road,access_only_integrated_proxy,22100193.885927044,21807939.989198804
356,scenario_64,-361949.9742250814,-1294.1228128717994,-21991274.02840747,Road,access_only_integrated_proxy,21991274.02840747,21629324.054182388
356,scenario_70,-238726.84438431426,-853.5484938880509,-22183809.839934412,Road,access_only_integrated_proxy,22183809.839934412,21945082.9955501
356,scenario_75,-292877.31170087226,-1047.159103288035,-22099248.66012491,Road,access_only_integrated_proxy,22099248.66012491,21806371.348424036
356,scenario_78,-396673.3062387686,-1418.27327370286,-21936827.918294333,Road,access_only_integrated_proxy,21936827.918294333,21540154.612055562
356,scenario_89,-244908.58214157357,-875.6507964838383,-22174337.598804064,Road,access_only_integrated_proxy,22174337.598804064,21929429.01666249
356,scenario_96,-260007.20357920427,-929.6346943614008,-22150780.12805219,Road,access_only_integrated_proxy,22150780.12805219,21890772.924472984
358,scenario_100,334815.5829818632,1197.105995018952,-68516867.41170192,Road,access_only_integrated_proxy,68516867.41170192,68851682.99468379
358,scenario_19,505055.50020976947,1805.7850286829746,-68169270.69686337,Road,access_only_integrated_proxy,68169270.69686337,68674326.19707313
358,scenario_26,228593.48157939356,817.3174760380552,-68733119.2239182,Road,access_only_integrated_proxy,68733119.2239182,68961712.7054976
358,scenario_44,386761.9427833429,1382.8359965437958,-68411236.15577178,Road,access_only_integrated_proxy,68411236.15577178,68797998.09855512
358,scenario_64,479620.1680970739,1714.8430591180295,-68223094.95233247,Road,access_only_integrated_proxy,68223094.95233247,68702715.12042955
358,scenario_70,315466.2418901899,1127.9239933503995,-68555690.37395576,Road,access_only_integrated_proxy,68555690.37395576,68871156.61584595
358,scenario_75,387639.70443447074,1385.9743622238057,-68409592.50722778,Road,access_only_integrated_proxy,68409592.50722778,68797232.21166225
358,scenario_78,525503.7609415748,1878.896128506189,-68129099.28928185,Road,access_only_integrated_proxy,68129099.28928185,68654603.05022343
358,scenario_89,324064.9073791654,1158.6678252662896,-68539261.4825329,Road,access_only_integrated_proxy,68539261.4825329,68863326.38991207
358,scenario_96,344242.2363686716,1230.8102305918983,-68498563.64346121,Road,access_only_integrated_proxy,68498563.64346121,68842805.87982988
390,scenario_100,39735.079192355704,142.06955688886956,-18301657.224167965,Road,access_only_integrated_proxy,18301657.224167965,18341392.30336032
390,scenario_19,59853.97297805889,214.00303187685859,-18142700.706731528,Road,access_only_integrated_proxy,18142700.706731528,18202554.679709587
390,scenario_26,27223.13191549143,97.33410293806992,-18400430.902954347,Road,access_only_integrated_proxy,18400430.902954347,18427654.03486984
390,scenario_44,45832.583974114095,163.8706913040951,-18253383.7976517,Road,access_only_integrated_proxy,18253383.7976517,18299216.381625816
390,scenario_64,56662.993546263395,202.5939434056345,-18167271.162450068,Road,access_only_integrated_proxy,18167271.162450068,18223934.15599633
390,scenario_70,37513.71784525386,134.12725933498587,-18319424.692452382,Road,access_only_integrated_proxy,18319424.692452382,18356938.410297636
390,scenario_75,45924.68655056441,164.19999660536996,-18252635.803216115,Road,access_only_integrated_proxy,18252635.803216115,18298560.48976668
390,scenario_78,62108.64514686231,222.06442957537365,-18124299.29300955,Road,access_only_integrated_proxy,18124299.29300955,18186407.93815641
390,scenario_89,38419.96078916602,137.36745757020253,-18311882.749687273,Road,access_only_integrated_proxy,18311882.749687273,18350302.71047644
390,scenario_96,40752.810261499675,145.7083718846916,-18293273.865548063,Road,access_only_integrated_proxy,18293273.865548063,18334026.675809562
392,scenario_100,45166.63243388945,161.48963551781708,-9209307.019104213,Road,access_only_integrated_proxy,9209307.019104213,9254473.651538102
392,scenario_19,68029.91367455981,243.2354455403256,-9204662.922581324,Road,access_only_integrated_proxy,9204662.922581324,9272692.836255884
392,scenario_26,30969.351222116067,110.72840660421389,-9211731.62256728,Road,access_only_integrated_proxy,9211731.62256728,9242700.973789396
392,scenario_44,52077.20289172714,186.19782039500205,-9208042.711570509,Road,access_only_integrated_proxy,9208042.711570509,9260119.914462237
392,scenario_64,64291.517873967074,229.86911418625095,-9205489.8805725,Road,access_only_integrated_proxy,9205489.8805725,9269781.398446467
392,scenario_70,42679.513474040206,152.5971431474063,-9209737.062348003,Road,access_only_integrated_proxy,9209737.062348003,9252416.575822042
392,scenario_75,52164.28362437481,186.50917050055796,-9208021.039978927,Road,access_only_integrated_proxy,9208021.039978927,9260185.323603302
392,scenario_78,70502.0033458077,252.0742019067984,-9204120.96982475,Road,access_only_integrated_proxy,9204120.96982475,9274622.973170558
392,scenario_89,43644.208740131275,156.04633292560902,-9209596.571389206,Road,access_only_integrated_proxy,9209596.571389206,9253240.780129338
392,scenario_96,46275.72734610428,165.4551145335572,-9209120.438620325,Road,access_only_integrated_proxy,9209120.438620325,9255396.165966429
394,scenario_100,353894.6673262297,1265.3217155798156,-13704531.447630543,Road,access_only_integrated_proxy,13704531.447630543,14058426.114956774
394,scenario_19,533776.2719400964,1908.4738214617973,-13621928.205644097,Road,access_only_integrated_proxy,13621928.205644097,14155704.477584194
394,scenario_26,241603.10504417442,863.8323308841991,-13755785.740351245,Road,access_only_integrated_proxy,13755785.740351245,13997388.84539542
394,scenario_44,408785.7554546953,1461.5803546983516,-13679417.52927628,Road,access_only_integrated_proxy,13679417.52927628,14088203.284730975
394,scenario_64,506972.45862258645,1812.6389582036609,-13634187.453056835,Road,access_only_integrated_proxy,13634187.453056835,14141159.91167942
394,scenario_70,333412.2102200452,1192.0883493901056,-13713906.527745357,Road,access_only_integrated_proxy,13713906.527745357,14047318.737965401
394,scenario_75,409691.6477714439,1464.8192992945478,-13678988.8463743,Road,access_only_integrated_proxy,13678988.8463743,14088680.494145744
394,scenario_78,555421.8788701881,1985.8659356252538,-13611860.50710382,Road,access_only_integrated_proxy,13611860.50710382,14167282.385974007
394,scenario_89,342545.625845454,1224.7441371010646,-13709689.739784272,Road,access_only_integrated_proxy,13709689.739784272,14052235.365629727
394,scenario_96,363846.326312072,1300.903066143721,-13699932.100475214,Road,access_only_integrated_proxy,13699932.100475214,14063778.426787287
423,scenario_100,118041.54786973596,422.04799238341366,-23286108.877365578,Road,access_only_integrated_proxy,23286108.877365578,23404150.425235312
423,scenario_19,177937.9345925546,636.2026711689105,-23282554.057996992,Road,access_only_integrated_proxy,23282554.057996992,23460491.99258955
423,scenario_26,80788.7710973621,288.8537067168254,-23287853.289995164,Road,access_only_integrated_proxy,23287853.289995164,23368642.061092526
423,scenario_44,136215.31608743643,487.02682846904645,-23285120.051669106,Road,access_only_integrated_proxy,23285120.051669106,23421335.36775654
423,scenario_64,168457.99937786398,602.3079307364969,-23282873.525131144,Road,access_only_integrated_proxy,23282873.525131144,23451331.52450901
423,scenario_70,111416.95627615879,398.3623017695063,-23286525.997507658,Road,access_only_integrated_proxy,23286525.997507658,23397942.953783818
423,scenario_75,136470.3144998628,487.938554636381,-23285057.10592263,Road,access_only_integrated_proxy,23285057.10592263,23421527.42042249
423,scenario_78,184691.85704983017,660.3507738094486,-23281826.588580523,Road,access_only_integrated_proxy,23281826.588580523,23466518.445630353
423,scenario_89,114135.25318403047,408.08135216636583,-23286226.293214947,Road,access_only_integrated_proxy,23286226.293214947,23400361.54639898
423,scenario_96,121109.0686098752,433.0156643034643,-23285809.17013308,Road,access_only_integrated_proxy,23285809.17013308,23406918.238742955
459,scenario_100,49063.81423838642,175.4236933662978,-71825690.06174473,Road,access_only_integrated_proxy,71825690.06174473,71874753.87598312
459,scenario_19,74306.18471623707,265.67574423682527,-71595405.03485131,Road,access_only_integrated_proxy,71595405.03485131,71669711.21956755
459,scenario_26,33433.83884333572,119.53998245661933,-71969027.9510081,Road,access_only_integrated_proxy,71969027.9510081,72002461.78985143
459,scenario_44,56728.32883588264,202.8275444411447,-71755632.03597668,Road,access_only_integrated_proxy,71755632.03597668,71812360.36481257
459,scenario_64,70045.30879364844,250.44132753036314,-71630578.48493174,Road,access_only_integrated_proxy,71630578.48493174,71700623.79372539
459,scenario_70,46352.840067052006,165.7308248207446,-71851571.6310779,Road,access_only_integrated_proxy,71851571.6310779,71897924.47114496
459,scenario_75,56748.749098796514,202.90055543703784,-71754498.78763214,Road,access_only_integrated_proxy,71754498.78763214,71811247.53673093
459,scenario_78,77012.13479611652,275.3506495503607,-71568383.92643136,Road,access_only_integrated_proxy,71568383.92643136,71645396.06122747
459,scenario_89,47366.534840810804,169.3552083693794,-71840402.92777859,Road,access_only_integrated_proxy,71840402.92777859,71887769.4626194
459,scenario_96,50335.06669910886,179.9689535610596,-71813336.32711096,Road,access_only_integrated_proxy,71813336.32711096,71863671.39381006
464,scenario_100,2473.270272141246,8.842977509331831,-8580768.814854208,Road,access_only_integrated_proxy,8580768.814854208,8583242.08512635
464,scenario_19,3724.9633565988347,13.318304738677398,-8581359.490152389,Road,access_only_integrated_proxy,8581359.490152389,8585084.453508988
464,scenario_26,1696.4490488700646,6.065516152384589,-8579917.868396353,Road,access_only_integrated_proxy,8579917.868396353,8581614.317445222
