development,scenario,tts_annual,access_only_minutes,cost_annual,mode,value_mode,cost_annual_negative,net_annual
552,scenario_64,56021.64915264711,200.30086847873827,-8820320.959652267,Road,access_only_integrated_proxy,8820320.959652267,8876342.608804915
552,scenario_70,37070.31622387605,132.54191275575795,-8905008.545769297,Road,access_only_integrated_proxy,8905008.545769297,8942078.861993173
552,scenario_75,45395.01109641158,162.3061849257174,-8867856.934515096,Road,access_only_integrated_proxy,8867856.934515096,8913251.945611509
552,scenario_78,61359.6788985493,219.38656142498075,-8796398.314541068,Road,access_only_integrated_proxy,8796398.314541068,8857757.993439617
552,scenario_89,37995.54140923664,135.84998045760585,-8900804.012285035,Road,access_only_integrated_proxy,8900804.012285035,8938799.553694272
552,scenario_96,40291.36663089759,144.0585175629858,-8890460.182871744,Road,access_only_integrated_proxy,8890460.182871744,8930751.549502641
556,scenario_100,142918.22861124622,510.9925492245675,-21053725.352057394,Road,access_only_integrated_proxy,21053725.352057394,21196643.58066864
556,scenario_19,215206.34170464036,769.4528418489936,-21003648.175821573,Road,access_only_integrated_proxy,21003648.175821573,21218854.517526213
556,scenario_26,98070.28620661094,350.642364090676,-21084722.92016498,Road,access_only_integrated_proxy,21084722.92016498,21182793.20637159
556,scenario_44,164729.8274367144,588.9781539636715,-21038537.069331035,Road,access_only_integrated_proxy,21038537.069331035,21203266.89676775
556,scenario_64,203205.51204986245,726.5448475525809,-21011329.47665018,Road,access_only_integrated_proxy,21011329.47665018,21214534.98870004
556,scenario_70,135118.59532419694,483.10559222059237,-21059324.96130658,Road,access_only_integrated_proxy,21059324.96130658,21194443.556630775
556,scenario_75,164992.0205355472,589.9156041494425,-21038300.88935095,Road,access_only_integrated_proxy,21038300.88935095,21203292.909886498
556,scenario_78,222874.4961859036,796.8697070333983,-20997794.53137119,Road,access_only_integrated_proxy,20997794.53137119,21220669.027557094
556,scenario_89,138061.27955446104,493.6269213120395,-21056926.51350872,Road,access_only_integrated_proxy,21056926.51350872,21194987.79306318
556,scenario_96,146338.12208923968,523.2201013246558,-21051062.684507236,Road,access_only_integrated_proxy,21051062.684507236,21197400.806596477
558,scenario_100,1096.0224517442955,3.918739492270106,-103178610.37060946,Road,access_only_integrated_proxy,103178610.37060946,103179706.3930612
558,scenario_19,2407.31925208122,8.607174979508272,-102744527.32927614,Road,access_only_integrated_proxy,102744527.32927614,102746934.64852823
558,scenario_26,301.791071756665,1.0790295303031598,-103448816.71924183,Road,access_only_integrated_proxy,103448816.71924183,103449118.51031359
558,scenario_44,1610.7354360538293,5.759054073041625,-103046677.98148832,Road,access_only_integrated_proxy,103046677.98148832,103048288.71692437
558,scenario_64,2269.767655064328,8.115370386822178,-102811736.68323545,Road,access_only_integrated_proxy,102811736.68323545,102814006.45089051
558,scenario_70,910.0062555755359,3.2536536512197927,-103227113.33667928,Road,access_only_integrated_proxy,103227113.33667928,103228023.34293486
558,scenario_75,1522.0662814644581,5.442024693504209,-103044631.4474175,Road,access_only_integrated_proxy,103044631.4474175,103046153.51369897
558,scenario_78,2753.073001810401,9.843389503679646,-102694369.74138254,Road,access_only_integrated_proxy,102694369.74138254,102697122.81438436
558,scenario_89,1056.3497024502908,3.7768927908837213,-103206589.08285165,Road,access_only_integrated_proxy,103206589.08285165,103207645.4325541
558,scenario_96,1379.1329297057018,4.9309780726907775,-103155739.27842343,Road,access_only_integrated_proxy,103155739.27842343,103157118.41135314
564,scenario_100,260942.1881389091,932.9776559156526,-86441300.61887772,Road,access_only_integrated_proxy,86441300.61887772,86702242.80701663
564,scenario_19,393964.6816664938,1408.588805958414,-86055750.14381489,Road,access_only_integrated_proxy,86055750.14381489,86449714.82548138
564,scenario_26,177868.62843737376,635.9548726252469,-86681238.82696784,Road,access_only_integrated_proxy,86681238.82696784,86859107.4554052
564,scenario_44,301641.8301676648,1078.495929091092,-86324103.4222731,Road,access_only_integrated_proxy,86324103.4222731,86625745.25244077
564,scenario_64,374477.2203166216,1338.9129664951834,-86115354.988399,Road,access_only_integrated_proxy,86115354.988399,86489832.20871562
564,scenario_70,245684.0368668984,878.4233720380726,-86484401.70867208,Road,access_only_integrated_proxy,86484401.70867208,86730085.74553898
564,scenario_75,302333.8440423935,1080.9701686431945,-86322279.68048921,Road,access_only_integrated_proxy,86322279.68048921,86624613.5245316
564,scenario_78,410315.72577068553,1467.050639627032,-86011115.78333297,Road,access_only_integrated_proxy,86011115.78333297,86421431.50910366
564,scenario_89,252644.1036674973,903.3085270793199,-86466117.2618279,Road,access_only_integrated_proxy,86466117.2618279,86718761.3654954
564,scenario_96,268551.34691916435,960.1835867500849,-86420957.34381507,Road,access_only_integrated_proxy,86420957.34381507,86689508.69073424
565,scenario_100,-124682.20728601534,-445.79113219580904,-44306112.79957229,Road,access_only_integrated_proxy,44306112.79957229,44181430.592286274
565,scenario_19,-188248.472952292,-673.0671658629435,-44149102.239464015,Road,access_only_integrated_proxy,44149102.239464015,43960853.76651172
565,scenario_26,-84979.4058957499,-303.8369819736308,-44403849.57098291,Road,access_only_integrated_proxy,44403849.57098291,44318870.16508716
565,scenario_44,-144147.5828465678,-515.3880057083989,-44258289.86528544,Road,access_only_integrated_proxy,44258289.86528544,44114142.282438874
565,scenario_64,-179036.75622222637,-640.131418895111,-44172841.789905526,Road,access_only_integrated_proxy,44172841.789905526,43993805.0336833
565,scenario_70,-117360.28866366854,-419.612205277921,-44323826.82843356,Road,access_only_integrated_proxy,44323826.82843356,44206466.53976989
565,scenario_75,-144499.9066778047,-516.6477110267879,-44257491.84835455,Road,access_only_integrated_proxy,44257491.84835455,44112991.94167674
565,scenario_78,-196140.68603912825,-701.2851344415758,-44130505.183288045,Road,access_only_integrated_proxy,44130505.183288045,43934364.49724892
565,scenario_89,-120749.18560996263,-431.7289317898103,-44316079.01545112,Road,access_only_integrated_proxy,44316079.01545112,44195329.82984116
565,scenario_96,-128357.81617117938,-458.9329740198591,-44297567.96743817,Road,access_only_integrated_proxy,44297567.96743817,44169210.15126699
569,scenario_100,125759.25875875367,449.6420424893986,-49183568.63687351,Road,access_only_integrated_proxy,49183568.63687351,49309327.89563227
569,scenario_19,189392.52016401826,677.1576139942554,-49135038.29397546,Road,access_only_integrated_proxy,49135038.29397546,49324430.81413948
569,scenario_26,86265.05751677339,308.4337251996367,-49213583.12582016,Road,access_only_integrated_proxy,49213583.12582016,49299848.183336936
569,scenario_44,144974.34496385098,518.3440266863945,-49168959.9178889,Road,access_only_integrated_proxy,49168959.9178889,49313934.26285275
569,scenario_64,178898.14586221744,639.6358287811127,-49143130.795340054,Road,access_only_integrated_proxy,49143130.795340054,49322028.94120227
569,scenario_70,118868.54572312238,425.00485621675034,-49188789.26986251,Road,access_only_integrated_proxy,49188789.26986251,49307657.815585636
569,scenario_75,145208.7229768102,519.1820262858018,-49168787.2380907,Road,access_only_integrated_proxy,49168787.2380907,49313995.96106751
569,scenario_78,196199.12958656394,701.4940946111783,-49129917.80049917,Road,access_only_integrated_proxy,49129917.80049917,49326116.93008573
569,scenario_89,121500.67110633917,434.4158073075814,-49186840.55839001,Road,access_only_integrated_proxy,49186840.55839001,49308341.229496345
569,scenario_96,128802.77155101788,460.52387593660023,-49181302.80436634,Road,access_only_integrated_proxy,49181302.80436634,49310105.57591736
57,scenario_100,632773.1341906432,2262.42908313973,-12483363.410804877,Road,access_only_integrated_proxy,12483363.410804877,13116136.54499552
57,scenario_19,954713.050560745,3413.4991751892558,-12472943.965475813,Road,access_only_integrated_proxy,12472943.965475813,13427657.016036557
57,scenario_26,431805.5773595491,1543.8858631849798,-12489340.809999947,Road,access_only_integrated_proxy,12489340.809999947,12921146.387359496
57,scenario_44,731070.2964228943,2613.882624081856,-12480330.907249153,Road,access_only_integrated_proxy,12480330.907249153,13211401.203672048
57,scenario_64,906840.3627974557,3242.334258046769,-12474713.828949261,Road,access_only_integrated_proxy,12474713.828949261,13381554.191746717
57,scenario_70,596074.9721662157,2131.217777577531,-12484422.270913854,Road,access_only_integrated_proxy,12484422.270913854,13080497.24308007
57,scenario_75,732661.5909730158,2619.572168842067,-12480286.845413495,Road,access_only_integrated_proxy,12480286.845413495,13212948.43638651
57,scenario_78,993585.0267953466,3552.4827773688376,-12471762.32186801,Road,access_only_integrated_proxy,12471762.32186801,13465347.348663356
57,scenario_89,612498.871380077,2189.940098789102,-12484017.688274322,Road,access_only_integrated_proxy,12484017.688274322,13096516.5596544
57,scenario_96,650695.6833858201,2326.509705960474,-12482885.528779127,Road,access_only_integrated_proxy,12482885.528779127,13133581.212164946
594,scenario_100,-43489.715416796455,-155.49395456284765,-72607611.17548898,Road,access_only_integrated_proxy,72607611.17548898,72564121.46007219
594,scenario_19,-65697.42260690423,-234.89581267273024,-72405455.86063372,Road,access_only_integrated_proxy,72405455.86063372,72339758.43802682
594,scenario_26,-29594.199302272536,-105.81166230980125,-72733423.35892063,Road,access_only_integrated_proxy,72733423.35892063,72703829.15961836
594,scenario_44,-50316.906573393746,-179.90402350263685,-72546092.84122683,Road,access_only_integrated_proxy,72546092.84122683,72495775.93465343
594,scenario_64,-62615.25706816508,-223.8757794615958,-72436201.63871443,Road,access_only_integrated_proxy,72436201.63871443,72373586.38164626
594,scenario_70,-40885.979870377494,-146.18450903375194,-72630373.62834023,Road,access_only_integrated_proxy,72630373.62834023,72589487.64846985
594,scenario_75,-50456.46540503014,-180.40300480010774,-72545084.04705521,Road,access_only_integrated_proxy,72545084.04705521,72494627.58165018
594,scenario_78,-68568.50613210148,-245.16113924326783,-72381614.38186613,Road,access_only_integrated_proxy,72381614.38186613,72313045.87573403
594,scenario_89,-42150.18140364403,-150.70455920855966,-72620483.0980536,Road,access_only_integrated_proxy,72620483.0980536,72578332.91664997
594,scenario_96,-44838.12075806962,-160.3150686322042,-72596697.87564014,Road,access_only_integrated_proxy,72596697.87564014,72551859.75488207
602,scenario_100,-157053.71900685242,-561.5328500803662,-45813393.91477681,Road,access_only_integrated_proxy,45813393.91477681,45656340.19576996
602,scenario_19,-236974.72898236406,-847.2839471995139,-45658127.86200628,Road,access_only_integrated_proxy,45658127.86200628,45421153.13302391
602,scenario_26,-107168.41488704507,-383.17198618831753,-45910021.573033914,Road,access_only_integrated_proxy,45910021.573033914,45802853.158146866
602,scenario_44,-181476.23165882681,-648.8535657075372,-45766101.1739434,Road,access_only_integrated_proxy,45766101.1739434,45584624.94228458
602,scenario_64,-225202.47784579362,-805.1932168788153,-45681596.64420432,Road,access_only_integrated_proxy,45681596.64420432,45456394.16635852
602,scenario_70,-147914.84872746278,-528.8575596959563,-45830912.16246851,Road,access_only_integrated_proxy,45830912.16246851,45682997.31374104
602,scenario_75,-181911.0916224895,-650.4083722815267,-45765305.85450279,Road,access_only_integrated_proxy,45765305.85450279,45583394.7628803
602,scenario_78,-246718.70529109266,-882.1227451748564,-45639732.78608014,Road,access_only_integrated_proxy,45639732.78608014,45393014.080789044
602,scenario_89,-152057.16783087462,-543.6680860992165,-45823235.28853382,Road,access_only_integrated_proxy,45823235.28853382,45671178.120702945
602,scenario_96,-161560.96181099047,-577.6481316147147,-45804941.343554474,Road,access_only_integrated_proxy,45804941.343554474,45643380.38174348
612,scenario_100,83473.12913780694,298.45141144243826,-67137794.04588476,Road,access_only_integrated_proxy,67137794.04588476,67221267.17502257
612,scenario_19,126889.87511219135,453.684469674874,-66553439.45775331,Road,access_only_integrated_proxy,66553439.45775331,66680329.3328655
612,scenario_26,56521.90922023601,202.08950782654213,-67501767.3859589,Road,access_only_integrated_proxy,67501767.3859589,67558289.29517913
612,scenario_44,96793.9906502385,346.0790727159365,-66959978.03968312,Road,access_only_integrated_proxy,66959978.03968312,67056772.030333355
612,scenario_64,120024.96269974906,429.13953144044353,-66642891.69922367,Road,access_only_integrated_proxy,66642891.69922367,66762916.661923416
612,scenario_70,78646.31934428307,281.19354402425233,-67203435.95630959,Road,access_only_integrated_proxy,67203435.95630959,67282082.27565387
612,scenario_75,96837.09350630414,346.23318348622706,-66957120.30207269,Road,access_only_integrated_proxy,66957120.30207269,67053957.395578995
612,scenario_78,132001.86534001728,471.9619766346987,-66485053.78605743,Road,access_only_integrated_proxy,66485053.78605743,66617055.651397444
612,scenario_89,80685.11321243583,288.4830863461393,-67175205.68690018,Road,access_only_integrated_proxy,67175205.68690018,67255890.80011262
612,scenario_96,85962.78604160709,307.35297802585774,-67106516.767379805,Road,access_only_integrated_proxy,67106516.767379805,67192479.55342141
614,scenario_100,51149.58077794143,182.8811826697347,-14169856.088855578,Road,access_only_integrated_proxy,14169856.088855578,14221005.669633519
614,scenario_19,77014.81521759619,275.36023318023217,-14107333.114858104,Road,access_only_integrated_proxy,14107333.114858104,14184347.9300757
614,scenario_26,35103.27472447496,125.50891521599988,-14208374.577167727,Road,access_only_integrated_proxy,14208374.577167727,14243477.851892201
614,scenario_44,58952.20205333159,210.7788229839789,-14151005.9067843,Road,access_only_integrated_proxy,14151005.9067843,14209958.10883763
614,scenario_64,72715.46858887484,259.98826758033465,-14117448.81526772,Road,access_only_integrated_proxy,14117448.81526772,14190164.283856595
614,scenario_70,48360.451309442076,172.90887619018395,-14176662.56622533,Road,access_only_integrated_proxy,14176662.56622533,14225023.017534772
614,scenario_75,59044.4702879563,211.10872058263703,-14150750.436309773,Road,access_only_integrated_proxy,14150750.436309773,14209794.90659773
614,scenario_78,79752.10711442538,285.1471986214092,-14100437.815432059,Road,access_only_integrated_proxy,14100437.815432059,14180189.922546484
614,scenario_89,49410.44653239164,176.66304905436118,-14173965.337918201,Road,access_only_integrated_proxy,14173965.337918201,14223375.784450592
614,scenario_96,52368.09116148526,187.23786783994728,-14166772.73777761,Road,access_only_integrated_proxy,14166772.73777761,14219140.828939095
62,scenario_100,35288.82887413455,126.17234904718498,-7211778.434976597,Road,access_only_integrated_proxy,7211778.434976597,7247067.263850732
62,scenario_19,53200.730846185936,190.21490358412848,-7203884.24567135,Road,access_only_integrated_proxy,7203884.24567135,7257084.976517536
62,scenario_26,24163.407377294556,86.39430570652803,-7216126.608639525,Road,access_only_integrated_proxy,7216126.608639525,7240290.0160168195
62,scenario_44,40715.230540598524,145.57400863677685,-7209538.394474842,Road,access_only_integrated_proxy,7209538.394474842,7250253.62501544
62,scenario_64,50307.85573343268,179.87166295752468,-7205259.793755211,Road,access_only_integrated_proxy,7205259.793755211,7255567.649488644
62,scenario_70,33327.92434673369,119.16129375368473,-7212547.475582168,Road,access_only_integrated_proxy,7212547.475582168,7245875.399928902
62,scenario_75,40784.2965355689,145.82094850706198,-7209501.858130916,Road,access_only_integrated_proxy,7209501.858130916,7250286.154666485
62,scenario_78,55176.13089700646,197.27778644739738,-7203004.028214053,Road,access_only_integrated_proxy,7203004.028214053,7258180.159111059
62,scenario_89,34107.64630417446,121.94912645067961,-7212268.577172981,Road,access_only_integrated_proxy,7212268.577172981,7246376.223477155
62,scenario_96,36184.884781644,129.37612435895062,-7211430.613570746,Road,access_only_integrated_proxy,7211430.613570746,7247615.49835239
625,scenario_100,68019.06829118525,243.19666875060648,-23990485.354674898,Road,access_only_integrated_proxy,23990485.354674898,24058504.42296608
625,scenario_19,102343.36949006275,365.9204272270399,-23893972.070252087,Road,access_only_integrated_proxy,23893972.070252087,23996315.439742148
625,scenario_26,46784.01981614065,167.27247308564256,-24050368.16195967,Road,access_only_integrated_proxy,24050368.16195967,24097152.181775812
625,scenario_44,78321.62763304985,280.03263511258046,-23961252.922525994,Road,access_only_integrated_proxy,23961252.922525994,24039574.550159045
625,scenario_64,96373.06757591749,344.5740963608223,-23909239.044398405,Road,access_only_integrated_proxy,23909239.044398405,24005612.11197432
625,scenario_70,64409.9032396524,230.2923914713829,-24001147.93283253,Road,access_only_integrated_proxy,24001147.93283253,24065557.836072184
625,scenario_75,78419.7488779651,280.3834596754059,-23960830.97059558,Road,access_only_integrated_proxy,23960830.97059558,24039250.719473545
625,scenario_78,105748.63379795064,378.09567391446035,-23883091.403874338,Road,access_only_integrated_proxy,23883091.403874338,23988840.03767229
625,scenario_89,65646.07703973213,234.71223075658418,-23996785.824178282,Road,access_only_integrated_proxy,23996785.824178282,24062431.901218016
625,scenario_96,69513.35460892551,248.53936843414704,-23985565.925877303,Road,access_only_integrated_proxy,23985565.925877303,24055079.28048623
627,scenario_100,404318.17253888905,1445.6068738820613,-14725645.92521427,Road,access_only_integrated_proxy,14725645.92521427,15129964.09775316
627,scenario_19,609737.4214448192,2180.0667582384594,-14650287.723554932,Road,access_only_integrated_proxy,14650287.723554932,15260025.14499975
627,scenario_26,276157.8755821941,987.3801138134313,-14772257.459661901,Road,access_only_integrated_proxy,14772257.459661901,15048415.335244095
627,scenario_44,466937.84792404034,1669.498450678133,-14702756.315794451,Road,access_only_integrated_proxy,14702756.315794451,15169694.163718492
627,scenario_64,578806.0023740906,2069.473974968816,-14661498.11574751,Road,access_only_integrated_proxy,14661498.11574751,15240304.1181216
627,scenario_70,381040.44962551346,1362.3792612308862,-14734194.447312027,Road,access_only_integrated_proxy,14734194.447312027,15115234.89693754
627,scenario_75,467945.18688607,1673.1001095367865,-14702365.13165626,Road,access_only_integrated_proxy,14702365.13165626,15170310.31854233
627,scenario_78,634183.7245285477,2267.47253462721,-14641112.085827459,Road,access_only_integrated_proxy,14641112.085827459,15275295.810356006
627,scenario_89,391280.5013401235,1398.9917366350783,-14730362.25411762,Road,access_only_integrated_proxy,14730362.25411762,15121642.755457742
627,scenario_96,415531.2075232402,1485.6981721501325,-14721486.774289198,Road,access_only_integrated_proxy,14721486.774289198,15137017.981812438
628,scenario_100,152693.3943282751,545.9428624027714,-26560072.107778426,Road,access_only_integrated_proxy,26560072.107778426,26712765.5021067
628,scenario_19,229866.75914518785,821.8699768319566,-26487937.774419464,Road,access_only_integrated_proxy,26487937.774419464,26717804.533564653
628,scenario_26,104855.73293030438,374.90317919214976,-26604863.912957,Road,access_only_integrated_proxy,26604863.912957,26709719.645887304
628,scenario_44,175940.95232901679,629.0626228523506,-26538112.483406365,Road,access_only_integrated_proxy,26538112.483406365,26714053.435735382
628,scenario_64,216868.33325797523,775.3951580173416,-26498742.639739342,Road,access_only_integrated_proxy,26498742.639739342,26715610.97299732
628,scenario_70,144431.50197271336,516.4031355448969,-26568249.861537397,Road,access_only_integrated_proxy,26568249.861537397,26712681.36351011
628,scenario_75,176204.2102872229,630.0038803565512,-26537752.503368877,Road,access_only_integrated_proxy,26537752.503368877,26713956.7136561
628,scenario_78,237892.56671014632,850.5656016452158,-26479289.61569321,Road,access_only_integrated_proxy,26479289.61569321,26717182.18240336
628,scenario_89,147462.8358614404,527.2414243090607,-26564625.840075996,Road,access_only_integrated_proxy,26564625.840075996,26712088.675937437
628,scenario_96,156254.33861159158,558.6747302313888,-26556105.041409478,Road,access_only_integrated_proxy,26556105.041409478,26712359.38002107
629,scenario_100,-105088.95826121689,-375.7370574702727,-31005799.00610826,Road,access_only_integrated_proxy,31005799.00610826,30900710.047847044
629,scenario_19,-158486.33652257922,-566.6550579578252,-30955840.082695484,Road,access_only_integrated_proxy,30955840.082695484,30797353.746172905
629,scenario_26,-71763.64309999354,-256.5850926480216,-31036479.05925034,Road,access_only_integrated_proxy,31036479.05925034,30964715.416150346
629,scenario_44,-121373.68607301303,-433.9617826074209,-30990683.844423294,Road,access_only_integrated_proxy,30990683.844423294,30869310.15835028
629,scenario_64,-150482.998126002,-538.0397698359848,-30963368.091192476,Road,access_only_integrated_proxy,30963368.091192476,30812885.093066476
629,scenario_70,-99026.79090734707,-354.0622691659337,-31011421.913428552,Road,access_only_integrated_proxy,31011421.913428552,30912395.122521207
629,scenario_75,-121640.33253842982,-434.9151554446653,-30990418.102602676,Road,access_only_integrated_proxy,30990418.102602676,30868777.770064246
629,scenario_78,-164878.23295000824,-589.5087658547782,-30949772.06268813,Road,access_only_integrated_proxy,30949772.06268813,30784893.82973812
629,scenario_89,-101706.2891392845,-363.6425980398999,-31008929.76225227,Road,access_only_integrated_proxy,31008929.76225227,30907223.473112985
629,scenario_96,-108022.51142321106,-386.2257391667881,-31003072.639013298,Road,access_only_integrated_proxy,31003072.639013298,30895050.127590086
63,scenario_100,144338.36018253423,516.0701146191168,-54252851.68467881,Road,access_only_integrated_proxy,54252851.68467881,54397190.04486134
63,scenario_19,218649.90939941432,781.7650391934367,-53844882.36794607,Road,access_only_integrated_proxy,53844882.36794607,54063532.277345486
63,scenario_26,98123.0930769529,350.83117077793213,-54506877.04342731,Road,access_only_integrated_proxy,54506877.04342731,54605000.13650426
63,scenario_44,167066.28949501962,597.3319847866624,-54128801.568924375,Road,access_only_integrated_proxy,54128801.568924375,54295867.858419396
63,scenario_64,207091.03621930178,740.4372244712467,-53907814.47178325,Road,access_only_integrated_proxy,53907814.47178325,54114905.50800255
63,scenario_70,136027.49468883435,486.3552882729273,-54298521.459849246,Road,access_only_integrated_proxy,54298521.459849246,54434548.95453808
63,scenario_75,167265.86587317754,598.0455539599643,-54126846.074207336,Road,access_only_integrated_proxy,54126846.074207336,54294111.940080516
63,scenario_78,227403.32026915136,813.0621506829993,-53797542.57310135,Road,access_only_integrated_proxy,53797542.57310135,54024945.8933705
63,scenario_89,139579.68423655833,499.0558542536164,-54279087.750889726,Road,access_only_integrated_proxy,54279087.750889726,54418667.43512628
63,scenario_96,148493.76129950036,530.9274147021242,-54231249.19698026,Road,access_only_integrated_proxy,54231249.19698026,54379742.95827976
648,scenario_100,-193595.14684552158,-692.1837652577306,-60503669.88036474,Road,access_only_integrated_proxy,60503669.88036474,60310074.73351922
648,scenario_19,-292005.7235738736,-1044.0428105434585,-60422270.820644245,Road,access_only_integrated_proxy,60422270.820644245,60130265.09707037
648,scenario_26,-132182.905859648,-472.6092723473448,-60554308.93505217,Road,access_only_integrated_proxy,60554308.93505217,60422126.02919252
648,scenario_44,-223637.7101258571,-799.5985166511091,-60478878.44316045,Road,access_only_integrated_proxy,60478878.44316045,60255240.733034596
648,scenario_64,-277413.9313790557,-991.8710395675735,-60434535.89141013,Road,access_only_integrated_proxy,60434535.89141013,60157121.96003107
648,scenario_70,-182376.41753908343,-652.0721074023095,-60512862.96313861,Road,access_only_integrated_proxy,60512862.96313861,60330486.54559953
648,scenario_75,-224173.09076628886,-801.5127267621501,-60478454.1919198,Road,access_only_integrated_proxy,60478454.1919198,60254281.101153515
648,scenario_78,-303908.72603942,-1086.601031649323,-60412575.258734256,Road,access_only_integrated_proxy,60412575.258734256,60108666.53269484
648,scenario_89,-187414.4005966532,-670.0850077198775,-60508811.135287285,Road,access_only_integrated_proxy,60508811.135287285,60321396.73469063
648,scenario_96,-199080.87682991012,-711.7975484421368,-60499220.64003804,Road,access_only_integrated_proxy,60499220.64003804,60300139.763208136
662,scenario_100,162863.60307878238,582.3056199464845,-26282133.912024964,Road,access_only_integrated_proxy,26282133.912024964,26444997.515103746
662,scenario_19,246411.22153179775,881.0233619013998,-25744364.169463918,Road,access_only_integrated_proxy,25744364.169463918,25990775.390995715
662,scenario_26,110820.75125151568,396.2306189998326,-26616988.82687404,Road,access_only_integrated_proxy,26616988.82687404,26727809.578125555
662,scenario_44,188422.59503384226,673.689725260665,-26118544.374739088,Road,access_only_integrated_proxy,26118544.374739088,26306966.96977293
662,scenario_64,233704.90059948456,835.5929406908945,-25826911.2998542,Road,access_only_integrated_proxy,25826911.2998542,26060616.200453684
662,scenario_70,153427.36491727337,548.5671147880166,-26342466.391081393,Road,access_only_integrated_proxy,26342466.391081393,26495893.755998667
662,scenario_75,188724.68348702163,674.7698180541556,-26115939.550693136,Road,access_only_integrated_proxy,26115939.550693136,26304664.234180156
662,scenario_78,256418.14511043509,916.802306540103,-25681612.456615575,Road,access_only_integrated_proxy,25681612.456615575,25938030.60172601
662,scenario_89,157566.63587335162,563.3667427874025,-26316614.39153484,Road,access_only_integrated_proxy,26316614.39153484,26474181.02740819
662,scenario_96,167580.80056707232,599.1715774465156,-26253463.84176957,Road,access_only_integrated_proxy,26253463.84176957,26421044.64233664
669,scenario_100,31561.652467377335,112.84613172693571,-10168065.795189388,Road,access_only_integrated_proxy,10168065.795189388,10199627.447656766
669,scenario_19,47536.09800680112,169.96146773381406,-10205708.547064945,Road,access_only_integrated_proxy,10205708.547064945,10253244.645071747
669,scenario_26,21645.659248619868,77.39230122411573,-10144224.901205273,Road,access_only_integrated_proxy,10144224.901205273,10165870.560453894
669,scenario_44,36387.139023260046,130.09926801612528,-10179571.304507142,Road,access_only_integrated_proxy,10179571.304507142,10215958.443530401
669,scenario_64,44908.83569353756,160.56790415566502,-10199615.821139332,Road,access_only_integrated_proxy,10199615.821139332,10244524.65683287
669,scenario_70,29829.341241261376,106.65239326484516,-10163898.127538519,Road,access_only_integrated_proxy,10163898.127538519,10193727.46877978
669,scenario_75,36446.350471631566,130.31097375331956,-10179707.657442592,Road,access_only_integrated_proxy,10179707.657442592,10216154.007914223
669,scenario_78,49251.4831093448,176.09468821218252,-10209728.85386687,Road,access_only_integrated_proxy,10209728.85386687,10258980.336976215
669,scenario_89,30494.409582080923,109.03029124319437,-10165523.6715708,Road,access_only_integrated_proxy,10165523.6715708,10196018.08115288
669,scenario_96,32329.717910169376,115.59228750004695,-10169916.835349945,Road,access_only_integrated_proxy,10169916.835349945,10202246.553260114
670,scenario_100,499855.95687951753,1787.194482697716,-11728360.833689075,Road,access_only_integrated_proxy,11728360.833689075,12228216.790568592
670,scenario_19,753932.5765907395,2695.6248548495714,-11625276.929518085,Road,access_only_integrated_proxy,11625276.929518085,12379209.506108824
670,scenario_26,341245.35604235297,1220.095127749195,-11792375.71847871,Road,access_only_integrated_proxy,11792375.71847871,12133621.074521063
670,scenario_44,577390.4531801498,2064.412793493273,-11696981.45059353,Road,access_only_integrated_proxy,11696981.45059353,12274371.903773678
670,scenario_64,716086.8908372434,2560.3106711499204,-11640616.76999082,Road,access_only_integrated_proxy,11640616.76999082,12356703.660828063
670,scenario_70,470920.36630626454,1683.7376225475382,-11740063.44402453,Road,access_only_integrated_proxy,11740063.44402453,12210983.810330793
670,scenario_75,578670.4470857107,2068.989308015949,-11696458.35040905,Road,access_only_integrated_proxy,11696458.35040905,12275128.79749476
670,scenario_78,784516.0235670082,2804.973492083158,-11612777.875646967,Road,access_only_integrated_proxy,11612777.875646967,12397293.899213975
670,scenario_89,483829.2070202836,1729.892136832299,-11734823.823088232,Road,access_only_integrated_proxy,11734823.823088232,12218653.030108515
670,scenario_96,513918.21428903664,1837.472944944042,-11722647.92068744,Road,access_only_integrated_proxy,11722647.92068744,12236566.134976478
673,scenario_100,21939.470151989153,78.44279830878804,-7107620.387325939,Road,access_only_integrated_proxy,7107620.387325939,7129559.857477928
673,scenario_19,33056.55583451351,118.19103762060695,-7128929.790172199,Road,access_only_integrated_proxy,7128929.790172199,7161986.346006712
673,scenario_26,15040.453928674908,53.775924661184035,-7093874.643227369,Road,access_only_integrated_proxy,7093874.643227369,7108915.097156043
673,scenario_44,25298.407924160616,90.45240822046253,-7114242.0129831815,Road,access_only_integrated_proxy,7114242.0129831815,7139540.420907342
673,scenario_64,31222.09335988975,111.63206564429856,-7125708.367429058,Road,access_only_integrated_proxy,7125708.367429058,7156930.4607889475
673,scenario_70,20735.59545482882,74.13844184966729,-7105166.416424079,Road,access_only_integrated_proxy,7105166.416424079,7125902.011878908
673,scenario_75,25337.37568411513,90.59173428957365,-7114327.162788185,Road,access_only_integrated_proxy,7114327.162788185,7139664.5384723
673,scenario_78,34248.80108098642,122.45381392084528,-7131346.580138622,Road,access_only_integrated_proxy,7131346.580138622,7165595.381219609
673,scenario_89,21195.852991093558,75.78405538715015,-7106220.882223105,Road,access_only_integrated_proxy,7106220.882223105,7127416.735214199
673,scenario_96,22474.90130974452,80.35718904042733,-7108779.9569118405,Road,access_only_integrated_proxy,7108779.9569118405,7131254.858221585
