mode,development,scenario,tts_hours,tts_minutes,tts_chf_yearly,tts_minutes_metric
Road,767,scenario_96,37.28911350997029,2237.3468105982174,625757.9360891889,weighted_peak_minutes
Road,770,scenario_96,21.542436181908123,1292.5461709144874,361509.0071776457,weighted_peak_minutes
Road,775,scenario_96,-237.82476165169405,-14269.485699101642,-3990996.7814674904,weighted_peak_minutes
Road,776,scenario_96,-76.36952304451357,-4582.171382670815,-1281576.0585907437,weighted_peak_minutes
Road,780,scenario_96,5.19691532922152,311.8149197532912,87210.73536849863,weighted_peak_minutes
Road,789,scenario_96,-186.9874941892272,-11219.249651353632,-3137883.886862969,weighted_peak_minutes
Road,791,scenario_96,-47.87230158768652,-2872.3380952611915,-803357.0610183645,weighted_peak_minutes
Road,809,scenario_96,-50.34686595221186,-3020.8119571327115,-844883.3442605552,weighted_peak_minutes
Road,810,scenario_96,-34.469443996916134,-2068.166639814968,-578440.357073249,weighted_peak_minutes
Road,811,scenario_96,-4.745411657522587,-284.72469945135526,-79633.93937780093,weighted_peak_minutes
Road,813,scenario_96,67.97260033039201,4078.356019823521,1140665.199294391,weighted_peak_minutes
Road,822,scenario_96,-26.492810369863097,-1589.5686221917858,-444582.4740192651,weighted_peak_minutes
Road,831,scenario_96,-52.65995570359907,-3159.597342215944,-883699.8816510219,weighted_peak_minutes
Road,837,scenario_96,1.725961933772002,103.55771602632012,28963.79870111141,weighted_peak_minutes
Road,858,scenario_96,-37.944056183672124,-2276.6433710203273,-636748.6928322478,weighted_peak_minutes
Road,863,scenario_96,-15.431733876485184,-925.904032589111,-258963.78411476695,weighted_peak_minutes
Road,866,scenario_96,-18.552977491428223,-1113.1786494856933,-311342.15352802986,weighted_peak_minutes
Road,873,scenario_96,-204.41967463892462,-12265.180478335476,-3430417.665034453,weighted_peak_minutes
Road,878,scenario_96,-49.69106975007647,-2981.464185004588,-833878.2642434707,weighted_peak_minutes
Road,887,scenario_96,-105.10745513095269,-6306.447307857161,-1763834.4814162997,weighted_peak_minutes
Road,895,scenario_96,-184.43819101578268,-11066.29146094696,-3095103.3929836024,weighted_peak_minutes
Road,935,scenario_96,-35.99025180024716,-2159.4151080148295,-603961.4130228977,weighted_peak_minutes
Road,938,scenario_96,68.49463863171113,4109.678317902668,1149425.6545384023,weighted_peak_minutes
Road,940,scenario_96,-30.89644985018143,-1853.7869910108857,-518481.04904835706,weighted_peak_minutes
Road,945,scenario_96,-271.52451511594506,-16291.470906956703,-4556520.769289453,weighted_peak_minutes
Road,952,scenario_96,-197.6983042895144,-11861.898257370864,-3317624.6688584136,weighted_peak_minutes
Road,958,scenario_96,7.055307651520707,423.3184590912424,118396.88152708186,weighted_peak_minutes
Road,964,scenario_96,1.36856413379622,82.1138480277732,22966.216870267817,weighted_peak_minutes
Road,970,scenario_96,-64.05018011995125,-3843.0108071970753,-1074842.085137932,weighted_peak_minutes
Road,971,scenario_96,-3.397310839574978,-203.83865037449868,-57011.1225266176,weighted_peak_minutes
Road,987,scenario_96,-1.4993879187221562,-89.96327512332937,-25161.603511056182,weighted_peak_minutes
Rail,100000,scenario_1,686.8637410720694,41211.82446432416,6327800.901000546,daily_minutes
Rail,100001,scenario_1,2175.17859903966,130510.71594237961,20039050.361512773,daily_minutes
Rail,100002,scenario_1,806.3382635732705,48380.29581439623,7428471.886995111,daily_minutes
Rail,100003,scenario_1,251.18673712413872,15071.204227448323,2314082.9344298407,daily_minutes
Rail,100004,scenario_1,277.605022064934,16656.30132389604,2557464.026275411,daily_minutes
Rail,100005,scenario_1,825.16049571037,49509.6297426222,7601873.582781355,daily_minutes
Rail,101000,scenario_1,891.8557216585614,53511.34329951368,8216310.021351662,daily_minutes
Rail,101001,scenario_1,2001.966897040664,120118.01382243984,18443320.235676818,daily_minutes
Rail,101002,scenario_1,866.7927316944406,52007.563901666435,7985414.720008202,daily_minutes
Rail,101003,scenario_1,830.3225912114285,49819.35547268571,7649429.903794405,daily_minutes
Rail,101004,scenario_1,203.9578488032421,12237.470928194525,1878982.077884748,daily_minutes
Rail,101005,scenario_1,21.27922166188364,1276.7532997130184,196036.9574822692,daily_minutes
Rail,101006,scenario_1,579.6362331092823,34778.17398655694,5339956.761142574,daily_minutes
Rail,101007,scenario_1,1683.4721434395178,101008.32860637107,15509155.468650902,daily_minutes
Rail,101008,scenario_1,922.452007331478,55347.12043988868,8498181.362741973,daily_minutes
Rail,101009,scenario_1,27.9200115364074,1675.200692184444,257215.8982803068,daily_minutes
Rail,101010,scenario_1,1014.5125462472644,60870.75277483586,9346298.283557547,daily_minutes
Rail,101011,scenario_1,1432.216792502033,85933.00755012198,13194440.42260423,daily_minutes
Rail,101012,scenario_1,1668.6844062010205,100121.06437206123,15372921.96056752,daily_minutes
Rail,101013,scenario_1,720.2322698712524,43213.93619227514,6635211.8094159,daily_minutes
Rail,101014,scenario_1,742.5500419259333,44553.002515556,6840816.516246852,daily_minutes
Rail,101015,scenario_1,484.1110936383484,29046.665618300904,4459921.861252648,daily_minutes
Rail,101016,scenario_1,1229.712927287852,73782.77563727112,11328853.313932065,daily_minutes
Rail,101017,scenario_1,427.21212931672926,25632.727759003756,3935734.4625433,daily_minutes
Rail,101018,scenario_1,40.85383946100774,2451.2303676604643,376370.08141847985,daily_minutes
Rail,101019,scenario_1,25.102922312406008,1506.1753387443605,231263.18209527156,daily_minutes
Rail,101020,scenario_1,432.9132939736446,25974.797638418677,3988257.0120615982,daily_minutes
Rail,101021,scenario_1,378.7009685993107,22722.058115958644,3488820.5433180095,daily_minutes
Rail,101022,scenario_1,311.90061392786447,18714.036835671868,2873415.595871844,daily_minutes
Rail,101023,scenario_1,1783.8741293529747,107032.44776117848,16434118.804077214,daily_minutes
Rail,101024,scenario_1,895.0081811348646,53700.490868091874,8245352.369523053,daily_minutes
Rail,101025,scenario_1,283.2482592265442,16994.89555359265,2609452.912950461,daily_minutes
Rail,101026,scenario_1,1030.1103512486152,61806.62107491691,9489994.621912992,daily_minutes
Rail,101027,scenario_1,1469.9535500665952,88197.21300399571,13542094.075343514,daily_minutes
Rail,101028,scenario_1,619.3222738225886,37159.33642935532,5705568.379817979,daily_minutes
Rail,101029,scenario_1,841.7242044608138,50503.45226764883,7754468.406015692,daily_minutes
Rail,101030,scenario_1,833.4891433796438,50009.34860277863,7678602.082299305,daily_minutes
Rail,101031,scenario_1,1269.730493410476,76183.82960462855,11697519.14359335,daily_minutes
Rail,101032,scenario_1,102.7927223265142,6167.563339590852,946988.2337052446,daily_minutes
Rail,100000,scenario_2,336.977421037358,20218.64526224148,3104438.1890487643,daily_minutes
Rail,100001,scenario_2,1067.3419386228052,64040.51631736831,9832994.343756454,daily_minutes
Rail,100002,scenario_2,396.7955642104207,23807.733852625242,3655518.8148449217,daily_minutes
Rail,100003,scenario_2,123.42264842988516,7405.358905793109,1137043.49092516,daily_minutes
Rail,100004,scenario_2,136.11832230089203,8167.099338053522,1254003.656029198,daily_minutes
Rail,100005,scenario_2,405.95373057522374,24357.223834513425,3739889.3382973056,daily_minutes
Rail,101000,scenario_2,439.51369196174346,26370.821517704608,4049063.8385667577,daily_minutes
Rail,101001,scenario_2,988.5530519276872,59313.18311566123,9107143.84618901,daily_minutes
Rail,101002,scenario_2,426.24780289729824,25574.868173837895,3926850.5089716497,daily_minutes
Rail,101003,scenario_2,408.5105974972248,24510.63584983349,3763444.730502933,daily_minutes
Rail,101004,scenario_2,108.45280033742164,6507.168020245298,999132.2683885306,daily_minutes
Rail,101005,scenario_2,10.433780320483493,626.0268192290096,96122.24458048622,daily_minutes
Rail,101006,scenario_2,302.2487459570257,18134.92475742154,2784496.7970036943,daily_minutes
Rail,101007,scenario_2,828.2052956481784,49692.317738890706,7629924.106688408,daily_minutes
Rail,101008,scenario_2,455.0234549741071,27301.407298446426,4191949.0812944593,daily_minutes
Rail,101009,scenario_2,13.69326824341988,821.5960946051928,126150.60301932998,daily_minutes
Rail,101010,scenario_2,499.2046516090704,29952.279096544225,4598972.7734137215,daily_minutes
Rail,101011,scenario_2,760.7674369106608,45646.046214639646,7008646.089283153,daily_minutes
Rail,101012,scenario_2,822.6626377820867,49359.7582669252,7578861.816831251,daily_minutes
Rail,101013,scenario_2,354.7439031293252,21284.63418775951,3268113.681969221,daily_minutes
Rail,101014,scenario_2,365.4624308943967,21927.7458536638,3366859.1908577187,daily_minutes
Rail,101015,scenario_2,250.21465633411572,15012.879380046943,2305127.542943674,daily_minutes
Rail,101016,scenario_2,604.9735259612426,36298.41155767455,5573379.105270543,daily_minutes
Rail,101017,scenario_2,211.43120725553308,12685.872435331985,1947831.139962324,daily_minutes
Rail,101018,scenario_2,20.075566538173007,1204.5339922903804,184948.16428957265,daily_minutes
Rail,101019,scenario_2,12.777907371520996,766.6744422912598,117717.74945087433,daily_minutes
Rail,101020,scenario_2,213.4139586230376,12804.837517382255,1966097.4352105963,daily_minutes
Rail,101021,scenario_2,186.06947703363403,11164.168622018042,1714183.664120057,daily_minutes
Rail,101022,scenario_2,152.93421617351123,9176.052970410674,1408921.7599200895,daily_minutes
Rail,101023,scenario_2,880.0955384373301,52805.732306239806,8107968.157407747,daily_minutes
Rail,101024,scenario_2,442.1966332226948,26531.797993361688,4073780.7032273975,daily_minutes
Rail,101025,scenario_2,139.21470771630266,8352.88246297816,1282529.4163072098,daily_minutes
Rail,101026,scenario_2,506.9192087620541,30415.152525723246,4670043.902641299,daily_minutes
Rail,101027,scenario_2,779.6926895548168,46781.561373289005,7182996.871792704,daily_minutes
Rail,101028,scenario_2,304.6893975039784,18281.363850238704,2806981.543445151,daily_minutes
Rail,101029,scenario_2,415.8272918204457,24949.63750922674,3830850.508625037,daily_minutes
Rail,101030,scenario_2,411.63353981376713,24698.012388826028,3792215.148888311,daily_minutes
Rail,101031,scenario_2,624.648079609884,37478.88477659304,5754632.898214017,daily_minutes
Rail,101032,scenario_2,53.45248882470332,3207.1493294821994,492436.39854646183,daily_minutes
Rail,100000,scenario_3,577.3136731386476,34638.820388318854,5318559.945157104,daily_minutes
Rail,100001,scenario_3,1827.3373952229667,109640.243713378,16834528.4872311,daily_minutes
Rail,100002,scenario_3,675.9149917681716,40554.899506090296,6226934.453163457,daily_minutes
Rail,100003,scenario_3,210.78763497665204,12647.258098599123,1941902.1659859044,daily_minutes
Rail,100004,scenario_3,233.33447117807373,14000.068270684424,2149617.149175122,daily_minutes
Rail,100005,scenario_3,691.8003584702965,41508.02150821779,6373279.982443453,daily_minutes
Rail,101000,scenario_3,748.0649294575051,44883.8957674503,6891622.969120211,daily_minutes
Rail,101001,scenario_3,1679.059314821185,100743.5588892711,15468501.843721643,daily_minutes
Rail,101002,scenario_3,727.811288813733,43668.67732882398,6705034.279325396,daily_minutes
Rail,101003,scenario_3,696.1426083803453,41768.55650282072,6413283.393964769,daily_minutes
Rail,101004,scenario_3,175.3847747802356,10523.086486814136,1615749.7761403983,daily_minutes
Rail,101005,scenario_3,17.88583755493164,1073.1502532958984,164775.06705856323,daily_minutes
Rail,101006,scenario_3,495.6408927738303,29738.453566429816,4566141.288768189,daily_minutes
Rail,101007,scenario_3,1411.4084189613131,84684.50513767879,13002741.200522993,daily_minutes
Rail,101008,scenario_3,773.9695008635317,46438.1700518119,7130271.423655371,daily_minutes
Rail,101009,scenario_3,23.463707001967123,1407.8224201180274,216161.7471263223,daily_minutes
Rail,101010,scenario_3,850.4876499633174,51029.25899779904,7835202.524052057,daily_minutes
Rail,101011,scenario_3,1231.199095123986,73871.94570743915,11342544.783739232,daily_minutes
Rail,101012,scenario_3,1399.6678400635356,83980.07040381213,12894579.943369327,daily_minutes
Rail,101013,scenario_3,603.3700437307707,36202.20262384624,5558606.8648740975,daily_minutes
Rail,101014,scenario_3,622.9583234866222,37377.499409197335,5739065.850952855,daily_minutes
Rail,101015,scenario_3,412.9189018507677,24775.134111046063,3804056.675190382,daily_minutes
Rail,101016,scenario_3,1032.480249780434,61948.81498682604,9511827.549127229,daily_minutes
Rail,101017,scenario_3,358.69274658957875,21521.564795374725,3304492.7972311527,daily_minutes
Rail,101018,scenario_3,34.281476577118156,2056.8885946270893,315821.5311143587,daily_minutes
Rail,101019,scenario_3,21.319329198202468,1279.159751892148,196406.45217136003,daily_minutes
Rail,101020,scenario_3,362.9810118714813,21778.86071228888,3343998.8699672087,daily_minutes
Rail,101021,scenario_3,317.80581334432645,19068.348800659587,2927817.8360159416,daily_minutes
Rail,101022,scenario_3,262.16189325648156,15729.713595388894,2415192.6578146615,daily_minutes
Rail,101023,scenario_3,1496.5778517723083,89794.6711063385,13787373.117237568,daily_minutes
Rail,101024,scenario_3,751.1067680895721,45066.40608537433,6919646.211701991,daily_minutes
Rail,101025,scenario_3,237.6448209762821,14258.689258576926,2189326.677726096,daily_minutes
Rail,101026,scenario_3,863.6014899193833,51816.089395163,7956015.086031309,daily_minutes
Rail,101027,scenario_3,1263.1165682811989,75786.99409687193,11636587.696947372,daily_minutes
Rail,101028,scenario_3,519.2503510733222,31155.021064399334,4783645.784298088,daily_minutes
Rail,101029,scenario_3,706.8880771775293,42413.28463065176,6512277.099805706,daily_minutes
Rail,101030,scenario_3,699.0814886510198,41944.889319061185,6440358.122346384,daily_minutes
Rail,101031,scenario_3,1064.5691403368692,63874.14842021215,9807449.66226744,daily_minutes
Rail,101032,scenario_3,87.82725732525432,5269.635439515259,809117.3908346379,daily_minutes
Rail,100000,scenario_4,415.5917099823127,24935.50259893876,3828680.1873830543,daily_minutes
Rail,100001,scenario_4,1316.3540541967086,78981.24325180252,12127043.359692598,daily_minutes
Rail,100002,scenario_4,489.1113828738453,29346.682972430717,4505987.525863587,daily_minutes
Rail,100003,scenario_4,152.18453865047195,9131.072319028317,1402015.280771338,daily_minutes
Rail,100004,scenario_4,167.90998241103807,10074.598944662284,1546887.503959929,daily_minutes
Rail,100005,scenario_4,500.42552763615095,30025.531658169057,4610220.215900804,daily_minutes
Rail,101000,scenario_4,541.4016397247979,32484.09838348787,4987716.746128673,daily_minutes
Rail,101001,scenario_4,1216.820293683806,73009.21762102837,11210078.63759143,daily_minutes
Rail,101002,scenario_4,525.3490637182986,31520.943823097914,4839830.784411197,daily_minutes
Rail,101003,scenario_4,503.5672815283033,30214.036891698197,4639163.937807647,daily_minutes
Rail,101004,scenario_4,129.30872694647405,7758.523616788443,1191269.5778670867,daily_minutes
Rail,101005,scenario_4,12.8707415898607,772.244495391642,118572.99397075069,daily_minutes
Rail,101006,scenario_4,363.2874103228314,21797.244619369885,3346821.5963401166,daily_minutes
Rail,101007,scenario_4,1020.9429083108262,61256.57449864957,9405538.637104316,daily_minutes
Rail,101008,scenario_4,560.2695910771436,33616.17546462861,5161539.634757292,daily_minutes
Rail,101009,scenario_4,16.890094248425157,1013.4056549055094,155601.6822730416,daily_minutes
Rail,101010,scenario_4,615.3495265364618,36920.97159218771,5668969.0481698075,daily_minutes
Rail,101011,scenario_4,907.4556253750998,54447.337522505986,8360025.694330644,daily_minutes
Rail,101012,scenario_4,1013.199780051873,60791.98680311238,9334204.293705884,daily_minutes
Rail,101013,scenario_4,437.1994599997997,26231.967599987984,4027743.745194155,daily_minutes
Rail,101014,scenario_4,450.3785355647269,27022.712133883615,4149157.296743603,daily_minutes
Rail,101015,scenario_4,301.85079711279104,18111.047826767463,2780830.6534812986,daily_minutes
Rail,101016,scenario_4,745.5119648357213,44730.71789014328,6868103.527245565,daily_minutes
Rail,101017,scenario_4,259.987514659726,15599.25087958356,2395160.977554192,daily_minutes
Rail,101018,scenario_4,24.75247910022881,1485.1487460137287,228034.68895876792,daily_minutes
Rail,101019,scenario_4,15.513774363200357,930.8264617920214,142922.1976984196,daily_minutes
Rail,101020,scenario_4,262.88739046252886,15773.243427751731,2421876.3733750936,daily_minutes
Rail,101021,scenario_4,229.428998057032,13765.73988342192,2113637.5875002127,daily_minutes
Rail,101022,scenario_4,188.65221473373825,11319.132884024295,1737977.3934560367,daily_minutes
Rail,101023,scenario_4,1083.579839238511,65014.790354310666,9982587.62696871,daily_minutes
Rail,101024,scenario_4,544.1349632938363,32648.09779763018,5012897.762840796,daily_minutes
Rail,101025,scenario_4,171.63941355542192,10298.364813325315,1581245.26132068,daily_minutes
Rail,101026,scenario_4,624.8349598128916,37490.0975887735,5756354.550772245,daily_minutes
Rail,101027,scenario_4,930.5745985984396,55834.475915906376,8573011.547047982,daily_minutes
Rail,101028,scenario_4,375.5929973384046,22535.579840304275,3460188.047279785,daily_minutes
Rail,101029,scenario_4,511.6202016830066,30697.212100980396,4713352.270024867,daily_minutes
Rail,101030,scenario_4,506.6699676115968,30400.19805669581,4667747.743618596,daily_minutes
Rail,101031,scenario_4,770.0157820244567,46200.9469214674,7093847.393478509,daily_minutes
Rail,101032,scenario_4,64.32110439932876,3859.2662639597256,592564.6063892561,daily_minutes
Rail,100000,scenario_5,608.2794977764061,36496.76986658436,5603835.701214918,daily_minutes
Rail,100001,scenario_5,1924.9191755294596,115495.15053176758,17733510.3964827,daily_minutes
Rail,100002,scenario_5,711.3769101917424,42682.61461150454,6553630.922832445,daily_minutes
Rail,100003,scenario_5,221.9481217702778,13316.887306216668,2044719.2666208616,daily_minutes
Rail,100004,scenario_5,245.85245598151232,14751.14735889074,2264940.3359752805,daily_minutes
Rail,100005,scenario_5,728.1279355684965,43687.67613410979,6707951.419218331,daily_minutes
Rail,101000,scenario_5,787.6759338914635,47260.55603348781,7256543.308568496,daily_minutes
Rail,101001,scenario_5,1768.1969597478237,106091.81758486942,16289691.3113728,daily_minutes
Rail,101002,scenario_5,766.627958432764,45997.67750596584,7062636.72985768,daily_minutes
Rail,101003,scenario_5,732.7089511314771,43962.537067888625,6750154.4831938455,daily_minutes
Rail,101004,scenario_5,188.41198056541907,11304.718833925144,1735764.2121569796,daily_minutes
Rail,101005,scenario_5,18.845413843788265,1130.724830627296,173615.25957728375,daily_minutes
Rail,101006,scenario_5,529.9575035393282,31797.45021235969,4882286.497106414,daily_minutes
Rail,101007,scenario_5,1485.5322939316466,89131.9376358988,13685614.811074683,daily_minutes
Rail,101008,scenario_5,815.149364427707,48908.96186566242,7509645.034726694,daily_minutes
Rail,101009,scenario_5,24.720735692957533,1483.244141577452,227742.24964494057,daily_minutes
Rail,101010,scenario_5,895.1214093128801,53707.28455877281,8246395.495435839,daily_minutes
Rail,101011,scenario_5,1322.315063764661,79338.90382587966,12181959.75643832,daily_minutes
Rail,101012,scenario_5,1473.8345862587084,88430.0751755225,13577848.509366976,daily_minutes
Rail,101013,scenario_5,634.8646419008801,38091.878514052805,5848753.999976047,daily_minutes
Rail,101014,scenario_5,655.9229518135617,39355.3771088137,6042755.785877618,daily_minutes
Rail,101015,scenario_5,440.572744760917,26434.36468565502,4058820.468384424,daily_minutes
Rail,101016,scenario_5,1087.562302150327,65253.73812901962,10019276.464790102,daily_minutes
Rail,101017,scenario_5,378.0325573165828,22681.95343899497,3482662.7375347507,daily_minutes
Rail,101018,scenario_5,36.096029663101945,2165.7617797861167,332538.2828742929,daily_minutes
Rail,101019,scenario_5,22.664101409922296,1359.8460845953377,208795.30064905013,daily_minutes
Rail,101020,scenario_5,382.1335255464219,22928.011532785313,3520443.3174489657,daily_minutes
Rail,101021,scenario_5,334.63911225002084,20078.34673500125,3082896.285514542,daily_minutes
Rail,101022,scenario_5,276.2271298249325,16573.62778949595,2544770.0562251727,daily_minutes
Rail,101023,scenario_5,1576.1452926794882,94568.71756076929,14520396.123339051,daily_minutes
Rail,101024,scenario_5,791.2730008522631,47476.380051135784,7289681.647651559,daily_minutes
Rail,101025,scenario_5,250.20944995879836,15012.566997527902,2305079.5786904255,daily_minutes
Rail,101026,scenario_5,908.950715663028,54537.04293978168,8373799.363117211,daily_minutes
Rail,101027,scenario_5,1356.1266442637134,81367.5986558228,12493452.322943889,daily_minutes
Rail,101028,scenario_5,546.5287900189433,32791.727401136595,5034951.130928516,daily_minutes
Rail,101029,scenario_5,744.9612388651149,44697.67433190689,6863029.909168757,daily_minutes
Rail,101030,scenario_5,736.2214292247809,44173.28575348685,6782513.538876216,daily_minutes
Rail,101031,scenario_5,1120.4983180344134,67229.8990820648,10322702.804723836,daily_minutes
Rail,101032,scenario_5,93.84551448227285,5630.730868936371,864561.1867193867,daily_minutes
Rail,100000,scenario_6,525.2932684321786,31517.596105930716,4839316.764758288,daily_minutes
Rail,100001,scenario_6,1665.0733661015838,99904.40196609503,15339654.89254745,daily_minutes
Rail,100002,scenario_6,621.0986070394574,37265.916422367445,5721933.027211705,daily_minutes
Rail,100003,scenario_6,192.86918608350243,11572.151165010146,1776826.663712874,daily_minutes
Rail,100004,scenario_6,212.1844600518816,12731.067603112895,1954770.5566739645,daily_minutes
Rail,100005,scenario_6,635.2794954776691,38116.76972866015,5852575.880037574,daily_minutes
Rail,101000,scenario_6,687.2083841144922,41232.50304686953,6330975.9594931705,daily_minutes
Rail,101001,scenario_6,1545.6171888212775,92737.03132927665,14239152.9137349,daily_minutes
Rail,101002,scenario_6,665.4191213806844,39925.14728284106,6130240.1976316925,daily_minutes
Rail,101003,scenario_6,639.2576186100123,38355.45711660074,5889224.737206599,daily_minutes
Rail,101004,scenario_6,162.40002148945496,9744.001289367297,1496126.4379737526,daily_minutes
Rail,101005,scenario_6,16.264345041912748,975.8607025147649,149836.90513312537,daily_minutes
Rail,101006,scenario_6,456.93268991508376,27415.961394905025,4209538.0991117,daily_minutes
Rail,101007,scenario_6,1296.041596369003,77762.49578214018,11939912.810709076,daily_minutes
Rail,101008,scenario_6,711.0539917787028,42663.239506722166,6550656.004660477,daily_minutes
Rail,101009,scenario_6,21.35024476055696,1281.0146856334177,196691.26488110705,daily_minutes
Rail,101010,scenario_6,781.2976873457592,46877.86124074555,7197783.07444154,daily_minutes
Rail,101011,scenario_6,1139.7723287006374,68386.33972203825,10500266.555387491,daily_minutes
Rail,101012,scenario_6,1286.1899010538546,77171.39406323127,11849153.08244874,daily_minutes
Rail,101013,scenario_6,555.793711592778,33347.62269556668,5120305.147419627,daily_minutes
Rail,101014,scenario_6,571.2850152234096,34277.100913404574,5263020.331247183,daily_minutes
Rail,101015,scenario_6,379.91395609975734,22794.83736598544,3499995.311964625,daily_minutes
Rail,101016,scenario_6,944.4811206658488,56668.86723995093,8701126.772246197,daily_minutes
Rail,101017,scenario_6,329.97174080608966,19798.30444836538,3039897.6593501815,daily_minutes
Rail,101018,scenario_6,31.373057556163985,1882.3834533698391,289027.4300419163,daily_minutes
Rail,101019,scenario_6,19.54852263132489,1172.9113578794934,180092.71959334365,daily_minutes
Rail,101020,scenario_6,333.8896359503342,20033.37815702005,3075991.6601560484,daily_minutes
Rail,101021,scenario_6,290.7450778404891,17444.704670429346,2678518.1041132896,daily_minutes
Rail,101022,scenario_6,238.39485370320472,14303.691222192283,2196236.429226144,daily_minutes
Rail,101023,scenario_6,1375.453814039669,82527.22884238014,12671505.807221854,daily_minutes
Rail,101024,scenario_6,690.7041484752772,41442.24890851663,6363181.0382433385,daily_minutes
Rail,101025,scenario_6,217.6056454578429,13056.338727470575,2004713.769344923,daily_minutes
Rail,101026,scenario_6,793.3114379783947,47598.68627870368,7308460.953519759,daily_minutes
Rail,101027,scenario_6,1168.936268367339,70136.17610204034,10768942.265960949,daily_minutes
Rail,101028,scenario_6,476.7801978806529,28606.811872839175,4392385.250995302,daily_minutes
Rail,101029,scenario_6,648.7748770495673,38926.49262297404,5976903.432306843,daily_minutes
Rail,101030,scenario_6,643.5730575224225,38614.38345134535,5928981.149731069,daily_minutes
Rail,101031,scenario_6,977.4449905335714,58646.699432014284,9004809.71978958,daily_minutes
Rail,101032,scenario_6,80.91868347923446,4855.121008754068,745471.4634207954,daily_minutes
Rail,100000,scenario_7,719.8403005242435,43190.41803145461,6631600.752609646,daily_minutes
Rail,100001,scenario_7,2277.3450936000154,136640.70561600092,20980269.4092995,daily_minutes
Rail,100002,scenario_7,839.9368514320231,50396.211085921386,7738002.237502656,daily_minutes
Rail,100003,scenario_7,262.32318045310967,15739.39082718658,2416678.532242318,daily_minutes
Rail,100004,scenario_7,290.99930529603444,17459.958317762066,2680860.1999702468,daily_minutes
Rail,100005,scenario_7,859.8636852741183,51591.8211164471,7921580.186956342,daily_minutes
Rail,101000,scenario_7,929.6864173393552,55781.18504036131,8564829.088380544,daily_minutes
Rail,101001,scenario_7,2085.2071412246296,125112.42847347778,19210179.30924602,daily_minutes
Rail,101002,scenario_7,905.998612507261,54359.91675043566,8346602.817584392,daily_minutes
Rail,101003,scenario_7,865.2651573797048,51915.909442782286,7971341.788876267,daily_minutes
Rail,101004,scenario_7,217.41207599644255,13044.724559786553,2002930.4913248268,daily_minutes
Rail,101005,scenario_7,22.306154441830586,1338.3692665098351,205497.67841080844,daily_minutes
Rail,101006,scenario_7,615.3206729631638,36919.24037778983,5668703.231740443,daily_minutes
Rail,101007,scenario_7,1754.3166550518072,105258.99930310843,16161817.616330275,daily_minutes
Rail,101008,scenario_7,961.8543201864376,57711.259211186254,8861179.110149575,daily_minutes
Rail,101009,scenario_7,29.25614220308489,1755.3685321850935,269525.13566013984,daily_minutes
Rail,101010,scenario_7,1056.9614272653853,63417.68563592312,9737362.844825087,daily_minutes
Rail,101011,scenario_7,1526.3545674423658,91581.27404654195,14061694.08801954,daily_minutes
Rail,101012,scenario_7,1739.2884217341634,104357.3053040498,16023368.514068153,daily_minutes
Rail,101013,scenario_7,749.1481002430228,44948.88601458137,6901601.78829887,daily_minutes
Rail,101014,scenario_7,774.6578000525769,46479.468003154616,7136612.448764369,daily_minutes
Rail,101015,scenario_7,512.9667898197804,30778.007389186823,4725757.847893708,daily_minutes
Rail,101016,scenario_7,1285.020672520055,77101.2403512033,11838381.447658258,daily_minutes
Rail,101017,scenario_7,445.5669142742845,26734.01485645707,4104829.7544432734,daily_minutes
Rail,101018,scenario_7,42.66055916150799,2559.6335496904794,393014.6673313085,daily_minutes
Rail,101019,scenario_7,26.51501210530114,1590.9007263180683,244272.2005212973,daily_minutes
Rail,101020,scenario_7,450.90071094238374,27054.042656543024,4153967.889627805,daily_minutes
Rail,101021,scenario_7,395.5283450762509,23731.700704575054,3643844.431849469,daily_minutes
Rail,101022,scenario_7,326.9531464418251,19617.188786509505,3012088.5569099574,daily_minutes
Rail,101023,scenario_7,1859.5889242094272,111575.33545256563,17131648.923171766,daily_minutes
Rail,101024,scenario_7,933.1371227860363,55988.22736716218,8596619.057378637,daily_minutes
Rail,101025,scenario_7,295.67278591795184,17740.36715507711,2723915.1075477228,daily_minutes
Rail,101026,scenario_7,1073.2742391070933,64396.4543464256,9887646.255198007,daily_minutes
Rail,101027,scenario_7,1566.0975891531125,93965.85534918675,14427830.649831964,daily_minutes
Rail,101028,scenario_7,645.4165247679484,38724.991486076906,5945964.276077201,daily_minutes
Rail,101029,scenario_7,878.7899682681455,52727.39809608873,8095940.461667116,daily_minutes
Rail,101030,scenario_7,868.1715598802984,52090.29359281791,7998117.312553237,daily_minutes
Rail,101031,scenario_7,1323.261544462148,79395.69266772889,12190679.304511985,daily_minutes
Rail,101032,scenario_7,109.05678626893496,6543.407176136097,1004696.54918119,daily_minutes
Rail,100000,scenario_8,471.4841890354801,28289.051342128805,4343595.239908264,daily_minutes
Rail,100001,scenario_8,1493.1399463017442,89588.39677810465,13755701.069299448,daily_minutes
Rail,100002,scenario_8,554.3545128245823,33261.27076947494,5107046.384847747,daily_minutes
Rail,100003,scenario_8,172.5449644088876,10352.697864533257,1589587.7391133178,daily_minutes
Rail,100004,scenario_8,190.47378722830763,11428.427233698458,1754758.8122195068,daily_minutes
Rail,100005,scenario_8,567.2152149676913,34032.91289806148,5225526.889411353,daily_minutes
Rail,101000,scenario_8,613.8831038574208,36832.98623144525,5655459.482596874,daily_minutes
