mode,development,scenario_count,tts_median_chf,tts_mean_chf,cost_median_chf_negative,cost_mean_chf_negative,bcr_median,bcr_mean,bcr_std,cost_median_chf_magnitude,cost_mean_chf_magnitude,tts_median_mio_chf,cost_median_mio_chf_negative,cost_median_mio_chf_magnitude,net_median_mio_chf,development_label,ranking_label
Rail,101004,100,1799655.0313255545,1834337.6036177767,-12256103.342930473,-12256103.342930473,0.14683745567171852,0.14966727615558606,0.03416008548952711,12256103.342930473,12256103.342930473,1.7996550313255544,-12.256103342930473,12.256103342930473,-10.456448311604918,X4 (101004),Rail X4 (101004)
Rail,101005,100,182357.43802193677,188795.02566268537,-7858592.172197513,-7858592.172197513,0.023204848149149318,0.02402402638103718,0.0063807761095518115,7858592.172197513,7858592.172197513,0.18235743802193677,-7.858592172197513,7.858592172197513,-7.676234734175576,X5 (101005),Rail X5 (101005)
Rail,101006,100,5076702.905854452,5195579.210525322,-6674488.428017348,-6674488.428017348,0.7606130358311944,0.7784235850519954,0.18463270425410114,6674488.428017348,6674488.428017348,5.076702905854453,-6.674488428017348,6.674488428017348,-1.5977855221628952,X6 (101006),Rail X6 (101006)
Rail,101007,100,14410657.908879656,14916928.08645102,-6768283.354137817,-6768283.354137817,2.129145184217154,2.2039455658031066,0.5791160451478495,6768283.354137817,6768283.354137817,14.410657908879656,-6.768283354137817,6.768283354137817,7.642374554741839,X7 (101007),Rail X7 (101007)
Rail,101008,100,7903333.286240043,8177401.213539585,-6198999.814705556,-6198999.814705556,1.2749368482785544,1.3191484849121582,0.3450146604017962,6198999.814705556,6198999.814705556,7.903333286240043,-6.198999814705556,6.198999814705556,1.704333471534487,X8 (101008),Rail X8 (101008)
Rail,101009,100,239246.314844588,247692.99397772533,-8320472.850119613,-8320472.850119613,0.02875393251732666,0.02976910067967646,0.007900779840018475,8320472.850119613,8320472.850119613,0.239246314844588,-8.320472850119613,8.320472850119613,-8.081226535275025,X9 (101009),Rail X9 (101009)
Rail,101010,100,8684148.930116883,8989058.563065173,-5578279.183805819,-5578279.183805819,1.5567791865505132,1.6114393465929626,0.4231888148201846,5578279.183805819,5578279.183805819,8.684148930116882,-5.578279183805819,5.578279183805819,3.105869746311063,X10 (101010),Rail X10 (101010)
Rail,101011,100,12632309.952170152,12878595.411381008,-8732862.475517157,-8732862.475517157,1.4465256939045144,1.4747278395241583,0.33730060392462907,8732862.475517157,8732862.475517157,12.632309952170152,-8.732862475517157,8.732862475517157,3.8994474766529947,X11 (101011),Rail X11 (101011)
Rail,101012,100,14292808.623802885,14790065.885086544,-6870000.610543769,-6870000.610543769,2.080466863695314,2.1528478268819096,0.5635008745053306,6870000.610543769,6870000.610543769,14.292808623802886,-6.8700006105437685,6.8700006105437685,7.422808013259117,X12 (101012),Rail X12 (101012)
Rail,101013,100,6163438.231877719,6379386.884236827,-5200339.549725518,-5200339.549725518,1.1851991918879672,1.226725067322487,0.3211701120645568,5200339.549725518,5200339.549725518,6.163438231877719,-5.200339549725518,5.200339549725518,0.963098682152201,X13 (101013),Rail X13 (101013)
Rail,101014,100,6359361.2670103945,6581946.613529325,-6347134.164328245,-6347134.1643282445,1.001926397389056,1.0369950347860546,0.27248710194371767,6347134.164328245,6347134.1643282445,6.359361267010394,-6.347134164328246,6.347134164328246,0.012227102682148328,X14 (101014),Rail X14 (101014)
Rail,101015,100,4225960.971734291,4332822.605776257,-4963588.781532466,-4963588.781532466,0.8513922401181593,0.8729213471303184,0.2105978051686409,4963588.781532466,4963588.781532466,4.225960971734291,-4.963588781532467,4.963588781532467,-0.7376278097981759,X15 (101015),Rail X15 (101015)
Rail,101016,100,10536145.223664131,10904617.59902443,-3465799.7699635723,-3465799.769963572,3.040032870616433,3.146349565121889,0.8284560254136606,3465799.7699635723,3465799.769963572,10.53614522366413,-3.465799769963572,3.465799769963572,7.070345453700558,X16 (101016),Rail X16 (101016)
Rail,101017,100,3663753.3603167376,3788782.996696295,-13977135.894180246,-13977135.894180246,0.26212475775113836,0.2710700550800151,0.07045839882643423,13977135.894180246,13977135.894180246,3.6637533603167376,-13.977135894180245,13.977135894180245,-10.313382533863507,X17 (101017),Rail X17 (101017)
