development,score_id,value,value_mode,development_label,value_mio_chf
25,road_ecological_disruption_cost,-749441.0232135275,standalone_annual_proxy,25,-0.7494410232135276
25,road_land_consumption_cost,-27799.760918590975,standalone_annual_proxy,25,-0.027799760918590974
25,road_maint_cost,-2146450.6436105366,standalone_annual_proxy,25,-2.1464506436105366
25,road_noise_cost,-26213575.413102664,standalone_annual_proxy,25,-26.213575413102664
25,road_tts_cost,-4187763.4002690203,standalone_annual_proxy,25,-4.18776340026902
250,road_accident_cost,,standalone_annual_proxy,250,
250,road_airpollution_cost,,standalone_annual_proxy,250,
250,road_climate_cost,-449814.1391281492,standalone_annual_proxy,250,-0.4498141391281492
250,road_co2_cost,,standalone_annual_proxy,250,
250,road_construction_cost,-39033242.38441018,standalone_annual_proxy,250,-39.03324238441018
250,road_ecological_disruption_cost,-386189.5829639962,standalone_annual_proxy,250,-0.3861895829639962
250,road_land_consumption_cost,-171031.56157660272,standalone_annual_proxy,250,-0.1710315615766027
250,road_maint_cost,-19240286.715449188,standalone_annual_proxy,250,-19.240286715449187
250,road_noise_cost,-8636650.340494756,standalone_annual_proxy,250,-8.636650340494755
250,road_tts_cost,240671.8029901538,standalone_annual_proxy,250,0.2406718029901538
255,road_accident_cost,,standalone_annual_proxy,255,
255,road_airpollution_cost,,standalone_annual_proxy,255,
255,road_climate_cost,-113310.84828702678,standalone_annual_proxy,255,-0.11331084828702678
255,road_co2_cost,,standalone_annual_proxy,255,
255,road_construction_cost,-3527617.033737953,standalone_annual_proxy,255,-3.5276170337379527
255,road_ecological_disruption_cost,-273438.5229790495,standalone_annual_proxy,255,-0.27343852297904947
255,road_land_consumption_cost,-5242.929282367978,standalone_annual_proxy,255,-0.005242929282367978
255,road_maint_cost,-1920036.1217531571,standalone_annual_proxy,255,-1.9200361217531572
255,road_noise_cost,-7045594.961232118,standalone_annual_proxy,255,-7.045594961232118
255,road_tts_cost,-375989.5454170476,standalone_annual_proxy,255,-0.37598954541704754
261,road_accident_cost,,standalone_annual_proxy,261,
261,road_airpollution_cost,,standalone_annual_proxy,261,
261,road_climate_cost,-117059.17776759356,standalone_annual_proxy,261,-0.11705917776759356
261,road_co2_cost,,standalone_annual_proxy,261,
261,road_construction_cost,-3223784.9981453894,standalone_annual_proxy,261,-3.223784998145389
261,road_ecological_disruption_cost,-378643.4407177837,standalone_annual_proxy,261,-0.3786434407177837
261,road_land_consumption_cost,-52468.739541825504,standalone_annual_proxy,261,-0.0524687395418255
261,road_maint_cost,-1704693.977106235,standalone_annual_proxy,261,-1.704693977106235
