development,development_label,road_climate_cost,road_construction_cost,road_ecological_disruption_cost,road_land_consumption_cost,road_maint_cost,road_noise_cost,road_tts_cost,road_externalities_total_cost,road_total_cost_without_tts,road_construction_cost_mio_chf,road_maint_cost_mio_chf,road_tts_cost_mio_chf,road_climate_cost_mio_chf,road_land_consumption_cost_mio_chf,road_ecological_disruption_cost_mio_chf,road_noise_cost_mio_chf,road_externalities_total_cost_mio_chf,road_total_cost_without_tts_mio_chf
334,334,-231497.12497169632,-3853605.355060055,-756370.9959497428,-34955.03775566326,-2154706.796831145,-8983478.5946012,3751600.3951094844,-10006301.753278304,-16014613.905169504,-3.853605355060055,-2.154706796831145,3.7516003951094845,-0.23149712497169633,-0.03495503775566326,-0.7563709959497429,-8.9834785946012,-10.006301753278304,-16.014613905169504
348,348,-678229.2956516924,-12794190.682905115,-2014298.8370143033,-280880.74401174125,-7014807.764412533,-12268642.583232127,-5903486.241562325,-15242051.459909864,-35051049.907227516,-12.794190682905116,-7.014807764412533,-5.903486241562325,-0.6782292956516924,-0.28088074401174123,-2.0142988370143033,-12.268642583232127,-15.242051459909863,-35.051049907227515
351,351,-305165.3532088936,-5387266.618679562,-676729.999999996,-56311.76969599012,-3244441.774442886,-28666962.588656586,-9529982.953675825,-29705169.711561464,-38336878.10468391,-5.387266618679561,-3.244441774442886,-9.529982953675825,-0.3051653532088936,-0.056311769695990124,-0.6767299999999961,-28.666962588656585,-29.705169711561464,-38.33687810468391
356,356,-651248.9045558185,-7287846.039461878,-2072229.2979151767,-268812.37049437803,-4372739.307411585,-10626778.360790435,-4041354.375152002,-13619068.933755808,-25279654.28062927,-7.287846039461878,-4.372739307411585,-4.041354375152002,-0.6512489045558185,-0.268812370494378,-2.0722292979151766,-10.626778360790436,-13.619068933755807,-25.27965428062927
358,358,-448869.0884271304,-38935286.03522985,-220612.9515853141,-66625.90780390869,-19343076.3847796,-10854560.960746463,-4758888.192074515,-11590668.908562817,-69869031.32857227,-38.93528603522984,-19.3430763847796,-4.758888192074515,-0.4488690884271304,-0.06662590780390869,-0.2206129515853141,-10.854560960746463,-11.590668908562817,-69.86903132857228
390,390,-274031.9286404816,-9634824.328489464,-695628.8587068407,-91289.43481586236,-4992155.510395102,-3895160.870623783,-3606620.840903969,-4956111.092786968,-19583090.931671534,-9.634824328489463,-4.9921555103951025,-3.606620840903969,-0.2740319286404816,-0.09128943481586237,-0.6956288587068407,-3.895160870623783,-4.956111092786967,-19.583090931671535
392,392,-105594.00371611802,-3160685.299228995,-340800.1180212586,-19508.716758359216,-1659608.6236059722,-4381412.817684522,166408.1384970246,-4847315.656180258,-9667609.579015225,-3.1606852992289953,-1.6596086236059722,0.1664081384970246,-0.10559400371611802,-0.019508716758359218,-0.3408001180212586,-4.381412817684522,-4.847315656180258,-9.667609579015226
394,394,-270827.34123657324,-5580457.129827184,-832036.5766858978,-36174.89692551355,-3035857.408056913,-5216957.850416108,-22546.848111764426,-6355996.665264092,-14972311.20314819,-5.580457129827184,-3.0358574080569127,-0.022546848111764425,-0.27082734123657326,-0.03617489692551355,-0.8320365766858978,-5.216957850416108,-6.355996665264092,-14.97231120314819
423,423,-256456.84119304823,-5528406.1313862,-776867.5269019462,-33307.190747951245,-2998520.7240728065,-14734766.042352235,2542908.2705356427,-15801397.60119518,-24328324.456654187,-5.5284061313862,-2.9985207240728067,2.542908270535643,-0.25645684119304824,-0.03330719074795124,-0.7768675269019462,-14.734766042352234,-15.80139760119518,-24.328324456654187
459,459,-862787.7783924832,-32212799.868491005,-2020061.8361616645,-143991.7195170194,-16540818.621721808,-23379683.3699232,-1080300.9444611003,-26406524.703994367,-75160143.19420718,-32.212799868491004,-16.540818621721808,-1.0803009444611003,-0.8627877783924832,-0.1439917195170194,-2.0200618361616645,-23.3796833699232,-26.406524703994368,-75.16014319420718
