development,scenario,total_veh_km,new_link_veh_km,rest_network_veh_km,status_quo_veh_km,delta_total_veh_km,delta_rest_network_veh_km
759,scenario_19,563594.6973354148,9193.569381333866,554401.1279540809,541239.4593620441,22355.237973370706,13161.668592036818
761,scenario_19,541168.8605188405,2337.1430958335877,538831.7174230069,541239.4593620441,-70.59884320362471,-2407.7419390372233
764,scenario_19,549079.4281849306,8137.083190482492,540942.3449944481,541239.4593620441,7839.968822886469,-297.1143675959902
767,scenario_19,541187.9266899057,1276.3073660489513,539911.6193238568,541239.4593620441,-51.532672138419,-1327.8400381873362
770,scenario_19,541501.8125725877,822.7136680520878,540679.0989045356,541239.4593620441,262.3532105436316,-560.3604575084755
775,scenario_19,555973.0684570221,7104.491276624393,548868.5771803977,541239.4593620441,14733.609094977961,7629.117818353581
776,scenario_19,545023.7656092657,2988.630000885404,542035.1356083802,541239.4593620441,3784.306247221539,795.6762463360792
780,scenario_19,543895.753881389,2359.180811907756,541536.5730694813,541239.4593620441,2656.294519344927,297.11370743718
789,scenario_19,557912.719122471,11348.590011938704,546564.1291105323,541239.4593620441,16673.25976042694,5324.669748488232
791,scenario_19,547179.4225550706,4944.166954865121,542235.2556002055,541239.4593620441,5939.963193026488,995.7962381613906
809,scenario_19,547451.2822968924,5149.614322224084,542301.6679746683,541239.4593620441,6211.822934848256,1062.2086126242066
810,scenario_19,548746.9624005486,8770.81783717475,539976.1445633739,541239.4593620441,7507.50303850451,-1263.3147986702388
811,scenario_19,541637.2231782787,559.7368162148546,541077.4863620638,541239.4593620441,397.76381623453926,-161.97299998032395
813,scenario_19,549681.7994695336,13829.364340364382,535852.4351291693,541239.4593620441,8442.340107489494,-5387.024232874857
822,scenario_19,543649.2085232224,1724.0996994366683,541925.1088237857,541239.4593620441,2409.749161178246,685.6494617415592
831,scenario_19,544134.5272431455,2378.920987666887,541755.6062554786,541239.4593620441,2895.067881101393,516.1468934344593
837,scenario_19,543087.6311153354,2189.918628344419,540897.712486991,541239.4593620441,1848.1717532912735,-341.74687505315524
858,scenario_19,548672.4433005521,8540.25422132943,540132.1890792226,541239.4593620441,7432.983938507969,-1107.270282821497
863,scenario_19,547460.8168756657,7913.443916696125,539547.3729589696,541239.4593620441,6221.357513621566,-1692.086403074558
866,scenario_19,543739.36548898,1892.317583061042,541847.0479059189,541239.4593620441,2499.90612693585,607.5885438747937
873,scenario_19,556146.6700953924,8620.259945878977,547526.4101495134,541239.4593620441,14907.21073334827,6286.950787469279
878,scenario_19,546432.5574341301,4572.257027595811,541860.3004065343,541239.4593620441,5193.098072085995,620.8410444902256
887,scenario_19,545826.4881329242,1285.7082529141496,544540.77988001,541239.4593620441,4587.028770880075,3301.3205179659417
895,scenario_19,554988.5642860918,8235.001984487153,546753.5623016047,541239.4593620441,13749.104924047715,5514.102939560544
935,scenario_19,544279.3005239853,1905.886819222874,542373.4137047625,541239.4593620441,3039.841161941178,1133.9543427183526
938,scenario_19,546288.272271764,9401.953434329567,536886.3188374344,541239.4593620441,5048.8129097198835,-4353.140524609713
940,scenario_19,544276.5985773043,2037.3634054588576,542239.2351718454,541239.4593620441,3037.139215260162,999.7758098013
945,scenario_19,556079.2162043428,5519.120523648369,550560.0956806944,541239.4593620441,14839.756842298666,9320.63631865033
952,scenario_19,557640.0418248869,11308.97005335675,546331.0717715302,541239.4593620441,16400.58246284281,5091.612409486086
958,scenario_19,543192.646862725,1801.1511298476933,541391.4957328773,541239.4593620441,1953.1875006809132,152.03637083317153
964,scenario_19,541748.97039123,581.6624116877514,541167.3079795422,541239.4593620441,509.51102918584365,-72.15138250193559
970,scenario_19,544697.9241849335,1934.326358457249,542763.5978264763,541239.4593620441,3458.464822889422,1524.1384644322097
971,scenario_19,542770.2254343344,1538.2313415457259,541231.9940927887,541239.4593620441,1530.766072290251,-7.465269255451858
987,scenario_19,541300.1774158076,4.464419395894069,541295.7129964117,541239.4593620441,60.71805376349948,56.25363436760381
0,scenario_26,244901.95509405647,1360.6130313556532,243541.3420627008,245376.64368814207,-474.6885940856009,-1835.301625441265
2,scenario_26,251336.2599567328,3171.011802294173,248165.24815443862,245376.64368814207,5959.616268590733,2788.604466296558
9,scenario_26,232007.9320860684,0.0,232007.9320860684,245376.64368814207,-13368.711602073658,-13368.711602073658
12,scenario_26,247564.18584011085,2553.2034694887748,245010.98237062208,245376.64368814207,2187.5421519687807,-365.6613175199891
15,scenario_26,244965.11486615386,888.4081937204797,244076.70667243339,245376.64368814207,-411.5288219882059,-1299.9370157086814
17,scenario_26,253171.18204761803,8095.589974071096,245075.59207354693,245376.64368814207,7794.538359475962,-301.05161459514056
25,scenario_26,250164.26395935073,1124.791888546765,249039.47207080398,245376.64368814207,4787.620271208667,3662.8283826619154
27,scenario_26,250007.9512935723,1272.5026015516767,248735.4486920206,245376.64368814207,4631.307605430222,3358.805003878544
28,scenario_26,254333.32439599288,10934.681353437865,243398.64304255502,245376.64368814207,8956.680707850814,-1978.0006455870462
57,scenario_26,245592.981261259,1089.6435164226955,244503.33774483632,245376.64368814207,216.33757311693626,-873.3059433057497
62,scenario_26,245549.8951225385,460.03314312124195,245089.86197941724,245376.64368814207,173.25143439642852,-286.7817087248259
63,scenario_26,252428.43425263066,3854.7185060633365,248573.71574656732,245376.64368814207,7051.7905644885905,3197.072058425256
73,scenario_26,247653.55217068843,766.7304727030678,246886.82169798538,245376.64368814207,2276.908482546365,1510.1780098433082
90,scenario_26,246074.03899067832,812.9925833878649,245261.04640729047,245376.64368814207,697.3953025362571,-115.5972808515944
94,scenario_26,245388.38995244633,52.736569794503104,245335.65338265183,245376.64368814207,11.746264304267243,-40.990305490238825
103,scenario_26,251940.48466598772,3711.003029039759,248229.48163694795,245376.64368814207,6563.840977845655,2852.8379488058854
104,scenario_26,245704.379528768,393.86169514520486,245310.5178336228,245376.64368814207,327.73584062594455,-66.12585451925406
109,scenario_26,255496.45590340826,3910.634935158881,251585.82096824938,245376.64368814207,10119.812215266196,6209.177280107309
114,scenario_26,246653.26896372196,895.2994186683238,245757.96954505364,245376.64368814207,1276.6252755798923,381.32585691157146
126,scenario_26,251871.50345357784,3239.667602387428,248631.8358511904,245376.64368814207,6494.859765435773,3255.192163048341
140,scenario_26,245664.8006831145,221.158343901859,245443.64233921265,245376.64368814207,288.1569949724362,66.99865107057849
143,scenario_26,245463.5893319684,42.19253984269884,245421.39679212568,245376.64368814207,86.94564382632961,44.75310398361762
144,scenario_26,249284.23552839336,1096.8211513369267,248187.41437705644,245376.64368814207,3907.5918402512907,2810.7706889143737
150,scenario_26,249575.1835452871,1677.2607967012027,247897.92274858587,245376.64368814207,4198.5398571450205,2521.279060443805
152,scenario_26,231536.60728936992,0.0,231536.60728936992,245376.64368814207,-13840.03639877215,-13840.03639877215
176,scenario_26,246572.24376749044,2599.5973394660937,243972.64642802434,245376.64368814207,1195.600079348369,-1403.9972601177287
177,scenario_26,245432.5598342745,311.5115487287912,245121.0482855457,245376.64368814207,55.91614613242564,-255.59540259637288
189,scenario_26,47258.55092207876,2061.9048051855675,45196.64611689319,245376.64368814207,-198118.09276606332,-200179.99757124888
195,scenario_26,249753.24168577595,2062.7731646928164,247690.46852108312,245376.64368814207,4376.597997633886,2313.8248329410562
197,scenario_26,246298.3942217188,676.8571963749131,245621.5370253439,245376.64368814207,921.7505335767346,244.89333720182185
201,scenario_26,252014.85945550704,3530.782205288964,248484.07725021808,245376.64368814207,6638.215767364978,3107.4335620760103
202,scenario_26,248006.41704680357,1648.3673875305626,246358.049659273,245376.64368814207,2629.773358661507,981.4059711309383
206,scenario_26,246213.06674546847,1034.4381856051232,245178.62855986334,245376.64368814207,836.4230573264067,-198.01512827872648
209,scenario_26,247912.83908697712,3432.990533831735,244479.8485531454,245376.64368814207,2536.195398835058,-896.7951349966752
227,scenario_26,245887.7576132986,674.2949516135415,245213.46266168504,245376.64368814207,511.1139251565328,-163.1810264570231
233,scenario_26,246126.8405646339,683.0033633810713,245443.8372012528,245376.64368814207,750.1968764918274,67.1935131107457
240,scenario_26,245951.9498080294,688.4710899007089,245263.4787181287,245376.64368814207,575.3061198873329,-113.1649700133712
243,scenario_26,252955.33581094796,6907.34769044339,246047.98812050457,245376.64368814207,7578.692122805893,671.3444323625008
245,scenario_26,249792.36742932518,1072.809675415707,248719.55775390947,245376.64368814207,4415.723741183116,3342.9140657673997
249,scenario_26,252065.18002309234,3770.634632758928,248294.5453903334,245376.64368814207,6688.536334950273,2917.9017021913314
250,scenario_26,247197.57452682406,2084.804203801942,245112.77032302212,245376.64368814207,1820.9308386819903,-263.8733651199436
254,scenario_26,229186.16175636937,0.0,229186.16175636937,245376.64368814207,-16190.481931772694,-16190.481931772694
255,scenario_26,246537.22224568354,879.5996368967503,245657.6226087868,245376.64368814207,1160.5785575414775,280.97892064473126
261,scenario_26,247498.83724614812,822.6873423517,246676.1499037964,245376.64368814207,2122.1935580060526,1299.5062156543427
267,scenario_26,245798.01633205608,740.6440695722977,245057.37226248378,245376.64368814207,421.3726439140155,-319.271425658284
270,scenario_26,246685.60208535157,1081.2942874898356,245604.30779786172,245376.64368814207,1308.9583972094988,227.66410971965524
273,scenario_26,246138.38337267318,812.0074573888197,245326.37591528436,245376.64368814207,761.7396845311159,-50.26777285771095
277,scenario_26,249258.77077232828,1874.4442429735025,247384.3265293548,245376.64368814207,3882.1270841862133,2007.6828412127215
284,scenario_26,246551.34459855687,1357.5931970284694,245193.7514015284,245376.64368814207,1174.700910414802,-182.89228661367088
285,scenario_26,252257.8824664717,4013.974976009908,248243.90749046177,245376.64368814207,6881.238778329629,2867.263802319707
289,scenario_26,251949.3521361107,3702.2242637491368,248247.12787236157,245376.64368814207,6572.7084479686455,2870.484184219502
308,scenario_26,248533.96608316578,3342.6478438228237,245191.31823934295,245376.64368814207,3157.322395023715,-185.32544879912166
331,scenario_26,252155.7857347529,3441.6719906571,248714.11374409578,245376.64368814207,6779.142046610825,3337.470055953716
334,scenario_26,244632.88819916564,2011.5918201726145,242621.29637899302,245376.64368814207,-743.7554889764288,-2755.347309149045
348,scenario_26,254018.89741700306,5708.12938038444,248310.76803661863,245376.64368814207,8642.25372886099,2934.124348476558
351,scenario_26,251756.85937240362,874.9613628331637,250881.89800957046,245376.64368814207,6380.215684261551,5505.254321428394
356,scenario_26,248852.74812899026,1148.7759327011936,247703.97219628908,245376.64368814207,3476.1044408481976,2327.3285081470094
358,scenario_26,251391.21576604812,3223.304551989906,248167.9112140582,245376.64368814207,6014.57207790605,2791.2675259161333
390,scenario_26,248123.24899271806,744.9932567082374,247378.25573600983,245376.64368814207,2746.605304575991,2001.6120478677622
392,scenario_26,245498.93685010946,194.09147919004081,245304.84537091941,245376.64368814207,122.29316196739092,-71.79831722265226
394,scenario_26,246842.29868329968,1246.7479427271262,245595.55074057257,245376.64368814207,1465.6549951576162,218.90705243049888
423,scenario_26,245468.80098748484,2122.1933956347743,243346.60759185007,245376.64368814207,92.15729934276897,-2030.036096291995
459,scenario_26,249351.70015035907,3889.5627879412864,245462.1373624178,245376.64368814207,3975.056462217006,85.49367427572724
464,scenario_26,245404.16683392812,19.662382321437015,245384.50445160668,245376.64368814207,27.52314578605001,7.860763464617776
469,scenario_26,249581.5011976482,2210.6822307644143,247370.8189668838,245376.64368814207,4204.857509506139,1994.1752787417208
486,scenario_26,252262.15444970346,3816.243292562697,248445.91115714077,245376.64368814207,6885.510761561396,3069.2674689987034
493,scenario_26,245422.5681479733,86.59841452846268,245335.96973344483,245376.64368814207,45.92445983123616,-40.673954697238514
499,scenario_26,249417.41299533777,1210.8522494752322,248206.56074586255,245376.64368814207,4040.7693071957037,2829.9170577204786
517,scenario_26,245965.8941547178,399.1580954957513,245566.73605922205,245376.64368814207,589.2504665757297,190.09237107998342
521,scenario_26,254738.49848366895,3965.808417856055,250772.6900658129,245376.64368814207,9361.854795526888,5396.046377670835
531,scenario_26,250283.03802766997,2322.8200807901285,247960.21794687986,245376.64368814207,4906.394339527906,2583.57425873779
533,scenario_26,247111.38667095208,1745.4152206811698,245365.9714502709,245376.64368814207,1734.742982810014,-10.67223787115654
538,scenario_26,246456.55464651206,954.1694638925094,245502.38518261956,245376.64368814207,1079.91095836999,125.74149447749369
540,scenario_26,246348.34379108474,1763.9103935840922,244584.43339750066,245376.64368814207,971.7001029426756,-792.2102906414075
546,scenario_26,245990.1500999417,449.50669792518397,245540.64340201652,245376.64368814207,613.5064117996371,163.99971387445112
550,scenario_26,246880.94141582085,1337.577207163002,245543.36420865785,245376.64368814207,1504.297727678786,166.72052051578066
552,scenario_26,246899.90121950267,415.2776188477868,246484.6236006549,245376.64368814207,1523.2575313606067,1107.9799125128193
556,scenario_26,246220.5384456519,901.36053842349,245319.1779072284,245376.64368814207,843.8947575098427,-57.46578091365518
557,scenario_26,228943.6166848777,0.0,228943.6166848777,245376.64368814207,-16433.027003264375,-16433.027003264375
558,scenario_26,252894.92596866697,5540.108934611035,247354.81703405594,245376.64368814207,7518.282280524902,1978.1733459138777
564,scenario_26,252048.09873185135,3890.8543029029574,248157.24442894838,245376.64368814207,6671.455043709284,2780.600740806316
565,scenario_26,248079.93158886163,3273.5912233098147,244806.34036555182,245376.64368814207,2703.287900719559,-570.3033225902473
569,scenario_26,246205.78980460204,1365.465221675738,244840.32458292632,245376.64368814207,829.146116459975,-536.319105215749
594,scenario_26,248861.9283688772,4170.906098427927,244691.0222704493,245376.64368814207,3485.2846807351452,-685.6214176927751
602,scenario_26,248049.73728928695,3206.8245067165903,244842.91278257035,245376.64368814207,2673.0936011448794,-533.7309055717196
612,scenario_26,255490.23155540408,3901.2036815845527,251589.02787381952,245376.64368814207,10113.587867262017,6212.3841856774525
614,scenario_26,246459.79800903675,626.8523467348481,245832.9456623019,245376.64368814207,1083.1543208946823,456.30197415984003
625,scenario_26,247025.92174811906,1855.8023207360472,245170.119427383,245376.64368814207,1649.2780599769903,-206.5242607590626
627,scenario_26,246715.18201907605,1446.1574286068512,245269.0245904692,245376.64368814207,1338.5383309339813,-107.61909767286852
628,scenario_26,246599.55578363762,1026.3442674857286,245573.2115161519,245376.64368814207,1222.9120954955579,196.56782800983638
629,scenario_26,246273.3946038595,845.6079409533027,245427.78666290618,245376.64368814207,896.7509157174209,51.14297476410866
648,scenario_26,246774.64102327495,1500.3268635501697,245274.31415972477,245376.64368814207,1397.9973351328808,-102.32952841729275
662,scenario_26,254684.8543433147,4273.771221026316,250411.0831222884,245376.64368814207,9308.210655172647,5034.439434146334
669,scenario_26,244754.13592186783,485.5991288413794,244268.53679302643,245376.64368814207,-622.5077662742406,-1108.106895115634
670,scenario_26,247194.28642514526,1549.1016752308014,245645.18474991445,245376.64368814207,1817.6427370031888,268.5410617723828
673,scenario_26,245041.3269125486,496.2213699196774,244545.1055426289,245376.64368814207,-335.3167755934701,-831.5381455131574
678,scenario_26,250440.31863880213,1617.8930359574306,248822.42560284468,245376.64368814207,5063.674950660061,3445.7819147026166
680,scenario_26,248035.6444572634,3120.1730524855766,244915.47140477784,245376.64368814207,2659.0007691213395,-461.17228336422704
682,scenario_26,252906.8360747155,5552.051372399022,247354.78470231648,245376.64368814207,7530.1923865734425,1978.1410141744127
689,scenario_26,252253.21943483877,3966.3145148452913,248286.90491999348,245376.64368814207,6876.575746696704,2910.261231851415
694,scenario_26,247180.4665635199,2785.828358724462,244394.63820479545,245376.64368814207,1803.8228753778385,-982.0054833466129
726,scenario_26,246586.66307035182,1189.1677973021556,245397.49527304966,245376.64368814207,1210.01938220975,20.85158490759204
736,scenario_26,245467.40486937357,3.9914685797762677,245463.4134007938,245376.64368814207,90.76118123150081,86.76971265173052
750,scenario_26,252449.35929695488,4090.1929323796608,248359.1663645752,245376.64368814207,7072.71560881281,2982.5226764331455
755,scenario_26,247332.3578514789,2220.2706154336493,245112.08723604525,245376.64368814207,1955.7141633368446,-264.55645209681825
759,scenario_26,255496.6944432409,4167.786273922426,251328.90816931849,245376.64368814207,10120.05075509884,5952.2644811764185
761,scenario_26,245365.6403809306,1059.3957130993308,244306.24466783126,245376.64368814207,-11.003307211474748,-1070.3990203108115
764,scenario_26,248919.71479421188,3686.7757180031203,245232.93907620874,245376.64368814207,3543.0711060698086,-143.7046119333245
767,scenario_26,245378.10358136165,580.3136192079207,244797.78996215374,245376.64368814207,1.4598932195804082,-578.8537259883306
770,scenario_26,245515.1321220761,373.1049270667834,245142.02719500932,245376.64368814207,138.48843393402058,-234.6164931327512
775,scenario_26,252043.04102727398,3221.429525650487,248821.6115016235,245376.64368814207,6666.397339131916,3444.967813481431
776,scenario_26,247072.10177540706,1360.3861372144945,245711.71563819257,245376.64368814207,1695.4580872649967,335.07195005050744
780,scenario_26,246606.85563840164,1073.5050504248738,245533.35058797678,245376.64368814207,1230.2119502595742,156.70689983470947
789,scenario_26,252928.01286106498,5145.439132583585,247782.5737284814,245376.64368814207,7551.369172922918,2405.930040339328
791,scenario_26,248073.00013678198,2251.4708113365205,245821.52932544544,245376.64368814207,2696.356448639912,444.88563730337773
809,scenario_26,248196.80134543113,2345.0287351599427,245851.77261027117,245376.64368814207,2820.1576572890626,475.1289221291081
810,scenario_26,248767.3221325457,3974.3503477883514,244792.97178475733,245376.64368814207,3390.678444403631,-583.671903384733
811,scenario_26,245580.38007211543,253.30560758213372,245327.0744645333,245376.64368814207,203.7363839733589,-49.56922360876342
813,scenario_26,249202.4175942222,6268.503057784535,242933.91453643766,245376.64368814207,3825.7739060801396,-2442.729151704407
822,scenario_26,246465.32042473895,784.5405300673222,245680.77989467164,245376.64368814207,1088.6767365968844,304.1362065295689
831,scenario_26,246673.49738183263,1083.427104812678,245590.07027701996,245376.64368814207,1296.8536936905584,213.42658887789003
837,scenario_26,246203.61788912196,997.132487449225,245206.48540167275,245376.64368814207,826.9742009798938,-170.15828646931914
858,scenario_26,248733.73458624468,3868.9021063644136,244864.83247988028,245376.64368814207,3357.090898102615,-511.8112082617881
863,scenario_26,248191.9054378204,3586.633127757617,244605.27231006278,245376.64368814207,2815.2617496783205,-771.3713780792896
866,scenario_26,246503.74258564741,861.7552154922267,245641.9873701552,245376.64368814207,1127.0988975053478,265.3436820131319
873,scenario_26,252120.62220317143,3908.2339989620045,248212.38820420942,245376.64368814207,6743.978515029361,2835.7445160673524
878,scenario_26,247728.00388265474,2083.3812992990006,245644.62258335573,245376.64368814207,2351.360194512672,267.9788952136587
887,scenario_26,247442.1810885511,583.452813140303,246858.7282754108,245376.64368814207,2065.5374004090263,1482.084587268735
895,scenario_26,251601.5937761247,3734.548824606292,247867.04495151842,245376.64368814207,6224.950087982637,2490.4012633763487
935,scenario_26,246755.48678175814,867.6606798992036,245887.82610185893,245376.64368814207,1378.843093616073,511.1824137168587
938,scenario_26,247664.66779017105,4261.47783984662,243403.18995032442,245376.64368814207,2288.024102028983,-1973.4537378176465
940,scenario_26,246750.38335952273,927.8225889138563,245822.56077060886,245376.64368814207,1373.7396713806666,445.9170824667963
945,scenario_26,252084.8619234086,2501.5408423512085,249583.3210810574,245376.64368814207,6708.21823526654,4206.677392915328
952,scenario_26,252802.53060250476,5125.077759935656,247677.4528425691,245376.64368814207,7425.886914362694,2300.8091544270283
958,scenario_26,246287.01709956874,820.0869486836476,245466.93015088508,245376.64368814207,910.3734114266699,90.2864627430099
964,scenario_26,245601.0345536037,265.06567450346716,245335.96887910023,245376.64368814207,224.3908654616389,-40.67480904184049
970,scenario_26,246928.91849440883,877.9328437026935,246050.98565070613,245376.64368814207,1552.274806266767,674.3419625640672
971,scenario_26,246091.6187424313,696.1123071212216,245395.5064353101,245376.64368814207,714.9750542892434,18.862747168022906
987,scenario_26,245442.41943762233,4.455952113289831,245437.96348550904,245376.64368814207,65.7757494802645,61.319797366973944
0,scenario_44,413392.68856549833,2298.6348290188766,411094.0537364794,414226.4009526994,-833.7123872010852,-3132.3472162199905
2,scenario_44,424298.6646652599,5354.420774320267,418944.24389093963,414226.4009526994,10072.263712560467,4717.84293824021
9,scenario_44,391629.09637561836,0.0,391629.09637561836,414226.4009526994,-22597.304577081057,-22597.304577081057
12,scenario_44,417932.28193663986,4315.64635952737,413616.6355771125,414226.4009526994,3705.880983940442,-609.7653755869251
15,scenario_44,413499.1215806386,1500.8655027009981,411998.25607793755,414226.4009526994,-727.2793720608461,-2228.1448747618706
17,scenario_44,427393.2490396419,13675.943462650306,413717.3055769916,414226.4009526994,13166.848086942453,-509.0953757078387
25,scenario_44,422292.2685365595,1902.0183411943249,420390.25019536517,414226.4009526994,8065.867583860061,6163.849242665747
27,scenario_44,422026.1531607234,2148.9103852815283,419877.24277544185,414226.4009526994,7799.752208023972,5650.841822742426
28,scenario_44,429358.4206426172,18471.66984051748,410886.75080209976,414226.4009526994,15132.019689917797,-3339.6501505996566
57,scenario_44,414558.9203794694,1843.1858046465136,412715.7345748229,414226.4009526994,332.5194267699844,-1510.666377876536
62,scenario_44,414484.60679283,775.1261498420463,413709.48064298794,414226.4009526994,258.2058401305694,-516.9203097114805
63,scenario_44,426153.43941535614,6510.85276426009,419642.58665109606,414226.4009526994,11927.038462656725,5416.185698396643
73,scenario_44,418082.4926402375,1295.0644373474133,416787.4282028901,414226.4009526994,3856.091687538079,2561.027250190673
90,scenario_44,415415.3067948875,1366.866711828051,414048.4400830595,414226.4009526994,1188.9058421881055,-177.9608696399373
94,scenario_44,414212.44819941645,88.96663197510986,414123.48156744137,414226.4009526994,-13.952753282967024,-102.91938525805017
103,scenario_44,425322.05141115136,6266.534823911279,419055.5165872401,414226.4009526994,11095.650458451943,4829.115634540678
104,scenario_44,414792.0760163236,662.4748112741196,414129.6012050495,414226.4009526994,565.6750636241632,-96.79974764992949
109,scenario_44,431336.9362123303,6605.973890227381,424730.9623221029,414226.4009526994,17110.53525963088,10504.561369403498
114,scenario_44,416355.9378725132,1515.5339299302143,414840.40394258295,414226.4009526994,2129.536919813778,614.0029898835346
126,scenario_44,425211.2782973225,5471.612228147767,419739.66606917477,414226.4009526994,10984.877344623092,5513.265116475348
140,scenario_44,414718.3869429117,371.4787411300532,414346.9082017817,414226.4009526994,491.98599021229893,120.50724908226402
143,scenario_44,414338.2727413355,70.89201343860584,414267.3807278969,414226.4009526994,111.87178863608278,40.97977519745473
144,scenario_44,420803.7092754657,1854.1425287259724,418949.5667467397,414226.4009526994,6577.308322766272,4723.165794040309
150,scenario_44,421331.64041918045,2831.3827245853054,418500.25769459514,414226.4009526994,7105.239466481027,4273.856741895725
152,scenario_44,390831.97300513525,0.0,390831.97300513525,414226.4009526994,-23394.427947564167,-23394.427947564167
176,scenario_44,416253.24063951476,4394.824251957973,411858.41638755676,414226.4009526994,2026.8396868153359,-2367.9845651426585
177,scenario_44,414291.42757711676,523.5725528081663,413767.8550243086,414226.4009526994,65.02662441733992,-458.54592839081306
195,scenario_44,421635.08708776254,3482.8746902080134,418152.21239755454,414226.4009526994,7408.6861350631225,3925.8114448551205
197,scenario_44,415789.2625369424,1137.752068190653,414651.5104687517,414226.4009526994,1562.8615842429572,425.1095160522964
201,scenario_44,425452.33657569706,5963.073105780283,419489.26346991677,414226.4009526994,11225.93562299764,5262.862517217349
202,scenario_44,418676.998557987,2782.717597444642,415894.2809605423,414226.4009526994,4450.597605287563,1667.880007842905
206,scenario_44,415649.00336388836,1738.980661469849,413910.0227024185,414226.4009526994,1422.602411188942,-316.378250280919
209,scenario_44,418511.96155654255,5799.919548758971,412712.0420077836,414226.4009526994,4285.560603843129,-1514.3589449158171
227,scenario_44,415061.01230340236,1140.302050614391,413920.710252788,414226.4009526994,834.6113507029368,-305.6906999114435
233,scenario_44,415504.7740688053,1148.3821621955242,414356.39190660976,414226.4009526994,1278.3731161058531,129.99095391033916
240,scenario_44,415170.8185502082,1164.7246895393014,414006.0938606689,414226.4009526994,944.4175975087564,-220.30709203053266
243,scenario_44,427046.2252520249,11667.670171611897,415378.555080413,414226.4009526994,12819.824299325468,1152.1541277135839
245,scenario_44,421660.21779201715,1810.1683060141404,419850.049486003,414226.4009526994,7433.816839317733,5623.648533303582
249,scenario_44,425536.87924591923,6367.7232569043035,419169.15598901495,414226.4009526994,11310.478293219814,4942.7550363155315
250,scenario_44,417279.7791438319,3528.7627329161387,413751.01641091576,414226.4009526994,3053.378191132506,-475.38454178365646
254,scenario_44,386868.5163222962,0.0,386868.5163222962,414226.4009526994,-27357.88463040325,-27357.88463040325
255,scenario_44,416195.03718632506,1485.1979516009264,414709.8392347241,414226.4009526994,1968.6362336256425,483.4382820246974
261,scenario_44,417819.82971976284,1389.0370267498065,416430.79269301303,414226.4009526994,3593.428767063422,2204.3917403136147
267,scenario_44,414955.5859248076,1244.5827510944644,413711.0031737131,414226.4009526994,729.1849721081671,-515.3977789863129
270,scenario_44,416446.4812555811,1825.814211521307,414620.6670440598,414226.4009526994,2220.080302881659,394.2660913603613
273,scenario_44,415482.0398550804,1373.5996429924069,414108.440212088,414226.4009526994,1255.6389023810043,-117.9607406114228
277,scenario_44,420789.8929645648,3165.159130153981,417624.7338344108,414226.4009526994,6563.492011865368,3398.332881711365
284,scenario_44,416217.90795989736,2280.997727158116,413936.91023273923,414226.4009526994,1991.5070071979426,-289.49071996018756
285,scenario_44,425862.7769819362,6778.860751558862,419083.91623037733,414226.4009526994,11636.376029236766,4857.515277677914
289,scenario_44,425339.01394443755,6252.162399910175,419086.8515445274,414226.4009526994,11112.612991738133,4860.450591827976
308,scenario_44,419571.43508188304,5649.487311788207,413921.94777009485,414226.4009526994,5345.034129183623,-304.45318260457134
331,scenario_44,425690.1023473025,5812.202129041803,419877.9002182607,414226.4009526994,11463.701394603064,5651.499265561288
334,scenario_44,412938.80871305574,3398.383576283471,409540.4251367723,414226.4009526994,-1287.59223964368,-4685.975815927144
348,scenario_44,428842.33385843126,9642.265217765455,419200.0686406658,414226.4009526994,14615.93290573184,4973.667687966372
351,scenario_44,425036.9377334724,1476.754558377168,423560.18317509524,414226.4009526994,10810.536780772964,9333.782222395821
356,scenario_44,420106.2486926251,1939.6412006717148,418166.60749195336,414226.4009526994,5879.847739925666,3940.206539253937
358,scenario_44,424391.6251021259,5442.738491675214,418948.8866104507,414226.4009526994,10165.224149426504,4722.485657751269
390,scenario_44,418869.16493300244,1255.7162472719708,417613.44868573046,414226.4009526994,4642.763980303018,3387.0477330310387
392,scenario_44,414396.26227710076,326.24854939322313,414070.01372770756,414226.4009526994,169.86132440133952,-156.38722499186406
394,scenario_44,416676.81689015194,2110.4892891300615,414566.32760102185,414226.4009526994,2450.415937452519,339.92664832243463
423,scenario_44,414353.80310473137,3585.272125685068,410768.5309790463,414226.4009526994,127.40215203195112,-3457.8699736531125
459,scenario_44,420953.1777892738,6573.589439606988,414379.5883496668,414226.4009526994,6726.776836574369,153.18739696737612
464,scenario_44,414239.2178848509,33.00261596229744,414206.2152688886,414226.4009526994,12.816932151501533,-20.185683810792398
469,scenario_44,421335.0374423586,3732.9663317520904,417602.07111060654,414226.4009526994,7108.636489659199,3375.670157907123
486,scenario_44,425872.3210345959,6445.793081943351,419426.52795265254,414226.4009526994,11645.920081896475,5200.126999953121
493,scenario_44,414268.83694628853,145.53228464296282,414123.30466164555,414226.4009526994,42.435993589111604,-103.09629105386557
499,scenario_44,421026.47902596206,2044.1572873835566,418982.3217385785,414226.4009526994,6800.0780732626445,4755.920785879076
517,scenario_44,415191.9831775576,675.5961352112346,414516.38704234635,414226.4009526994,965.582224858168,289.98608964693267
521,scenario_44,430054.86872222944,6698.797634156182,423356.07108807325,414226.4009526994,15828.46776953002,9129.670135373832
531,scenario_44,422531.7078697667,3921.413898623132,418610.29397114355,414226.4009526994,8305.306917067268,4383.893018444127
533,scenario_44,417157.2104550568,2932.286568849797,414224.923886207,414226.4009526994,2930.809502357384,-1.4770664924290031
