development,scenario,total_veh_km,new_link_veh_km,rest_network_veh_km,status_quo_veh_km,delta_total_veh_km,delta_rest_network_veh_km
538,scenario_44,416010.15792796,1604.2839947891857,414405.8739331708,414226.4009526994,1783.7569752605632,179.4729804713861
540,scenario_44,415868.61418257403,2965.0474685770896,412903.56671399693,414226.4009526994,1642.2132298746146,-1322.8342387024895
546,scenario_44,415278.82399785914,757.7233370292756,414521.10066082986,414226.4009526994,1052.423045159725,294.69970813044347
550,scenario_44,416724.16968832264,2249.978861133921,414474.1908271887,414226.4009526994,2497.76873562322,247.78987448930275
552,scenario_44,416802.3851421016,700.2871353301188,416102.09800677147,414226.4009526994,2575.9841894021956,1875.6970540720504
556,scenario_44,415665.8579388866,1514.3577306047641,414151.50020828185,414226.4009526994,1439.4569861872005,-74.90074441756587
557,scenario_44,386450.4303533888,0.0,386450.4303533888,414226.4009526994,-27775.970599310647,-27775.970599310647
558,scenario_44,426930.2246613806,9359.24282914538,417570.9818322352,414226.4009526994,12703.823708681157,3344.580879535759
564,scenario_44,425503.08365204657,6570.097109034287,418932.98654301226,414226.4009526994,11276.682699347148,4706.5855903128395
565,scenario_44,418806.6676502913,5533.6629679284015,413273.0046823629,414226.4009526994,4580.266697591869,-953.396270336525
569,scenario_44,415630.9591636952,2295.314631922384,413335.6445317728,414226.4009526994,1404.558210995805,-890.7564209265984
594,scenario_44,420127.295145927,7047.930289674554,413079.36485625245,414226.4009526994,5900.8941932275775,-1147.0360964469728
602,scenario_44,418755.3346452756,5420.76460371008,413334.5700415655,414226.4009526994,4528.933692576189,-891.830911133904
612,scenario_44,431326.31178934604,6590.051960223967,424736.25982912205,414226.4009526994,17099.910836646624,10509.85887642263
614,scenario_44,416049.3189149018,1054.2279615799337,414995.0909533219,414226.4009526994,1822.9179622023948,768.690000622475
625,scenario_44,417024.8116939617,3119.343528349788,413905.4681656119,414226.4009526994,2798.4107412622543,-320.93278708751313
627,scenario_44,416461.150036276,2447.784566588051,414013.36546968797,414226.4009526994,2234.7490835766075,-213.03548301145202
628,scenario_44,416310.06649178785,1725.0482311680744,414585.0182606198,414226.4009526994,2083.665539088426,358.61730792035814
629,scenario_44,415713.67688230507,1430.774035533058,414282.902846772,414226.4009526994,1487.2759296056465,56.501894072571304
648,scenario_44,416597.06742892467,2536.376980210852,414060.69044871384,414226.4009526994,2370.6664762252476,-165.71050398558145
662,scenario_44,429962.00621954125,7218.692836593878,422743.31338294735,414226.4009526994,15735.605266841827,8516.912430247932
669,scenario_44,413148.10462031455,816.3454212199285,412331.7591990946,414226.4009526994,-1078.2963323848671,-1894.6417536048102
670,scenario_44,417274.1438558558,2622.0105535182165,414652.1333023376,414226.4009526994,3047.7429031563806,425.73234963818686
673,scenario_44,413628.4488482108,838.3141092996557,412790.1347389111,414226.4009526994,-597.9521044886205,-1436.2662137883017
678,scenario_44,422745.28227811155,2726.480562528144,420018.8017155834,414226.4009526994,8518.881325412134,5792.4007628840045
680,scenario_44,418730.2823693891,5274.055164640355,413456.2272047487,414226.4009526994,4503.881416689663,-770.1737479506992
682,scenario_44,426950.39650737774,9379.41791533032,417570.9785920474,414226.4009526994,12723.995554678317,3344.57763934799
689,scenario_44,425849.92923789966,6697.3930751766375,419152.53616272303,414226.4009526994,11623.528285200242,4926.135210023611
694,scenario_44,417273.79155912745,4706.545295816868,412567.2462633106,414226.4009526994,3047.390606428031,-1659.1546893888153
726,scenario_44,416297.9582171488,1999.2851636932062,414298.6730534556,414226.4009526994,2071.557264449366,72.27210075617768
736,scenario_44,414300.9569727558,3.9971240446469762,414296.95984871115,414226.4009526994,74.5560200563632,70.55889601173112
750,scenario_44,426181.5484500102,6906.527920202108,419275.02052980807,414226.4009526994,11955.147497310769,5048.6195771086495
755,scenario_44,417508.2260746812,3758.06092756039,413750.16514712083,414226.4009526994,3281.8251219817903,-476.23580557858804
759,scenario_44,431336.36284639244,7039.771672213658,424296.59117417876,414226.4009526994,17109.96189369302,10070.190221479337
761,scenario_44,414176.9845323946,1789.5908538907775,412387.39367850387,414226.4009526994,-49.41642030479852,-1839.0072741955519
764,scenario_44,420223.58733184775,6230.966038221705,413992.621293626,414226.4009526994,5997.186379148334,-233.7796590733924
767,scenario_44,414192.97350976465,977.0971130187761,413215.87639674585,414226.4009526994,-33.427442934771534,-1010.5245559535688
770,scenario_44,414430.9313191632,629.9450586541428,413800.98626050906,414226.4009526994,204.5303664637613,-425.41469219035935
775,scenario_44,425499.47631625494,5440.023103323535,420059.4532129314,414226.4009526994,11273.075363555516,5833.052260231983
776,scenario_44,417116.6869922192,2287.8402762479095,414828.84671597125,414226.4009526994,2890.286039519764,602.4457632718259
780,scenario_44,416262.563399197,1806.037353452481,414456.52604574454,414226.4009526994,2036.1624464975903,230.1250930451206
789,scenario_44,426986.5818070303,8689.859339155913,418296.7224678744,414226.4009526994,12760.180854330887,4070.32151517499
791,scenario_44,418768.2662852346,3784.7028265381255,414983.5634586965,414226.4009526994,4541.865332535177,757.1625059970538
809,scenario_44,418976.2968391595,3941.9703889502466,415034.32645020925,414226.4009526994,4749.895886460086,807.9254975098302
810,scenario_44,419968.67071887327,6716.160110832285,413252.51060804096,414226.4009526994,5742.269766173849,-973.8903446584591
811,scenario_44,414536.79301888164,428.6798940197998,414108.11312486185,414226.4009526994,310.3920661822194,-118.28782783757197
813,scenario_44,420685.4474114331,10589.484053087062,410095.963358346,414226.4009526994,6459.0464587336755,-4130.437594353396
822,scenario_44,416066.20115786523,1319.8392676513793,414746.36189021386,414226.4009526994,1839.8002051658113,519.9609375144355
831,scenario_44,416435.83182621707,1821.030119193297,414614.80170702375,414226.4009526994,2209.4308735176455,388.40075432433514
837,scenario_44,415633.3071229635,1676.3612629444067,413956.94586001907,414226.4009526994,1406.906170264061,-269.4550926803495
858,scenario_44,419912.6201989772,6539.69147357568,413372.9287254015,414226.4009526994,5686.21924627776,-853.4722272978979
863,scenario_44,418985.0463258528,6059.524868651953,412925.52145720087,414226.4009526994,4758.645373153384,-1300.8794954985497
866,scenario_44,416134.90535963804,1448.5571407257291,414686.3482189123,414226.4009526994,1908.5044069386204,459.9472662128974
873,scenario_44,425631.86012404173,6600.732127547595,419031.1279964941,414226.4009526994,11405.459171342314,4804.727043794701
878,scenario_44,418194.06200301787,3499.867758124002,414694.19424489385,414226.4009526994,3967.6610503184493,467.79329219443025
887,scenario_44,417733.1473522846,984.4363027946798,416748.7110494899,414226.4009526994,3506.7463995851576,2522.31009679049
895,scenario_44,424746.55530285987,6305.625272708842,418440.93003015104,414226.4009526994,10520.154350160446,4214.529077451618
935,scenario_44,416549.2444277605,1458.9610917805671,415090.2833359799,414226.4009526994,2322.8434750610613,863.8823832804919
938,scenario_44,418087.3289503758,7199.311484303077,410888.0174660727,414226.4009526994,3860.9279976763646,-3338.383486626728
940,scenario_44,416547.13067972835,1559.583115891436,414987.5475638369,414226.4009526994,2320.7297270289273,761.1466111374903
945,scenario_44,425583.72212181566,4226.121758292543,421357.6003635231,414226.4009526994,11357.321169116243,7131.199410823698
952,scenario_44,426777.6837588686,8659.722945997744,418117.9608128709,414226.4009526994,12551.282806169183,3891.559860171459
958,scenario_44,415724.3866285492,1378.7835723100131,414345.6030562392,414226.4009526994,1497.9856758497772,119.20210353977745
964,scenario_44,414611.82543789846,445.23291473911684,414166.59252315934,414226.4009526994,385.424485199037,-59.80842954007676
970,scenario_44,416869.25738143653,1481.0514249693272,415388.2059564672,414226.4009526994,2642.856428737112,1161.805003767775
971,scenario_44,415404.01946630393,1178.0643910386777,414225.95507526526,414226.4009526994,1177.6185136045096,-0.44587743416195735
987,scenario_44,414288.4035040159,4.462248995913236,414283.94125502,414226.4009526994,62.002551316458266,57.54030232055811
0,scenario_64,511650.1194448409,2847.711453540796,508802.4079913001,512687.96968057886,-1037.8502357379766,-3885.561689278751
2,scenario_64,525163.9781524024,6630.9233124088805,518533.0548399936,512687.96968057886,12476.008471823588,5845.085159414739
9,scenario_64,484682.82888755354,0.0,484682.82888755354,512687.96968057886,-28005.14079302532,-28005.14079302532
12,scenario_64,517284.94607832504,5348.597027620872,511936.34905070416,512687.96968057886,4596.976397746184,-751.6206298746984
15,scenario_64,511781.92599328165,1859.3580729207854,509922.5679203609,512687.96968057886,-906.0436872972059,-2765.4017602179665
17,scenario_64,528990.3442243107,16941.970706707412,512048.3735176033,512687.96968057886,16302.374543731858,-639.5961629755329
25,scenario_64,522680.96451667027,2357.912411679308,520323.052104991,512687.96968057886,9992.994836091413,7635.082424412132
27,scenario_64,522349.0040907079,2661.3173257588332,519687.6867649491,512687.96968057886,9661.034410129068,6999.7170843702625
28,scenario_64,531429.2944906682,22882.65543606756,508546.6390546006,512687.96968057886,18741.32481008937,-4141.33062597824
57,scenario_64,513092.9208068963,2285.4874215049335,510807.43338539137,512687.96968057886,404.9511263174354,-1880.536295187485
62,scenario_64,513001.34767699114,958.3736076372618,512042.9740693539,512687.96968057886,313.3779964122805,-644.9956112249638
63,scenario_64,527464.6161012129,8064.859880399781,519399.75622081314,512687.96968057886,14776.64642063406,6711.786540234287
73,scenario_64,517473.0280176924,1604.171526480702,515868.8564912117,512687.96968057886,4785.058337113529,3180.88681063283
90,scenario_64,514162.8389428178,1687.2628677886337,512475.5760750292,512687.96968057886,1474.8692622389644,-212.39360554964514
94,scenario_64,512664.4349179384,110.1095070866136,512554.32541085174,512687.96968057886,-23.534762640483677,-133.64426972711226
103,scenario_64,526432.7436670231,7760.774780163785,518671.96888685937,512687.96968057886,13744.773986444285,5983.99920628051
104,scenario_64,513393.52566402167,818.020618420098,512575.5050456016,512687.96968057886,705.5559834428132,-112.4646349772811
109,scenario_64,533889.7961584552,8183.305160070192,525706.490998385,512687.96968057886,21201.82647787634,13018.521317806153
114,scenario_64,515322.5431721416,1880.2037883183398,513442.3393838233,512687.96968057886,2634.57349156274,754.3697032444179
126,scenario_64,526296.7536693572,6777.219310560136,519519.534358797,512687.96968057886,13608.783988778305,6831.5646782181575
140,scenario_64,513299.0402082651,458.24427246946453,512840.79593579564,512687.96968057886,611.0705276862718,152.8262552167871
143,scenario_64,512819.0110809889,87.48214582389986,512731.528935165,512687.96968057886,131.0414004100603,43.559254586172756
144,scenario_64,520835.78586614906,2298.046889534004,518537.7389766151,512687.96968057886,8147.816185570206,5849.769296036218
150,scenario_64,521495.1115913539,3505.6847556524394,517989.42683570145,512687.96968057886,8807.14191077504,5301.457155122596
152,scenario_64,483694.74975138874,0.0,483694.74975138874,512687.96968057886,-28993.21992919012,-28993.21992919012
176,scenario_64,515202.73254976503,5447.459172157678,509755.27337760734,512687.96968057886,2514.7628691861755,-2932.6963029715116
177,scenario_64,512762.91019898903,646.1521159020546,512116.758083087,512687.96968057886,74.9405184101779,-571.2115974918706
195,scenario_64,521872.46402919234,4312.9848493343725,517559.479179858,512687.96968057886,9184.494348613487,4871.509499279142
197,scenario_64,514623.55425458,1404.2395510743852,513219.3147035056,512687.96968057886,1935.5845740011428,531.3450229267473
201,scenario_64,526594.9352417078,7385.753442279169,519209.1817994287,512687.96968057886,13906.965561128978,6521.212118849857
202,scenario_64,518202.5459584382,3445.5309957873196,514757.0149626509,512687.96968057886,5514.576277859334,2069.0452820720384
206,scenario_64,514450.4712776357,2146.4195825012416,512304.0516951345,512687.96968057886,1762.5015970568638,-383.9179854443646
209,scenario_64,517996.87212990347,7185.533753343558,510811.3383765599,512687.96968057886,5308.902449324611,-1876.6313040189561
227,scenario_64,513717.8707029354,1413.6584198072815,512304.2122831281,512687.96968057886,1029.9010223565274,-383.7573974507395
233,scenario_64,514274.7537822088,1417.6229883785213,512857.13079383026,512687.96968057886,1586.7841016299208,169.1611132514081
240,scenario_64,513854.62424053147,1444.3446612128857,512410.2795793186,512687.96968057886,1166.6545599526144,-277.69010126026114
243,scenario_64,528580.0330022448,14453.200355882766,514126.832646362,512687.96968057886,15892.063321665919,1438.8629657831625
245,scenario_64,521893.4163141199,2240.45519422543,519652.96111989446,512687.96968057886,9205.446633541025,6964.991439315607
249,scenario_64,526699.7290192306,7886.546821362632,518813.1821978679,512687.96968057886,14011.759338651726,6125.212517289037
250,scenario_64,516469.8835795766,4377.545642004738,512092.33793757187,512687.96968057886,3781.9138989977655,-595.6317430069903
254,scenario_64,478792.68476120604,0.0,478792.68476120604,512687.96968057886,-33895.28491937282,-33895.28491937282
255,scenario_64,515131.22640647826,1839.2221473575303,513292.00425912073,512687.96968057886,2443.2567258994095,604.0345785418758
261,scenario_64,517142.2975429723,1720.078856668199,515422.2186863041,512687.96968057886,4454.32786239346,2734.249005725258
267,scenario_64,513601.346254682,1535.7147900230968,512065.6314646589,512687.96968057886,913.3765741031384,-622.3382159199682
270,scenario_64,515442.89845377643,2261.0824461833668,513181.81600759306,512687.96968057886,2754.9287731975783,493.84632701420924
273,scenario_64,514238.7763550548,1703.2538350346297,512535.5225200202,512687.96968057886,1550.8066744759562,-152.44716055865865
277,scenario_64,520819.18886744446,3919.7938609868024,516899.39500645763,512687.96968057886,8131.219186865608,4211.425325878779
284,scenario_64,515154.8514704619,2814.2862227082364,512340.56524775364,512687.96968057886,2466.8817898830166,-347.4044328252203
285,scenario_64,527103.9069656065,8395.92674489955,518707.9802207069,512687.96968057886,14415.937285027641,6020.010540128045
289,scenario_64,526454.7220272495,7743.393061668626,518711.3289655809,512687.96968057886,13766.752346670663,6023.3592850020505
308,scenario_64,519315.78406526294,7001.1905609006735,512314.5935043623,512687.96968057886,6627.814384684083,-373.37617621658137
331,scenario_64,526888.4729678908,7198.538065933599,519689.93490195717,512687.96968057886,14200.503287311934,7001.965221378312
334,scenario_64,511089.66640730645,4210.142415826314,506879.5239914801,512687.96968057886,-1598.3032732724096,-5808.445689098735
348,scenario_64,530801.9743184182,11944.509172560787,518857.46514585736,512687.96968057886,18114.00463783933,6169.495465278509
351,scenario_64,526102.1448926941,1828.1685366566699,524273.97635603737,512687.96968057886,13414.175212115224,11586.006675458513
356,scenario_64,519972.32880051184,2401.9719784436106,517570.3568220682,512687.96968057886,7284.359119932982,4882.387141489366
358,scenario_64,525279.2570593972,6740.31342688184,518538.9436325154,512687.96968057886,12591.28737881832,5850.973951936525
390,scenario_64,518441.1480413031,1552.9968004479022,516888.15124085516,512687.96968057886,5753.17836072424,4200.181560276309
392,scenario_64,512890.7495220406,402.65031047664843,512488.09921156394,512687.96968057886,202.77984146174276,-199.87046901491703
394,scenario_64,515721.62322240847,2618.377671090036,513103.24555131845,512687.96968057886,3033.6535418296116,415.27587073959876
423,scenario_64,512844.3405822945,4441.707663058213,508402.6329192363,512687.96968057886,156.3709017156507,-4285.336761342536
459,scenario_64,521027.30036686256,8146.164143312679,512881.1362235499,512687.96968057886,8339.330686283705,193.16654297104105
464,scenario_64,512697.4507469544,40.7238768109641,512656.72687014344,512687.96968057886,9.481066375563387,-31.242810435418505
469,scenario_64,521494.6192340379,4623.01500331329,516871.60423072457,512687.96968057886,8806.649553459021,4183.634550145711
486,scenario_64,527116.2300091994,7984.204932875748,519132.0250763236,512687.96968057886,14428.260328620498,6444.055395744741
493,scenario_64,512734.23517055094,179.60654581550182,512554.62862473546,512687.96968057886,46.265489972080104,-133.34105584339704
499,scenario_64,521109.0883979956,2530.998493081265,518578.0899049144,512687.96968057886,8421.118717416772,5890.120224335522
517,scenario_64,513878.9675385865,838.0838320843103,513040.8837065022,512687.96968057886,1190.9978580076713,352.9140259233536
521,scenario_64,532300.8831639874,8297.947820292677,524002.93534369476,512687.96968057886,19612.91348340857,11314.965663115901
531,scenario_64,522984.4991870303,4855.549210822667,518128.94997620763,512687.96968057886,10296.52950645145,5440.980295628775
533,scenario_64,516309.6874926093,3617.5382331734827,512692.1492594358,512687.96968057886,3621.7178120304598,4.179578856972512
538,scenario_64,514880.57698542834,1980.3711564410864,512900.20582898724,512687.96968057886,2192.6073048494873,212.23614840838127
540,scenario_64,514717.51044325146,3659.553657637489,511057.95678561396,512687.96968057886,2029.5407626726083,-1630.0128949648933
546,scenario_64,514000.5781149451,937.1680255772759,513063.4100893678,512687.96968057886,1312.608434366237,375.4404087889707
550,scenario_64,515762.8393789694,2778.4096697986656,512984.4297091707,512687.96968057886,3074.8696983905393,296.4600285918568
552,scenario_64,515882.4369483663,866.3702293694303,515016.06671899685,512687.96968057886,3194.4672677874332,2328.0970384179964
556,scenario_64,514478.2660308007,1868.3214359681765,512609.94459483254,512687.96968057886,1790.2963502218481,-78.02508574631065
557,scenario_64,478266.86155597115,0.0,478266.86155597115,512687.96968057886,-34421.10812460771,-34421.10812460771
558,scenario_64,528421.3394660217,11594.637496631729,516826.70196939,512687.96968057886,15733.36978544289,4138.732288811123
564,scenario_64,526656.443919244,8136.590174536902,518519.85374470707,512687.96968057886,13968.474238665134,5831.884064128215
565,scenario_64,518370.0813218192,6858.471646780249,511511.60967503896,512687.96968057886,5682.111641240364,-1176.3600055399002
569,scenario_64,514425.59201212734,2832.9827229538537,511592.6092891735,512687.96968057886,1737.6223315484822,-1095.3603914053529
594,scenario_64,520005.9006566873,8732.92273970216,511272.97791698517,512687.96968057886,7317.930976108473,-1414.9917635936872
602,scenario_64,518306.58138397534,6718.51033737478,511588.0710466006,512687.96968057886,5618.611703396484,-1099.8986339782714
612,scenario_64,533876.6792336595,8163.590558282477,525713.0886753771,512687.96968057886,21188.70955308067,13025.11899479822
614,scenario_64,514943.60320069996,1301.6326652844805,513641.97053541546,512687.96968057886,2255.633520121104,954.0008548366022
625,scenario_64,516157.09451761935,3849.8014893722952,512307.2930282471,512687.96968057886,3469.1248370404937,-380.6766523317783
627,scenario_64,515454.7393966115,3036.55739488458,512418.18200172693,512687.96968057886,2766.7697160326643,-269.78767885192065
628,scenario_64,515279.3056731428,2128.905045458828,513150.40062768396,512687.96968057886,2591.3359925639234,462.4309471051092
629,scenario_64,514527.4796943989,1774.469878929049,512753.00981546985,512687.96968057886,1839.5100138200214,65.04013489099452
648,scenario_64,515630.42921612493,3143.8660947911544,512486.5631213338,512687.96968057886,2942.459535546077,-201.40655924507882
662,scenario_64,532184.1561838475,8941.68102818339,523242.4751556641,512687.96968057886,19496.186503268604,10554.505475085229
669,scenario_64,511351.2011801452,1007.617599324332,510343.5835808209,512687.96968057886,-1336.7685004336527,-2344.386099757976
670,scenario_64,516462.529870682,3252.6752823057436,513209.85458837624,512687.96968057886,3774.560190103133,521.8849077973864
673,scenario_64,511942.1600074781,1038.554760242461,510903.6052472356,512687.96968057886,-745.8096731007681,-1784.3644333432312
678,scenario_64,523228.1266672175,3371.4084524760488,519856.7182147415,512687.96968057886,10540.15698663867,7168.748534162645
680,scenario_64,518274.7066586222,6536.466433634826,511738.2402249874,512687.96968057886,5586.736978043336,-949.7294555914705
682,scenario_64,528446.3338438013,11619.631271774437,516826.7025720268,512687.96968057886,15758.364163222432,4138.7328914479585
689,scenario_64,527085.774999584,8294.119153637928,518791.65584594605,512687.96968057886,14397.8053190051,6103.686165367195
694,scenario_64,516462.13163154304,5830.932829404607,510631.19880213845,512687.96968057886,3774.1619509641896,-2056.7708784404094
726,scenario_64,515271.49780732155,2467.875614483444,512803.6221928381,512687.96968057886,2583.528126742691,115.65251225925749
736,scenario_64,512757.74100576056,3.998712138825444,512753.74229362176,512687.96968057886,69.77132518170401,65.77261304290732
750,scenario_64,527496.3509386219,8553.0757814165,518943.27515720535,512687.96968057886,14808.381258043053,6255.305476626498
755,scenario_64,516753.32810944197,4662.003222114237,512091.32488732773,512687.96968057886,4065.35842886311,-596.6447932511219
759,scenario_64,533888.5100299737,8720.140035173401,525168.3699948003,512687.96968057886,21200.54034939484,12480.40031422145
761,scenario_64,512621.4221998064,2216.9170012994427,510404.50519850693,512687.96968057886,-66.54748077248223,-2283.464482071926
764,scenario_64,520123.8465349004,7721.666717296745,512402.17981760367,512687.96968057886,7435.87685432157,-285.78986297518713
767,scenario_64,512638.19968492124,1207.4501651929884,511430.74951972824,512687.96968057886,-49.76999565761071,-1257.2201608506148
770,scenario_64,512937.09984749614,780.0608759258415,512157.0389715703,512687.96968057886,249.13016691728262,-530.9307090085349
775,scenario_64,526652.069063009,6737.3623015550975,519914.70676145394,512687.96968057886,13964.09938243014,7226.737080875086
776,scenario_64,516284.57836552017,2824.700338849443,513459.8780266707,512687.96968057886,3596.6086849413114,771.9083460918628
780,scenario_64,515193.12962583505,2230.4450177694903,512962.6846080656,512687.96968057886,2505.159945256193,274.7149274867261
789,scenario_64,528493.8137237733,10762.936534045622,517730.8771897277,512687.96968057886,15805.844043194491,5042.907509148819
791,scenario_64,518299.6628838178,4671.245308090264,513628.4175757275,512687.96968057886,5611.693203238945,940.4478951486526
809,scenario_64,518556.58122323814,4865.349489476723,513691.23173376144,512687.96968057886,5868.611542659288,1003.2620531825814
810,scenario_64,519810.03825324296,8322.171974025812,511487.8662792172,512687.96968057886,7122.0685726641095,-1200.1034013616736
811,scenario_64,513066.73809820146,531.7336841895578,512535.0044140119,512687.96968057886,378.768417622603,-152.96526656695642
813,scenario_64,520684.5933746,13118.472435807907,507566.12093879207,512687.96968057886,7996.623694021138,-5121.848741786787
822,scenario_64,514966.2352181449,1629.9553226741248,513336.27989547077,512687.96968057886,2278.2655375660397,648.3102148919133
831,scenario_64,515435.49211510277,2247.3944595524936,513188.0976555503,512687.96968057886,2747.522434523911,500.1279749714304
837,scenario_64,514431.35367436457,2069.216019681874,512362.1376546827,512687.96968057886,1743.383993785712,-325.83202589617576
858,scenario_64,519741.3673375666,8105.093655416308,511636.2736821503,512687.96968057886,7053.3976569877705,-1051.695998428564
863,scenario_64,518583.7258798317,7507.1889419984645,511076.53693783324,512687.96968057886,5895.75619925285,-1611.4327427456155
866,scenario_64,515050.32278619334,1787.8450603471476,513262.47772584617,512687.96968057886,2362.3531056144857,574.5080452673137
873,scenario_64,526817.9814344088,8175.7210466789,518642.2603877299,512687.96968057886,14130.011753829953,5954.290707151056
878,scenario_64,517591.67802568845,4317.567628631079,513274.1103970574,512687.96968057886,4903.708345109597,586.1407164785196
887,scenario_64,517042.233085214,1218.4289459268475,515823.80413928715,512687.96968057886,4354.26340463513,3135.8344587082975
895,scenario_64,525717.7876297925,7808.56641593993,517909.2212138525,512687.96968057886,13029.817949213611,5221.251533273666
935,scenario_64,515560.8414338991,1801.1140769422777,513759.72735695686,512687.96968057886,2872.8717533202725,1071.757676378009
938,scenario_64,517467.0901876674,8918.960039425123,508548.1301482423,512687.96968057886,4779.120507088548,-4139.839532336569
940,scenario_64,515558.92603819934,1924.846309544071,513634.0797286553,512687.96968057886,2870.956357620482,946.1100480764289
945,scenario_64,526777.3861722822,5235.61467555982,521541.77149672236,512687.96968057886,14089.416491703305,8853.801816143503
952,scenario_64,528236.1894142051,10729.550459704162,517506.638954501,512687.96968057886,15548.21973362629,4818.669273922162
958,scenario_64,514527.78767357906,1701.9498936355947,512825.8377799435,512687.96968057886,1839.817993000208,137.8680993646267
964,scenario_64,513168.1053018154,549.2253798190786,512618.8799219963,512687.96968057886,480.1356212365208,-69.08975858252961
970,scenario_64,515974.81674028526,1832.8558309877483,514141.9609092975,512687.96968057886,3286.8470597064006,1453.9912287186598
971,scenario_64,514143.17587118555,1461.271705339766,512681.9041658458,512687.96968057886,1455.2061906066956,-6.065514733083546
987,scenario_64,512748.9336621216,4.464017199416085,512744.4696449222,512687.96968057886,60.96398154273629,56.4999643433257
0,scenario_70,337905.8911925819,1876.9131402884263,336028.9780522935,338579.30395679234,-673.4127642104286,-2550.3259044988663
2,scenario_70,346806.11752609495,4373.908696490569,342432.2088296044,338579.30395679234,8226.813569302612,3852.9048728120397
9,scenario_70,320134.4899336517,0.0,320134.4899336517,338579.30395679234,-18444.814023140643,-18444.814023140643
12,scenario_70,341602.28320204077,3522.479503161714,338079.803698879,338579.30395679234,3022.9792452484253,-499.5002579133143
15,scenario_70,337992.857676465,1225.5214312622525,336767.33624520275,338579.30395679234,-586.4462803273345,-1811.9677115895902
17,scenario_70,349337.7435893129,11167.613174490547,338170.1304148223,338579.30395679234,10758.439632520545,-409.17354197002714
25,scenario_70,345169.3237446327,1552.0292820119082,343617.2944626208,338579.30395679234,6590.019787840371,5037.990505828464
27,scenario_70,344953.26757893036,1755.332807446503,343197.9347714839,338579.30395679234,6373.963622138021,4618.63081469154
28,scenario_70,350939.90184293943,15083.830219387854,335856.0716235516,338579.30395679234,12360.597886147094,-2723.2323332407395
57,scenario_70,338859.0656315999,1503.6172478728456,337355.44838372705,338579.30395679234,279.7616748075816,-1223.855573065288
62,scenario_70,338798.70797735726,634.2442579573949,338164.4637193999,338579.30395679234,219.40402056492167,-414.84023739246186
63,scenario_70,348317.82029275823,5317.326770607607,343000.4935221506,338579.30395679234,9738.51633596589,4421.189565358276
73,scenario_70,341723.81235326076,1057.6341534706103,340666.1781997901,338579.30395679234,3144.5083964684163,2086.8742429977865
90,scenario_70,339549.3169364811,1120.368028093504,338428.9489083876,338579.30395679234,970.0129796887632,-150.3550484047155
94,scenario_70,338576.11682734406,72.7196548849028,338503.39717245917,338579.30395679234,-3.187129448284395,-75.90678433317225
103,scenario_70,347640.7458492691,5118.792611389853,342521.95323787926,338579.30395679234,9061.441892476752,3942.649281086924
104,scenario_70,339038.7475760405,542.82530700267,338495.9222690378,338579.30395679234,459.4436192481662,-83.38168775453232
109,scenario_70,352548.4788819256,5394.582152540398,347153.8967293852,338579.30395679234,13969.174925133237,8574.592772592849
114,scenario_70,340323.60979843885,1235.6377362128299,339087.97206222604,338579.30395679234,1744.3058416465065,508.668105433695
126,scenario_70,347548.9528499574,4468.845972609067,343080.1068773483,338579.30395679234,8969.648893165053,4500.802920555987
140,scenario_70,338980.46896885976,304.6989350816018,338675.77003377816,338579.30395679234,401.1650120674167,96.46607698581647
143,scenario_70,338679.4069238397,58.123318010319785,338621.2836058294,338579.30395679234,100.10296704736538,41.97964903706452
144,scenario_70,343954.782536057,1513.3313156874556,342441.45122036955,338579.30395679234,5375.478579264658,3862.147263577208
150,scenario_70,344378.584070592,2313.387573293026,342065.196497299,338579.30395679234,5799.280113799672,3485.8925405066693
152,scenario_70,319484.0011035743,0.0,319484.0011035743,338579.30395679234,-19095.302853218047,-19095.302853218047
176,scenario_70,340232.095550763,3586.5392410474565,336645.55630971555,338579.30395679234,1652.7915939706727,-1933.747647076787
177,scenario_70,338639.0873516988,429.24994691278084,338209.83740478597,338579.30395679234,59.783394906437024,-369.4665520063718
195,scenario_70,344625.43515551666,2845.23752035696,341780.1976351597,338579.30395679234,6046.131198724324,3200.8936783673707
197,scenario_70,339856.58007754636,932.7011246880149,338923.87895285833,338579.30395679234,1277.276120754017,344.57499606598867
201,scenario_70,347746.35987422284,4870.373273400086,342875.98660082277,338579.30395679234,9167.055917430494,4296.6826440304285
202,scenario_70,342213.5411353971,2273.555411668499,339939.9857237286,338579.30395679234,3634.237178604759,1360.6817669362645
206,scenario_70,339741.38136720815,1425.5006883326487,338315.8806788755,338579.30395679234,1162.0774104158045,-263.4232779168524
209,scenario_70,342080.06271430233,4735.71253983619,337344.35017446615,338579.30395679234,3500.7587575099897,-1234.9537823261926
227,scenario_70,339267.07552861073,930.418494607088,338336.65703400364,338579.30395679234,687.7715718183899,-242.64692278869916
233,scenario_70,339621.9044930163,941.2449122087802,338680.65958080755,338579.30395679234,1042.6005362239666,101.3556240152102
240,scenario_70,339356.40735727956,950.060818390653,338406.34653888893,338579.30395679234,777.1034004872199,-172.9574179034098
243,scenario_70,349041.35373460845,9528.210237341129,339513.14349726733,338579.30395679234,10462.049777816108,933.8395404749899
245,scenario_70,344655.9900233703,1479.585910276294,343176.40411309403,338579.30395679234,6076.686066577968,4597.100156301691
249,scenario_70,347815.40800200036,5201.1441988219285,342614.26380317844,338579.30395679234,9236.10404520802,4034.959846386104
