development,scenario,veh_km,case_type
612,scenario_75,432187.95677229826,development
614,scenario_75,416877.4079064176,development
62,scenario_75,415309.8726491992,development
625,scenario_75,417855.047448287,development
627,scenario_75,417290.9890427971,development
628,scenario_75,417139.50312434754,development
629,scenario_75,416541.8983218684,development
63,scenario_75,427003.450060547,development
648,scenario_75,417427.3328326407,development
662,scenario_75,430820.3899057239,development
669,scenario_75,413971.14108558936,development
670,scenario_75,418105.68390746135,development
673,scenario_75,414452.1455730658,development
678,scenario_75,423587.3305713951,development
680,scenario_75,419565.01927362185,development
682,scenario_75,427801.6227075274,development
689,scenario_75,426698.97621330846,development
694,scenario_75,418104.5481243428,development
726,scenario_75,417128.2181727974,development
73,scenario_75,418915.9638443175,development
736,scenario_75,415125.7338136744,development
750,scenario_75,427031.26895027386,development
755,scenario_75,418340.45744392544,development
759,scenario_75,432197.87579813495,development
761,scenario_75,415001.6306109235,development
764,scenario_75,421061.4728413987,development
767,scenario_75,415017.5321528641,development
770,scenario_75,415256.2042017524,development
775,scenario_75,426347.73143052694,development
776,scenario_75,417948.40427113464,development
780,scenario_75,417090.3869185048,development
789,scenario_75,427838.16728942684,development
791,scenario_75,419600.68337526976,development
809,scenario_75,419809.0840521553,development
810,scenario_75,420806.2743703204,development
811,scenario_75,415362.2397282237,development
813,scenario_75,421523.0763397293,development
822,scenario_75,416894.39809735987,development
831,scenario_75,417265.56934484513,development
837,scenario_75,416460.37858028203,development
858,scenario_75,420750.2105842135,development
863,scenario_75,419819.63329298334,development
866,scenario_75,416963.04461598676,development
873,scenario_75,426480.5561752493,development
878,scenario_75,419025.3254253755,development
887,scenario_75,418566.0713067571,development
895,scenario_75,425593.1718028241,development
9,scenario_75,392404.09366454877,development
90,scenario_75,416242.09937684814,development
935,scenario_75,417378.17413010914,development
938,scenario_75,418919.46698126564,development
94,scenario_75,415037.25062805467,development
940,scenario_75,417376.08049307263,development
945,scenario_75,426434.58121288626,development
952,scenario_75,427628.94795408513,development
958,scenario_75,416551.15113767394,development
964,scenario_75,415437.27392180654,development
970,scenario_75,417700.63722529646,development
971,scenario_75,416231.45531644125,development
987,scenario_75,415112.91586692794,development
status_quo,scenario_75,415051.19567632925,status_quo
0,scenario_78,560929.3478952495,development
103,scenario_78,577135.3479245735,development
104,scenario_78,562844.7842940835,development
109,scenario_78,585306.321420459,development
114,scenario_78,564952.3557639807,development
12,scenario_78,567107.4072875298,development
126,scenario_78,576986.6534839165,development
140,scenario_78,562740.0952690733,development
143,scenario_78,562209.8539147652,development
144,scenario_78,570997.0062737385,development
15,scenario_78,561073.6317858641,development
150,scenario_78,571722.8997598405,development
152,scenario_78,530295.5997703313,development
17,scenario_78,579939.1097888855,development
176,scenario_78,564824.8685305484,development
177,scenario_78,562149.2127510248,development
195,scenario_78,572136.3932759623,development
197,scenario_78,564192.351915322,development
2,scenario_78,575744.9038888387,development
201,scenario_78,577313.7161597557,development
202,scenario_78,568115.2988177977,development
206,scenario_78,564004.1421349673,development
209,scenario_78,567888.7882308285,development
227,scenario_78,563195.1672989441,development
233,scenario_78,563811.086113078,development
240,scenario_78,563345.2217728911,development
243,scenario_78,579485.8508499786,development
245,scenario_78,572156.9736273817,development
249,scenario_78,577428.6843730247,development
25,scenario_78,573019.3543824798,development
250,scenario_78,566209.315514951,development
254,scenario_78,524921.4672820175,development
255,scenario_78,564747.8281264253,development
261,scenario_78,566953.317429282,development
267,scenario_78,563071.1892815921,development
27,scenario_78,572655.8413447383,development
270,scenario_78,565089.3477374676,development
273,scenario_78,563765.3668654452,development
277,scenario_78,570982.795766895,development
28,scenario_78,582610.8307800974,development
284,scenario_78,564775.2880430736,development
285,scenario_78,577871.4582999103,development
289,scenario_78,577159.4922435805,development
308,scenario_78,569333.3428360843,development
331,scenario_78,577635.3911809614,development
334,scenario_78,560315.0364225273,development
348,scenario_78,581922.2425772165,development
351,scenario_78,576769.1450533407,development
356,scenario_78,570054.3423055814,development
358,scenario_78,575871.2583521841,development
390,scenario_78,568375.2022856035,development
392,scenario_78,562288.3375033784,development
394,scenario_78,565389.4631083921,development
423,scenario_78,562237.7767364614,development
459,scenario_78,571209.2293894977,development
464,scenario_78,562076.6180624553,development
469,scenario_78,571722.8955114981,development
486,scenario_78,577884.7688291806,development
493,scenario_78,562117.3295712074,development
499,scenario_78,571297.2167932756,development
517,scenario_78,563370.6008173556,development
521,scenario_78,583565.1680481338,development
531,scenario_78,573354.7671446223,development
533,scenario_78,566042.3655238791,development
538,scenario_78,564473.074958467,development
540,scenario_78,564296.4167314512,development
546,scenario_78,563508.2433744045,development
550,scenario_78,565440.5987903754,development
552,scenario_78,565570.8532258155,development
556,scenario_78,564032.7338900394,development
557,scenario_78,524346.9100016893,development
558,scenario_78,579314.7112140286,development
564,scenario_78,577380.5347286706,development
565,scenario_78,568295.9439114064,development
569,scenario_78,563975.9083505655,development
57,scenario_78,562510.9162200007,development
594,scenario_78,570089.7342357112,development
602,scenario_78,568226.3479259376,development
612,scenario_78,585291.9203731982,development
614,scenario_78,564542.8944584777,development
62,scenario_78,562410.3715679795,development
625,scenario_78,565874.201902907,development
627,scenario_78,565097.5513518023,development
628,scenario_78,564910.0866048144,development
629,scenario_78,564082.7352161185,development
63,scenario_78,578266.4979308313,development
648,scenario_78,565293.5455266458,development
662,scenario_78,583437.7071889234,development
669,scenario_78,560600.7305737942,development
670,scenario_78,566201.4458158637,development
673,scenario_78,561249.3917869163,development
678,scenario_78,573621.8193318074,development
680,scenario_78,568192.2263142989,development
682,scenario_78,579342.1132499104,development
689,scenario_78,577851.3009672331,development
694,scenario_78,566207.0471903186,development
726,scenario_78,564900.3379623932,development
73,scenario_78,567313.6258095473,development
736,scenario_78,562136.1041843876,development
750,scenario_78,578301.5374254128,development
755,scenario_78,566519.8622112857,development
759,scenario_78,585305.0156163983,development
761,scenario_78,561993.9544360669,development
764,scenario_78,570219.0761188375,development
767,scenario_78,562012.1934684243,development
770,scenario_78,562340.278290209,development
775,scenario_78,577376.2999135614,development
776,scenario_78,566010.7797889676,development
780,scenario_78,564815.7954866878,development
789,scenario_78,579393.5689224654,development
791,scenario_78,568224.0373393911,development
809,scenario_78,568505.7857402887,development
810,scenario_78,569875.0233222534,development
811,scenario_78,562481.435283326,development
813,scenario_78,570835.3647606915,development
822,scenario_78,564567.9391000536,development
831,scenario_78,565081.2109158535,development
837,scenario_78,563983.089477078,development
858,scenario_78,569798.7971064529,development
863,scenario_78,568531.9330827929,development
866,scenario_78,564660.3612499288,development
873,scenario_78,577558.128260476,development
878,scenario_78,567448.8413963492,development
887,scenario_78,566841.2022043064,development
895,scenario_78,576352.2365160093,development
9,scenario_78,531378.3797529291,development
90,scenario_78,563688.5562872266,development
935,scenario_78,565220.0336255665,development
938,scenario_78,567308.9611355625,development
94,scenario_78,562040.5508229462,development
940,scenario_78,565217.6554977322,development
945,scenario_78,577508.0512608348,development
952,scenario_78,579111.0655607453,development
958,scenario_78,564086.2367227658,development
964,scenario_78,562596.3431785798,development
970,scenario_78,565670.8940680125,development
971,scenario_78,563660.6911217481,development
987,scenario_78,562128.5045064721,development
status_quo,scenario_78,562067.9056858013,status_quo
0,scenario_89,346338.72707066033,development
103,scenario_89,356324.4998602236,development
104,scenario_89,347500.968950561,development
109,scenario_89,361364.3078518157,development
114,scenario_89,348822.0361397191,development
12,scenario_89,350133.82044645457,development
126,scenario_89,356230.71197071875,development
140,scenario_89,347440.793444162,development
143,scenario_89,347131.84487156005,development
144,scenario_89,352547.4436173761,development
15,scenario_89,346427.94307864935,development
150,scenario_89,352981.02695357695,development
152,scenario_89,327429.1405295045,development
17,scenario_89,358060.8712212761,development
176,scenario_89,348727.29947058024,development
177,scenario_89,347090.8189290432,development
195,scenario_89,353235.1762654239,development
197,scenario_89,348337.7996485716,development
2,scenario_89,355467.3092837242,development
201,scenario_89,356432.79671491083,development
202,scenario_89,350756.7973608046,development
206,scenario_89,348218.5098661952,development
209,scenario_89,350620.20620026963,development
227,scenario_89,347736.10067069234,development
233,scenario_89,348097.93784622825,development
240,scenario_89,347827.8002298864,development
243,scenario_89,357769.90606621053,development
245,scenario_89,353264.46618060535,development
249,scenario_89,356503.4535343095,development
25,scenario_89,353793.9230868459,development
250,scenario_89,349595.3945633672,development
254,scenario_89,324108.2874278752,development
255,scenario_89,348677.8418241269,development
261,scenario_89,350038.706493996,development
267,scenario_89,347638.24250786577,development
27,scenario_89,353571.0537697849,development
270,scenario_89,348888.535169626,development
273,scenario_89,348089.4209514562,development
277,scenario_89,352527.681013791,development
28,scenario_89,359708.2231584706,development
284,scenario_89,348696.28292824293,development
285,scenario_89,356776.5903184544,development
289,scenario_89,356338.2933529161,development
308,scenario_89,351506.8763843825,development
331,scenario_89,356632.024567169,development
334,scenario_89,345958.64102311636,development
348,scenario_89,359274.10040909884,development
351,scenario_89,356084.81259097776,development
356,scenario_89,351954.5898454746,development
358,scenario_89,355545.16788122826,development
390,scenario_89,350919.2438143042,development
392,scenario_89,347180.6427988522,development
394,scenario_89,349090.87696458783,development
423,scenario_89,347143.9556222643,development
459,scenario_89,352664.4824634014,development
464,scenario_89,347048.35064890934,development
469,scenario_89,352984.52969662054,development
486,scenario_89,356784.397952152,development
493,scenario_89,347073.62448226154,development
499,scenario_89,352733.637511167,development
517,scenario_89,347846.55455237255,development
521,scenario_89,360290.0153977069,development
531,scenario_89,353986.205102348,development
533,scenario_89,349483.178375879,development
538,scenario_89,348530.8340166989,development
540,scenario_89,348404.21045426413,development
546,scenario_89,347909.47616134625,development
550,scenario_89,349129.38488635153,development
552,scenario_89,349187.4641798385,development
556,scenario_89,348233.1451742552,development
557,scenario_89,323758.1064322369,development
558,scenario_89,357672.6033579272,development
564,scenario_89,356476.24586643354,development
565,scenario_89,350865.89936034736,development
569,scenario_89,348204.80737490614,development
57,scenario_89,347315.79708166583,development
594,scenario_89,351972.4571375935,development
602,scenario_89,350823.01297783636,development
612,scenario_89,361355.3887985457,development
614,scenario_89,348557.6765957091,development
62,scenario_89,347253.818741023,development
625,scenario_89,349371.03564790386,development
627,scenario_89,348909.5914412707,development
628,scenario_89,348772.5966350615,development
629,scenario_89,348282.814876522,development
63,scenario_89,357019.93054772425,development
648,scenario_89,349015.5055611448,development
662,scenario_89,360212.32926899014,development
669,scenario_89,346133.66493258864,development
670,scenario_89,349590.5873991931,development
673,scenario_89,346536.29797832784,development
678,scenario_89,354174.118076936,development
680,scenario_89,350802.1293339826,development
682,scenario_89,357689.51805415686,development
689,scenario_89,356766.89217904606,development
694,scenario_89,349582.6260505638,development
726,scenario_89,348762.040875667,development
73,scenario_89,350259.49560073053,development
736,scenario_89,347111.17559166835,development
750,scenario_89,357044.3485540509,development
755,scenario_89,349786.83362803125,development
759,scenario_89,361363.724237365,development
761,scenario_89,346995.5965911267,development
764,scenario_89,352053.0901592916,development
767,scenario_89,347009.981232379,development
770,scenario_89,347207.99244189303,development
775,scenario_89,356472.19920736225,development
776,scenario_89,349448.04176616686,development
780,scenario_89,348742.61908887967,development
789,scenario_89,357720.06726847787,development
791,scenario_89,350834.7285247308,development
809,scenario_89,351009.19780314446,development
810,scenario_89,351839.35731109435,development
811,scenario_89,347297.9242022512,development
813,scenario_89,352441.6993583321,development
822,scenario_89,348570.2203123199,development
831,scenario_89,348877.8898790684,development
837,scenario_89,348205.36230109126,development
858,scenario_89,351792.64552341605,development
863,scenario_89,351016.45877351804,development
866,scenario_89,348627.2028828939,development
873,scenario_89,356583.0518135751,development
878,scenario_89,350351.79626416246,development
887,scenario_89,349966.1300657748,development
895,scenario_89,355842.61842738604,development
9,scenario_89,328096.97873914195,development
90,scenario_89,348022.68211370206,development
935,scenario_89,348975.94454819866,development
938,scenario_89,350264.91142077686,development
94,scenario_89,347026.19159639115,development
940,scenario_89,348973.5086186646,development
945,scenario_89,356544.27354937745,development
952,scenario_89,357544.9726424625,development
958,scenario_89,348291.5251024273,development
964,scenario_89,347351.5068574959,development
970,scenario_89,349242.3248735966,development
971,scenario_89,348023.9217050782,development
987,scenario_89,347094.0914225251,development
status_quo,scenario_89,347030.8183515454,status_quo
0,scenario_96,367570.6562515912,development
103,scenario_96,378175.07813800056,development
104,scenario_96,368808.09311083076,development
109,scenario_96,383527.8868362358,development
114,scenario_96,370208.1772534646,development
12,scenario_96,371603.88951156184,development
126,scenario_96,378075.9136961917,development
140,scenario_96,368743.47928395006,development
143,scenario_96,368412.36782987503,development
144,scenario_96,374164.13297370484,development
15,scenario_96,367665.5638468103,development
150,scenario_96,374626.6922369351,development
152,scenario_96,347492.67199637066,development
17,scenario_96,380016.5597670659,development
176,scenario_96,370110.2909974548,development
177,scenario_96,368369.43818878266,development
189,scenario_96,94389.20286736176,development
195,scenario_96,374896.88160133857,development
197,scenario_96,369695.2327639362,development
2,scenario_96,377264.43777431105,development
201,scenario_96,378290.3065339652,development
202,scenario_96,372263.90535833256,development
206,scenario_96,369568.7130391824,development
209,scenario_96,372118.3628419028,development
227,scenario_96,369054.8759093486,development
233,scenario_96,369441.39134210226,development
240,scenario_96,369152.3892857127,development
243,scenario_96,379712.50875332404,development
245,scenario_96,374924.6281155009,development
249,scenario_96,378365.2459809682,development
25,scenario_96,375487.9332758213,development
250,scenario_96,371030.0329362727,development
254,scenario_96,343968.8547973705,development
255,scenario_96,370057.62286806345,development
261,scenario_96,371501.5258856141,development
267,scenario_96,368955.247700054,development
27,scenario_96,375250.7020170594,development
270,scenario_96,370281.236850494,development
273,scenario_96,369429.88901124307,development
277,scenario_96,374143.6636224919,development
28,scenario_96,381766.55421432765,development
284,scenario_96,370075.8714158413,development
285,scenario_96,378655.3904825033,development
289,scenario_96,378190.0195772491,development
308,scenario_96,373061.90644904313,development
331,scenario_96,378501.66745841847,development
334,scenario_96,367167.6015557476,development
348,scenario_96,381308.9063878895,development
351,scenario_96,377927.0507534676,development
356,scenario_96,373535.65150570765,development
358,scenario_96,377347.2529885255,development
390,scenario_96,372436.49391280086,development
392,scenario_96,368464.0727636244,development
394,scenario_96,370493.9910884856,development
423,scenario_96,368426.62466263917,development
459,scenario_96,374290.79402583657,development
464,scenario_96,368324.039067045,development
469,scenario_96,374628.7181314044,development
486,scenario_96,378663.94453041564,development
493,scenario_96,368350.59299118584,development
499,scenario_96,374361.11399326567,development
517,scenario_96,369171.9509212383,development
521,scenario_96,382387.0655139298,development
531,scenario_96,375694.79877018323,development
533,scenario_96,370909.1999232322,development
538,scenario_96,369894.8991346264,development
540,scenario_96,369764.4885267451,development
546,scenario_96,369243.07479142357,development
550,scenario_96,370529.6331445145,development
552,scenario_96,370598.1371703285,development
556,scenario_96,369586.04897826165,development
557,scenario_96,343594.9529971741,development
558,scenario_96,379605.5971094089,development
564,scenario_96,378335.8690645256,development
565,scenario_96,372381.88787114236,development
569,scenario_96,369553.5064725576,development
57,scenario_96,368607.6864497434,development
594,scenario_96,373556.4556342108,development
602,scenario_96,372336.20196530974,development
612,scenario_96,383518.4162713968,development
614,scenario_96,369927.71477933007,development
62,scenario_96,368541.91448056453,development
625,scenario_96,370793.00546479865,development
627,scenario_96,370301.3302011371,development
628,scenario_96,370159.7618145037,development
629,scenario_96,369635.63221034786,development
63,scenario_96,378914.09450528305,development
648,scenario_96,370416.46437801723,development
662,scenario_96,382303.93998162023,development
669,scenario_96,367354.3057735954,development
670,scenario_96,371024.88479958003,development
673,scenario_96,367780.58922669,development
678,scenario_96,375887.56962600234,development
680,scenario_96,372313.76536042726,development
682,scenario_96,379623.52380521345,development
689,scenario_96,378644.36300651886,development
694,scenario_96,371016.67651400086,development
726,scenario_96,370150.502094271,development
73,scenario_96,371737.740708103,development
736,scenario_96,368386.5007848012,development
750,scenario_96,378938.99049752706,development
755,scenario_96,371233.3412235947,development
759,scenario_96,383527.04391952907,development
761,scenario_96,368268.28552612127,development
764,scenario_96,373641.88721664256,development
767,scenario_96,368282.68205713504,development
770,scenario_96,368493.86774372734,development
775,scenario_96,378331.9375234653,development
776,scenario_96,370878.5010915482,development
780,scenario_96,370119.6432570613,development
789,scenario_96,379656.55828155886,development
791,scenario_96,372342.17589481326,development
809,scenario_96,372527.00387583463,development
810,scenario_96,373415.3736419717,development
811,scenario_96,368589.07969278883,development
813,scenario_96,374050.98816714267,development
822,scenario_96,369941.8535650219,development
831,scenario_96,370271.56865177216,development
837,scenario_96,369554.73600556795,development
858,scenario_96,373366.0798448717,development
863,scenario_96,372539.36465562717,development
866,scenario_96,370002.20082316233,development
873,scenario_96,378449.89448725735,development
878,scenario_96,371830.3317311995,development
887,scenario_96,371427.189889895,development
895,scenario_96,377662.71481918165,development
9,scenario_96,348201.90766457864,development
90,scenario_96,369361.28400530585,development
935,scenario_96,370371.417167222,development
938,scenario_96,371740.0108320478,development
94,scenario_96,368300.43260052486,development
940,scenario_96,370369.32102764316,development
945,scenario_96,378413.83519855695,development
952,scenario_96,379471.01112196955,development
958,scenario_96,369641.05619106896,development
964,scenario_96,368648.9632493334,development
970,scenario_96,370659.49806279637,development
971,scenario_96,369360.3703551531,development
987,scenario_96,368370.9444681476,development
status_quo,scenario_96,368308.10862877563,status_quo
0,scenario_100,358137.2858373678,development
103,scenario_100,368462.6487293828,development
104,scenario_100,359341.711813815,development
109,scenario_100,373670.4524543885,development
114,scenario_100,360703.11186284956,development
12,scenario_100,362061.60231794167,development
126,scenario_100,368365.92656708695,development
140,scenario_100,359279.31335798325,development
143,scenario_100,358957.11767072044,development
144,scenario_100,364554.3475855979,development
15,scenario_100,358229.5685649785,development
150,scenario_100,365005.46444282425,development
152,scenario_100,338596.95917931554,development
17,scenario_100,370259.20222731656,development
176,scenario_100,360608.0796081631,development
177,scenario_100,358915.07561519154,development
189,scenario_100,406354.03754125343,development
195,scenario_100,365267.93490243546,development
197,scenario_100,360207.24933131173,development
2,scenario_100,367576.8229338135,development
201,scenario_100,368574.86197042145,development
202,scenario_100,362707.4177622104,development
206,scenario_100,360084.8102265367,development
209,scenario_100,362565.7327844865,development
227,scenario_100,359581.6887992083,development
233,scenario_100,359959.32505888934,development
240,scenario_100,359676.50004827,development
243,scenario_100,369953.2624439636,development
245,scenario_100,365296.6274498784,development
249,scenario_100,368648.0474570701,development
25,scenario_100,365842.6771600727,development
250,scenario_100,361502.17659037013,development
254,scenario_100,335162.031708808,development
255,scenario_100,360557.4368607157,development
261,scenario_100,361964.5967851429,development
267,scenario_100,359482.00571277254,development
27,scenario_100,365612.845520536,development
270,scenario_100,360774.9206179939,development
273,scenario_100,359946.5386771668,development
277,scenario_100,364537.5298509271,development
28,scenario_100,371960.3054626019,development
284,scenario_100,360578.15931551513,development
285,scenario_100,368930.23906098114,development
289,scenario_100,368476.91631523735,development
308,scenario_100,363481.06075925526,development
331,scenario_100,368781.05977489933,development
334,scenario_100,357743.9696609242,development
348,scenario_100,371509.2155159766,development
351,scenario_100,368209.6638322005,development
356,scenario_100,363945.4720814364,development
358,scenario_100,367657.33966363297,development
390,scenario_100,362874.5033425282,development
392,scenario_100,359007.7788811149,development
394,scenario_100,360980.79499228887,development
423,scenario_100,358968.87202128227,development
459,scenario_100,364677.605828048,development
464,scenario_100,358870.7709549281,development
469,scenario_100,365009.66583201766,development
486,scenario_100,368938.10209332407,development
493,scenario_100,358896.9210789241,development
499,scenario_100,364747.63628807286,development
517,scenario_100,359695.5088525787,development
521,scenario_100,372560.22805308586,development
531,scenario_100,366044.0238530771,development
533,scenario_100,361393.7356893265,development
538,scenario_100,360407.0472110229,development
540,scenario_100,360277.18950668327,development
546,scenario_100,359762.31586034194,development
550,scenario_100,361026.1009433678,development
552,scenario_100,361084.1124498075,development
556,scenario_100,360097.8261845169,development
557,scenario_100,334802.5358584456,development
558,scenario_100,369856.78856923146,development
564,scenario_100,368619.6564898333,development
565,scenario_100,362817.81511499995,development
569,scenario_100,360070.4008295931,development
57,scenario_100,359147.63626108464,development
594,scenario_100,363961.8417083105,development
602,scenario_100,362773.31890499935,development
612,scenario_100,373661.21074451477,development
614,scenario_100,360434.0673108233,development
62,scenario_100,359083.5414114404,development
625,scenario_100,361275.68194574857,development
627,scenario_100,360793.81039417646,development
628,scenario_100,360654.71891993645,development
629,scenario_100,360146.5880169281,development
63,scenario_100,369181.6445013723,development
648,scenario_100,360905.20389534277,development
662,scenario_100,372480.35416137404,development
669,scenario_100,357924.28681880265,development
670,scenario_100,361497.32937590015,development
673,scenario_100,358341.6538234813,development
678,scenario_100,366239.08625851246,development
680,scenario_100,362752.21806704625,development
682,scenario_100,369874.30611385626,development
689,scenario_100,368920.0962589253,development
694,scenario_100,361493.6419589836,development
726,scenario_100,360642.11844754993,development
73,scenario_100,362191.132561241,development
736,scenario_100,358933.5522226295,development
750,scenario_100,369207.1933837528,development
755,scenario_100,361699.9408503212,development
759,scenario_100,373669.91145071253,development
761,scenario_100,358816.559088555,development
764,scenario_100,364045.62877718144,development
767,scenario_100,358831.5449159173,development
770,scenario_100,359036.0828064082,development
775,scenario_100,368616.0536695221,development
776,scenario_100,361351.6171129872,development
780,scenario_100,360625.93043563544,development
789,scenario_100,369904.929702344,development
791,scenario_100,362791.63163334894,development
809,scenario_100,362972.0617200521,development
810,scenario_100,363824.16509717144,development
811,scenario_100,359128.75742565247,development
813,scenario_100,364449.42931221396,development
822,scenario_100,360447.3777195139,development
831,scenario_100,360763.5061523661,development
837,scenario_100,360071.1015697051,development
858,scenario_100,363775.4583721804,development
863,scenario_100,362974.9800016282,development
866,scenario_100,360506.7456591568,development
873,scenario_100,368730.122228391,development
878,scenario_100,362292.56045869394,development
887,scenario_100,361887.7543632293,development
895,scenario_100,367965.12353022135,development
9,scenario_100,339287.0596439053,development
90,scenario_100,359881.90708304086,development
935,scenario_100,360867.35987472185,development
938,scenario_100,362199.2560705179,development
94,scenario_100,358847.9408101517,development
940,scenario_100,360864.8390349921,development
945,scenario_100,368683.83709223947,development
952,scenario_100,369723.7395941096,development
958,scenario_100,360159.28740741336,development
964,scenario_100,359186.7420808795,development
970,scenario_100,361138.81755933363,development
971,scenario_100,359878.60387831094,development
987,scenario_100,358917.1926056377,development
status_quo,scenario_100,358854.22068416275,status_quo
