development,scenario,origin_access_savings,destination_access_savings,access_savings,network_savings,total_tts,positive_tts,monetized_savings_yearly,monetized_savings
673,scenario_19,71.53557201443255,71.53557201443618,143.07114402886873,15367.37787190196,15510.449015930528,True,5073209.365627277,253660468.28136384
17,scenario_19,1006.8203276848362,1006.820327684829,2013.6406553696652,13371.96142196958,15385.602077339076,True,5032374.012796323,251618700.6398161
767,scenario_19,149.6096548502028,149.60965485019915,299.21930970040194,14744.206131614745,15043.425441314932,True,4920453.738096759,246022686.90483797
694,scenario_19,120.19846084065648,120.19846084065648,240.39692168131296,14354.667111522984,14595.064033204224,True,4773802.194193881,238690109.7096941
0,scenario_30,231.7312515230224,231.7312515230224,463.4625030460448,14131.290795718089,14594.753298764115,True,4773700.55813743,238685027.9068715
423,scenario_30,201.48854598090475,201.48854598090475,402.9770919618095,14116.1077291884,14519.084821150173,True,4748950.660251202,237447533.0125601
669,scenario_30,114.5610671691793,114.56106716917566,229.12213433835495,13469.512406747672,13698.634541086038,True,4480595.047813558,224029752.3906779
57,scenario_19,1168.2492274571014,1168.2492274571014,2336.4984549142027,10943.55273305229,13280.051187966252,True,4343683.409397295,217184170.46986476
938,scenario_30,782.9932138375516,782.9932138375516,1565.9864276751032,11116.173552393911,12682.159980069147,True,4148123.1601476166,207406158.00738084
334,scenario_29,376.839874075431,376.839874075431,753.679748150862,10659.604042791643,11413.28379094263,True,3733094.906620818,186654745.3310409
176,scenario_30,15.31677320802919,15.31677320802919,30.63354641605838,10444.96968602913,10475.603232445312,True,3426395.223945654,171319761.1972827
15,scenario_30,146.9586375464787,146.95863754647507,293.9172750929538,10043.86156212003,10337.77883721306,True,3381315.1613384383,169065758.06692192
569,scenario_19,239.18362038955456,239.1836203895582,478.36724077911276,9821.008284510346,10299.375525289448,True,3368754.0780634237,168437703.90317115
