development,scenario_count,mean_tts_weighted_min,median_tts_weighted_min,std_tts_weighted_min,min_tts_weighted_min,max_tts_weighted_min,positive_weighted_scenarios,mean_tts_unweighted_min,std_tts_unweighted_min,mean_dev_weighted_tt_min,mean_sq_weighted_tt_min,mean_dev_unweighted_tt_min,mean_sq_unweighted_tt_min,positive_weighted_share,cv_weighted_tts_abs
254,10,5.952013979257456,4.928419810380223,3.265988308205097,1.7341153535043574,11.416679388360194,10,5.743653701010006,3.2772320579121343,61.03427699212814,66.9862909713856,64.34947767709615,70.09313137810616,1.0,0.5487198651728546
28,10,0.7188686236106768,0.497057329096549,0.7089074077396054,-0.19663678224883796,1.9060231232470812,9,-0.02013130413776736,0.2846087541153236,66.26742234777493,66.9862909713856,70.11326268224391,70.09313137810616,0.9,0.9861432039959693
267,10,0.3997081115351321,0.35830590031416776,0.13079733506008218,0.2304884154651603,0.6171086342119025,10,-0.29891761377248827,0.09141630504611546,66.58658285985047,66.9862909713856,70.39204899187864,70.09313137810616,1.0,0.32723212585738537
109,10,-2.860029593015478,-2.4298211844403035,1.372653492991847,-5.156685250643434,-1.0872487267658073,0,-2.9692393948582256,1.4443446278317524,69.84632056440107,66.9862909713856,73.06237077296439,70.09313137810616,0.0,0.4799438076948662
